categoria_str,precio_compra,img_caratula,categoria_id,titulo,precio_venta,sku,precio_intercambio
PC,0.80,/product_images/defimg1_s.jpg,830,Fallout 3 the Pet and Operation Anchorage,4.00,023272026442,1.40
PC,0.01,/product_images/Juegos/PC Juegos/023272326104_s.jpg,830,Star Wars: Knights of the Old Republic II - Sith Lords,0.50,023272326104,0.10
PC,0.20,/product_images/defimg5_s.jpg,830,Star Wars Galaxies - Jump to Lightspeed,1.50,023272712143,0.40
PC,3.00,/product_images/defimg2_s.jpg,830,Star Wars: Empire at War,15.00,023272854102,5.00
PC,0.01,/product_images/defimg4_s.jpg,830,Star Wars Galactic Battlegrounds Expansi,0.10,023272998790,0.01
PC,0.20,/product_images/defimg1_s.jpg,830,Lego Creator,1.50,024294129469,0.40
PC,0.01,/product_images/defimg5_s.jpg,830,Tony Hawks Pro Skater 3,0.25,047875322219,0.01
PC,0.30,/product_images/defimg2_s.jpg,830,Duke Nukem 3D,2.50,059699720805,0.70
PC,0.30,/product_images/defimg1_s.jpg,830,Heroes Of Might & Magic V Hammer Of Fate,2.50,07210231284,0.70
PC,0.30,/product_images/defimg4_s.jpg,830,Ultimate Dinosaur Collection,1.50,092939190068,0.50
PC,0.40,/product_images/defimg5_s.jpg,830,Space Arcade Collection,2.00,092939600192,0.70
PC,0.10,/product_images/defimg1_s.jpg,830,Cruncher In Mazeland,1.00,092939601205,0.30
PC,0.10,/product_images/defimg4_s.jpg,830,Drop!,1.00,092939603346,0.30
PC,0.01,/product_images/defimg1_s.jpg,830,Motocross Madness,0.50,093007897285,0.10
PC,2.00,/product_images/Juegos/PC Juegos/093155119642_s.jpg,830,Dishonored (P),12.00,093155119642,4.00
PC,1.60,/product_images/defimg4_s.jpg,830,Doom 3 - BFG Edition (18) (P),8.00,093155119956,2.00
PC,0.20,/product_images/Juegos/PC Juegos/093155122598_s.jpg,830,Rogue Warrior,1.50,093155122598,0.40
PC,3.00,/product_images/defimg3_s.jpg,830,Fallout 3 (18) + Figurine,15.00,093155123359,5.00
PC,0.01,/product_images/Juegos/PC Juegos/093155124721_s.jpg,830,Brink (P),0.50,093155124721,0.10
PC,2.00,/product_images/Juegos/PC Juegos/093155125124_s.jpg,830,Fallout New Vegas (P),14.00,093155125124,5.00
PC,2.00,/product_images/defimg5_s.jpg,830,Fallout 3,12.00,093155125667,4.00
PC,0.60,/product_images/Juegos/PC Juegos/093155126473_s.jpg,830,Fallout 3: Operation Anchorage & The Pit,4.50,093155126473,1.30
PC,9.00,/product_images/defimg2_s.jpg,830,Fallout New Vegas CE (P),22.00,093155140271,13.00
PC,0.50,/product_images/Juegos/PC Juegos/093155140639_s.jpg,830,Hunted: The Demons Forge (P),1.50,093155140639,0.70
PC,1.90,/product_images/Juegos/PC Juegos/093155141599_s.jpg,830,Elder Scrolls V: Skyrim (P),8.00,093155141599,3.00
PC,2.00,/product_images/defimg5_s.jpg,830,"Fallout: New Vegas, Ultimate Ed. (P)",12.00,093155142145,4.00
PC,1.40,/product_images/Juegos/PC Juegos/093155143302_s.jpg,830,Rage (P) Anarchy Edition,6.00,093155143302,2.00
PC,3.00,/product_images/defimg5_s.jpg,830,Elder Scrolls V: Skyrim Legendary Ed (P),15.00,093155148130,5.00
PC,1.60,/product_images/Juegos/PC Juegos/093155148246_s.jpg,830,"Evil Within, The (P)",7.00,093155148246,2.00
PC,2.00,/product_images/Juegos/PC Juegos/093155148598_s.jpg,830,Wolfenstein: The New Order (P),10.00,093155148598,3.00
PC,13.00,/product_images/defimg4_s.jpg,830,Elders Scrolls Anthology (P),30.00,093155148901,18.00
PC,2.00,/product_images/Juegos/PC Juegos/23272011123_s.jpg,830,Monkey Island Special Edition Collection,12.00,23272011123,4.00
PC,0.30,/product_images/defimg3_s.jpg,830,7.62 High Calibre,2.00,2395000003082,0.60
PC,0.30,/product_images/defimg1_s.jpg,830,Rabbids Go Home,1.50,2395000006182,0.50
PC,0.20,/product_images/defimg4_s.jpg,830,Batman Vengeance,1.50,3307210116147,0.40
PC,0.10,/product_images/defimg3_s.jpg,830,Batman Vengence,1.00,3307210116604,0.30
PC,0.50,/product_images/defimg2_s.jpg,830,Dragon's Lair 3D,2.50,3307210124715,0.90
PC,0.20,/product_images/defimg3_s.jpg,830,Ghost Recon Island Thunder,1.50,3307210130464,0.40
PC,-1,/product_images/defimg4_s.jpg,830,Splinter Cell,0.50,3307210131003,-1
PC,0.10,/product_images/defimg3_s.jpg,830,The Elder Scrolls Morrowind: Tribunal Ex,0.75,3307210131980,0.20
PC,0.01,/product_images/defimg4_s.jpg,830,Rainbow Six 3 Raven Shield Pack special,0.50,3307210137012,0.10
PC,0.10,/product_images/defimg5_s.jpg,830,In Memoriam,1.00,3307210142931,0.30
PC,0.01,/product_images/defimg4_s.jpg,830,Planet Side,0.50,3307210147110,0.10
PC,1.90,/product_images/defimg2_s.jpg,830,The Elder Scrolls III Bloodmoon Exp Pack,8.00,3307210148476,3.00
PC,0.01,/product_images/defimg3_s.jpg,830,Rainbow Six 3 - Athena Sword,0.50,3307210150349,0.10
PC,0.01,/product_images/Juegos/PC Juegos/3307210156334_s.jpg,830,Warlords IV: Heroes Of Etheria,0.25,3307210156334,0.01
PC,0.10,/product_images/defimg4_s.jpg,830,Lords Of Everquest,1.00,3307210160478,0.30
PC,0.10,/product_images/defimg2_s.jpg,830,Motocross Madness 2,1.00,3307210163271,0.30
PC,0.01,/product_images/defimg2_s.jpg,830,il2 Forgotten Battles Ace Expansion Pack,0.50,3307210163677,0.10
PC,0.01,/product_images/defimg4_s.jpg,830,Downtown Run,0.25,3307210168085,0.01
PC,0.10,/product_images/defimg2_s.jpg,830,Fighting Steel,1.00,3307210168122,0.30
PC,0.01,/product_images/defimg3_s.jpg,830,Largo Winch Empire Under Threat,0.10,3307210168160,0.01
PC,0.10,/product_images/defimg5_s.jpg,830,Myst IV Revelation,1.00,3307210171849,0.30
PC,0.01,/product_images/defimg2_s.jpg,830,Dungeon Siege 2CD,0.10,3307210173744,0.01
PC,0.01,/product_images/defimg1_s.jpg,830,Everquest II (P),0.50,3307210178480,0.10
PC,1.90,/product_images/defimg3_s.jpg,830,Splinter Cell / Splinter Cell Pandora Tomorrow,8.00,3307210179487,3.00
PC,0.20,/product_images/defimg1_s.jpg,830,Biathlon 2005,1.00,3307210184504,0.30
PC,0.01,/product_images/defimg2_s.jpg,830,Shrek 2 Pinta y crea,0.10,3307210189110,0.01
PC,0.20,/product_images/Juegos/PC Juegos/3307210194916_s.jpg,830,Bards Tale,1.50,3307210194916,0.40
PC,1.80,/product_images/defimg2_s.jpg,830,Age of Empire Gold+D. Siege+Warlords IV,9.00,3307210195319,3.00
PC,0.01,/product_images/defimg2_s.jpg,830,Singles 2 Tres Son Multitud,0.25,3307210197177,0.01
PC,0.60,/product_images/defimg4_s.jpg,830,Settlers / CSI / Rayman 3,3.00,3307210197825,1.00
PC,0.30,/product_images/defimg1_s.jpg,830,Everquest II Desert Of Flame (P),2.00,3307210206534,0.60
PC,0.30,/product_images/defimg2_s.jpg,830,CSI Triple Pack,2.00,3307210212054,0.60
PC,0.50,/product_images/defimg1_s.jpg,830,Flight Simulator 2002 (Ed. Estandard),3.50,3307210212290,1.00
PC,0.30,/product_images/defimg2_s.jpg,830,Zoo Tycoon,2.50,3307210212429,0.70
PC,0.20,/product_images/defimg5_s.jpg,830,Combat Flight Simulator 2,1.50,3307210212610,0.40
PC,0.40,/product_images/defimg5_s.jpg,830,Final Fanstasy XI (Online) (P),2.00,3307210214553,0.70
PC,1.40,/product_images/defimg4_s.jpg,830,Prince of Persia (Trilogia EC),6.00,3307210214621,2.00
PC,0.10,/product_images/defimg3_s.jpg,830,Onimusha 3 (SN),0.75,3307210219305,0.20
PC,0.10,/product_images/Juegos/PC Juegos/3307210220912_s.jpg,830,Blazing Angels,0.75,3307210220912,0.20
PC,0.60,/product_images/defimg1_s.jpg,830,Resident Evil 4 (P),3.00,3307210221759,1.00
PC,0.01,/product_images/defimg5_s.jpg,830,Crimson Skies,0.50,3307210222589,0.10
PC,0.30,/product_images/defimg3_s.jpg,830,Chessmaster 10th Edition,2.00,3307210223500,0.60
PC,0.30,/product_images/defimg4_s.jpg,830,The Settlers 2: 10Th Anniversary,1.50,3307210231130,0.50
PC,0.01,/product_images/defimg3_s.jpg,830,Ducati World Championship,0.10,3307210234223,0.01
PC,0.60,/product_images/defimg1_s.jpg,830,Dark Messiah Might & Magic (Ed. Col.),4.00,3307210234261,1.20
PC,0.10,/product_images/defimg5_s.jpg,830,Scrabble 2007,0.50,3307210241917,0.10
PC,0.01,/product_images/defimg2_s.jpg,830,Scrabble Interactivo 2004,0.25,3307210242549,0.01
PC,0.10,/product_images/defimg5_s.jpg,830,Heroes Of Might & Magic 2,0.75,3307210242990,0.20
PC,0.10,/product_images/defimg3_s.jpg,830,Heroes Of Might And Magic,1.00,3307210243003,0.30
PC,0.01,/product_images/defimg4_s.jpg,830,Catz 5,0.10,3307210243904,0.01
PC,0.20,/product_images/Juegos/PC Juegos/3307210243997_s.jpg,830,IL-2 Sturmovik - 1946,1.50,3307210243997,0.40
PC,0.01,/product_images/defimg5_s.jpg,830,Cosmic Party,0.10,3307210244055,0.01
PC,0.01,/product_images/defimg1_s.jpg,830,Cosmic Family,0.10,3307210245021,0.01
PC,0.01,/product_images/defimg1_s.jpg,830,Rayman Raving Rabbids Centro de Activida,0.25,3307210246950,0.01
PC,0.80,/product_images/defimg5_s.jpg,830,5 en 1 Juegos- Ghost Recon + Csi Miami,3.50,3307210262592,1.30
PC,0.10,/product_images/defimg5_s.jpg,830,CSI: Pruebas Ocultas,1.00,3307210263049,0.30
PC,0.30,/product_images/defimg2_s.jpg,830,Chessmaster (Grandmaster Edition),2.50,3307210264282,0.70
PC,1.20,/product_images/defimg4_s.jpg,830,R.U.S.E (P),6.00,3307210265807,2.00
PC,0.50,/product_images/defimg2_s.jpg,830,R.U.S.E (P),2.50,3307210265852,0.90
PC,0.10,/product_images/Juegos/PC Juegos/3307210267948_s.jpg,830,Beowulf,1.00,3307210267948,0.30
PC,0.01,/product_images/Juegos/PC Juegos/3307210324078_s.jpg,830,Totally Spies Fiesta Total,0.10,3307210324078,0.01
PC,0.30,/product_images/defimg2_s.jpg,830,Splinter Cell Conviction (P),2.50,3307210329615,0.70
PC,0.30,/product_images/defimg1_s.jpg,830,Kids Pack 1,2.00,3307210406521,0.60
PC,1.60,/product_images/defimg1_s.jpg,830,Prince Of Persia (Trilogia),8.00,3307210406576,2.00
PC,1.20,/product_images/defimg3_s.jpg,830,Brothers In Arms: Hell's Highway LE,6.00,3307210415004,2.00
PC,0.10,/product_images/defimg1_s.jpg,830,Imagina ser Amazona en Competicion,1.00,3307210450111,0.30
PC,0.01,/product_images/defimg1_s.jpg,830,Hells Kitchen,0.10,3307210450661,0.01
PC,0.10,/product_images/Juegos/PC Juegos/3307211605725_s.jpg,830,Shaun White Snowboarding,1.00,3307211605725,0.30
PC,0.10,/product_images/defimg2_s.jpg,830,Animalz Sport Dogz,1.00,3307211607491,0.30
PC,1.60,/product_images/defimg1_s.jpg,830,Far Cry 2 (Ed. Coleccionista),8.00,3307211610781,2.00
PC,0.20,/product_images/defimg3_s.jpg,830,Settlers 7 : Los Caminos del Reino (P),1.50,3307211666870,0.40
PC,0.50,/product_images/defimg1_s.jpg,830,Assassin's Creed II (P),2.50,3307211667563,0.90
PC,3.00,/product_images/defimg1_s.jpg,830,Assassin's Creed II/2 (P) (15) White Ed,18.00,3307211669499,6.00
PC,0.40,/product_images/defimg5_s.jpg,830,Cloudy With A Chance Of Meatballs,2.00,3307211671607,0.70
PC,0.30,/product_images/defimg4_s.jpg,830,Iiuvia De Albondigas,2.50,3307211671676,0.70
PC,0.10,/product_images/defimg1_s.jpg,830,CSI: Determinacion Mortal,1.00,3307211672208,0.30
PC,0.10,/product_images/defimg3_s.jpg,830,Arthur Y La Venganza De Maltazard,0.75,3307211673182,0.20
PC,0.50,/product_images/defimg3_s.jpg,830,Avatar: El Videojuego (P),3.50,3307211679351,1.00
PC,0.01,/product_images/Juegos/PC Juegos/3307211688179_s.jpg,830,Heroes Over Europe,0.50,3307211688179,0.10
PC,1.20,/product_images/defimg4_s.jpg,830,(P) Silent Hunter 5,6.00,3307211695443,2.00
PC,0.01,/product_images/defimg4_s.jpg,830,Tonic Trouble,0.10,3307212295932,0.01
PC,0.60,/product_images/defimg3_s.jpg,830,Myst III EXILE collectors edition,3.00,3307212312134,1.00
PC,3.50,/product_images/defimg5_s.jpg,830,Evil Twin - Cyprien's Chronicles,3.50,3307212312707,5.00
PC,0.01,/product_images/defimg4_s.jpg,830,Worms Blast,0.25,3307212313933,0.01
PC,0.30,/product_images/defimg4_s.jpg,830,Vio,1.50,3307212319614,0.50
PC,0.01,/product_images/defimg3_s.jpg,830,Sea & Dogs,0.10,3307212320368,0.01
PC,0.01,/product_images/defimg3_s.jpg,830,Tom Clancy's Ghost Recon - Desert Seige,0.25,3307212321075,0.01
PC,1.20,/product_images/defimg2_s.jpg,830,Worms Battle Pack,6.00,3307212321327,2.00
PC,0.60,/product_images/defimg2_s.jpg,830,Europa Universal II,4.00,3307212321426,1.20
PC,0.30,/product_images/defimg2_s.jpg,830,Prince of Persia - Arenas Olvidadas (P),1.50,3307212805674,0.50
PC,3.00,/product_images/defimg1_s.jpg,830,Assassin's Creed: Revelations CE (P),18.00,3307215589908,6.00
PC,2.00,/product_images/defimg5_s.jpg,830,"Assassins Creed Revelation, Animus Ed (P)",12.00,3307215591598,4.00
PC,0.50,/product_images/defimg3_s.jpg,830,Clash of Heroes,2.50,3307215606315,0.90
PC,0.50,/product_images/defimg2_s.jpg,830,Tera,3.50,3307215629598,1.00
PC,1.40,/product_images/defimg3_s.jpg,830,Ghost Recon: Future Soldier (P),6.00,3307215630662,2.00
PC,0.10,/product_images/Juegos/PC Juegos/3307215633458_s.jpg,830,Far Cry 3 (P),0.75,3307215633458,0.20
PC,4.00,/product_images/defimg3_s.jpg,830,Assassin's Creed Revelations -Ottoman Ed,22.00,3307215634011,7.00
PC,1.60,/product_images/defimg3_s.jpg,830,Assassin's Creed III (P),8.00,3307215634400,2.00
PC,2.00,/product_images/Juegos/PC Juegos/3307215637241_s.jpg,830,Assassin's Creed 3: Join or Die,12.00,3307215637241,4.00
PC,0.90,/product_images/defimg1_s.jpg,830,Splinter Cell Blacklist (P),4.50,3307215651612,1.60
PC,0.20,/product_images/defimg3_s.jpg,830,CSI Ultimate: 1-6,1.50,3307215661352,0.40
PC,2.00,/product_images/defimg3_s.jpg,830,Assasins Creed: Hermandad (P),12.00,3307215667095,4.00
PC,5.00,/product_images/defimg5_s.jpg,830,Assassin's Creed I + II (P),25.00,3307215667101,9.00
PC,2.00,/product_images/Juegos/PC Juegos/3307215689455_s.jpg,830,Assassins Hermandad/ Revelation (P),12.00,3307215689455,4.00
PC,5.00,/product_images/defimg1_s.jpg,830,Splinter Cell Blacklist (P) Ultimatum Ed,25.00,3307215690031,9.00
PC,0.80,/product_images/defimg5_s.jpg,830,Splinter Cell - Ultimate Edition (P),4.00,3307215692097,1.40
PC,0.30,/product_images/defimg3_s.jpg,830,Ghost Recon Anthology,2.50,3307215692226,0.70
PC,0.20,/product_images/defimg2_s.jpg,830,Trials Evolution: Gold Edition (P),1.00,3307215693575,0.30
PC,1.40,/product_images/defimg4_s.jpg,830,Assassin's Creed IV: Black Flag (P),7.00,3307215704653,2.00
PC,0.01,/product_images/defimg4_s.jpg,830,Beasts And Bumpkins,0.50,3307215705261,0.10
PC,1.60,/product_images/Juegos/PC Juegos/3307215710845_s.jpg,830,Watch Dogs (P),7.00,3307215710845,2.00
PC,3.00,/product_images/defimg2_s.jpg,830,I Am Alive,15.00,3307215711460,5.00
PC,0.40,/product_images/defimg4_s.jpg,830,From Dust,2.00,3307215711699,0.70
PC,2.00,/product_images/defimg5_s.jpg,830,Call of Jaurez Gunslinger (P),10.00,3307215712405,3.00
PC,0.80,/product_images/defimg4_s.jpg,830,Far Cry 3 - Blood Dragon,4.00,3307215712818,1.40
PC,18.00,/product_images/Juegos/PC Juegos/3307215717530_s.jpg,830,Watch Dogs Dedsec Edition (P),40.00,3307215717530,25.00
PC,0.70,/product_images/Juegos/PC Juegos/3307215726181_s.jpg,830,Rayman Collection,3.50,3307215726181,1.20
PC,0.50,/product_images/defimg3_s.jpg,830,Rayman Legends (P),2.50,3307215726433,0.90
PC,0.30,/product_images/defimg5_s.jpg,830,Might & Magic X - Legacy (P),2.50,3307215734841,0.70
PC,0.80,/product_images/defimg5_s.jpg,830,Heroes Might and Magic VI CE (P),4.00,3307215735169,1.40
PC,2.00,/product_images/Juegos/PC Juegos/3307215748053_s.jpg,830,"Crew, The (P)",12.00,3307215748053,4.00
PC,3.00,/product_images/defimg1_s.jpg,830,Assassins Creed: Heritage Collection,18.00,3307215760215,6.00
PC,0.40,/product_images/defimg1_s.jpg,830,Assassin's Creed Liberation HD (P),2.00,3307215769539,0.70
PC,2.00,/product_images/defimg2_s.jpg,830,Far Cry. The Wild Expedition (P),12.00,3307215775356,4.00
PC,1.20,/product_images/defimg2_s.jpg,830,Child of Light Deluxe Edition,6.00,3307215780763,2.00
PC,1.70,/product_images/defimg2_s.jpg,830,Trials Fusion,5.00,3307215784136,2.00
PC,2.00,/product_images/Juegos/PC Juegos/3307215801420_s.jpg,830,Assasins Creed Rogue (P),9.00,3307215801420,3.00
PC,4.00,/product_images/defimg1_s.jpg,830,Assassin's Creed: Birth of a New World - The American Saga (P),18.00,3307215802649,6.00
PC,11.00,/product_images/Juegos/PC Juegos/3307215804179_s.jpg,830,"Division, The (P)",25.00,3307215804179,15.00
PC,20.00,/product_images/defimg4_s.jpg,830,Assassin's Creed Unity - Notre Dame Edition (P),45.00,3307215813430,28.00
PC,1.60,/product_images/defimg5_s.jpg,830,"Oblivion, Elder Scrolls IV, 5th Anniv Ed",7.00,3307215864357,2.00
PC,12.00,/product_images/Juegos/PC Juegos/3307215889541_s.jpg,830,Rainbow Six: Siege (P),28.00,3307215889541,17.00
PC,9.00,/product_images/defimg4_s.jpg,830,Assassin's Creed: Syndicate (P),20.00,3307215892497,12.00
PC,1.90,/product_images/Juegos/PC Juegos/3307215937143_s.jpg,830,Zombi (3 Disc),8.00,3307215937143,3.00
PC,0.80,/product_images/defimg3_s.jpg,830,Prince Of Persia: Aranes CE (P),4.00,3307217915620,1.40
PC,0.01,/product_images/defimg5_s.jpg,830,Hawx 2 (P),0.25,3307217922390,0.01
PC,1.60,/product_images/defimg5_s.jpg,830,Assassin's Cred La hermandad (P),8.00,3307217926985,2.00
PC,0.60,/product_images/defimg1_s.jpg,830,Driver: San Francisco (P),2.50,3307217929337,0.90
PC,0.40,/product_images/Juegos/PC Juegos/3307217935604_s.jpg,830,"CSI, Fatal Conspriacy",3.00,3307217935604,0.90
PC,1.60,/product_images/defimg2_s.jpg,830,Might And Magic Heroes 6 (P),7.00,3307219931017,2.00
PC,0.40,/product_images/defimg4_s.jpg,830,Might & Magic Heroes VI (P),3.00,3307219931086,0.90
PC,0.80,/product_images/Juegos/PC Juegos/3307219934605_s.jpg,830,IL-2 Sturmovik Cliffs Of Dover CE (P),4.00,3307219934605,1.40
PC,0.10,/product_images/defimg2_s.jpg,830,Call Of Juarez - The Cartel (P),1.00,3307219947315,0.30
PC,8.00,/product_images/defimg1_s.jpg,830,Anno 2070 (P),18.00,3307219950902,11.00
PC,0.40,/product_images/defimg5_s.jpg,830,Experience 112,3.00,3325120014780,0.90
PC,0.01,/product_images/defimg4_s.jpg,830,Alcatraz,0.50,3325120036805,0.10
PC,0.01,/product_images/defimg1_s.jpg,830,"Druuna, Morbus Gravis",0.20,3342184396652,0.01
PC,0.60,/product_images/defimg2_s.jpg,830,Syberia y Amerzone,4.00,3342185054292,1.20
PC,0.80,/product_images/defimg1_s.jpg,830,PACK Especial Aventura,4.00,3342185484389,1.40
PC,0.60,/product_images/defimg1_s.jpg,830,Syberia II The Collectors Edition,4.00,3342188697175,1.20
PC,0.40,/product_images/defimg4_s.jpg,830,"Rise & Rule Of Ancient Empires, The",2.00,3348542011915,0.70
PC,0.20,/product_images/defimg1_s.jpg,830,Edgar Torrontera's Extreme Biker,1.50,3348542062146,0.40
PC,0.01,/product_images/defimg4_s.jpg,830,Ultra Pinball Thrillride,0.25,3348542106895,0.01
PC,0.01,/product_images/defimg4_s.jpg,830,Ultra Pinball The Lost Continet,0.25,3348542123335,0.01
PC,0.01,/product_images/defimg2_s.jpg,830,Gunman Chronicles,0.25,3348542135598,0.01
PC,4.00,/product_images/defimg5_s.jpg,830,Diablo Battle Chest,18.00,3348542136625,6.00
PC,0.10,/product_images/defimg5_s.jpg,830,Alien vs. Predator 2,1.00,3348542140585,0.30
PC,0.01,/product_images/defimg1_s.jpg,830,Nascar 2002,0.25,3348542146631,0.01
PC,0.01,/product_images/defimg1_s.jpg,830,homeworld cataclysm,0.50,3348542147669,0.10
PC,1.00,/product_images/defimg4_s.jpg,830,Half-life Generation (SN) 4cd,7.00,3348542147904,2.00
PC,0.30,/product_images/defimg5_s.jpg,830,Adiboo - Lectura y Calculo,1.50,3348542148741,0.50
PC,0.30,/product_images/defimg3_s.jpg,830,Team Gymnastics,2.00,3348542153233,0.60
PC,0.10,/product_images/defimg5_s.jpg,830,Alien 2 versus predator Expansion Pack,0.75,3348542155596,0.20
PC,1.00,/product_images/defimg1_s.jpg,830,Warcraft 3 : CE (SN),4.50,3348542158399,1.70
PC,0.20,/product_images/defimg5_s.jpg,830,Casino Empire,1.50,3348542162518,0.40
PC,0.10,/product_images/defimg1_s.jpg,830,No One Lives Forever 2,1.00,3348542164611,0.30
PC,0.80,/product_images/defimg4_s.jpg,830,Trampolin Primeros Pasos,4.00,3348542164901,1.40
PC,0.01,/product_images/defimg3_s.jpg,830,Adiboo y El Secreto de Paziral,0.25,3348542165151,0.01
PC,0.01,/product_images/defimg5_s.jpg,830,English Fever,0.25,3348542166943,0.01
PC,0.80,/product_images/defimg1_s.jpg,830,Aliens Vs Predator 2 + Primal Hunt,4.00,3348542169159,1.40
PC,2.00,/product_images/defimg4_s.jpg,830,empire earth sp edition,9.00,3348542170407,3.00
PC,0.10,/product_images/defimg4_s.jpg,830,Nascar Racing 2003,1.00,3348542171022,0.30
PC,0.01,/product_images/defimg4_s.jpg,830,Volcan en erupcion Rescue heroes,0.10,3348542171992,0.01
PC,1.80,/product_images/defimg5_s.jpg,830,Jurasic Park,9.00,3348542172852,3.00
PC,0.80,/product_images/defimg3_s.jpg,830,Cascaron Huevo A La Fuga,4.00,3348542172906,1.40
PC,0.10,/product_images/defimg2_s.jpg,830,Hulk (2 Discos),1.00,3348542176430,0.30
PC,0.01,/product_images/defimg5_s.jpg,830,Fisher Price Rescue Heroes - Mission Sel,0.25,3348542178137,0.01
PC,0.01,/product_images/defimg5_s.jpg,830,Barbie en la Playa,0.25,3348542179509,0.01
PC,0.01,/product_images/defimg5_s.jpg,830,Sabrina La Serie Animada - Aventuras Mag,0.25,3348542180024,0.01
PC,2.00,/product_images/defimg2_s.jpg,830,Half-Life 2  (P),10.00,3348542180369,3.00
PC,0.01,/product_images/defimg3_s.jpg,830,Barbie Horse Adventures,0.25,3348542180666,0.01
PC,0.01,/product_images/defimg4_s.jpg,830,Contract Jack,0.25,3348542181250,0.01
PC,0.30,/product_images/defimg1_s.jpg,830,Mace Griffin,2.00,3348542181540,0.60
PC,0.10,/product_images/defimg3_s.jpg,830,Trampolín Reino Animal,1.00,3348542182691,0.30
PC,0.01,/product_images/defimg3_s.jpg,830,Barbie Belleza,0.50,3348542183148,0.10
PC,2.00,/product_images/defimg3_s.jpg,830,Warcraft 3 Battle Chest Pack,12.00,3348542185210,4.00
PC,0.01,/product_images/defimg2_s.jpg,830,Senyor del Olimpo Zeus,0.50,3348542187191,0.10
PC,0.01,/product_images/defimg2_s.jpg,830,Tribes 2,0.05,3348542187207,0.01
PC,0.01,/product_images/defimg5_s.jpg,830,Quest Of Glory Dragon Fire,0.25,3348542187221,0.01
PC,0.01,/product_images/defimg3_s.jpg,830,"Gato, El",0.50,3348542187658,0.10
PC,0.10,/product_images/defimg2_s.jpg,830,Adiboo Y Los Ladrones De Energia,1.00,3348542187931,0.30
PC,0.50,/product_images/defimg3_s.jpg,830,Grandes Imperios (SN) 6CD,3.50,3348542188648,1.00
PC,0.10,/product_images/defimg4_s.jpg,830,SWAT Generation,1.00,3348542188808,0.30
PC,0.10,/product_images/defimg3_s.jpg,830,Tribes Vengeance (SN) 4cd,0.75,3348542191266,0.20
PC,0.60,/product_images/defimg1_s.jpg,830,Empire Earth + Expansion,4.50,3348542192249,1.30
PC,1.20,/product_images/defimg4_s.jpg,830,No one lives forever 2 + Contract JACK,6.00,3348542192256,2.00
PC,2.00,/product_images/defimg1_s.jpg,830,Tolkien Coleccion,12.00,3348542192294,4.00
PC,0.20,/product_images/Juegos/PC Juegos/3348542192478_s.jpg,830,Leisure Suit Larry Magna Cum Laude,1.50,3348542192478,0.40
PC,0.30,/product_images/defimg3_s.jpg,830,Evil Genius 2cd,1.50,3348542192614,0.50
PC,0.10,/product_images/defimg2_s.jpg,830,Robots,1.00,3348542196230,0.30
PC,1.90,/product_images/defimg3_s.jpg,830,Simpsons Hit & Run,8.00,3348542196513,3.00
PC,0.90,/product_images/defimg5_s.jpg,830,Senor de los Anillo:La Guerra del Anillo,6.00,3348542196537,1.80
PC,4.00,/product_images/defimg2_s.jpg,830,World of WarCraft (P) 60 Dias Tarjeta,20.00,3348542196926,7.00
PC,0.20,/product_images/defimg1_s.jpg,830,Barbie y La Magia De Pegaso,1.50,3348542198234,0.40
PC,0.40,/product_images/defimg1_s.jpg,830,My Scene 1CD,3.00,3348542198609,0.90
PC,1.20,/product_images/defimg4_s.jpg,830,Counter Strike: Condition Zero (P),6.00,3348542198623,2.00
PC,0.70,/product_images/Juegos/PC Juegos/3348542198982_s.jpg,830,Scarface,5.00,3348542198982,1.50
PC,0.20,/product_images/defimg2_s.jpg,830,SWAT 4: Stetchkov Syndicate,1.50,3348542200760,0.40
PC,0.10,/product_images/defimg3_s.jpg,830,Ice Age 2 (2CD),1.00,3348542202368,0.30
PC,0.70,/product_images/defimg2_s.jpg,830,Swat 4 Gold Edition + Exp,3.50,3348542203631,1.20
PC,0.10,/product_images/defimg3_s.jpg,830,Fear: Extraction Point,1.00,3348542205871,0.30
PC,0.10,/product_images/defimg2_s.jpg,830,JTF Joint Task Force,0.75,3348542205987,0.20
PC,1.40,/product_images/defimg2_s.jpg,830,Caesar IV (SN),6.00,3348542206212,2.00
PC,0.40,/product_images/defimg1_s.jpg,830,World of Warcraft (P),3.00,3348542206878,0.90
PC,0.10,/product_images/defimg5_s.jpg,830,World of Warcraft: Burning Crusade (P),1.00,3348542207233,0.30
PC,13.00,/product_images/defimg1_s.jpg,830,World of War: Burning Crusade (P) CE,30.00,3348542207240,18.00
PC,0.10,/product_images/defimg5_s.jpg,830,Empire Earth Collection,1.00,3348542210943,0.30
PC,0.10,/product_images/defimg2_s.jpg,830,World in Conflict (Ed. Col.),1.00,3348542213531,0.30
PC,0.30,/product_images/defimg4_s.jpg,830,F.E.A.R.: Perseus Mandate,2.50,3348542213623,0.70
PC,0.50,/product_images/defimg4_s.jpg,830,World Of Warcraft Battle Chest (P),3.50,3348542214330,1.00
PC,0.90,/product_images/defimg1_s.jpg,830,F.E.A.R. Gold Edition (Juego + Expansion,4.00,3348542218239,1.50
PC,0.10,/product_images/defimg1_s.jpg,830,World of Warcraft:(P) Wrath of the Lich,1.00,3348542221086,0.30
PC,11.00,/product_images/defimg3_s.jpg,830,World Of Warcraft(P) Wrath Of The Li. CE,25.00,3348542221147,15.00
