categoria_str,sku,precio_compra,categoria_id,precio_venta,img_caratula,precio_intercambio,titulo
PC,3760156481111,2.00,830,12.00,/product_images/Juegos/PC Juegos/3760156481111_s.jpg,4.00,Yesterday Origins (P)
PC,3760156480831,3.00,830,15.00,/product_images/Juegos/PC Juegos/3760156480831_s.jpg,5.00,Moto Racer 4 (P)
PC,5055060972328,0.10,830,0.75,/product_images/Juegos/PC Juegos/5055060972328_s.jpg,0.20,Duck Tales Remastered
PC,4260089416710,0.01,830,0.15,/product_images/Juegos/PC Juegos/4260089416710_s.jpg,0.01,Crookz: The Big Heist (P)
PC,8414606866977,0.10,830,1.00,/product_images/Juegos/PC Juegos/8414606866977_s.jpg,0.30,Stasis
PC,8436016710770,0.40,830,2.00,/product_images/Juegos/PC Juegos/8436016710770_s.jpg,0.70,"Whispered World, The - Edición Especial"
PC,5060193302294,0.10,830,1.00,/product_images/Juegos/PC Juegos/5060193302294_s.jpg,0.30,Warhammer 40000 - Armageddon (SN)
PC,8436010150275,0.20,830,1.50,/product_images/Juegos/PC Juegos/8436010150275_s.jpg,0.40,Imperium
PC,3307210181862,0.01,830,0.25,/product_images/Juegos/PC Juegos/3307210181862_s.jpg,0.01,Splinter Cell
PC,8436010154587,0.10,830,0.75,/product_images/Juegos/PC Juegos/8436010154587_s.jpg,0.20,Caos En Deponia
PC,5060193302485,0.10,830,0.75,/product_images/Juegos/PC Juegos/5060193302485_s.jpg,0.20,Order of batlle Pacific (P)
PC,8436010154037,0.10,830,0.75,/product_images/Juegos/PC Juegos/8436010154037_s.jpg,0.20,"Fuga De Deponia, La"
PC,4020636128615,0.01,830,0.50,/product_images/Juegos/PC Juegos/4020636128615_s.jpg,0.10,Lords Of Xulima
PC,3307210245281,2.00,830,12.00,/product_images/Juegos/PC Juegos/3307210245281_s.jpg,4.00,Age of Empires Collectors Edition
PC,8436016710787,0.10,830,1.00,/product_images/Juegos/PC Juegos/8436016710787_s.jpg,0.30,Blackguards
PlayStation 3,5026555410267,6.00,821,15.00,/product_images/Juegos/PS3 Juegos/5026555410267_s.jpg,9.00,Grand Theft Auto V (5)
PlayStation 3,5030917111761,2.00,821,12.00,/product_images/Juegos/PS3 Juegos/5030917111761_s.jpg,4.00,Call Of Duty: Black Ops II
PlayStation 3,5030917096808,2.00,821,5.00,/product_images/Juegos/PS3 Juegos/5030917096808_s.jpg,3.00,Call Of Duty: Modern Warfare 3
PlayStation 3,5030937112373,1.60,821,7.00,/product_images/Juegos/PS3 Juegos/5030937112373_s.jpg,2.00,FIFA 15
PlayStation 3,5030917085802,3.00,821,7.00,/product_images/Juegos/PS3 Juegos/5030917085802_s.jpg,4.00,Call Of Duty: Black Ops
PlayStation 3,711719190059,1.20,821,5.00,/product_images/Juegos/PS3 Juegos/711719190059_s.jpg,1.90,Gran Turismo 5
PlayStation 3,5030917126116,2.00,821,5.00,/product_images/Juegos/PS3 Juegos/5030917126116_s.jpg,3.00,Call Of Duty: Ghosts
PlayStation 3,5030934109680,0.01,821,0.50,/product_images/Juegos/PS3 Juegos/5030934109680_s.jpg,0.10,FIFA 13
PlayStation 3,5030933111103,0.30,821,2.00,/product_images/Juegos/PS3 Juegos/5030933111103_s.jpg,0.60,FIFA 14
PlayStation 3,711719123996,3.00,821,8.00,/product_images/Juegos/PS3 Juegos/711719123996_s.jpg,5.00,Uncharted 3: Traicion de Drake
PlayStation 3,5030917147906,5.00,821,12.00,/product_images/Juegos/PS3 Juegos/5030917147906_s.jpg,7.00,Call Of Duty: Advanced Warfare
PlayStation 3,5026555400251,2.00,821,6.00,/product_images/Juegos/PS3 Juegos/5026555400251_s.jpg,3.00,Grand Theft Auto IV
PlayStation 3,5030917162459,11.00,821,25.00,/product_images/Juegos/PS3 Juegos/5030917162459_s.jpg,15.00,Call Of Duty: Black Ops III
PlayStation 3,5030946112869,5.00,821,22.00,/product_images/Juegos/PS3 Juegos/5030946112869_s.jpg,8.00,FIFA 16
PlayStation 3,711719412915,5.00,821,12.00,/product_images/Juegos/PS3 Juegos/711719412915_s.jpg,7.00,Minecraft
PlayStation Vita,711719438519,9.00,990,20.00,/product_images/Juegos/PS Vita Juegos/711719438519_s.jpg,13.00,Minecraft
PlayStation Vita,711719200628,7.00,990,15.00,/product_images/Juegos/PS Vita Juegos/711719200628_s.jpg,9.00,Uncharted: Golden Abyss
PlayStation Vita,5030917114083,10.00,990,22.00,/product_images/Juegos/PS Vita Juegos/5030917114083_s.jpg,14.00,Call of Duty Black Ops- Declassified
PlayStation Vita,3307215652312,5.00,990,12.00,/product_images/Juegos/PS Vita Juegos/3307215652312_s.jpg,7.00,Assassin's Creed III (3): Liberation
PlayStation Vita,5055377602314,2.00,990,5.00,/product_images/Juegos/PS Vita Juegos/5055377602314_s.jpg,3.00,XBlaze Code : Embryo
PlayStation Vita,5055377602352,3.00,990,7.00,/product_images/Juegos/PS Vita Juegos/5055377602352_s.jpg,4.00,Space Hulk
PlayStation Vita,5030934109192,8.00,990,18.00,/product_images/Juegos/PS Vita Juegos/5030934109192_s.jpg,11.00,Need For Speed: Most Wanted 12
PlayStation Vita,5030934109901,1.20,990,5.00,/product_images/Juegos/PS Vita Juegos/5030934109901_s.jpg,1.90,FIFA 13
PlayStation Vita,711719279488,10.00,990,22.00,/product_images/Juegos/PS Vita Juegos/711719279488_s.jpg,14.00,God Of War Collection
PlayStation Vita,711719251163,7.00,990,15.00,/product_images/Juegos/PS Vita Juegos/711719251163_s.jpg,9.00,Killzone Mercenary
PlayStation Vita,5035225113223,13.00,990,28.00,/product_images/Juegos/PS Vita Juegos/5035225113223_s.jpg,18.00,FIFA 15
PlayStation Vita,5030934105927,1.40,990,6.00,/product_images/Juegos/PS Vita Juegos/5030934105927_s.jpg,2.00,FIFA Football
PlayStation Vita,635131948381,16.00,990,35.00,/product_images/defimg3_s.jpg,22.00,Fate/Extella: The Umbral Star
PlayStation Vita,5030939111404,3.00,990,8.00,/product_images/Juegos/PS Vita Juegos/5030939111404_s.jpg,5.00,FIFA 14
PlayStation Vita,711719287667,1.40,990,6.00,/product_images/Juegos/PS Vita Juegos/711719287667_s.jpg,2.00,Invizimals - La Alianza
PSP,711719151159,0.40,862,3.00,/product_images/Juegos/PSP Juegos/711719151159_s.jpg,0.90,Gran Turismo
PSP,5026555280785,1.00,862,5.00,/product_images/Juegos/PSP Juegos/5026555280785_s.jpg,1.80,Grand Theft Auto Vice City Stories
PSP,3307211667679,1.00,862,5.00,/product_images/Juegos/PSP Juegos/3307211667679_s.jpg,1.80,Assassin's Creed: Bloodlines
PSP,711719169772,0.01,862,0.50,/product_images/Juegos/PSP Juegos/711719169772_s.jpg,0.10,Invizimals La Otra Dimension (Solo Juego
PSP,711719142058,0.01,862,0.50,/product_images/Juegos/PSP Juegos/711719142058_s.jpg,0.10,Invizimals (Solo Juego)
PSP,711719678250,0.40,862,3.00,/product_images/Juegos/PSP Juegos/711719678250_s.jpg,0.90,Medievil: Resurreccion
PSP,711719651888,0.40,862,3.00,/product_images/Juegos/PSP Juegos/711719651888_s.jpg,0.90,Ratchet & Clank: El Tamano Importa
PSP,5026555280143,1.00,862,5.00,/product_images/Juegos/PSP Juegos/5026555280143_s.jpg,1.80,Grand Theft Auto: Liberty City Stories
PSP,5030934059435,0.90,862,4.50,/product_images/Juegos/PSP Juegos/5030934059435_s.jpg,1.60,Los Simpson - El Videojuego
PSP,4012927065174,0.30,862,2.00,/product_images/Juegos/PSP Juegos/4012927065174_s.jpg,0.60,Pro Evolution Soccer 2012
PSP,5030934109888,0.80,862,4.00,/product_images/Juegos/PSP Juegos/5030934109888_s.jpg,1.40,FIFA 13
PSP,5026555282338,0.40,862,3.00,/product_images/Juegos/PSP Juegos/5026555282338_s.jpg,0.90,Grand Theft Auto: China Town Wars
PSP,711719122678,0.01,862,0.50,/product_images/Juegos/PSP Juegos/711719122678_s.jpg,0.10,Play English
PSP,711719738657,0.01,862,0.50,/product_images/Juegos/PSP Juegos/711719738657_s.jpg,0.10,Play Chapas
PSP,711719908128,0.40,862,3.00,/product_images/Juegos/PSP Juegos/711719908128_s.jpg,0.90,God of War: Chains of Olympus
Wii,045496365202,8.00,831,18.00,/product_images/Juegos/Wii Juegos/045496365202_s.jpg,11.00,Mario Kart Wii (Solo Juego)
Wii,045496368098,11.00,831,25.00,/product_images/Juegos/Wii Juegos/045496368098_s.jpg,15.00,New Super Mario Bros. Wii
Wii,045496362201,2.00,831,6.00,/product_images/Juegos/Wii Juegos/045496362201B_s.jpg,3.00,Wii Play (solo juego)
Wii,045496365899,6.00,831,15.00,/product_images/Juegos/Wii Juegos/045496365899_s.jpg,9.00,Super Smash Bros. Brawl
Wii,045496367473,6.00,831,15.00,/product_images/Juegos/Wii Juegos/045496367473_s.jpg,9.00,Wii Sports Resort (Solo Juego)
Wii,045496363932,6.00,831,15.00,/product_images/Juegos/Wii Juegos/045496363932_s.jpg,9.00,Super Mario Galaxy
Wii,045496368869,9.00,831,22.00,/product_images/Juegos/Wii Juegos/045496368869_s.jpg,13.00,Super Mario Galaxy 2
Wii,045496362102,2.00,831,5.00,/product_images/Juegos/Wii Juegos/045496362102_s.jpg,3.00,Wii Sports (Solo Juego)
Wii,045496362867,8.00,831,18.00,/product_images/Juegos/Wii Juegos/045496362867_s.jpg,11.00,Mario Party 8
Wii,045496362393,5.00,831,12.00,/product_images/Juegos/Wii Juegos/045496362393_s.jpg,7.00,Legend of Zelda: Twilight Princess
Wii,045496400736,9.00,831,22.00,/product_images/Juegos/Wii Juegos/045496400736_s.jpg,13.00,Legend of Zelda: Skyward Sword
Wii,045496367916,2.00,831,5.00,/product_images/Juegos/Wii Juegos/045496367916_s.jpg,3.00,Wii Fit Plus (Solo Juego)
Wii U,045496333288,12.00,996,28.00,/product_images/Juegos/Wii U Juegos/045496333288_s.jpg,17.00,Mario Kart 8
Wii U,0045496332716,9.00,996,20.00,/product_images/Juegos/Wii U Juegos/0045496332716_s.jpg,12.00,Donkey Kong Country: Tropical Freeze
Wii U,045496331085,5.00,996,12.00,/product_images/Juegos/Wii U Juegos/045496331085_s.jpg,7.00,Nintendo Land
Wii U,045496334475,12.00,996,28.00,/product_images/Juegos/Wii U Juegos/045496334475_s.jpg,17.00,Splatoon
Wii U,045496333621,14.00,996,32.00,/product_images/Juegos/Wii U Juegos/045496333621_s.jpg,20.00,Super Smash Bros
Wii U,045496332785,12.00,996,28.00,/product_images/Juegos/Wii U Juegos/045496332785_s.jpg,17.00,Super Mario 3D World
Wii U,045496331207,6.00,996,15.00,/product_images/Juegos/Wii U Juegos/045496331207_s.jpg,9.00,New Super Mario Bros. U
Wii U,045496334987,13.00,996,30.00,/product_images/Juegos/Wii U Juegos/045496334987_s.jpg,18.00,Super Mario Maker
Wii U,045496332198,8.00,996,18.00,/product_images/Juegos/Wii U Juegos/045496332198_s.jpg,11.00,New Super Mario Bros. U & Super Luigi U
Wii U,3307215654293,3.00,996,8.00,/product_images/Juegos/Wii U Juegos/3307215654293_s.jpg,5.00,ZombiU
Wii U,045496334161,9.00,996,20.00,/product_images/Juegos/Wii U Juegos/045496334161_s.jpg,12.00,Mario Party 10
Wii U,5030917114014,3.00,996,7.00,/product_images/Juegos/Wii U Juegos/5030917114014_s.jpg,4.00,Call Of Duty: Black Ops II
Wii U,0045496332303,9.00,996,20.00,/product_images/Juegos/Wii U Juegos/0045496332303_s.jpg,12.00,Legend Of Zelda: Wind Waker HD
Wii U,045496334697,12.00,996,28.00,/product_images/Juegos/Wii U Juegos/045496334697_s.jpg,17.00,Yoshi's Woolly World
Wii U,3307215654460,3.00,996,8.00,/product_images/Juegos/Wii U Juegos/3307215654460_s.jpg,5.00,Just Dance 4
Xbox 360,5026555258098,9.00,827,20.00,/product_images/Juegos/Xbox 360 Juegos/5026555258098_s.jpg,12.00,Grand Theft Auto V (5) 2 Disco
Xbox 360,5030949111104,2.00,827,5.00,/product_images/Juegos/Xbox 360 Juegos/5030949111104_s.jpg,3.00,FIFA 14
Xbox 360,5030917071065,2.00,827,5.00,/product_images/Juegos/Xbox 360 Juegos/5030917071065_s.jpg,3.00,Call of Duty: Modern Warfare 2
Xbox 360,5030917096891,3.00,827,8.00,/product_images/Juegos/Xbox 360 Juegos/5030917096891_s.jpg,5.00,Call Of Duty: Modern Warfare 3
Xbox 360,5030917111679,6.00,827,15.00,/product_images/Juegos/Xbox 360 Juegos/5030917111679_s.jpg,9.00,Call Of Duty: Black Ops II
Xbox 360,5026555245968,3.00,827,8.00,/product_images/Juegos/Xbox 360 Juegos/5026555245968_s.jpg,5.00,Grand Theft Auto IV
Xbox 360,882224721141,1.80,827,4.00,/product_images/Juegos/Xbox 360 Juegos/882224721141_s.jpg,2.00,Gears of War 2
Xbox 360,0885370309607,2.00,827,6.00,/product_images/Juegos/Xbox 360 Juegos/0885370309607_s.jpg,3.00,Gears of War 3
Xbox 360,5055060963852,3.00,827,8.00,/product_images/Juegos/Xbox 360 Juegos/5055060963852_s.jpg,5.00,Resident Evil 6 *2 Disc*
Xbox 360,882224482479,0.70,827,3.00,/product_images/Juegos/Xbox 360 Juegos/882224482479_s.jpg,1.10,Halo 3
Xbox 360,5030917125911,4.00,827,10.00,/product_images/Juegos/Xbox 360 Juegos/5030917125911_s.jpg,6.00,Call Of Duty: Ghosts *2 Disc*
Xbox 360,0885370606515,6.00,827,15.00,/product_images/Juegos/Xbox 360 Juegos/0885370606515_s.jpg,9.00,Minecraft
Xbox 360,5035228112377,6.00,827,15.00,/product_images/Juegos/Xbox 360 Juegos/5035228112377_s.jpg,9.00,FIFA 15
Xbox 360,885370439939,2.00,827,6.00,/product_images/Juegos/Xbox 360 Juegos/885370439939_s.jpg,3.00,Halo 4 *2 Disc*
Xbox One,5055060965924,42.00,1002,60.00,/product_images/Juegos/Xbox One Juegos/5055060965924_s.jpg,46.00,Resident Evil 7: Biohazard
Xbox One,4020628868543,4.00,1002,10.00,/product_images/Juegos/Xbox One Juegos/4020628868543_s.jpg,6.00,Homefront: The Revolution
Xbox One,85370663983,8.00,1002,18.00,/product_images/Juegos/Xbox One Juegos/85370663983_s.jpg,11.00,Dead Rising 3
Xbox One,889842148671,17.00,1002,38.00,/product_images/Juegos/Xbox One Juegos/889842148671_s.jpg,24.00,Dead Rising 4
Xbox One,5030937116425,23.00,1002,42.00,/product_images/Juegos/Xbox One Juegos/5030937116425_s.jpg,28.00,FIFA 17
Xbox One,5026555284127,18.00,1002,40.00,/product_images/Juegos/Xbox One Juegos/5026555284127_s.jpg,25.00,Grand Theft Auto V (5)
Xbox One,885370929669,8.00,1002,18.00,/product_images/Juegos/Xbox One Juegos/885370929669_s.jpg,11.00,Halo 5: Guardians
Xbox One,885370662221,9.00,1002,20.00,/product_images/Juegos/Xbox One Juegos/885370662221_s.jpg,12.00,Ryse: Son Of Rome
Xbox One,5021290073081,18.00,1002,42.00,/product_images/Juegos/Xbox One Juegos/5021290073081_s.jpg,26.00,Final Fantasy XV
Xbox One,0889842121575,17.00,1002,38.00,/product_images/Juegos/Xbox One Juegos/0889842121575_s.jpg,24.00,Gears of War 4
Xbox One,889842150070,20.00,1002,45.00,/product_images/Juegos/Xbox One Juegos/889842150070_s.jpg,28.00,Forza Horizon 3
Xbox One,5055856403524,6.00,1002,15.00,/product_images/Juegos/Xbox One Juegos/5055856403524_s.jpg,9.00,Doom (2016)
Xbox One,5030917147791,3.00,1002,15.00,/product_images/Juegos/Xbox One Juegos/5030917147791_s.jpg,5.00,Call Of Duty: Advanced Warfare
Xbox One,5030937116920,12.00,1002,28.00,/product_images/Juegos/Xbox One Juegos/5030937116920_s.jpg,17.00,Titanfall 2
Xbox One,5030917181863,13.00,1002,30.00,/product_images/Juegos/Xbox One Juegos/5030917181863_s.jpg,18.00,Call Of Duty: Black Ops III
PlayStation 4,5030917124549,6.00,1001,15.00,/product_images/Juegos/PS4 Juegos/5030917124549_s.jpg,9.00,Destiny
PlayStation 4,5030934121637,14.00,1001,32.00,/product_images/Juegos/PS4 Juegos/5030934121637_s.jpg,20.00,Star Wars: Battlefront
PlayStation 4,3307215793633,9.00,1001,22.00,/product_images/Juegos/PS4 Juegos/3307215793633_s.jpg,13.00,Far Cry 4
PlayStation 4,3307215893227,14.00,1001,32.00,/product_images/Juegos/PS4 Juegos/3307215893227_s.jpg,20.00,Assassin's Creed: Syndicate
PlayStation 4,711719838951,18.00,1001,40.00,/product_images/Juegos/PS4 Juegos/711719838951_s.jpg,25.00,"Last Guardian, The"
PlayStation 4,5051893179637,13.00,1001,30.00,/product_images/Juegos/PS4 Juegos/5051893179637_s.jpg,18.00,Batman: Arkham Knight
PlayStation 4,4012927100417,9.00,1001,22.00,/product_images/Juegos/PS4 Juegos/4012927100417_s.jpg,13.00,Metal Gear Solid V: The Phantom Pain
PlayStation 4,711719446019,13.00,1001,30.00,/product_images/Juegos/PS4 Juegos/711719446019_s.jpg,18.00,Little Big Planet 3
PlayStation 4,5055856406242,14.00,1001,32.00,/product_images/Juegos/PS4 Juegos/5055856406242_s.jpg,20.00,Fallout 4
PlayStation 4,711719407515,18.00,1001,42.00,/product_images/Juegos/PS4 Juegos/711719407515_s.jpg,26.00,"Last of Us, The - Remastered"
PlayStation 4,5021290072022,38.00,1001,55.00,/product_images/Juegos/PS4 Juegos/5021290072022_s.jpg,42.00,Kingdom Hearts HD 2.8 Final Chapter Prologue
PlayStation 4,711719275473,5.00,1001,12.00,/product_images/Juegos/PS4 Juegos/711719275473_s.jpg,7.00,Killzone: Shadow Fall
PlayStation 4,711719866534,18.00,1001,40.00,/product_images/Juegos/PS4 Juegos/711719866534_s.jpg,25.00,Uncharted: The Nathan Drake Collection
PlayStation 4,5030947112387,1.20,1001,8.00,/product_images/Juegos/PS4 Juegos/5030947112387_s.jpg,2.00,FIFA 15
PlayStation 4,5055856403418,12.00,1001,28.00,/product_images/Juegos/PS4 Juegos/5055856403418_s.jpg,17.00,Doom (2016)
PlayStation 4,5030917148019,6.00,1001,28.00,/product_images/Juegos/PS4 Juegos/5030917148019_s.jpg,10.00,Call Of Duty: Advanced Warfare
PlayStation 4,711719874737,15.00,1001,35.00,/product_images/Juegos/PS4 Juegos/711719874737_s.jpg,22.00,Until Dawn
PlayStation 4,3391891979016,17.00,1001,38.00,/product_images/Juegos/PS4 Juegos/3391891979016_s.jpg,24.00,Witcher 3: Wild Hunt
PlayStation 4,711719843337,13.00,1001,30.00,/product_images/Juegos/PS4 Juegos/711719843337_s.jpg,18.00,God of War 3 - Remasterizado
PlayStation 4,711719439912,18.00,1001,40.00,/product_images/Juegos/PS4 Juegos/711719439912_s.jpg,25.00,Minecraft
PlayStation 4,5030936111346,12.00,1001,28.00,/product_images/Juegos/PS4 Juegos/5030936111346_s.jpg,17.00,Battlefield 4
PlayStation 4,3307215715239,9.00,1001,22.00,/product_images/Juegos/PS4 Juegos/3307215715239_s.jpg,13.00,Assassin's Creed 4: Black Flag
PlayStation 4,3307215889121,18.00,1001,42.00,/product_images/Juegos/PS4 Juegos/3307215889121_s.jpg,26.00,Rainbow Six: Siege
PlayStation 4,4012927102336,18.00,1001,42.00,/product_images/Juegos/PS4 Juegos/4012927102336_s.jpg,26.00,Pro Evolution Soccer 2017
PlayStation 4,5030917188893,32.00,1001,58.00,/product_images/Juegos/PS4 Juegos/5030917188893_s.jpg,39.00,Overwatch
PlayStation 4,711719277071,12.00,1001,28.00,/product_images/Juegos/PS4 Juegos/711719277071_s.jpg,17.00,DriveClub
PlayStation 4,0711719849834,9.00,1001,22.00,/product_images/Juegos/PS4 Juegos/0711719849834_s.jpg,13.00,No Man's Sky
PlayStation 4,5035223113737,18.00,1001,42.00,/product_images/Juegos/PS4 Juegos/5035223113737_s.jpg,26.00,Need For Speed (2015)
PlayStation 4,0711719800415,12.00,1001,28.00,/product_images/Juegos/PS4 Juegos/0711719800415_s.jpg,17.00,Bloodborne
PlayStation 4,5030946112425,6.00,1001,15.00,/product_images/Juegos/PS4 Juegos/5030946112425_s.jpg,9.00,Battlefield Hardline
PlayStation 4,5055856410706,17.00,1001,38.00,/product_images/Juegos/PS4 Juegos/5055856410706_s.jpg,24.00,Dishonored 2 (Sin DLC)
PlayStation 4,0711719278870,12.00,1001,28.00,/product_images/Juegos/PS4 Juegos/0711719278870_s.jpg,17.00,InFamous Second Son
PlayStation 4,5051890302113,18.00,1001,42.00,/product_images/Juegos/PS4 Juegos/5051890302113_s.jpg,26.00,Dying Light The Following: Enhanced Edition
PlayStation 4,5026555422079,22.00,1001,50.00,/product_images/Juegos/PS4 Juegos/5026555422079_s.jpg,31.00,NBA 2K17
PlayStation 4,5021290074811,23.00,1001,52.00,/product_images/Juegos/PS4 Juegos/5021290074811_s.jpg,32.00,Rise of the Tomb Raider
PlayStation 4,4020628868550,8.00,1001,18.00,/product_images/Juegos/PS4 Juegos/4020628868550_s.jpg,11.00,Homefront: The Revolution
PlayStation 4,5030932116925,17.00,1001,38.00,/product_images/Juegos/PS4 Juegos/5030932116925_s.jpg,24.00,Titanfall 2
PlayStation 4,5021290069459,15.00,1001,35.00,/product_images/Juegos/PS4 Juegos/5021290069459_s.jpg,22.00,Just Cause 3
PlayStation 4,3391891980685,15.00,1001,35.00,/product_images/Juegos/PS4 Juegos/3391891980685_s.jpg,22.00,Dragon Ball: Xenoverse
