precio_venta,categoria_id,img_caratula,titulo,precio_compra,categoria_str,sku,precio_intercambio
12.00,821,/product_images/Juegos/PS3 Juegos/853466001650_s.jpg,Ragnarok Odyssey Ace,5.00,PlayStation 3,853466001650,7.00
15.00,821,/product_images/Juegos/PS3 Juegos/4020628510541_s.jpg,Regreso aA Futuro (El Juego),6.00,PlayStation 3,4020628510541,9.00
6.00,830,/product_images/Juegos/PC Juegos/3307215710845_s.jpg,Watch Dogs (P),1.20,PC,3307215710845,2.00
10.00,830,/product_images/Juegos/PC Juegos/3307215711460_s.jpg,I Am Alive,2.00,PC,3307215711460,3.00
8.00,831,/product_images/Juegos/Wii Juegos/3307215772898_s.jpg,Los Pitufos Pack,3.00,Wii,3307215772898,5.00
7.00,831,/product_images/Juegos/Wii Juegos/8717545401910_s.jpg,Obscure II,3.00,Wii,8717545401910,4.00
10.00,827,/product_images/Juegos/Xbox 360 Juegos/5055060929964_s.jpg,Ultra Street Fighter IV,4.00,Xbox 360,5055060929964,6.00
4.00,827,/product_images/Juegos/Xbox 360 Juegos/5055060960943_s.jpg,Lost Planet (Limited Edition),0.90,Xbox 360,5055060960943,1.50
15.00,821,/product_images/Juegos/PS3 Juegos/711719171393_s.jpg,Resistance 3 Survivor Edition,6.00,PlayStation 3,711719171393,9.00
20.00,821,/product_images/Juegos/PS3 Juegos/3307215690512_s.jpg,Splinter Cell: Blacklist - Ultimatum Ed.,9.00,PlayStation 3,3307215690512,12.00
2.50,830,/product_images/Juegos/PC Juegos/3307215711699_s.jpg,From Dust,0.50,PC,3307215711699,0.90
4.50,831,/product_images/Juegos/Wii Juegos/5051893036190_s.jpg,GaHoole: La Leyenda de los Guardianes,1.00,Wii,5051893036190,1.70
3.00,831,/product_images/Juegos/Wii Juegos/014633158199_s.jpg,Sims 2 Castaway,0.70,Wii,014633158199,1.10
8.00,827,/product_images/Juegos/Xbox 360 Juegos/5055060961483_s.jpg,Street Fighter IV *USE 5055060961421*,-1,Xbox 360,5055060961483,-1
10.00,827,/product_images/Juegos/Xbox 360 Juegos/5055060962398_s.jpg,Dead Rising 2 Outbreak Ed. (Figurine),4.00,Xbox 360,5055060962398,6.00
10.00,821,/product_images/Juegos/PS3 Juegos/711719757153_s.jpg,Singstar Hits,4.00,PlayStation 3,711719757153,6.00
5.00,831,/product_images/Juegos/Wii Juegos/3391891957007W_s.jpg,Ben 10 Galactic Racing,1.20,Wii,3391891957007,1.90
10.00,831,/product_images/Juegos/Wii Juegos/3307211629745_s.jpg,Gymkana Party,4.00,Wii,3307211629745,6.00
15.00,831,/product_images/Juegos/Wii Juegos/5060102950905_s.jpg,Bomberman Land,6.00,Wii,5060102950905,9.00
4.00,827,/product_images/Juegos/Xbox 360 Juegos/5055060963562_s.jpg,Steel Batallion: Heavy Armor,0.90,Xbox 360,5055060963562,1.50
12.00,827,/product_images/Juegos/Xbox 360 Juegos/5055060963661_s.jpg,Street Fighter X Tekken,5.00,Xbox 360,5055060963661,7.00
15.00,821,/product_images/Juegos/PS3 Juegos/813633014388_s.jpg,Tears To Tiara 2,6.00,PlayStation 3,813633014388,9.00
8.00,821,/product_images/Juegos/PS3 Juegos/5030930072469_s.jpg,Rock Band - AC/DC Live,3.00,PlayStation 3,5030930072469,5.00
25.00,821,/product_images/Juegos/PS3 Juegos/3391891970594_s.jpg,One Piece: Pirate Warriors 2 Coll. Ed.,11.00,PlayStation 3,3391891970594,15.00
20.00,831,/product_images/Juegos/Wii Juegos/4012927093047_s.jpg,GTI Club: Supermini Fiesta,9.00,Wii,4012927093047,12.00
6.00,831,/product_images/Juegos/Wii Juegos/5060112742118_s.jpg,Mushroom Men: Las Guerras Espora,2.00,Wii,5060112742118,3.00
15.00,831,/product_images/Juegos/Wii Juegos/3307215591260_s.jpg,Just Dance Kids,6.00,Wii,3307215591260,9.00
20.00,827,/product_images/Juegos/Xbox 360 Juegos/5055060963739_s.jpg,Capcom - Digital Collection,9.00,Xbox 360,5055060963739,12.00
15.00,827,/product_images/Juegos/Xbox 360 Juegos/5055277005888_s.jpg,Aliens Vs Predator Hunter Edition,6.00,Xbox 360,5055277005888,9.00
4.50,827,/product_images/Juegos/Xbox 360 Juegos/5055277006441_s.jpg,Iron Man 2,1.00,Xbox 360,5055277006441,1.70
30.00,834,/product_images/Juegos/DS Juegos/719593100355_s.jpg,Lufia: Curse Of The Sinistrals,13.00,Nintendo DS,719593100355,18.00
18.00,821,/product_images/Juegos/PS3 Juegos/5051893076929_s.jpg,Senor de los Anillos:Guerra Del Norte CE,8.00,PlayStation 3,5051893076929,11.00
7.00,821,/product_images/Juegos/PS3 Juegos/5055377601614_s.jpg,Order Up,3.00,PlayStation 3,5055377601614,4.00
12.00,821,/product_images/Juegos/PS3 Juegos/9312590123641_s.jpg,Rugby League Live 2,5.00,PlayStation 3,9312590123641,7.00
8.00,831,/product_images/Juegos/Wii Juegos/3499550286625_s.jpg,Marvel Super Heroes 3D Grandmasters Chal,3.00,Wii,3499550286625,5.00
5.00,831,/product_images/Juegos/Wii Juegos/3307217921935_s.jpg,Hawx 2,2.00,Wii,3307217921935,3.00
32.00,831,/product_images/Juegos/Wii Juegos/5060102952237_s.jpg,Muramasa The Demon Blade,14.00,Wii,5060102952237,20.00
4.00,827,/product_images/Juegos/Xbox 360 Juegos/5055277010172_s.jpg,Rise Of Nightmares (Kinect),0.90,Xbox 360,5055277010172,1.50
5.00,827,/product_images/Juegos/Xbox 360 Juegos/5055277011490_s.jpg,Thor,2.00,Xbox 360,5055277011490,3.00
18.00,827,/product_images/Juegos/Xbox 360 Juegos/5055277018499_s.jpg,Aliens: Colonial Marines Collectors Ed,8.00,Xbox 360,5055277018499,11.00
7.00,834,/product_images/Juegos/DS Juegos/722674700030_s.jpg,Shogun Empires (V. Americano),3.00,Nintendo DS,722674700030,4.00
16.00,834,/product_images/Juegos/DS Juegos/722674700054_s.jpg,Mage Knight: Destiny's Soldier,7.00,Nintendo DS,722674700054,10.00
1.50,834,/product_images/Juegos/DS Juegos/722674700153_s.jpg,Digimon: Digimon World DS,0.20,Nintendo DS,722674700153,0.40
28.00,821,/product_images/Juegos/PS3 Juegos/010086690279_s.jpg,Sonic Ultimate Genesis Collection,12.00,PlayStation 3,010086690279,17.00
15.00,821,/product_images/Juegos/PS3 Juegos/3307215690697_s.jpg,Splinter Cell Blacklist 5th Freedom Ed,6.00,PlayStation 3,3307215690697,9.00
25.00,821,/product_images/Juegos/PS3 Juegos/5055060927939_s.jpg,Street Fighter vs Tekken Special Edition,11.00,PlayStation 3,5055060927939,15.00
18.00,831,/product_images/Juegos/Wii Juegos/045496366018_s.jpg,Wario Land The Shake Dimension,8.00,Wii,045496366018,11.00
2.00,831,/product_images/Juegos/Wii Juegos/5037930150678_s.jpg,Pop Star Guitar (con air guitar),0.40,Wii,5037930150678,0.70
8.00,827,/product_images/Juegos/Xbox 360 Juegos/5055277025985_s.jpg,Persona 4 Arena: Ultimax,3.00,Xbox 360,5055277025985,5.00
3.00,827,/product_images/Juegos/Xbox 360 Juegos/5060004767632_s.jpg,World Snooker Championship 2007,0.70,Xbox 360,5060004767632,1.10
3.00,827,/product_images/Juegos/Xbox 360 Juegos/5060015030435_s.jpg,Everyone Sing,0.70,Xbox 360,5060015030435,1.10
22.00,834,/product_images/Juegos/DS Juegos/722674700221_s.jpg,Digimon World Dawn,9.00,Nintendo DS,722674700221,13.00
22.00,834,/product_images/Juegos/DS Juegos/722674700245_s.jpg,Digimon: World Dusk,9.00,Nintendo DS,722674700245,13.00
15.00,834,/product_images/Juegos/DS Juegos/722674700252_s.jpg,Digimon World Championship,6.00,Nintendo DS,722674700252,9.00
12.00,821,/product_images/Juegos/PS3 Juegos/5060057028414_s.jpg,Putty Squad,5.00,PlayStation 3,5060057028414,7.00
6.00,821,/product_images/Juegos/PS3 Juegos/9006113006695_s.jpg,Red Faction Collection,2.00,PlayStation 3,9006113006695,3.00
15.00,821,/product_images/Juegos/PS3 Juegos/5060015030503_s.jpg,Punch Time Explosion XL,6.00,PlayStation 3,5060015030503,9.00
42.00,831,/product_images/Juegos/Wii Juegos/5030917151491_s.jpg,Skylanders Trap Team Dark Edition Starter Pack,18.00,Wii,5030917151491,26.00
35.00,831,/product_images/Juegos/Wii Juegos/045496369538_s.jpg,Super Mario All Stars (Ed. 25 Aniv.),15.00,Wii,045496369538,22.00
10.00,831,/product_images/Juegos/Wii Juegos/3296580811021_s.jpg,Family Trainer y Extreme + Alfombrilla,4.00,Wii,3296580811021,6.00
20.00,827,/product_images/Juegos/Xbox 360 Juegos/5060015030480_s.jpg,Cartoon Network Punch Time Explosion XL,9.00,Xbox 360,5060015030480,12.00
8.00,827,/product_images/Juegos/Xbox 360 Juegos/5060015401082_s.jpg,Everyone Sing + Microphone,3.00,Xbox 360,5060015401082,5.00
3.00,827,/product_images/Juegos/Xbox 360 Juegos/5060015536326_s.jpg,World Championship Poker All in 2,0.70,Xbox 360,5060015536326,1.10
25.00,834,/product_images/Juegos/DS Juegos/730865400164_s.jpg,Rondo Of Swordsds sod,11.00,Nintendo DS,730865400164,15.00
18.00,834,/product_images/Juegos/DS Juegos/730865400232_s.jpg,Legacy of Ys: Books I & II (Juego),8.00,Nintendo DS,730865400232,11.00
40.00,834,/product_images/Juegos/DS Juegos/730865400423_s.jpg,Radiant Historia Game,18.00,Nintendo DS,730865400423,25.00
25.00,821,/product_images/Juegos/PS3 Juegos/5907813593932_s.jpg,Sniper Ghost Warrior 2 - Edición Colecci,11.00,PlayStation 3,5907813593932,15.00
18.00,821,/product_images/Juegos/PS3 Juegos/5030917134265_s.jpg,Skylanders Swap Force Dark Edition Pack,8.00,PlayStation 3,5030917134265,11.00
45.00,821,/product_images/Juegos/PS3 Juegos/3391891976275_s.jpg,Tales Of Symphonia Chronicles CE,20.00,PlayStation 3,3391891976275,28.00
7.00,831,/product_images/Juegos/Wii Juegos/5055060952184_s.jpg,Sengoku Basara Samurai Heroes,3.00,Wii,5055060952184,4.00
10.00,831,/product_images/Juegos/Wii Juegos/045496365325_s.jpg,Wii Fit + Tabla de Equilibrio,4.00,Wii,045496365325,6.00
2.50,827,/product_images/Juegos/Xbox 360 Juegos/5060015538214_s.jpg,PDC World Championship Darts 2008,0.60,Xbox 360,5060015538214,0.90
2.00,827,/product_images/Juegos/Xbox 360 Juegos/5060015539686_s.jpg,PDC World Championship Darts: ProTour,0.40,Xbox 360,5060015539686,0.70
4.00,827,/product_images/Juegos/Xbox 360 Juegos/5060050946449_s.jpg,King of Fighters XII,0.90,Xbox 360,5060050946449,1.50
8.00,834,/product_images/Juegos/DS Juegos/742725273931_s.jpg,"Atari, Arthur And The Invisibles",3.00,Nintendo DS,742725273931,5.00
6.00,834,/product_images/Juegos/DS Juegos/742725281240_s.jpg,Backyard Sports Rookie Rush,2.00,Nintendo DS,742725281240,3.00
18.00,834,/product_images/Juegos/DS Juegos/785138361215_s.jpg,Mascotas Y Veterinarios,8.00,Nintendo DS,785138361215,11.00
2.00,821,/product_images/Juegos/PS3 Juegos/4948872730129_s.jpg,Rise from Lair,0.40,PlayStation 3,4948872730129,0.70
15.00,821,/product_images/Juegos/PS3 Juegos/5055277025954_s.jpg,Persona 4 Arena Ultimax,6.00,PlayStation 3,5055277025954,9.00
6.00,821,/product_images/Juegos/PS3 Juegos/5055060928172_s.jpg,Resident Evil 6 Steel Book [Importación,2.00,PlayStation 3,5055060928172,3.00
12.00,827,/product_images/Juegos/Xbox 360 Juegos/5060057027240_s.jpg,Williams Pinball Classics,5.00,Xbox 360,5060057027240,7.00
5.00,827,/product_images/Juegos/Xbox 360 Juegos/5060073302291_s.jpg,Dynasty Warriors 5 Empires,2.00,Xbox 360,5060073302291,3.00
4.00,827,/product_images/Juegos/Xbox 360 Juegos/5060073302888_s.jpg,Samurai Warriors 2,0.90,Xbox 360,5060073302888,1.50
15.00,834,/product_images/Juegos/DS Juegos/785138361369_s.jpg,Spongebob Squarepants: Atlantis Squarepantis,6.00,Nintendo DS,785138361369,9.00
4.00,834,/product_images/Juegos/DS Juegos/785138361765_s.jpg,Sponge Bob Square Pants Globs of Doom (U,0.90,Nintendo DS,785138361765,1.50
22.00,834,/product_images/Juegos/DS Juegos/788687400558_s.jpg,Wacky Races: Crash & Dash,9.00,Nintendo DS,788687400558,13.00
30.00,821,/product_images/Juegos/PS3 Juegos/5055277014927_s.jpg,Sonic Generations CE,13.00,PlayStation 3,5055277014927,18.00
8.00,821,/product_images/Juegos/PS3 Juegos/4260089415331_s.jpg,Port Royale 3: Gold Edition,3.00,PlayStation 3,4260089415331,5.00
30.00,821,/product_images/Juegos/PS3 Juegos/5030917171659_s.jpg,Skylanders Superchargers Dark Edition Starter Pack,13.00,PlayStation 3,5030917171659,18.00
2.00,827,/product_images/Juegos/Xbox 360 Juegos/5060073303168_s.jpg,Samurai Warriors 2: Empires,0.40,Xbox 360,5060073303168,0.70
2.50,827,/product_images/Juegos/Xbox 360 Juegos/5060073303359_s.jpg,Bladestorm: The Hundred Years War,0.60,Xbox 360,5060073303359,0.90
3.00,827,/product_images/Juegos/Xbox 360 Juegos/5060073304073_s.jpg,Dynasty Warriors: Gundam,0.70,Xbox 360,5060073304073,1.10
20.00,821,/product_images/Juegos/PS3 Juegos/711719201342_s.jpg,Resistance: The Trilogy,9.00,PlayStation 3,711719201342,12.00
25.00,821,/product_images/Juegos/PS3 Juegos/023272010546_s.jpg,"Star Wars Poder De La Fuerza II, (P) EC",11.00,PlayStation 3,023272010546,15.00
10.00,830,/product_images/Juegos/PC Juegos/3307215712405_s.jpg,Call of Jaurez Gunslinger (P),2.00,PC,3307215712405,3.00
2.00,834,/product_images/Juegos/DS Juegos/802068101053_s.jpg,March of The Penguins,0.30,Nintendo DS,802068101053,0.60
8.00,821,/product_images/Juegos/PS3 Juegos/711719149941_s.jpg,Singstar Pop,3.00,PlayStation 3,711719149941,5.00
18.00,821,/product_images/Juegos/PS3 Juegos/4988615057953_s.jpg,Sengoku Musou 4,8.00,PlayStation 3,4988615057953,11.00
4.00,830,/product_images/Juegos/PC Juegos/3307215712818_s.jpg,Far Cry 3 - Blood Dragon,0.80,PC,3307215712818,1.40
7.00,830,/product_images/Juegos/PC Juegos/3307215716199_s.jpg,South Park - La Vara De La Verdad,1.40,PC,3307215716199,2.00
8.00,834,/product_images/Juegos/DS Juegos/802068101329_s.jpg,M&Ms Kart Racing (UK),3.00,Nintendo DS,802068101329,5.00
1.50,834,/product_images/Juegos/DS Juegos/802068101398_s.jpg,Dr. Seuss: How The Grinch Stole Christmas,0.20,Nintendo DS,802068101398,0.40
15.00,821,/product_images/Juegos/PS3 Juegos/893610001594_s.jpg,Record Of Agarest War 2,6.00,PlayStation 3,893610001594,9.00
1.50,821,/product_images/Juegos/PS3 Juegos/4012927050996_s.jpg,Rock Revolution,0.20,PlayStation 3,4012927050996,0.40
40.00,830,/product_images/Juegos/PC Juegos/3307215717530_s.jpg,Watch Dogs Dedsec Edition (P),18.00,PC,3307215717530,25.00
2.50,830,/product_images/Juegos/PC Juegos/3307215726433_s.jpg,Rayman Legends (P),0.30,PC,3307215726433,0.70
8.00,834,/product_images/Juegos/DS Juegos/802068103408_s.jpg,Puzzle Time,3.00,Nintendo DS,802068103408,5.00
3.00,834,/product_images/Juegos/DS Juegos/8023171006000_s.jpg,Bust a Move DS,0.70,Nintendo DS,8023171006000,1.10
15.00,821,/product_images/Juegos/PS3 Juegos/5030917045387_s.jpg,Spider-Man 3 CE,6.00,PlayStation 3,5030917045387,9.00
20.00,821,/product_images/Juegos/PS3 Juegos/711719124559_s.jpg,Singstar Pop 2009 + Micros Wireless,9.00,PlayStation 3,711719124559,12.00
2.50,830,/product_images/Juegos/PC Juegos/3307215734841_s.jpg,Might & Magic X - Legacy (P),0.30,PC,3307215734841,0.70
4.00,830,/product_images/Juegos/PC Juegos/3307215735169_s.jpg,Heroes Might and Magic VI CE (P),0.80,PC,3307215735169,1.40
5.00,834,/product_images/Juegos/DS Juegos/8023171006642_s.jpg,Devilish,1.20,Nintendo DS,8023171006642,1.90
7.00,834,/product_images/Juegos/DS Juegos/802317100665_s.jpg,Billiard Action,3.00,Nintendo DS,802317100665,4.00
4.00,821,/product_images/Juegos/PS3 Juegos/8033102495445_s.jpg,SBK: 08,0.90,PlayStation 3,8033102495445,1.50
70.00,821,/product_images/Juegos/PS3 Juegos/3391891977777_s.jpg,Tales Of Xillia 2: Ludger Kresnik - Collector Edition,31.00,PlayStation 3,3391891977777,44.00
18.00,830,/product_images/Juegos/PC Juegos/3307215760215_s.jpg,Assassins Creed: Heritage Collection,3.00,PC,3307215760215,6.00
10.00,834,/product_images/Juegos/DS Juegos/8023171007403_s.jpg,Hoshigami,4.00,Nintendo DS,8023171007403,6.00
6.00,834,/product_images/Juegos/DS Juegos/8023171009025_s.jpg,Top Gun,2.00,Nintendo DS,8023171009025,3.00
12.00,821,/product_images/Juegos/PS3 Juegos/899274002540_s.jpg,Plants Vs Zombies,5.00,PlayStation 3,899274002540,7.00
15.00,821,/product_images/Juegos/PS3 Juegos/3391891987585_s.jpg,Tales Of Xillia / Tales Of Xillia 2,6.00,PlayStation 3,3391891987585,9.00
2.00,830,/product_images/Juegos/PC Juegos/3307215769539_s.jpg,Assassin's Creed Liberation HD (P),0.30,PC,3307215769539,0.60
12.00,830,/product_images/Juegos/PC Juegos/3307215775356_s.jpg,Far Cry. The Wild Expedition (P),2.00,PC,3307215775356,4.00
8.00,834,/product_images/Juegos/DS Juegos/8023171009032_s.jpg,Brick 'Em All,3.00,Nintendo DS,8023171009032,5.00
15.00,834,/product_images/Juegos/DS Juegos/8023171009254_s.jpg,Mystery Detective,6.00,Nintendo DS,8023171009254,9.00
10.00,831,/product_images/Juegos/Wii Juegos/45496368289_s.jpg,No More Heroes 2,4.00,Wii,45496368289,6.00
4.00,821,/product_images/Juegos/PS3 Juegos/5060015539679_s.jpg,PDC World Championship Darts Pro Tour,0.90,PlayStation 3,5060015539679,1.50
6.00,830,/product_images/Juegos/PC Juegos/3307215780763_s.jpg,Child of Light Deluxe Edition,1.20,PC,3307215780763,2.00
10.00,830,/product_images/Juegos/PC Juegos/3307215801420_s.jpg,Assasins Creed Rogue (P),2.00,PC,3307215801420,3.00
6.00,834,/product_images/Juegos/DS Juegos/8023171009261_s.jpg,Monster Bomber,1.40,Nintendo DS,8023171009261,2.00
20.00,834,/product_images/Juegos/DS Juegos/8023171009278_s.jpg,Monster Puzzle,9.00,Nintendo DS,8023171009278,12.00
4.00,834,/product_images/Juegos/DS Juegos/8023171009681_s.jpg,Professor's Brain Trainer - Memory,0.90,Nintendo DS,8023171009681,1.50
7.00,831,/product_images/Juegos/Wii Juegos/3499550286038_s.jpg,Western Heroes + Rifle,3.00,Wii,3499550286038,4.00
10.00,821,/product_images/Juegos/PS3 Juegos/711719199199_s.jpg,SingStar: Back To The 80s,4.00,PlayStation 3,711719199199,6.00
18.00,830,/product_images/Juegos/PC Juegos/3307215802649_s.jpg,Assassin's Creed: Birth of a New World - The American Saga (P),3.00,PC,3307215802649,6.00
18.00,830,/product_images/Juegos/PC Juegos/3307215804179_s.jpg,"Division, The (P)",3.00,PC,3307215804179,6.00
45.00,830,/product_images/Juegos/PC Juegos/3307215813430_s.jpg,Assassin's Creed Unity - Notre Dame Edition (P),20.00,PC,3307215813430,28.00
8.00,834,/product_images/Juegos/DS Juegos/8023171009698_s.jpg,Professor's Brain Trainer Logic,3.00,Nintendo DS,8023171009698,5.00
6.00,834,/product_images/Juegos/DS Juegos/8023171009896_s.jpg,Deep Labyrinth,2.00,Nintendo DS,8023171009896,3.00
1.50,834,/product_images/Juegos/DS Juegos/8023171010618_s.jpg,Kameleon,0.20,Nintendo DS,8023171010618,0.40
7.00,830,/product_images/Juegos/PC Juegos/3307215864357_s.jpg,"Oblivion, Elder Scrolls IV, 5th Anniv Ed",1.40,PC,3307215864357,2.00
18.00,830,/product_images/Juegos/PC Juegos/3307215895269_s.jpg,Compilation: Rayman Legends + Origins (P),3.00,PC,3307215895269,6.00
6.00,830,/product_images/Juegos/PC Juegos/3307215899083_s.jpg,Anno 2205 (P),1.20,PC,3307215899083,2.00
2.00,834,/product_images/Juegos/DS Juegos/8023171010816_s.jpg,New Touch: Party Game,0.30,Nintendo DS,8023171010816,0.60
3.50,834,/product_images/Juegos/DS Juegos/8023171010823_s.jpg,Turn It Around,0.80,Nintendo DS,8023171010823,1.30
5.00,834,/product_images/Juegos/DS Juegos/8023171011462_s.jpg,Big Catch-Bass Fishing,2.00,Nintendo DS,8023171011462,3.00
4.00,830,/product_images/Juegos/PC Juegos/3307217915620_s.jpg,Prince Of Persia: Aranes CE (P),0.80,PC,3307217915620,1.40
0.25,830,/product_images/Juegos/PC Juegos/3307217922390_s.jpg,Hawx 2 (P),0.01,PC,3307217922390,0.01
6.00,830,/product_images/Juegos/PC Juegos/3307217926985_s.jpg,Assassin's Cred La hermandad (P),1.20,PC,3307217926985,2.00
2.00,834,/product_images/Juegos/DS Juegos/8023171011592_s.jpg,MinDStorm: Train Your Brain,0.30,Nintendo DS,8023171011592,0.60
4.00,834,/product_images/Juegos/DS Juegos/8023171011943_s.jpg,Brain Buster,0.90,Nintendo DS,8023171011943,1.50
7.00,834,/product_images/Juegos/DS Juegos/8023171012575_s.jpg,Mystery Mansion,3.00,Nintendo DS,8023171012575,4.00
2.50,830,/product_images/Juegos/PC Juegos/3307217929337_s.jpg,Driver: San Francisco (P),0.30,PC,3307217929337,0.70
7.00,830,/product_images/Juegos/PC Juegos/3307219931017_s.jpg,Might And Magic Heroes 6 (P),1.40,PC,3307219931017,2.00
3.00,830,/product_images/Juegos/PC Juegos/3307219931086_s.jpg,Might & Magic Heroes VI (P),0.40,PC,3307219931086,0.90
5.00,834,/product_images/Juegos/DS Juegos/8023171012582_s.jpg,Tangram Mania,2.00,Nintendo DS,8023171012582,3.00
4.00,830,/product_images/Juegos/PC Juegos/3307219934605_s.jpg,IL-2 Sturmovik Cliffs Of Dover CE (P),0.80,PC,3307219934605,1.40
0.50,830,/product_images/Juegos/PC Juegos/3307219947315_s.jpg,Call Of Juarez - The Cartel (P),0.01,PC,3307219947315,0.10
18.00,830,/product_images/Juegos/PC Juegos/3307219950902_s.jpg,Anno 2070 (P),8.00,PC,3307219950902,11.00
3.50,834,/product_images/Juegos/DS Juegos/8023171013169_s.jpg,Starz,0.80,Nintendo DS,8023171013169,1.30
3.50,834,/product_images/Juegos/DS Juegos/8023171013282_s.jpg,Kira Kira Pop Princess,0.80,Nintendo DS,8023171013282,1.30
0.50,830,/product_images/Juegos/PC Juegos/3325120036805_s.jpg,Alcatraz,0.01,PC,3325120036805,0.10
12.00,827,/product_images/Juegos/Xbox 360 Juegos/5060073305766_s.jpg,Dynasty Warriors: Gundam 2,5.00,Xbox 360,5060073305766,7.00
12.00,834,/product_images/Juegos/DS Juegos/8023171013329_s.jpg,PicPic,5.00,Nintendo DS,8023171013329,7.00
8.00,834,/product_images/Juegos/DS Juegos/8023171013367_s.jpg,Cookie & Cream,3.00,Nintendo DS,8023171013367,5.00
0.50,830,/product_images/Juegos/PC Juegos/3342184326987_s.jpg,Tennis Masters Series 2003,0.01,PC,3342184326987,0.10
0.25,830,/product_images/Juegos/PC Juegos/3342184396652_s.jpg,"Druuna, Morbus Gravis",0.01,PC,3342184396652,0.01
5.00,827,/product_images/Juegos/Xbox 360 Juegos/5060073306619_s.jpg,"Warriors, Legends Of Troy",2.00,Xbox 360,5060073306619,3.00
6.00,827,/product_images/Juegos/Xbox 360 Juegos/5060073307234_s.jpg,Quantum Theory,2.00,Xbox 360,5060073307234,3.00
2.50,834,/product_images/Juegos/DS Juegos/8023171013381_s.jpg,Fashion Designer Tu juego de Moda,0.60,Nintendo DS,8023171013381,0.90
4.00,830,/product_images/Juegos/PC Juegos/3342185054292_s.jpg,Syberia y Amerzone,0.60,PC,3342185054292,1.20
4.00,827,/product_images/Juegos/Xbox 360 Juegos/5060073307661_s.jpg,Dynasty Warriors 7,0.90,Xbox 360,5060073307661,1.50
3.00,827,/product_images/Juegos/Xbox 360 Juegos/5060073308033_s.jpg,Champion Jockey,0.70,Xbox 360,5060073308033,1.10
2.50,834,/product_images/Juegos/DS Juegos/8023171013602_s.jpg,My Pet Dolphin,0.60,Nintendo DS,8023171013602,0.90
25.00,821,/product_images/Juegos/PS3 Juegos/3307215601075_s.jpg,Rayman: Origins - Ed. Coleccionista,11.00,PlayStation 3,3307215601075,15.00
3.00,830,/product_images/Juegos/PC Juegos/3342185484389_s.jpg,PACK Especial Aventura,0.40,PC,3342185484389,0.90
22.00,827,/product_images/Juegos/Xbox 360 Juegos/5060073309078_s.jpg,Ninja Gaiden 3 Collector Edition,9.00,Xbox 360,5060073309078,13.00
10.00,827,/product_images/Juegos/Xbox 360 Juegos/5060073309368_s.jpg,Dead Or Alive 5 CE (P),4.00,Xbox 360,5060073309368,6.00
4.00,834,/product_images/Juegos/DS Juegos/8023171013633_s.jpg,Dolphins: Tus Amigos del Mar,0.90,Nintendo DS,8023171013633,1.50
2.50,834,/product_images/Juegos/DS Juegos/8023171013978_s.jpg,Princesas sobre Hielo,0.60,Nintendo DS,8023171013978,0.90
7.00,821,/product_images/Juegos/PS3 Juegos/5030934072465_s.jpg,Rock Band: Pack AC/DC,3.00,PlayStation 3,5030934072465,4.00
12.00,821,/product_images/Juegos/PS3 Juegos/711719798057_s.jpg,Singstar ABBA + Microfonos,5.00,PlayStation 3,711719798057,7.00
12.00,827,/product_images/Juegos/Xbox 360 Juegos/5060102952305_s.jpg,Samurai Shodown Sen,5.00,Xbox 360,5060102952305,7.00
2.00,834,/product_images/Juegos/DS Juegos/8023171014098_s.jpg,Subbuteo,0.30,Nintendo DS,8023171014098,0.60
1.00,834,/product_images/Juegos/DS Juegos/8023171014388_s.jpg,Spellbound (UK),0.10,Nintendo DS,8023171014388,0.30
15.00,821,/product_images/Juegos/PS3 Juegos/711719149644_s.jpg,Sngstar Hits 2,6.00,PlayStation 3,711719149644,9.00
12.00,827,/product_images/Juegos/Xbox 360 Juegos/5060102953227_s.jpg,Akai Katana,5.00,Xbox 360,5060102953227,7.00
3.00,821,/product_images/Juegos/PS3 Juegos/711719813521_s.jpg,SOCOM 4: U.S. Navy SEALs,0.70,PlayStation 3,711719813521,1.10
25.00,821,/product_images/Juegos/PS3 Juegos/9312590124075_s.jpg,Rugby Challenge 3,11.00,PlayStation 3,9312590124075,15.00
5.00,821,/product_images/Juegos/PS3 Juegos/4976219040051_s.jpg,Sengoku Basara 3 Utage,2.00,PlayStation 3,4976219040051,3.00
2.50,830,/product_images/Juegos/PC Juegos/3342188697175_s.jpg,Syberia II The Collectors Edition,0.30,PC,3342188697175,0.70
2.00,830,/product_images/Juegos/PC Juegos/3348542011915_s.jpg,"Rise & Rule Of Ancient Empires, The",0.30,PC,3348542011915,0.60
6.00,827,/product_images/Juegos/Xbox 360 Juegos/5060102953395_s.jpg,Under Defeat HD,2.00,Xbox 360,5060102953395,3.00
6.00,821,/product_images/Juegos/PS3 Juegos/3391891976640_s.jpg,Short Peace: Ranko Tsukigime's Longest D,2.00,PlayStation 3,3391891976640,3.00
2.00,821,/product_images/Juegos/PS3 Juegos/5030917113581_s.jpg,Skylanders Giants: Booster Pack,0.40,PlayStation 3,5030917113581,0.70
0.10,830,/product_images/Juegos/PC Juegos/8430319210197_s.jpg,Les Tres Bessones,0.01,PC,8430319210197,0.01
0.50,830,/product_images/Juegos/PC Juegos/8430319510006_s.jpg,Juanito Jones At Camp,0.10,PC,8430319510006,0.10
8.00,827,/product_images/Juegos/Xbox 360 Juegos/5060112740596_s.jpg,Monster Madness Battle for Suburbia,3.00,Xbox 360,5060112740596,5.00
