img_caratula,titulo,categoria_str,precio_intercambio,precio_compra,categoria_id,sku,precio_venta
/product_images/Juegos/PS3 Juegos/5026555410267_s.jpg,Grand Theft Auto V (5),PlayStation 3,9.00,6.00,821,5026555410267,15.00
/product_images/Juegos/PS3 Juegos/5030917096808_s.jpg,Call Of Duty: Modern Warfare 3,PlayStation 3,3.00,2.00,821,5030917096808,6.00
/product_images/Juegos/PS3 Juegos/5030917111761_s.jpg,Call Of Duty: Black Ops II,PlayStation 3,5.00,3.00,821,5030917111761,15.00
/product_images/Juegos/PS3 Juegos/5030937112373_s.jpg,FIFA 15,PlayStation 3,5.00,3.00,821,5030937112373,8.00
/product_images/Juegos/PS3 Juegos/5030917085802_s.jpg,Call Of Duty: Black Ops,PlayStation 3,5.00,3.00,821,5030917085802,8.00
/product_images/Juegos/PS3 Juegos/5030917070990_s.jpg,Call of Duty: Modern Warfare 2,PlayStation 3,3.00,2.00,821,5030917070990,6.00
/product_images/Juegos/PS3 Juegos/711719190059_s.jpg,Gran Turismo 5,PlayStation 3,3.00,2.00,821,711719190059,6.00
/product_images/Juegos/PS3 Juegos/5030917126116_s.jpg,Call Of Duty: Ghosts,PlayStation 3,3.00,2.00,821,5030917126116,6.00
/product_images/Juegos/PS3 Juegos/5026555400251_s.jpg,Grand Theft Auto IV,PlayStation 3,3.00,2.00,821,5026555400251,6.00
/product_images/Juegos/PS3 Juegos/5030946112869_s.jpg,FIFA 16,PlayStation 3,13.00,9.00,821,5030946112869,22.00
/product_images/Juegos/PS3 Juegos/5030933111103_s.jpg,FIFA 14,PlayStation 3,0.60,0.30,821,5030933111103,2.00
/product_images/Juegos/PS3 Juegos/3307215793299_s.jpg,Far Cry 4,PlayStation 3,9.00,6.00,821,3307215793299,15.00
/product_images/Juegos/PS3 Juegos/5051893133981_s.jpg,Midway Arcade Origins,PlayStation 3,12.00,9.00,821,5051893133981,20.00
/product_images/Juegos/PS3 Juegos/3307215721957_s.jpg,Watch Dogs,PlayStation 3,9.00,6.00,821,3307215721957,15.00
/product_images/Juegos/PS3 Juegos/5030934109680_s.jpg,FIFA 13,PlayStation 3,0.01,0.01,821,5030934109680,0.25
/product_images/Juegos/PS Vita Juegos/711719438519_s.jpg,Minecraft,PlayStation Vita,7.00,5.00,990,711719438519,12.00
/product_images/Juegos/PS Vita Juegos/5030934109192_s.jpg,Need For Speed: Most Wanted 12,PlayStation Vita,9.00,7.00,990,5030934109192,15.00
/product_images/Juegos/PS Vita Juegos/5035225113223_s.jpg,FIFA 15,PlayStation Vita,16.00,12.00,990,5035225113223,25.00
/product_images/Juegos/PS Vita Juegos/5030917114083_s.jpg,Call of Duty Black Ops- Declassified,PlayStation Vita,11.00,8.00,990,5030917114083,18.00
/product_images/Juegos/PS Vita Juegos/5030934109901_s.jpg,FIFA 13,PlayStation Vita,1.90,1.20,990,5030934109901,5.00
/product_images/Juegos/PS Vita Juegos/5030939111404_s.jpg,FIFA 14,PlayStation Vita,7.00,5.00,990,5030939111404,12.00
/product_images/Juegos/PS Vita Juegos/3307215916520_s.jpg,Assassins Creed Chronicles,PlayStation Vita,9.00,7.00,990,3307215916520,15.00
/product_images/Juegos/PS Vita Juegos/5055277016259_s.jpg,Virtua Tennis 4: Edicion World Tour,PlayStation Vita,7.00,5.00,990,5055277016259,12.00
/product_images/Juegos/PS Vita Juegos/711719251163_s.jpg,Killzone Mercenary,PlayStation Vita,11.00,8.00,990,711719251163,18.00
/product_images/Juegos/PS Vita Juegos/5021290057791_s.jpg,Final Fantasy X HD Only,PlayStation Vita,9.00,7.00,990,5021290057791,15.00
/product_images/Juegos/PS Vita Juegos/711719200628_s.jpg,Uncharted: Golden Abyss,PlayStation Vita,11.00,8.00,990,711719200628,18.00
/product_images/Juegos/PS Vita Juegos/3307215652312_s.jpg,Assassin's Creed III (3): Liberation,PlayStation Vita,7.00,5.00,990,3307215652312,12.00
/product_images/Juegos/PS Vita Juegos/711719279488_s.jpg,God Of War Collection,PlayStation Vita,11.00,8.00,990,711719279488,18.00
/product_images/Juegos/PS Vita Juegos/711719287667_s.jpg,Invizimals - La Alianza,PlayStation Vita,1.90,1.20,990,711719287667,5.00
/product_images/Juegos/PS Vita Juegos/5055377602314_s.jpg,XBlaze Code: Embryo,PlayStation Vita,3.00,2.00,990,5055377602314,6.00
/product_images/Juegos/PSP Juegos/5026555280143_s.jpg,Grand Theft Auto: Liberty City Stories,PSP,1.40,0.80,862,5026555280143,4.00
/product_images/Juegos/PSP Juegos/5026555280785_s.jpg,Grand Theft Auto Vice City Stories,PSP,1.40,0.80,862,5026555280785,4.00
/product_images/Juegos/PSP Juegos/711719151159_s.jpg,Gran Turismo,PSP,0.90,0.40,862,711719151159,3.00
/product_images/Juegos/PSP Juegos/711719908128_s.jpg,God of War: Chains of Olympus,PSP,0.90,0.40,862,711719908128,3.00
/product_images/Juegos/PSP Juegos/711719646266_s.jpg,Daxter,PSP,0.90,0.40,862,711719646266,3.00
/product_images/Juegos/PSP Juegos/4012927065174_s.jpg,Pro Evolution Soccer 2012,PSP,0.40,0.20,862,4012927065174,1.50
/product_images/Juegos/PSP Juegos/711719738657_s.jpg,Play Chapas,PSP,0.10,0.01,862,711719738657,0.50
/product_images/Juegos/PSP Juegos/3307211667679_s.jpg,Assassin's Creed: Bloodlines,PSP,1.40,0.80,862,3307211667679,4.00
/product_images/Juegos/PSP Juegos/711719660071_s.jpg,Tekken Dark Resurrection,PSP,0.90,0.40,862,711719660071,3.00
/product_images/Juegos/PSP Juegos/711719142058_s.jpg,Invizimals (Solo Juego),PSP,0.10,0.01,862,711719142058,0.50
/product_images/Juegos/PSP Juegos/5030917038426_s.jpg,Call of Duty: Roads to Victory,PSP,0.90,0.40,862,5030917038426,3.00
/product_images/Juegos/PSP Juegos/8414646244995_s.jpg,Invizimals: Las tribus perdidas,PSP,0.10,0.01,862,8414646244995,0.50
/product_images/Juegos/PSP Juegos/5030934067263_s.jpg,FIFA 09,PSP,0.10,0.01,862,5030934067263,0.50
/product_images/Juegos/PSP Juegos/711719169772_s.jpg,Invizimals La Otra Dimension (Solo Juego,PSP,0.10,0.01,862,711719169772,0.50
/product_images/Juegos/PSP Juegos/4012927064740_s.jpg,Pro Evolution Soccer (PES) 2011,PSP,0.30,0.10,862,4012927064740,1.00
/product_images/Juegos/Wii Juegos/045496365202_s.jpg,Mario Kart Wii (Solo Juego),Wii,11.00,8.00,831,045496365202,18.00
/product_images/Juegos/Wii Juegos/045496368098_s.jpg,New Super Mario Bros. Wii,Wii,11.00,8.00,831,045496368098,18.00
/product_images/Juegos/Wii Juegos/4260231341471_s.jpg,La Voz 2wi,Wii,6.00,4.00,831,4260231341471,10.00
/product_images/Juegos/Wii Juegos/045496363932_s.jpg,Super Mario Galaxy,Wii,9.00,6.00,831,045496363932,15.00
/product_images/Juegos/Wii Juegos/045496367299_s.jpg,Inazuma Eleven Strikers,Wii,4.00,2.00,831,045496367299,12.00
/product_images/Juegos/Wii Juegos/045496365899_s.jpg,Super Smash Bros. Brawl,Wii,9.00,6.00,831,045496365899,15.00
/product_images/Juegos/Wii Juegos/045496362393_s.jpg,Legend of Zelda: Twilight Princess,Wii,9.00,6.00,831,045496362393,15.00
/product_images/Juegos/Wii Juegos/045496367473_s.jpg,Wii Sports Resort (Solo Juego),Wii,3.00,2.00,831,045496367473,10.00
/product_images/Juegos/Wii Juegos/8402862155065_s.jpg,La Voz 3 (No Microphone),Wii,7.00,5.00,831,8402862155065,12.00
/product_images/Juegos/Wii Juegos/045496363086_s.jpg,Mario Strikers Charged Football,Wii,5.00,3.00,831,045496363086,8.00
/product_images/Juegos/Wii Juegos/045496362201B_s.jpg,Wii Play (solo juego),Wii,2.00,1.80,831,045496362201,4.00
/product_images/Juegos/Wii Juegos/045496366575_s.jpg,Animal Crossing Lets Go To The City (Solo Juego),Wii,5.00,3.00,831,045496366575,8.00
/product_images/Juegos/Wii Juegos/5030934069243_s.jpg,Trivial Pursuit,Wii,6.00,4.00,831,5030934069243,10.00
/product_images/Juegos/Wii Juegos/5055277013692_s.jpg,Mario y Sonic en los JJ.OO London 12,Wii,11.00,8.00,831,5055277013692,18.00
/product_images/Juegos/Wii U Juegos/045496337087_s.jpg,Legend of Zelda: Breath of the Wild,Wii U,45.00,40.00,996,045496337087,58.00
/product_images/Juegos/Wii U Juegos/045496333288_s.jpg,Mario Kart 8,Wii U,13.00,9.00,996,045496333288,22.00
/product_images/Juegos/Wii U Juegos/045496332785_s.jpg,Super Mario 3D World,Wii U,12.00,9.00,996,045496332785,20.00
/product_images/Juegos/Wii U Juegos/045496333621_s.jpg,Super Smash Bros,Wii U,17.00,12.00,996,045496333621,28.00
/product_images/Juegos/Wii U Juegos/045496331085_s.jpg,Nintendo Land,Wii U,5.00,3.00,996,045496331085,8.00
/product_images/Juegos/Wii U Juegos/045496331207_s.jpg,New Super Mario Bros. U,Wii U,7.00,5.00,996,045496331207,12.00
/product_images/Juegos/Wii U Juegos/045496332198_s.jpg,New Super Mario Bros. U & Super Luigi U,Wii U,9.00,6.00,996,045496332198,15.00
/product_images/Juegos/Wii U Juegos/3307215655184_s.jpg,Rayman Legends,Wii U,11.00,8.00,996,3307215655184,18.00
/product_images/Juegos/Wii U Juegos/045496334161_s.jpg,Mario Party 10,Wii U,9.00,6.00,996,045496334161,15.00
/product_images/Juegos/Wii U Juegos/0045496332303_s.jpg,Legend Of Zelda: Wind Waker HD,Wii U,13.00,9.00,996,0045496332303,22.00
/product_images/Juegos/Wii U Juegos/0045496332716_s.jpg,Donkey Kong Country: Tropical Freeze,Wii U,11.00,8.00,996,0045496332716,18.00
/product_images/Juegos/Wii U Juegos/3307215654293_s.jpg,ZombiU,Wii U,3.00,2.00,996,3307215654293,5.00
/product_images/Juegos/Wii U Juegos/045496334987_s.jpg,Super Mario Maker,Wii U,17.00,12.00,996,045496334987,28.00
/product_images/Juegos/Wii U Juegos/045496333577_s.jpg,Hyrule Warriors,Wii U,15.00,11.00,996,045496333577,25.00
/product_images/Juegos/Wii U Juegos/045496334475_s.jpg,Splatoon,Wii U,13.00,9.00,996,045496334475,22.00
/product_images/Juegos/Xbox 360 Juegos/5026555258098_s.jpg,Grand Theft Auto V (5) 2 Disco,Xbox 360,12.00,9.00,827,5026555258098,20.00
/product_images/Juegos/Xbox 360 Juegos/3307215705728_s.jpg,Assassin's Creed 4: Black Flag (2 Disc),Xbox 360,9.00,6.00,827,3307215705728,15.00
/product_images/Juegos/Xbox 360 Juegos/5030917147685_s.jpg,Call Of Duty: Advanced Warfare (2 Disc),Xbox 360,9.00,6.00,827,5030917147685,15.00
/product_images/Juegos/Xbox 360 Juegos/5035228112377_s.jpg,FIFA 15,Xbox 360,7.00,5.00,827,5035228112377,12.00
/product_images/Juegos/Xbox 360 Juegos/5030917096891_s.jpg,Call Of Duty: Modern Warfare 3,Xbox 360,3.00,2.00,827,5030917096891,6.00
/product_images/Juegos/Xbox 360 Juegos/0885370606515_s.jpg,Minecraft,Xbox 360,7.00,5.00,827,0885370606515,12.00
/product_images/Juegos/Xbox 360 Juegos/0885370309607_s.jpg,Gears of War 3,Xbox 360,3.00,2.00,827,0885370309607,6.00
/product_images/Juegos/Xbox 360 Juegos/3307215633342_s.jpg,Far Cry 3,Xbox 360,5.00,3.00,827,3307215633342,8.00
/product_images/Juegos/Xbox 360 Juegos/5030917085864_s.jpg,Call Of Duty: Black Ops,Xbox 360,4.00,2.00,827,5030917085864,12.00
/product_images/Juegos/Xbox 360 Juegos/5030917111679_s.jpg,Call Of Duty: Black Ops II,Xbox 360,9.00,6.00,827,5030917111679,15.00
/product_images/Juegos/Xbox 360 Juegos/5026555256476_s.jpg,Bioshock Infinite,Xbox 360,5.00,3.00,827,5026555256476,8.00
/product_images/Juegos/Xbox 360 Juegos/5030917125911_s.jpg,Call Of Duty: Ghosts *2 Disc*,Xbox 360,5.00,3.00,827,5030917125911,8.00
/product_images/Juegos/Xbox 360 Juegos/5030938112877_s.jpg,FIFA 16,Xbox 360,8.00,5.00,827,5030938112877,22.00
/product_images/Juegos/Xbox 360 Juegos/5055060963852_s.jpg,Resident Evil 6 *2 Disc*,Xbox 360,5.00,3.00,827,5055060963852,8.00
/product_images/Juegos/Xbox 360 Juegos/5051893143492_s.jpg,Batman: Arkham Origins (2 Discos),Xbox 360,9.00,6.00,827,5051893143492,15.00
/product_images/Juegos/Xbox One Juegos/885370662221_s.jpg,Ryse: Son Of Rome,Xbox One,11.00,8.00,1002,885370662221,18.00
/product_images/Juegos/Xbox One Juegos/5030917147791_s.jpg,Call Of Duty: Advanced Warfare,Xbox One,7.00,5.00,1002,5030917147791,12.00
/product_images/Juegos/Xbox One Juegos/5026555284127_s.jpg,Grand Theft Auto V (5),Xbox One,24.00,17.00,1002,5026555284127,38.00
/product_images/Juegos/Xbox One Juegos/5030917181863_s.jpg,Call Of Duty: Black Ops III,Xbox One,18.00,13.00,1002,5030917181863,30.00
/product_images/Juegos/Xbox One Juegos/5030947121631_s.jpg,Star Wars: Battlefront,Xbox One,11.00,8.00,1002,5030947121631,18.00
/product_images/Juegos/Xbox One Juegos/0889842121575_s.jpg,Gears of War 4,Xbox One,18.00,13.00,1002,0889842121575,30.00
/product_images/Juegos/Xbox One Juegos/5030941116398_s.jpg,Mass Effect: Andrómeda (Sin DLC),Xbox One,50.00,45.00,1002,5030941116398,65.00
/product_images/Juegos/Xbox One Juegos/85370663983_s.jpg,Dead Rising 3,Xbox One,9.00,6.00,1002,85370663983,15.00
/product_images/Juegos/Xbox One Juegos/5055856406396_s.jpg,Fallout 4,Xbox One,15.00,11.00,1002,5055856406396,25.00
/product_images/Juegos/Xbox One Juegos/5026555297356_s.jpg,Mafia III,Xbox One,15.00,11.00,1002,5026555297356,25.00
/product_images/Juegos/Xbox One Juegos/5030917124358_s.jpg,Destiny,Xbox One,5.00,3.00,1002,5030917124358,8.00
/product_images/Juegos/Xbox One Juegos/3307215794722_s.jpg,Far Cry 4,Xbox One,7.00,5.00,1002,3307215794722,12.00
/product_images/Juegos/Xbox One Juegos/5030948112881_s.jpg,FIFA 16,Xbox One,5.00,3.00,1002,5030948112881,8.00
/product_images/Juegos/Xbox One Juegos/885370662023_s.jpg,Forza Motorsport 5,Xbox One,7.00,5.00,1002,885370662023,12.00
/product_images/Juegos/Xbox One Juegos/885370951844_s.jpg,Gears Of War: Ultimate Edition,Xbox One,6.00,4.00,1002,885370951844,10.00
/product_images/Juegos/PS4 Juegos/3307215938782_s.jpg,Far Cry Primal,PlayStation 4,13.00,9.00,1001,3307215938782,22.00
/product_images/Juegos/PS4 Juegos/3307215804445_s.jpg,"Division, The",PlayStation 4,6.00,4.00,1001,3307215804445,18.00
/product_images/Juegos/PS4 Juegos/3307215803530_s.jpg,Assassin's Creed: Unity,PlayStation 4,9.00,6.00,1001,3307215803530,15.00
/product_images/Juegos/PS4 Juegos/4012927100417_s.jpg,Metal Gear Solid V: The Phantom Pain,PlayStation 4,9.00,6.00,1001,4012927100417,15.00
/product_images/Juegos/PS4 Juegos/711719407515_s.jpg,"Last of Us, The - Remastered",PlayStation 4,20.00,14.00,1001,711719407515,32.00
/product_images/Juegos/PS4 Juegos/5030917148019_s.jpg,Call Of Duty: Advanced Warfare,PlayStation 4,8.00,5.00,1001,5030917148019,22.00
/product_images/Juegos/PS4 Juegos/3307215889121_s.jpg,Rainbow Six: Siege,PlayStation 4,22.00,15.00,1001,3307215889121,35.00
/product_images/Juegos/PS4 Juegos/3307215914946_s.jpg,For Honor (No DLC),PlayStation 4,30.00,21.00,1001,3307215914946,48.00
/product_images/Juegos/PS4 Juegos/3307215732939_s.jpg,Watch Dogs,PlayStation 4,4.00,2.00,1001,3307215732939,12.00
/product_images/Juegos/PS4 Juegos/5055856406242_s.jpg,Fallout 4,PlayStation 4,13.00,9.00,1001,5055856406242,22.00
/product_images/Juegos/PS4 Juegos/5030917124549_s.jpg,Destiny,PlayStation 4,3.00,2.00,1001,5030917124549,10.00
/product_images/Juegos/PS4 Juegos/711719277071_s.jpg,DriveClub,PlayStation 4,9.00,6.00,1001,711719277071,15.00
/product_images/Juegos/PS4 Juegos/5030941116350_s.jpg,Mass Effect: Andrómeda (Sin DLC),PlayStation 4,47.00,40.00,1001,5030941116350,65.00
/product_images/Juegos/PS4 Juegos/3391891979016_s.jpg,Witcher 3: Wild Hunt,PlayStation 4,18.00,13.00,1001,3391891979016,30.00
/product_images/Juegos/PS4 Juegos/3307215793633_s.jpg,Far Cry 4,PlayStation 4,6.00,4.00,1001,3307215793633,18.00
/product_images/Juegos/PS4 Juegos/5051893179637_s.jpg,Batman: Arkham Knight,PlayStation 4,12.00,9.00,1001,5051893179637,20.00
/product_images/Juegos/PS4 Juegos/711719866534_s.jpg,Uncharted: The Nathan Drake Collection,PlayStation 4,22.00,15.00,1001,711719866534,35.00
/product_images/Juegos/PS4 Juegos/5055856403418_s.jpg,Doom (2016),PlayStation 4,11.00,8.00,1001,5055856403418,18.00
/product_images/Juegos/PS4 Juegos/5030947112387_s.jpg,FIFA 15,PlayStation 4,1.50,0.70,1001,5030947112387,5.00
/product_images/Juegos/PS4 Juegos/5035223113737_s.jpg,Need For Speed (2015),PlayStation 4,17.00,12.00,1001,5035223113737,28.00
/product_images/Juegos/PS4 Juegos/711719838951_s.jpg,"Last Guardian, The",PlayStation 4,20.00,14.00,1001,711719838951,32.00
/product_images/Juegos/PS4 Juegos/711719439912_s.jpg,Minecraft,PlayStation 4,18.00,13.00,1001,711719439912,30.00
/product_images/Juegos/PS4 Juegos/5030932116925_s.jpg,Titanfall 2,PlayStation 4,17.00,12.00,1001,5030932116925,28.00
/product_images/Juegos/PS4 Juegos/711719843337_s.jpg,God of War 3 - Remasterizado,PlayStation 4,13.00,9.00,1001,711719843337,22.00
/product_images/Juegos/PS4 Juegos/4012927102336_s.jpg,Pro Evolution Soccer 2017,PlayStation 4,24.00,17.00,1001,4012927102336,38.00
/product_images/Juegos/PS4 Juegos/093155149007_s.jpg,"Evil Within, The",PlayStation 4,9.00,6.00,1001,093155149007,15.00
/product_images/Juegos/PS4 Juegos/3307215977453_s.jpg,Assassin's Creed: The Ezio Collection,PlayStation 4,15.00,11.00,1001,3307215977453,25.00
/product_images/Juegos/PS4 Juegos/3307215715239_s.jpg,Assassin's Creed 4: Black Flag,PlayStation 4,11.00,8.00,1001,3307215715239,18.00
/product_images/Juegos/PS4 Juegos/711719848233_s.jpg,Ratchet & Clank (2016),PlayStation 4,15.00,11.00,1001,711719848233,25.00
/product_images/Juegos/PS4 Juegos/5030936111346_s.jpg,Battlefield 4,PlayStation 4,5.00,3.00,1001,5030936111346,15.00
/product_images/Juegos/PS4 Juegos/0711719284697_s.jpg,"Order 1886, The",PlayStation 4,11.00,8.00,1001,0711719284697,18.00
/product_images/Juegos/PS4 Juegos/8023171037745_s.jpg,Rocket League,PlayStation 4,22.00,15.00,1001,8023171037745,35.00
/product_images/Juegos/PS4 Juegos/711719817963_s.jpg,Nioh,PlayStation 4,34.00,24.00,1001,711719817963,55.00
/product_images/Juegos/PS4 Juegos/5055856410706_s.jpg,Dishonored 2 (Sin DLC),PlayStation 4,15.00,11.00,1001,5055856410706,25.00
/product_images/Juegos/PS4 Juegos/5051890302113_s.jpg,Dying Light The Following: Enhanced Edition,PlayStation 4,24.00,17.00,1001,5051890302113,38.00
/product_images/Juegos/PS4 Juegos/0711719800415_s.jpg,Bloodborne,PlayStation 4,15.00,11.00,1001,0711719800415,25.00
/product_images/Juegos/PS4 Juegos/711719275473_s.jpg,Killzone: Shadow Fall,PlayStation 4,4.00,2.00,1001,711719275473,12.00
/product_images/Juegos/PS4 Juegos/3391891980685_s.jpg,Dragon Ball: Xenoverse,PlayStation 4,20.00,14.00,1001,3391891980685,32.00
/product_images/Juegos/PS4 Juegos/5021290074811_s.jpg,Rise of the Tomb Raider,PlayStation 4,24.00,17.00,1001,5021290074811,38.00
/product_images/Juegos/PS4 Juegos/5030917188893_s.jpg,Overwatch,PlayStation 4,28.00,20.00,1001,5030917188893,45.00
/product_images/Juegos/PS4 Juegos/5026555421256_s.jpg,NBA 2K16,PlayStation 4,6.00,4.00,1001,5026555421256,18.00
/product_images/Juegos/PS4 Juegos/5051893170139_s.jpg,Dying Light,PlayStation 4,17.00,12.00,1001,5051893170139,28.00
/product_images/Juegos/PS4 Juegos/5021290069459_s.jpg,Just Cause 3,PlayStation 4,17.00,12.00,1001,5021290069459,28.00
/product_images/Juegos/PS4 Juegos/711719874737_s.jpg,Until Dawn,PlayStation 4,17.00,12.00,1001,711719874737,28.00
/product_images/Juegos/PS4 Juegos/5026555421348_s.jpg,WWE 2K16,PlayStation 4,6.00,4.00,1001,5026555421348,18.00
/product_images/Juegos/3DS Juegos/045496529703_s.jpg,Pokemon Mundo Megamisterioso,Nintendo 3DS,18.00,13.00,977,045496529703,28.00
/product_images/Juegos/3DS Juegos/045496474287_s.jpg,Super Mario Maker,Nintendo 3DS,27.00,22.00,977,045496474287,40.00
/product_images/Juegos/3DS Juegos/045496525507_s.jpg,Tomodachi Life,Nintendo 3DS,18.00,13.00,977,045496525507,28.00
/product_images/Juegos/3DS Juegos/045496527297_s.jpg,Legend of Zelda Majora's Mask,Nintendo 3DS,22.00,16.00,977,045496527297,35.00
/product_images/Juegos/3DS Juegos/0045496473242_s.jpg,Monster Hunter Generations,Nintendo 3DS,19.00,14.00,977,0045496473242,30.00
/product_images/Juegos/3DS Juegos/045496520502_s.jpg,Super Street Fighter 3D,Nintendo 3DS,6.00,4.00,977,045496520502,10.00
/product_images/Juegos/3DS Juegos/045496473617_s.jpg,Dragon Quest VII: Fragmentos De Un Mundo Olvidado,Nintendo 3DS,14.00,10.00,977,045496473617,22.00
/product_images/Juegos/3DS Juegos/5021290053519_s.jpg,Kingdom Hearts 3D: Dream Drop Distance,Nintendo 3DS,14.00,10.00,977,5021290053519,22.00
/product_images/Juegos/3DS Juegos/045496528164_s.jpg,Animal Crossing: Happy Home Designer,Nintendo 3DS,16.00,12.00,977,045496528164,25.00
/product_images/Juegos/3DS Juegos/045496524135_s.jpg,Inazuma Eleven 3: Rayo Celeste,Nintendo 3DS,6.00,4.00,977,045496524135,10.00
/product_images/Juegos/3DS Juegos/045496523923_s.jpg,Mario & Luigi: Dream Team,Nintendo 3DS,9.00,7.00,977,045496523923,15.00
/product_images/Juegos/3DS Juegos/045496527587_s.jpg,Inazuma Eleven Go Chrono Stone: Trueno,Nintendo 3DS,14.00,10.00,977,045496527587,22.00
/product_images/Juegos/3DS Juegos/045496523626_s.jpg,Donkey Kong Country Returns,Nintendo 3DS,16.00,12.00,977,045496523626,25.00
/product_images/Juegos/3DS Juegos/045496523343_s.jpg,Luigi's Mansion 2,Nintendo 3DS,20.00,15.00,977,045496523343,32.00
/product_images/Juegos/3DS Juegos/045496520069_s.jpg,Nintendogs + Gatos: Golden Retriever,Nintendo 3DS,7.00,5.00,977,045496520069,12.00
/product_images/Juegos/3DS Juegos/045496523732_s.jpg,Lego City Undercover: Chase Begins,Nintendo 3DS,9.00,7.00,977,045496523732,15.00
/product_images/Juegos/3DS Juegos/045496524661_s.jpg,Mario Party: Island Tour,Nintendo 3DS,13.00,9.00,977,045496524661,20.00
/product_images/Juegos/3DS Juegos/045496521585_s.jpg,Resident Evil: Revelations,Nintendo 3DS,11.00,8.00,977,045496521585,18.00
/product_images/Juegos/3DS Juegos/045496525996_s.jpg,Fantasy Life,Nintendo 3DS,13.00,9.00,977,045496525996,20.00
/product_images/Juegos/3DS Juegos/045496524067_s.jpg,Inazuma Eleven 3: Fuego Explosivo,Nintendo 3DS,7.00,5.00,977,045496524067,12.00
/product_images/Juegos/3DS Juegos/045496527907_s.jpg,Code Name: S.T.E.A.M.,Nintendo 3DS,5.00,3.00,977,045496527907,8.00
/product_images/Juegos/3DS Juegos/8427897005932_s.jpg,Dragon Ball Fusions,Nintendo 3DS,27.00,22.00,977,8427897005932,40.00
/product_images/Juegos/3DS Juegos/045496523435_s.jpg,Fire Emblem Awakening,Nintendo 3DS,24.00,18.00,977,045496523435,38.00
/product_images/Juegos/3DS Juegos/045496524821_s.jpg,Bravely Default,Nintendo 3DS,19.00,14.00,977,045496524821,30.00
/product_images/Juegos/3DS Juegos/3391891984874_s.jpg,Dragon Ball Z: Extreme Butoden,Nintendo 3DS,13.00,9.00,977,3391891984874,20.00
/product_images/Juegos/3DS Juegos/045496522629_s.jpg,Profesor Layton: Máscara de los prodigio,Nintendo 3DS,13.00,9.00,977,045496522629,20.00
/product_images/Juegos/3DS Juegos/045496471972_s.jpg,Bravely Second: End Layer,Nintendo 3DS,16.00,12.00,977,045496471972,25.00
/product_images/Juegos/3DS Juegos/045496527730_s.jpg,Xenoblade Chronicles 3D,Nintendo 3DS,18.00,13.00,977,045496527730,28.00
/product_images/Juegos/3DS Juegos/045496474515_s.jpg,Dragon Quest VIII: El Periplo Del Rey Maldito,Nintendo 3DS,22.00,16.00,977,045496474515,35.00
/product_images/Juegos/3DS Juegos/045496472436_s.jpg,Fire Emblem Fates - Conquest,Nintendo 3DS,23.00,19.00,977,045496472436,35.00
/product_images/Juegos/3DS Juegos/045496523145_s.jpg,Castlevania Lords Of Shadow,Nintendo 3DS,6.00,4.00,977,045496523145,10.00
/product_images/Juegos/3DS Juegos/045496523510_s.jpg,Pokemon Mundo Misterioso Portales Al Inf,Nintendo 3DS,14.00,10.00,977,045496523510,22.00
/product_images/Juegos/3DS Juegos/045496528485_s.jpg,Legend of Zelda: Tri Force Heroes,Nintendo 3DS,13.00,9.00,977,045496528485,20.00
/product_images/Juegos/3DS Juegos/045496472108_s.jpg,Hyrule Warriors Legends,Nintendo 3DS,18.00,13.00,977,045496472108,28.00
/product_images/Juegos/3DS Juegos/045496522780_s.jpg,New Style Boutique,Nintendo 3DS,9.00,7.00,977,045496522780,15.00
/product_images/Juegos/3DS Juegos/045496521981_s.jpg,Mario Tennis Open,Nintendo 3DS,9.00,7.00,977,045496521981,15.00
/product_images/Juegos/3DS Juegos/0045496525453_s.jpg,Kirby Triple Deluxe,Nintendo 3DS,18.00,13.00,977,0045496525453,28.00
/product_images/Juegos/3DS Juegos/045496520946_s.jpg,Resident Evil: The Mercenaries,Nintendo 3DS,3.00,2.00,977,045496520946,10.00
/product_images/Juegos/3DS Juegos/5030931111402_s.jpg,FIFA 14,Nintendo 3DS,11.00,8.00,977,5030931111402,18.00
/product_images/Juegos/3DS Juegos/045496521882_s.jpg,Kid Icarus: Uprising,Nintendo 3DS,9.00,7.00,977,045496521882,15.00
/product_images/Juegos/3DS Juegos/045496524692_s.jpg,Professor Layton Y El Legado De Los Asha,Nintendo 3DS,22.00,16.00,977,045496524692,35.00
/product_images/Juegos/3DS Juegos/5030934100601_s.jpg,"Sims 3, Los 3D",Nintendo 3DS,6.00,4.00,977,5030934100601,10.00
/product_images/Juegos/3DS Juegos/045496473051_s.jpg,Kirby: Planet Robobot,Nintendo 3DS,20.00,15.00,977,045496473051,32.00
/product_images/Juegos/3DS Juegos/5051893218732_s.jpg,LEGO Jurassic World (No Figure),Nintendo 3DS,9.00,7.00,977,5051893218732,15.00
/product_images/Juegos/3DS Juegos/045496527518_s.jpg,Inazuma Eleven Go Chrono Stones: Llamarada,Nintendo 3DS,14.00,10.00,977,045496527518,22.00
/product_images/Juegos/DS Juegos/045496465377_s.jpg,Legend of Zelda: Phantom Hourglass,Nintendo DS,11.00,8.00,834,045496465377,18.00
/product_images/Juegos/DS Juegos/045496462031_s.jpg,Super Mario 64 DS,Nintendo DS,12.00,9.00,834,045496462031,20.00
/product_images/Juegos/DS Juegos/045496471118_s.jpg,Pokemon Edicion Blanca,Nintendo DS,9.00,6.00,834,045496471118,15.00
