categoria_id,precio_venta,img_caratula,precio_compra,titulo,precio_intercambio,categoria_str,sku
862,5.00,/product_images/Juegos/PSP Juegos/5026555280143_s.jpg,1.00,Grand Theft Auto: Liberty City Stories,1.80,PSP,5026555280143
862,5.00,/product_images/Juegos/PSP Juegos/5026555280785_s.jpg,1.00,Grand Theft Auto Vice City Stories,1.80,PSP,5026555280785
862,0.50,/product_images/Juegos/PSP Juegos/8414646244995_s.jpg,0.01,Invizimals: Las tribus perdidas,0.10,PSP,8414646244995
862,3.00,/product_images/Juegos/PSP Juegos/711719646266_s.jpg,0.40,Daxter,0.90,PSP,711719646266
862,3.00,/product_images/Juegos/PSP Juegos/711719151159_s.jpg,0.40,Gran Turismo,0.90,PSP,711719151159
862,5.00,/product_images/Juegos/PSP Juegos/3307211667679_s.jpg,1.00,Assassin's Creed: Bloodlines,1.80,PSP,3307211667679
862,3.00,/product_images/Juegos/PSP Juegos/711719660071_s.jpg,0.40,Tekken Dark Resurrection,0.90,PSP,711719660071
862,3.00,/product_images/Juegos/PSP Juegos/711719651888_s.jpg,0.40,Ratchet & Clank: El Tamano Importa,0.90,PSP,711719651888
862,0.25,/product_images/Juegos/PSP Juegos/711719169772_s.jpg,0.01,Invizimals La Otra Dimension (Solo Juego,0.01,PSP,711719169772
862,0.50,/product_images/Juegos/PSP Juegos/711719738657_s.jpg,0.01,Play Chapas,0.10,PSP,711719738657
862,4.00,/product_images/Juegos/PSP Juegos/711719231219_s.jpg,0.80,Cars 2,1.40,PSP,711719231219
862,2.00,/product_images/Juegos/PSP Juegos/4012927065174_s.jpg,0.30,Pro Evolution Soccer 2012,0.60,PSP,4012927065174
862,4.00,/product_images/Juegos/PSP Juegos/4012927066225_s.jpg,0.60,Pro Evolution Soccer (PES) 2013,1.20,PSP,4012927066225
862,3.00,/product_images/Juegos/PSP Juegos/711719908128_s.jpg,0.40,God of War: Chains of Olympus,0.90,PSP,711719908128
862,5.00,/product_images/Juegos/PSP Juegos/3296580803354_s.jpg,1.00,Dragon Ball Z Shin Budokai 2,1.80,PSP,3296580803354
831,18.00,/product_images/Juegos/Wii Juegos/045496365202_s.jpg,8.00,Mario Kart Wii (Solo Juego),11.00,Wii,045496365202
831,25.00,/product_images/Juegos/Wii Juegos/045496368098_s.jpg,11.00,New Super Mario Bros. Wii,15.00,Wii,045496368098
831,6.00,/product_images/Juegos/Wii Juegos/045496362201B_s.jpg,1.40,Wii Play (solo juego),2.00,Wii,045496362201
831,15.00,/product_images/Juegos/Wii Juegos/045496365899_s.jpg,6.00,Super Smash Bros. Brawl,9.00,Wii,045496365899
831,15.00,/product_images/Juegos/Wii Juegos/045496363932_s.jpg,6.00,Super Mario Galaxy,9.00,Wii,045496363932
831,15.00,/product_images/Juegos/Wii Juegos/045496367473_s.jpg,6.00,Wii Sports Resort (Solo Juego),9.00,Wii,045496367473
831,4.00,/product_images/Juegos/Wii Juegos/045496362102_s.jpg,1.80,Wii Sports (Solo Juego),2.00,Wii,045496362102
831,22.00,/product_images/Juegos/Wii Juegos/045496368869_s.jpg,9.00,Super Mario Galaxy 2,13.00,Wii,045496368869
831,5.00,/product_images/Juegos/Wii Juegos/045496367916_s.jpg,1.20,Wii Fit Plus (Solo Juego),1.90,Wii,045496367916
831,12.00,/product_images/Juegos/Wii Juegos/045496362393_s.jpg,5.00,Legend of Zelda: Twilight Princess,7.00,Wii,045496362393
831,4.00,/product_images/Juegos/Wii Juegos/5030933111424_s.jpg,0.90,FIFA 14,1.50,Wii,5030933111424
831,15.00,/product_images/Juegos/Wii Juegos/5055277000876_s.jpg,6.00,Mario & Sonic Juegos Olimpicos de Invern,9.00,Wii,5055277000876
996,28.00,/product_images/Juegos/Wii U Juegos/045496332785_s.jpg,12.00,Super Mario 3D World,17.00,Wii U,045496332785
996,28.00,/product_images/Juegos/Wii U Juegos/045496333288_s.jpg,12.00,Mario Kart 8,17.00,Wii U,045496333288
996,12.00,/product_images/Juegos/Wii U Juegos/045496331085_s.jpg,5.00,Nintendo Land,7.00,Wii U,045496331085
996,32.00,/product_images/Juegos/Wii U Juegos/045496333621_s.jpg,14.00,Super Smash Bros,20.00,Wii U,045496333621
996,8.00,/product_images/Juegos/Wii U Juegos/3307215654293_s.jpg,3.00,ZombiU,5.00,Wii U,3307215654293
996,20.00,/product_images/Juegos/Wii U Juegos/0045496332303_s.jpg,9.00,Legend Of Zelda: Wind Waker HD,12.00,Wii U,0045496332303
996,15.00,/product_images/Juegos/Wii U Juegos/045496331207_s.jpg,6.00,New Super Mario Bros. U,9.00,Wii U,045496331207
996,28.00,/product_images/Juegos/Wii U Juegos/045496334475_s.jpg,12.00,Splatoon,17.00,Wii U,045496334475
996,30.00,/product_images/Juegos/Wii U Juegos/045496334987_s.jpg,13.00,Super Mario Maker,18.00,Wii U,045496334987
996,18.00,/product_images/Juegos/Wii U Juegos/045496332198_s.jpg,8.00,New Super Mario Bros. U & Super Luigi U,11.00,Wii U,045496332198
996,28.00,/product_images/Juegos/Wii U Juegos/045496335489_s.jpg,12.00,Legend Of Zelda: Twilight Princess HD,17.00,Wii U,045496335489
996,35.00,/product_images/Juegos/Wii U Juegos/045496335090_s.jpg,15.00,Xenoblade Chronicles X,22.00,Wii U,045496335090
996,22.00,/product_images/Juegos/Wii U Juegos/045496333713_s.jpg,9.00,Bayonetta 2,13.00,Wii U,045496333713
996,28.00,/product_images/Juegos/Wii U Juegos/045496334697_s.jpg,12.00,Yoshi's Woolly World,17.00,Wii U,045496334697
996,20.00,/product_images/Juegos/Wii U Juegos/0045496332716_s.jpg,9.00,Donkey Kong Country: Tropical Freeze,12.00,Wii U,0045496332716
827,18.00,/product_images/Juegos/Xbox 360 Juegos/5026555258098_s.jpg,8.00,Grand Theft Auto V (5) 2 Disco,11.00,Xbox 360,5026555258098
827,12.00,/product_images/Juegos/Xbox 360 Juegos/5035228112377_s.jpg,5.00,FIFA 15,7.00,Xbox 360,5035228112377
827,15.00,/product_images/Juegos/Xbox 360 Juegos/5030917111679_s.jpg,6.00,Call Of Duty: Black Ops II,9.00,Xbox 360,5030917111679
827,8.00,/product_images/Juegos/Xbox 360 Juegos/5030917096891_s.jpg,3.00,Call Of Duty: Modern Warfare 3,5.00,Xbox 360,5030917096891
827,4.00,/product_images/Juegos/Xbox 360 Juegos/882224260145_s.jpg,0.90,Gears of War,1.50,Xbox 360,882224260145
827,8.00,/product_images/Juegos/Xbox 360 Juegos/5030917125911_s.jpg,3.00,Call Of Duty: Ghosts *2 Disc*,5.00,Xbox 360,5030917125911
827,6.00,/product_images/Juegos/Xbox 360 Juegos/5030949111104_s.jpg,2.00,FIFA 14,3.00,Xbox 360,5030949111104
827,9.00,/product_images/Juegos/Xbox 360 Juegos/0885370309607_s.jpg,4.00,Gears of War 3,5.00,Xbox 360,0885370309607
827,6.00,/product_images/Juegos/Xbox 360 Juegos/5026555245968_s.jpg,2.00,Grand Theft Auto IV,3.00,Xbox 360,5026555245968
827,6.00,/product_images/Juegos/Xbox 360 Juegos/5030934102421_s.jpg,2.00,Battlefield 3 *2 Discos*,3.00,Xbox 360,5030934102421
827,5.00,/product_images/Juegos/Xbox 360 Juegos/882224721141_s.jpg,2.00,Gears of War 2,3.00,Xbox 360,882224721141
827,4.00,/product_images/Juegos/Xbox 360 Juegos/882224918343_s.jpg,0.90,Forza Motorsport 3 (2 Discos),1.50,Xbox 360,882224918343
827,2.50,/product_images/Juegos/Xbox 360 Juegos/882224482479_s.jpg,0.60,Halo 3,0.90,Xbox 360,882224482479
827,10.00,/product_images/Juegos/Xbox 360 Juegos/5030917085864_s.jpg,4.00,Call Of Duty: Black Ops,6.00,Xbox 360,5030917085864
1002,45.00,/product_images/Juegos/Xbox One Juegos/5030937116425_s.jpg,25.00,FIFA 17,30.00,Xbox One,5030937116425
1002,40.00,/product_images/Juegos/Xbox One Juegos/5035228113763_s.jpg,19.00,Battlefield 1,26.00,Xbox One,5035228113763
1002,38.00,/product_images/Juegos/Xbox One Juegos/0889842121575_s.jpg,18.00,Gears of War 4,24.00,Xbox One,0889842121575
1002,12.00,/product_images/Juegos/Xbox One Juegos/5030917147791_s.jpg,2.00,Call Of Duty: Advanced Warfare,4.00,Xbox One,5030917147791
1002,15.00,/product_images/Juegos/Xbox One Juegos/85370663983_s.jpg,7.00,Dead Rising 3,9.00,Xbox One,85370663983
1002,15.00,/product_images/Juegos/Xbox One Juegos/0885370863956_s.jpg,7.00,Halo: The Master Chief Collection,9.00,Xbox One,0885370863956
1002,40.00,/product_images/Juegos/Xbox One Juegos/5026555284127_s.jpg,19.00,Grand Theft Auto V (5),26.00,Xbox One,5026555284127
1002,28.00,/product_images/Juegos/Xbox One Juegos/5030917181863_s.jpg,13.00,Call Of Duty: Black Ops III,18.00,Xbox One,5030917181863
1002,18.00,/product_images/Juegos/Xbox One Juegos/885370662023_s.jpg,8.00,Forza Motorsport 5,11.00,Xbox One,885370662023
1002,20.00,/product_images/Juegos/Xbox One Juegos/885370929669_s.jpg,9.00,Halo 5: Guardians,13.00,Xbox One,885370929669
1002,22.00,/product_images/Juegos/Xbox One Juegos/3307215804315_s.jpg,10.00,"Division, The",14.00,Xbox One,3307215804315
1002,25.00,/product_images/Juegos/Xbox One Juegos/885370984750_s.jpg,12.00,Rise Of The Tomb Raider,16.00,Xbox One,885370984750
1002,15.00,/product_images/Juegos/Xbox One Juegos/885370951844_s.jpg,7.00,Gears Of War: Ultimate Edition,9.00,Xbox One,885370951844
1002,20.00,/product_images/Juegos/Xbox One Juegos/5055856403524_s.jpg,9.00,Doom (2016),13.00,Xbox One,5055856403524
1002,15.00,/product_images/Juegos/Xbox One Juegos/4020628868543_s.jpg,7.00,Homefront: The Revolution,9.00,Xbox One,4020628868543
1001,30.00,/product_images/Juegos/PS4 Juegos/5051893179637_s.jpg,14.00,Batman: Arkham Knight,19.00,PlayStation 4,5051893179637
1001,45.00,/product_images/Juegos/PS4 Juegos/711719838951_s.jpg,25.00,"Last Guardian, The",30.00,PlayStation 4,711719838951
1001,40.00,/product_images/Juegos/PS4 Juegos/711719407515_s.jpg,19.00,"Last of Us, The - Remastered",26.00,PlayStation 4,711719407515
1001,25.00,/product_images/Juegos/PS4 Juegos/4012927100417_s.jpg,12.00,Metal Gear Solid V: The Phantom Pain,16.00,PlayStation 4,4012927100417
1001,25.00,/product_images/Juegos/PS4 Juegos/3307215793633_s.jpg,12.00,Far Cry 4,16.00,PlayStation 4,3307215793633
1001,6.00,/product_images/Juegos/PS4 Juegos/5030947112387_s.jpg,0.90,FIFA 15,1.80,PlayStation 4,5030947112387
1001,30.00,/product_images/Juegos/PS4 Juegos/3307215803530_s.jpg,14.00,Assassin's Creed: Unity,19.00,PlayStation 4,3307215803530
1001,45.00,/product_images/Juegos/PS4 Juegos/4012927102336_s.jpg,21.00,Pro Evolution Soccer 2017,29.00,PlayStation 4,4012927102336
1001,35.00,/product_images/Juegos/PS4 Juegos/3391891979016_s.jpg,16.00,Witcher 3: Wild Hunt,22.00,PlayStation 4,3391891979016
1001,30.00,/product_images/Juegos/PS4 Juegos/5055856406242_s.jpg,14.00,Fallout 4,19.00,PlayStation 4,5055856406242
1001,55.00,/product_images/Juegos/PS4 Juegos/5021290074811_s.jpg,26.00,Rise of the Tomb Raider,35.00,PlayStation 4,5021290074811
1001,28.00,/product_images/Juegos/PS4 Juegos/5055856403418_s.jpg,13.00,Doom (2016),18.00,PlayStation 4,5055856403418
1001,28.00,/product_images/Juegos/PS4 Juegos/5030917148019_s.jpg,6.00,Call Of Duty: Advanced Warfare,10.00,PlayStation 4,5030917148019
1001,42.00,/product_images/Juegos/PS4 Juegos/711719866534_s.jpg,20.00,Uncharted: The Nathan Drake Collection,27.00,PlayStation 4,711719866534
1001,18.00,/product_images/Juegos/PS4 Juegos/5030917124549_s.jpg,8.00,Destiny,11.00,PlayStation 4,5030917124549
1001,25.00,/product_images/Juegos/PS4 Juegos/711719277071_s.jpg,12.00,DriveClub,16.00,PlayStation 4,711719277071
1001,20.00,/product_images/Juegos/PS4 Juegos/5026555421256_s.jpg,4.00,NBA 2K16,7.00,PlayStation 4,5026555421256
1001,25.00,/product_images/Juegos/PS4 Juegos/5030936111346_s.jpg,12.00,Battlefield 4,16.00,PlayStation 4,5030936111346
1001,52.00,/product_images/Juegos/PS4 Juegos/5026555422079_s.jpg,29.00,NBA 2K17,35.00,PlayStation 4,5026555422079
1001,38.00,/product_images/Juegos/PS4 Juegos/3307215889121_s.jpg,18.00,Rainbow Six: Siege,24.00,PlayStation 4,3307215889121
1001,40.00,/product_images/Juegos/PS4 Juegos/5030932116925_s.jpg,19.00,Titanfall 2,26.00,PlayStation 4,5030932116925
1001,18.00,/product_images/Juegos/PS4 Juegos/5030946112425_s.jpg,8.00,Battlefield Hardline,11.00,PlayStation 4,5030946112425
1001,25.00,/product_images/Juegos/PS4 Juegos/0711719849834_s.jpg,12.00,No Man's Sky,16.00,PlayStation 4,0711719849834
1001,28.00,/product_images/Juegos/PS4 Juegos/0711719278870_s.jpg,13.00,InFamous Second Son,18.00,PlayStation 4,0711719278870
1001,30.00,/product_images/Juegos/PS4 Juegos/0711719800415_s.jpg,14.00,Bloodborne,19.00,PlayStation 4,0711719800415
1001,28.00,/product_images/Juegos/PS4 Juegos/711719843337_s.jpg,13.00,God of War 3 - Remasterizado,18.00,PlayStation 4,711719843337
1001,38.00,/product_images/Juegos/PS4 Juegos/711719439912_s.jpg,18.00,Minecraft,24.00,PlayStation 4,711719439912
1001,25.00,/product_images/Juegos/PS4 Juegos/3307215715239_s.jpg,12.00,Assassin's Creed 4: Black Flag,16.00,PlayStation 4,3307215715239
1001,15.00,/product_images/Juegos/PS4 Juegos/711719275473_s.jpg,7.00,Killzone: Shadow Fall,9.00,PlayStation 4,711719275473
1001,18.00,/product_images/Juegos/PS4 Juegos/4012927101179_s.jpg,4.00,Pro Evolution Soccer 2016,6.00,PlayStation 4,4012927101179
1001,35.00,/product_images/Juegos/PS4 Juegos/5051893170139_s.jpg,16.00,Dying Light,22.00,PlayStation 4,5051893170139
1001,40.00,/product_images/Juegos/PS4 Juegos/711719848233_s.jpg,19.00,Ratchet & Clank (2016),26.00,PlayStation 4,711719848233
1001,40.00,/product_images/Juegos/PS4 Juegos/5055856410706_s.jpg,22.00,Dishonored 2 (Sin DLC),27.00,PlayStation 4,5055856410706
1001,20.00,/product_images/Juegos/PS4 Juegos/4020628868550_s.jpg,9.00,Homefront: The Revolution,13.00,PlayStation 4,4020628868550
1001,35.00,/product_images/Juegos/PS4 Juegos/5021290069459_s.jpg,16.00,Just Cause 3,22.00,PlayStation 4,5021290069459
1001,40.00,/product_images/Juegos/PS4 Juegos/5035223113737_s.jpg,19.00,Need For Speed (2015),26.00,PlayStation 4,5035223113737
1001,40.00,/product_images/Juegos/PS4 Juegos/5051890302113_s.jpg,19.00,Dying Light The Following: Enhanced Edition,26.00,PlayStation 4,5051890302113
1001,28.00,/product_images/Juegos/PS4 Juegos/5021290069060_s.jpg,13.00,Deus Ex: Mankind Divided,18.00,PlayStation 4,5021290069060
1001,20.00,/product_images/Juegos/PS4 Juegos/0711719284697_s.jpg,9.00,"Order 1886, The",13.00,PlayStation 4,0711719284697
