categoria_id,precio_venta,img_caratula,precio_compra,titulo,precio_intercambio,categoria_str,sku
834,10.00,/product_images/Juegos/DS Juegos/5060034555360_s.jpg,4.00,ATV & Monster Trucks Compilation,6.00,Nintendo DS,5060034555360
834,10.00,/product_images/defimg2_s.jpg,4.00,Bomberman Land Touch,6.00,Nintendo DS,5060102950356
834,15.00,/product_images/Juegos/DS Juegos/5060102950967_s.jpg,6.00,Bomberland Land Touch 2,9.00,Nintendo DS,5060102950967
834,1.00,/product_images/Juegos/DS Juegos/5060102952695_s.jpg,0.10,Hello Kitty & Friends Loving Life,0.30,Nintendo DS,5060102952695
834,4.50,/product_images/defimg2_s.jpg,1.00,Mushroom Men,1.70,Nintendo DS,5060112742187
834,10.00,/product_images/Juegos/DS Juegos/5060121823358_s.jpg,4.00,Space invaders Extreme,6.00,Nintendo DS,5060121823358
834,12.00,/product_images/defimg4_s.jpg,5.00,Nancy Drew: The Deadly Secret of Olde Wo,7.00,Nintendo DS,5060136650185
834,10.00,/product_images/defimg3_s.jpg,4.00,Mi Clinica Veterinaria en el Zoo,6.00,Nintendo DS,5060136650239
834,4.00,/product_images/defimg2_s.jpg,0.90,Happy Party With Hello Kitty & Friends,1.50,Nintendo DS,5060189090051
834,4.50,/product_images/Juegos/DS Juegos/5390102496722_s.jpg,1.00,Playmobil Piratas al Abordaje,1.70,Nintendo DS,5390102496722
834,5.00,/product_images/defimg2_s.jpg,2.00,Donde Esta Carmen Sandiego?,3.00,Nintendo DS,5390102498924
834,1.50,/product_images/Juegos/DS Juegos/5390102502973_s.jpg,0.20,Supervivientes,0.40,Nintendo DS,5390102502973
834,6.00,/product_images/Juegos/DS Juegos/5743211741045_s.jpg,2.00,Bratz Ponyz 2,3.00,Nintendo DS,5743211741045
834,2.50,/product_images/Juegos/DS Juegos/5906961197665_s.jpg,0.60,Sushi Academy,0.90,Nintendo DS,5906961197665
834,4.50,/product_images/Juegos/DS Juegos/8023171013633_s.jpg,1.00,Dolphins: Tus Amigos del Mar,1.70,Nintendo DS,8023171013633
834,4.50,/product_images/defimg2_s.jpg,1.00,Rythym 'n' Notes,1.70,Nintendo DS,8023171014791
834,7.00,/product_images/defimg5_s.jpg,3.00,El Gran Juego De Las Letras,4.00,Nintendo DS,8023171016733
834,7.00,/product_images/defimg4_s.jpg,3.00,"Casita De Emily, La",4.00,Nintendo DS,8023171019369
834,6.00,/product_images/defimg1_s.jpg,2.00,IL2 Sturmovik - Birds Of Prey,3.00,Nintendo DS,8023171019857
834,2.50,/product_images/Juegos/DS Juegos/8717418086381_s.jpg,0.60,Kim Possible Kimmunicator,0.90,Nintendo DS,8717418086381
834,4.00,/product_images/defimg1_s.jpg,0.90,Disney Friends,1.50,Nintendo DS,8717418136147
834,1.00,/product_images/defimg5_s.jpg,0.10,High School Musical 3: Senior Year (UK),0.30,Nintendo DS,8717418204990
834,4.00,/product_images/Juegos/DS Juegos/8717418252038_s.jpg,0.90,"Sonny With A Chance, So Random! (UK)",1.50,Nintendo DS,8717418252038
834,10.00,/product_images/defimg4_s.jpg,4.00,Mystery Tales 2- The Spirit Mask,6.00,Nintendo DS,8718274540840
834,2.00,/product_images/Juegos/DS Juegos/9783828774544_s.jpg,0.40,Ankh: La Maldicion Del Rey Escarabajo,0.70,Nintendo DS,9783828774544
834,12.00,/product_images/defimg2_s.jpg,5.00,Resident Evil,7.00,Nintendo DS,013388320042
834,3.50,/product_images/defimg5_s.jpg,0.80,Polarium DS,1.30,Nintendo DS,045496462062
834,25.00,/product_images/defimg2_s.jpg,11.00,Ace attorney: Justice for all,15.00,Nintendo DS,0013388320066
834,3.00,/product_images/defimg1_s.jpg,0.70,Petz Monkeyz House,1.10,Nintendo DS,008888164340
834,7.00,/product_images/defimg1_s.jpg,3.00,Pac'n roll,4.00,Nintendo DS,045496462314
834,1.50,/product_images/defimg5_s.jpg,0.20,Nintendo Touch Golf Birdie Challenge,0.40,Nintendo DS,045496462376
834,4.00,/product_images/defimg5_s.jpg,0.90,Electroplankton,1.50,Nintendo DS,045496462628
834,2.50,/product_images/Juegos/DS Juegos/045496463298_s.jpg,0.60,Action Loop,0.90,Nintendo DS,045496463298
834,3.00,/product_images/defimg3_s.jpg,0.70,Sudoku Master,1.10,Nintendo DS,045496463328
834,1.50,/product_images/defimg3_s.jpg,0.20,Chicken Little As En Accion,0.40,Nintendo DS,045496463861
834,8.00,/product_images/defimg2_s.jpg,3.00,Magical Starsign,5.00,Nintendo DS,045496463960
834,6.00,/product_images/defimg2_s.jpg,2.00,Disney's Planes,3.00,Nintendo DS,045496465834
834,3.00,/product_images/Juegos/DS Juegos/045496466169_s.jpg,0.70,Maths Training,1.10,Nintendo DS,045496466169
821,18.00,/product_images/Juegos/PS3 Juegos/711719118756_s.jpg,8.00,Cazafantasmas,11.00,PlayStation 3,711719118756
834,6.00,/product_images/defimg4_s.jpg,2.00,Professor Kageyama's Maths Training (UK),3.00,Nintendo DS,045496466176
834,4.00,/product_images/defimg3_s.jpg,0.90,Cooking Guide,1.50,Nintendo DS,045496467265
821,5.00,/product_images/Juegos/PS3 Juegos/711719186571_s.jpg,2.00,Buzz! El Concurso Musical Definitivo (So,3.00,PlayStation 3,711719186571
821,12.00,/product_images/Juegos/PS3 Juegos/5026555414968_s.jpg,5.00,Borderlands 2 - GOTY Ed,7.00,PlayStation 3,5026555414968
834,4.00,/product_images/Juegos/DS Juegos/045496468231_s.jpg,0.90,100 Classic Book Collection (UK),1.50,Nintendo DS,045496468231
834,2.00,/product_images/defimg3_s.jpg,0.40,Walk with me!,0.70,Nintendo DS,045496468330
834,3.50,/product_images/Juegos/DS Juegos/045496468408_s.jpg,0.80,Mystery Case Files MillionHeir,1.30,Nintendo DS,045496468408
821,9.00,/product_images/Juegos/PS3 Juegos/5030934103640_s.jpg,4.00,Kingdoms Of Amalur: Reckoning,5.00,PlayStation 3,5030934103640
821,25.00,/product_images/Juegos/PS3 Juegos/711719119289_s.jpg,11.00,Sly Collection/Trilogia,15.00,PlayStation 3,711719119289
821,25.00,/product_images/Juegos/PS3 Juegos/3391891985260_s.jpg,11.00,Tales Of Zestiria,15.00,PlayStation 3,3391891985260
830,0.10,/product_images/defimg2_s.jpg,0.01,Barbie El Lago De Los Cisnes,0.01,PC,3348542180550
834,2.50,/product_images/Juegos/DS Juegos/045496468972_s.jpg,0.60,Naruto Ninja Council 3,0.90,Nintendo DS,045496468972
821,8.00,/product_images/Juegos/PS3 Juegos/3307215624418_s.jpg,1.90,Assassin's Creed 1 y 2,3.00,PlayStation 3,3307215624418
821,5.00,/product_images/Juegos/PS3 Juegos/711719247814_s.jpg,2.00,Move Fitness,3.00,PlayStation 3,711719247814
821,2.00,/product_images/Juegos/PS3 Juegos/5030934075237_s.jpg,0.40,Rock Band: The Beatles,0.70,PlayStation 3,5030934075237
830,0.25,/product_images/defimg2_s.jpg,0.01,Tv Giant,0.01,PC,3760137141881
830,1.00,/product_images/defimg2_s.jpg,0.10,Fallen Lords (Condemnation),0.30,PC,8431474055333
830,2.50,/product_images/Juegos/PC Juegos/8718144471700_s.jpg,0.30,Endless Legend (P),0.70,PC,8718144471700
834,12.00,/product_images/defimg5_s.jpg,5.00,Picross 3D,7.00,Nintendo DS,045496469566
834,7.00,/product_images/Juegos/DS Juegos/045496469849_s.jpg,3.00,Rooms: The Main Building,4.00,Nintendo DS,045496469849
821,4.00,/product_images/Juegos/PS3 Juegos/5060112740534_s.jpg,0.90,Monster Madness: Grave Danger,1.50,PlayStation 3,5060112740534
830,1.50,/product_images/Juegos/PC Juegos/3760137140990_s.jpg,0.20,Rumbo a la Isla del Tesoro,0.40,PC,3760137140990
834,6.00,/product_images/defimg5_s.jpg,2.00,Tetris Party Deluxe,3.00,Nintendo DS,045496470371
821,5.00,/product_images/Juegos/PS3 Juegos/8011642020143_s.jpg,1.20,SBK 2011,1.90,PlayStation 3,8011642020143
830,4.50,/product_images/defimg1_s.jpg,0.90,Into The Stars (P),1.60,PC,8718144471892
830,1.50,/product_images/Juegos/PC Juegos/8436010151036_s.jpg,0.20,Sacred Edicion De Oro (SN) + Exp.,0.40,PC,8436010151036
821,15.00,/product_images/Juegos/PS3 Juegos/3391891960458_s.jpg,6.00,"Saint Seiya , Batalla Por El Santuario",9.00,PlayStation 3,3391891960458
830,0.10,/product_images/Juegos/PC Juegos/4020628508586_s.jpg,0.01,Hidden Expedition: Amazon,0.01,PC,4020628508586
830,0.50,/product_images/defimg3_s.jpg,0.01,"Strange Cases, Misterio De La Carta Del",0.10,PC,4020628508616
831,4.50,/product_images/Juegos/Wii Juegos/3307211611504_s.jpg,1.00,Quien Quiere Ser Millonario? Segunda Ed.,1.70,Wii,3307211611504
821,35.00,/product_images/Juegos/PS3 Juegos/730865001491_s.jpg,15.00,Dragon's Crown,22.00,PlayStation 3,730865001491
821,14.00,/product_images/Juegos/PS3 Juegos/3391891970907_s.jpg,6.00,Tales Of Xillia - Edición De Lanzamiento,8.00,PlayStation 3,3391891970907
830,2.00,/product_images/Juegos/PC Juegos/3760137143359_s.jpg,0.30,Helldorado,0.60,PC,3760137143359
831,10.00,/product_images/Juegos/Wii Juegos/3307211642485_s.jpg,4.00,Mi Experto en Fitness,6.00,Wii,3307211642485
821,0.25,/product_images/Juegos/PS3 Juegos/711719203452N_s.jpg,0.01,Libro De Los Hechizos (Solo Juego),0.01,PlayStation 3,711719203452
830,1.50,/product_images/Juegos/PC Juegos/4017244024552_s.jpg,0.20,Venetica,0.40,PC,4017244024552
830,8.00,/product_images/defimg5_s.jpg,1.90,Simpsons Hit & Run,3.00,PC,3348542196513
831,0.50,/product_images/defimg5_s.jpg,0.10,Your Shape (Game Only),0.10,Wii,330721165
831,9.00,/product_images/Juegos/Wii Juegos/3307211683969_s.jpg,4.00,TMNT Smash Up,5.00,Wii,3307211683969
821,3.00,/product_images/Juegos/PS3 Juegos/711719157373_s.jpg,0.70,Start The Party! (Move),1.10,PlayStation 3,711719157373
821,7.00,/product_images/Juegos/PS3 Juegos/5030917037399_s.jpg,3.00,Tony Hawks Project 8,4.00,PlayStation 3,5030917037399
830,3.00,/product_images/defimg4_s.jpg,0.40,Myst,0.90,PC,5030079001764
830,20.00,/product_images/defimg1_s.jpg,4.00,World of WarCraft (P) 60 Dias Tarjeta,7.00,PC,3348542196926
831,6.00,/product_images/defimg1_s.jpg,2.00,New U - Fitness First Personal Trainer,3.00,Wii,3307211689282
831,9.00,/product_images/Juegos/Wii Juegos/3307211689336_s.jpg,4.00,New U Fitness Coach,5.00,Wii,3307211689336
821,4.00,/product_images/Juegos/PS3 Juegos/093155122154_s.jpg,0.90,Wet,1.50,PlayStation 3,093155122154
821,20.00,/product_images/Juegos/PS3 Juegos/8059617102890_s.jpg,9.00,Ride,12.00,PlayStation 3,8059617102890
830,1.50,/product_images/defimg2_s.jpg,0.20,Chronicles Of Riddick - Developer's Cut,0.40,PC,3348542194304
831,6.00,/product_images/Juegos/Wii Juegos/3307212811613_s.jpg,2.00,Ghost Recon,3.00,Wii,3307212811613
831,18.00,/product_images/Juegos/Wii Juegos/3307215902493_s.jpg,8.00,Just Dance Disney Party 2,11.00,Wii,3307215902493
821,15.00,/product_images/Juegos/PS3 Juegos/5021290046627_s.jpg,6.00,Tomb Raider Trilogy,9.00,PlayStation 3,5021290046627
821,6.00,/product_images/Juegos/PS3 Juegos/093155143906_s.jpg,2.00,"Oblivion, Elder Scrolls IV, 5th Anniv Ed",3.00,PlayStation 3,093155143906
830,8.00,/product_images/defimg3_s.jpg,1.20,Broken Sword: La Leyenda de los Templari,2.00,PC,8426412002234
830,0.25,/product_images/defimg4_s.jpg,0.01,Conflict Zone,0.01,PC,3307210168108
831,3.00,/product_images/Juegos/Wii Juegos/3307217917884_s.jpg,0.70,Dance on Broadway,1.10,Wii,3307217917884
821,4.00,/product_images/Juegos/PS3 Juegos/4020628882259_s.jpg,0.90,Escape Dead Island,1.50,PlayStation 3,4020628882259
821,3.00,/product_images/Juegos/PS3 Juegos/5030917053870_s.jpg,0.70,Guitar Hero Aerosmith (Solo Juego),1.10,PlayStation 3,5030917053870
830,0.50,/product_images/defimg2_s.jpg,0.01,Imperium Galactica,0.10,PC,3700046225654
830,0.25,/product_images/defimg2_s.jpg,0.01,NHL 2005 (SN) 2CD,0.01,PC,8414185051696
831,7.00,/product_images/Juegos/Wii Juegos/3307219929960_s.jpg,3.00,Dance Juniors,4.00,Wii,3307219929960
831,12.00,/product_images/defimg3_s.jpg,5.00,Mi Experto en Fitness Club,7.00,Wii,3307219930157
821,6.00,/product_images/Juegos/PS3 Juegos/3307215624777_s.jpg,2.00,Splinter Cell Double Agent/Rainbow Six,3.00,PlayStation 3,3307215624777
821,15.00,/product_images/Juegos/PS3 Juegos/8023171028903_s.jpg,6.00,Top Gun: Hard Lock,9.00,PlayStation 3,8023171028903
830,1.00,/product_images/defimg1_s.jpg,0.10,Sim City 3000 World Edition,0.30,PC,8431474003730
831,4.00,/product_images/Juegos/Wii Juegos/33072456456A_s.jpg,0.90,GT Pro Series + Volante,1.50,Wii,33072456456
821,8.00,/product_images/Juegos/PS3 Juegos/5055277004928_s.jpg,3.00,Resonance of Fate,5.00,PlayStation 3,5055277004928
821,4.00,/product_images/Juegos/PS3 Juegos/4005209118309_s.jpg,0.90,50 Cent Blood on The Sand,1.50,PlayStation 3,4005209118309
830,0.25,/product_images/defimg2_s.jpg,0.01,Midnight Nowhere (2 CDS),0.01,PC,8426412003927
831,8.00,/product_images/defimg4_s.jpg,1.90,Ben 10 Galactic Racing + Volante,3.00,Wii,3391891957007
821,15.00,/product_images/Juegos/PS3 Juegos/5060121826106_s.jpg,6.00,Star Ocean: The Last Hope,9.00,PlayStation 3,5060121826106
821,4.00,/product_images/Juegos/PS3 Juegos/5026555410960_s.jpg,0.90,Borderlands 2 - Pack Contenido Adicional,1.50,PlayStation 3,5026555410960
830,0.25,/product_images/defimg4_s.jpg,0.01,Tortuga Piratas del nuevo mundo,0.01,PC,8426412003941
831,3.50,/product_images/defimg4_s.jpg,1.50,Power Rangers Samurai,2.00,Wii,3391891959179
831,5.00,/product_images/Juegos/Wii Juegos/3391891963459_s.jpg,2.00,Madagascar 3,3.00,Wii,3391891963459
821,3.00,/product_images/Juegos/PS3 Juegos/5060286001486_s.jpg,0.70,Defiance,1.10,PlayStation 3,5060286001486
821,18.00,/product_images/Juegos/PS3 Juegos/3391891984478_s.jpg,8.00,Tales of Graces f / Tales of Symphonia Chronicles,11.00,PlayStation 3,3391891984478
830,8.00,/product_images/Juegos/PC Juegos/023272008635_s.jpg,1.60,Lego Indiana Jones 2,2.00,PC,023272008635
821,7.00,/product_images/Juegos/PS3 Juegos/5030934052696_s.jpg,3.00,Fight Night Round 3,4.00,PlayStation 3,5030934052696
830,2.50,/product_images/Juegos/PC Juegos/3760137141591_s.jpg,0.30,Loki,0.70,PC,3760137141591
831,4.00,/product_images/defimg1_s.jpg,1.80,Pool Party With Cue,2.00,Wii,3499550273106
821,12.00,/product_images/Juegos/PS3 Juegos/711719159957_s.jpg,5.00,Uncharted 2: Among Thieves (Ed. Esp),7.00,PlayStation 3,711719159957
830,0.05,/product_images/defimg4_s.jpg,0.01,Flying Corps Gold/ F/A-18 Korea,0.01,PC,9788439590651
831,6.00,/product_images/Juegos/Wii Juegos/3499550286021_s.jpg,1.40,Sniper Elite + Fusil Sniper,2.00,Wii,3499550286021
821,15.00,/product_images/Juegos/PS3 Juegos/3391891979474_s.jpg,6.00,Pac-Man And The Ghostly Adventures 2,9.00,PlayStation 3,3391891979474
830,5.00,/product_images/defimg2_s.jpg,0.70,Battlefield 2 1DVD (SN),1.50,PC,8414185051849
831,7.00,/product_images/defimg5_s.jpg,3.00,Reload (Mas 2 Pistolas),4.00,Wii,3499550296914
831,2.00,/product_images/Juegos/Wii Juegos/3546430131213_s.jpg,0.40,Jenga World Tour,0.70,Wii,3546430131213
821,5.00,/product_images/Juegos/PS3 Juegos/711719264934_s.jpg,2.00,Gran Turismo 5: Academy Edition (P),3.00,PlayStation 3,711719264934
821,12.00,/product_images/Juegos/PS3 Juegos/5030934102087_s.jpg,5.00,Portal 2,7.00,PlayStation 3,5030934102087
821,3.00,/product_images/Juegos/PS3 Juegos/5030917088162_s.jpg,0.70,Guitar Hero: Warriors Of Rock Solo Juego,1.10,PlayStation 3,5030917088162
862,8.00,/product_images/defimg2_s.jpg,1.60,Major League Baseball 2K7,2.00,PSP,710425371271
830,4.50,/product_images/defimg1_s.jpg,0.60,Post Morten,1.30,PC,3342184286977
830,0.25,/product_images/Juegos/PC Juegos/8436010154839_s.jpg,0.01,FX Fútbol 2013/2014,0.01,PC,8436010154839
831,9.00,/product_images/Juegos/Wii Juegos/3546430136744_s.jpg,4.00,My Horse & Me 2,5.00,Wii,3546430136744
831,14.00,/product_images/Juegos/Wii Juegos/3546430144732_s.jpg,6.00,Cazafantasmas: El Videojuego,8.00,Wii,3546430144732
831,4.00,/product_images/Juegos/Wii Juegos/4005209099608_s.jpg,0.90,Destroy All Humans 3: Big Willy Desatado,1.50,Wii,4005209099608
821,5.00,/product_images/Juegos/PS3 Juegos/5060138437470_s.jpg,2.00,Iron Man,3.00,PlayStation 3,5060138437470
821,12.00,/product_images/Juegos/PS3 Juegos/5024866362824_s.jpg,5.00,Grid Autosport,7.00,PlayStation 3,5024866362824
821,5.00,/product_images/Juegos/PS3 Juegos/711719208891_s.jpg,2.00,Caminando Entre Dinosaurios + Wonderbook,3.00,PlayStation 3,711719208891
862,3.00,/product_images/Juegos/PSP Juegos/711719104667_s.jpg,-1,Invizimals,-1,PSP,711719104667
862,2.50,/product_images/Juegos/PSP Juegos/711719114772_s.jpg,0.30,Everybody's Tennis,0.70,PSP,711719114772
862,0.50,/product_images/defimg3_s.jpg,0.01,Patito Feo Edición especial,0.10,PSP,711719127581
830,2.50,/product_images/defimg4_s.jpg,0.30,Sherlock Holmes: Rey de los Ladrones,0.70,PC,8436010151876
830,1.00,/product_images/defimg3_s.jpg,0.20,Neverwinter Nights 2 - Storm of Zehir,0.30,PC,3546430136195
830,0.25,/product_images/defimg3_s.jpg,0.01,Pool Shark 2,0.01,PC,5060150490811
831,10.00,/product_images/defimg1_s.jpg,4.00,UFC Personal Trainer + Correa De Pierna,6.00,Wii,4005209138246
831,6.00,/product_images/Juegos/Wii Juegos/4005209145930_s.jpg,2.00,Rio,3.00,Wii,4005209145930
831,4.50,/product_images/Juegos/Wii Juegos/4012927092668_s.jpg,2.00,Yu-Gi-Oh! 5D's Master Of Cards,2.00,Wii,4012927092668
821,8.00,/product_images/Juegos/PS3 Juegos/5030917105807_s.jpg,3.00,Transformers: The Fall of Cybertron,5.00,PlayStation 3,5030917105807
821,8.00,/product_images/Juegos/PS3 Juegos/5055060928455_s.jpg,3.00,Lost Planet 3,5.00,PlayStation 3,5055060928455
821,5.00,/product_images/Juegos/PS3 Juegos/8717545402917_s.jpg,2.00,Fairytale Fights,3.00,PlayStation 3,8717545402917
862,4.50,/product_images/defimg5_s.jpg,-1,Play English,-1,PSP,711719142775
862,3.00,/product_images/Juegos/PSP Juegos/711719150589_s.jpg,0.40,Mega Minis Volumen 1,0.90,PSP,711719150589
862,2.50,/product_images/defimg5_s.jpg,0.30,Mega Minis Volume 2,0.70,PSP,711719151685
830,1.00,/product_images/defimg4_s.jpg,0.10,House Of The Dead,0.30,PC,8427897000982
830,10.00,/product_images/defimg3_s.jpg,2.00,Metal Gear Solid 2 Substance,3.00,PC,4012927070161
830,6.00,/product_images/defimg3_s.jpg,1.20,Arma 2 (SN),2.00,PC,8023171015675
831,3.00,/product_images/defimg5_s.jpg,0.70,Karaoke Revolution - Glee Vol 3,1.10,Wii,4012927095416
831,1.00,/product_images/Juegos/Wii Juegos/4017244022473_s.jpg,0.20,Music Party Rock The House,0.30,Wii,4017244022473
831,12.00,/product_images/defimg2_s.jpg,5.00,Lets Sing 2014 + 2 Microphone,7.00,Wii,4020628092870
821,28.00,/product_images/Juegos/PS3 Juegos/711719774457_s.jpg,12.00,Buzz! El Multiconcurso TV SE + Buzzers,17.00,PlayStation 3,711719774457
821,9.00,/product_images/Juegos/PS3 Juegos/5055060926352_s.jpg,4.00,Super Street Fighter IV,5.00,PlayStation 3,5055060926352
821,9.00,/product_images/Juegos/PS3 Juegos/5030917132353_s.jpg,4.00,Angry Birds: Star Wars,5.00,PlayStation 3,5030917132353
862,1.50,/product_images/defimg1_s.jpg,-1,Invizimals- Essentials,-1,PSP,711719217336
862,8.00,/product_images/defimg1_s.jpg,1.60,Socom Tactical Strike + Auriculares,2.00,PSP,7117194563
862,1.50,/product_images/Juegos/PSP Juegos/711719606055_s.jpg,0.20,ATV Off Road Fury Pro,0.40,PSP,711719606055
830,1.50,/product_images/defimg4_s.jpg,0.20,Magic the Gathering - Battlegrounds,0.40,PC,3546430107881
830,1.00,/product_images/defimg3_s.jpg,0.10,Riven - The Sequel to Myst,0.30,PC,5030079170170
830,0.10,/product_images/Juegos/PC Juegos/8431474072989_s.jpg,0.01,Brain Trainer 2,0.01,PC,8431474072989
831,2.50,/product_images/Juegos/Wii Juegos/4020628503765_s.jpg,0.60,Horse Life II,0.90,Wii,4020628503765
831,1.50,/product_images/Juegos/Wii Juegos/4020628504137_s.jpg,0.60,Igor The Game,0.90,Wii,4020628504137
831,10.00,/product_images/Juegos/Wii Juegos/4020628504199_s.jpg,4.00,Mi Hospital de Animales,6.00,Wii,4020628504199
821,8.00,/product_images/Juegos/PS3 Juegos/5030917095375_s.jpg,3.00,"Transformers, Lado Oscuro de la Luna",5.00,PlayStation 3,5030917095375
821,16.00,/product_images/Juegos/PS3 Juegos/5030917094118_s.jpg,7.00,Monster Jam: Path Of Destruction,10.00,PlayStation 3,5030917094118
821,3.00,/product_images/Juegos/PS3 Juegos/5030930074838_s.jpg,0.70,Madden NFL 10,1.10,PlayStation 3,5030930074838
862,1.50,/product_images/Juegos/PSP Juegos/711719621874_s.jpg,0.20,B-Boy,0.40,PSP,711719621874
862,3.00,/product_images/Juegos/PSP Juegos/711719643999_s.jpg,0.40,PaRappa The Rapper,0.90,PSP,711719643999
862,4.00,/product_images/defimg1_s.jpg,0.80,SOCOM: Fireteam Bravo (With Headset),1.40,PSP,711719658160
830,3.50,/product_images/defimg3_s.jpg,0.50,Ultimate Spider-man 1DVD,1.00,PC,5030917029868
830,5.00,/product_images/Juegos/PC Juegos/3307210211156_s.jpg,0.70,Prince of Persia Las Dos Coronas,1.50,PC,3307210211156
830,14.00,/product_images/defimg5_s.jpg,3.00,Baldurs Gate Compilation 4DVD,5.00,PC,3546430126899
831,4.50,/product_images/Juegos/Wii Juegos/4020628511166_s.jpg,2.00,Let s Sing 5 (Wth 2 mic),2.00,Wii,4020628511166
831,8.00,/product_images/defimg4_s.jpg,3.00,Zhu zhu pets - Wild Bunch,5.00,Wii,47875764385
821,8.00,/product_images/Juegos/PS3 Juegos/5055060925157_s.jpg,3.00,Devil May Cry 4 (Ed. Coleccionista),5.00,PlayStation 3,5055060925157
821,6.00,/product_images/Juegos/PS3 Juegos/5060073309146_s.jpg,2.00,Dead Or Alive 5,3.00,PlayStation 3,5060073309146
821,5.00,/product_images/Juegos/PS3 Juegos/5030917107108_s.jpg,2.00,Battleship,3.00,PlayStation 3,5030917107108
862,1.50,/product_images/defimg5_s.jpg,0.20,Talkman (Solo Juego),0.40,PSP,7117196611
862,3.50,/product_images/Juegos/PSP Juegos/711719672PSP_s.jpg,0.70,Buzz! Junior: Locura En La Jungla (Solo),1.20,PSP,711719672
862,4.50,/product_images/defimg1_s.jpg,-1,Medievil Resurrection,-1,PSP,711719678557
830,3.00,/product_images/defimg4_s.jpg,0.40,Blade: Edge Of Darkness,0.90,PC,8426412003255
830,1.00,/product_images/defimg1_s.jpg,0.10,Peter Jacksons King Kong  (SN) 3CD,0.30,PC,3307210201645
830,0.10,/product_images/defimg2_s.jpg,0.01,Little Robots Haciendo Amigos,0.01,PC,8436037170591
831,8.00,/product_images/Juegos/Wii Juegos/5021290037922_s.jpg,3.00,Mini Ninjas,5.00,Wii,5021290037922
831,4.50,/product_images/Juegos/Wii Juegos/5024866340228_s.jpg,2.00,Overlord: La leyenda Siniestra,2.00,Wii,5024866340228
831,4.50,/product_images/Juegos/Wii Juegos/5026555041744_s.jpg,1.00,Los 4 Fantasticos Y Silver Surfer,1.70,Wii,5026555041744
821,4.00,/product_images/Juegos/PS3 Juegos/4005209125345_s.jpg,0.90,WWE Smackdown Vs. Raw 2010,1.50,PlayStation 3,4005209125345
821,4.00,/product_images/Juegos/PS3 Juegos/3512899109292_s.jpg,0.90,Tour de France 2012,1.50,PlayStation 3,3512899109292
821,9.00,/product_images/Juegos/PS3 Juegos/5030917116094_s.jpg,4.00,Angry Birds - Trilogy,5.00,PlayStation 3,5030917116094
862,0.50,/product_images/Juegos/PSP Juegos/711719686972_s.jpg,0.01,Passport To Londres,0.10,PSP,711719686972
830,8.00,/product_images/Juegos/PC Juegos/5030934088404_s.jpg,1.90,Medal Of Honor (P) 2010,3.00,PC,5030934088404
830,0.25,/product_images/defimg3_s.jpg,0.01,NBA Live 06,0.01,PC,8414185032077
831,6.00,/product_images/defimg4_s.jpg,2.00,Pack Doble Carnival Games,3.00,Wii,5026555043649
831,10.00,/product_images/Juegos/Wii Juegos/5030917050206_s.jpg,4.00,Barbie: La Princesa de los Animales,6.00,Wii,5030917050206
831,9.00,/product_images/Juegos/Wii Juegos/5030917053573_s.jpg,4.00,Cabelas Big game Hunter,5.00,Wii,5030917053573
821,15.00,/product_images/Juegos/PS3 Juegos/5030917171154_s.jpg,6.00,Guitar Hero Live + Guitar,9.00,PlayStation 3,5030917171154
821,6.00,/product_images/Juegos/PS3 Juegos/4020628506971_s.jpg,2.00,Risen 2,3.00,PlayStation 3,4020628506971
821,8.00,/product_images/Juegos/PS3 Juegos/3700577002946_s.jpg,3.00,Knights Contract,5.00,PlayStation 3,3700577002946
831,4.00,/product_images/Juegos/Wii Juegos/5030917056871_s.jpg,1.80,Shrek Carnival Games,2.00,Wii,5030917056871
821,5.00,/product_images/Juegos/PS3 Juegos/5024866343434_s.jpg,2.00,Race Driver: Grid Reloaded,3.00,PlayStation 3,5024866343434
862,0.50,/product_images/Juegos/PSP Juegos/711719689973_s.jpg,0.01,Passport to Paris,0.10,PSP,711719689973
830,0.25,/product_images/defimg4_s.jpg,0.01,Brain Games 2,0.01,PC,8431474073849
831,3.00,/product_images/Juegos/Wii Juegos/5030917059391_s.jpg,1.30,World Championship Off Road Racing,1.80,Wii,5030917059391
821,6.00,/product_images/Juegos/PS3 Juegos/4012927050064_s.jpg,2.00,Hellboy: The Science of Evil,3.00,PlayStation 3,4012927050064
827,35.00,/product_images/Juegos/Xbox 360 Juegos/3307215638729_s.jpg,15.00,Rocksmith (Juego+Cable Jack),22.00,Xbox 360,3307215638729
862,1.00,/product_images/Juegos/PSP Juegos/711719690979_s.jpg,0.10,Passport to Praga,0.30,PSP,711719690979
830,0.25,/product_images/Juegos/PC Juegos/8427897000395_s.jpg,0.01,Aladdin la Venganza de Nasira,0.01,PC,8427897000395
831,5.00,/product_images/defimg4_s.jpg,2.00,Millennium Championship Paintball 2009,3.00,Wii,5030917059834
827,5.00,/product_images/Juegos/Xbox 360 Juegos/5051893021707_s.jpg,2.00,Lego Rock Band,3.00,Xbox 360,5051893021707
862,0.75,/product_images/Juegos/PSP Juegos/711719691976_s.jpg,0.10,Passport To Roma,0.20,PSP,711719691976
830,0.25,/product_images/defimg3_s.jpg,0.01,Aventuras a Caballo,0.01,PC,3700211502078
831,8.00,/product_images/Juegos/Wii Juegos/5030917073144_s.jpg,1.90,DJ Hero & Mesa de Mezclas,3.00,Wii,5030917073144
