precio_compra,categoria_id,img_caratula,titulo,precio_venta,precio_intercambio,categoria_str,sku
3.00,831,/product_images/Juegos/Wii Juegos/5060034555162_s.jpg,Chicken Shoot,8.00,5.00,Wii,5060034555162
6.00,831,/product_images/Juegos/Wii Juegos/5060102950905_s.jpg,Bomberman Land,15.00,9.00,Wii,5060102950905
0.40,831,/product_images/Juegos/Wii Juegos/04549636483B_s.jpg,High School Musical (Solo Juego),2.00,0.70,Wii,04549636483
0.30,831,/product_images/Juegos/Wii Juegos/8023171010472_s.jpg,Dave Mirra BMX Challenge,1.50,0.50,Wii,8023171010472
22.00,831,/product_images/Juegos/Wii Juegos/045496400798_s.jpg,Legend of Zelda: Skyward Sword Bundle,50.00,31.00,Wii,045496400798
0.90,831,/product_images/Juegos/Wii Juegos/8023171033952_s.jpg,Phineas And Ferb: Quest For Cool Stuff,4.00,1.50,Wii,8023171033952
3.00,831,/product_images/Juegos/Wii Juegos/5026555045537_s.jpg,Nickelodeon Dance,8.00,5.00,Wii,5026555045537
2.00,831,/product_images/Juegos/Wii Juegos/5030934074490_s.jpg,Boom Blox Smash Party,6.00,3.00,Wii,5030934074490
3.00,831,/product_images/Juegos/Wii Juegos/5060004769384_s.jpg,Super Monkey Ball Banana Blitz,7.00,4.00,Wii,5060004769384
4.00,831,/product_images/Juegos/Wii Juegos/5030934077347_s.jpg,Littlest Pet Shop Nuevos Amigos,10.00,6.00,Wii,5030934077347
2.00,831,/product_images/Juegos/Wii Juegos/3307210323392_s.jpg,Quien Quiere Ser Millonario? Primera Ed.,6.00,3.00,Wii,3307210323392
4.00,831,/product_images/Juegos/Wii Juegos/3307210236524_s.jpg,Blazing Angels,10.00,6.00,Wii,3307210236524
4.00,831,/product_images/Juegos/Wii Juegos/3348542213005_s.jpg,Leyenda de Spyro: La Noche Eterna,10.00,6.00,Wii,3348542213005
4.00,831,/product_images/Juegos/Wii Juegos/5030917039386_s.jpg,Marvel Ultimate Alliance,10.00,6.00,Wii,5030917039386
0.60,831,/product_images/Juegos/Wii Juegos/3307211619340_s.jpg,Anatomia De Grey,2.50,0.90,Wii,3307211619340
2.00,831,/product_images/Juegos/Wii Juegos/5030917037337_s.jpg,Tony Hawk's Downhill Jam,6.00,3.00,Wii,5030917037337
2.00,831,/product_images/Juegos/Wii Juegos/3391891958301_s.jpg,Family Trainer Magical Carnival,5.00,3.00,Wii,3391891958301
1.00,831,/product_images/Juegos/Wii Juegos/5021290031289_s.jpg,Escape from Bug Island,4.50,1.70,Wii,5021290031289
0.90,831,/product_images/defimg4_s.jpg,Skylanders Giants: Booster Pack,4.00,1.50,Wii,5030917113567
2.00,831,/product_images/Juegos/Wii Juegos/5030917089251_s.jpg,Bakugan: Defenders Of The Core,5.00,3.00,Wii,5030917089251
6.00,831,/product_images/Juegos/Wii Juegos/3546430134139_s.jpg,Asterix en los Juegos Olimpicos,15.00,9.00,Wii,3546430134139
2.00,831,/product_images/Juegos/Wii Juegos/5051603219165_s.jpg,Speed Racer,6.00,3.00,Wii,5051603219165
3.00,831,/product_images/Juegos/Wii Juegos/5030934055239_s.jpg,SSX Blur,8.00,5.00,Wii,5030934055239
2.00,827,/product_images/Juegos/Xbox 360 Juegos/3307215591017_s.jpg,Just Dance 3 (Kinect),6.00,3.00,Xbox 360,3307215591017
2.00,831,/product_images/Juegos/Wii Juegos/5060057025901_s.jpg,Super Fruitfall,6.00,3.00,Wii,5060057025901
0.90,831,/product_images/Juegos/Wii Juegos/4005209099608_s.jpg,Destroy All Humans 3: Big Willy Desatado,4.00,1.50,Wii,4005209099608
0.70,827,/product_images/Juegos/Xbox 360 Juegos/3307211311909_s.jpg,Hawx,3.00,1.10,Xbox 360,3307211311909
0.60,827,/product_images/Juegos/Xbox 360 Juegos/8023171023373_s.jpg,Morphx,2.50,0.90,Xbox 360,8023171023373
4.00,831,/product_images/Juegos/Wii Juegos/4020628502201_s.jpg,Secret Files: Tunguska,10.00,6.00,Wii,4020628502201
2.00,831,/product_images/Juegos/Wii Juegos/045496363703_s.jpg,Harvest Moon Magical Melody,5.00,3.00,Wii,045496363703
6.00,831,/product_images/Juegos/Wii Juegos/5060050946722_s.jpg,SNK arcade Classic Vol.1,15.00,9.00,Wii,5060050946722
0.90,827,/product_images/Juegos/Xbox 360 Juegos/4020628882242_s.jpg,Escape Dead Island,4.00,1.50,Xbox 360,4020628882242
2.00,827,/product_images/Juegos/Xbox 360 Juegos/3512899109421_s.jpg,Juego De Tronos,6.00,3.00,Xbox 360,3512899109421
3.00,827,/product_images/Juegos/Xbox 360 Juegos/5030917105746_s.jpg,Transformers: The Fall of Cybertron,8.00,5.00,Xbox 360,5030917105746
5.00,831,/product_images/Juegos/Wii Juegos/3307211642485_s.jpg,Mi Experto en Fitness,12.00,7.00,Wii,3307211642485
1.00,831,/product_images/Juegos/Wii Juegos/5024866340228_s.jpg,Overlord: La leyenda Siniestra,4.50,1.70,Wii,5024866340228
0.80,831,/product_images/Juegos/Wii Juegos/3296580803552_s.jpg,Tamagotchi Party On!,3.50,1.30,Wii,3296580803552
3.00,827,/product_images/Juegos/Xbox 360 Juegos/5055060929964_s.jpg,Ultra Street Fighter IV,8.00,5.00,Xbox 360,5055060929964
1.40,827,/product_images/Juegos/Xbox 360 Juegos/5030930105013_s.jpg,Grand Slam Tennis 2,6.00,2.00,Xbox 360,5030930105013
4.00,827,/product_images/Juegos/Xbox 360 Juegos/5026555255325_s.jpg,L.A. Noire Edicion Completa,10.00,6.00,Xbox 360,5026555255325
0.60,831,/product_images/Juegos/Wii Juegos/3307210449832_s.jpg,Imagina ser: Amazona en Competecion,2.50,0.90,Wii,3307210449832
0.90,831,/product_images/Juegos/Wii Juegos/5030917088605_s.jpg,Hot Wheels Battleforce 5,4.00,1.50,Wii,5030917088605
4.00,827,/product_images/Juegos/Xbox 360 Juegos/5021290062054_s.jpg,Thief (2014),10.00,6.00,Xbox 360,5021290062054
9.00,827,/product_images/Juegos/Xbox 360 Juegos/3499550341263_s.jpg,World Rally Championship 5,20.00,12.00,Xbox 360,3499550341263
8.00,827,/product_images/Juegos/Xbox 360 Juegos/5055277019700_s.jpg,Sonic Y All Stars Racing Transformed,18.00,11.00,Xbox 360,5055277019700
0.60,827,/product_images/Juegos/Xbox 360 Juegos/5026555245043_s.jpg,Top Spin 2,2.50,0.90,Xbox 360,5026555245043
0.80,827,/product_images/Juegos/Xbox 360 Juegos/5055277006441_s.jpg,Iron Man 2,3.50,1.30,Xbox 360,5055277006441
0.70,827,/product_images/Juegos/Xbox 360 Juegos/5030934061438_s.jpg,Battlefield: Bad Company,3.00,1.10,Xbox 360,5030934061438
6.00,827,/product_images/Juegos/Xbox 360 Juegos/3307215776254_s.jpg,Far Cry 2 / Far Cry 3 (No DLC),15.00,9.00,Xbox 360,3307215776254
8.00,827,/product_images/Juegos/Xbox 360 Juegos/4012927036341_s.jpg,Silent Hill Downpour,18.00,11.00,Xbox 360,4012927036341
9.00,827,/product_images/Juegos/Xbox 360 Juegos/5055060963364_s.jpg,Devil May Cry HD Collection,20.00,12.00,Xbox 360,5055060963364
2.00,827,/product_images/Juegos/Xbox 360 Juegos/4005209153416_s.jpg,Bob Esponja Surf & Skate Roadtrip,6.00,3.00,Xbox 360,4005209153416
3.00,827,/product_images/Juegos/Xbox 360 Juegos/3307217922239_s.jpg,HAWX 2,8.00,5.00,Xbox 360,3307217922239
3.00,827,/product_images/Juegos/Xbox 360 Juegos/5030934067430_s.jpg,Need For Speed: Undercover,8.00,5.00,Xbox 360,5030934067430
0.90,827,/product_images/Juegos/Xbox 360 Juegos/4020628506032_s.jpg,Nail'd,4.00,1.50,Xbox 360,4020628506032
0.90,827,/product_images/Juegos/Xbox 360 Juegos/885370091885_s.jpg,Crackdown 2,4.00,1.50,Xbox 360,885370091885
0.90,827,/product_images/Juegos/Xbox 360 Juegos/3307211605268_s.jpg,Shaun White Snowboarding,4.00,1.50,Xbox 360,3307211605268
0.80,827,/product_images/Juegos/Xbox 360 Juegos/3307213201048_s.jpg,Pure Football,3.50,1.30,Xbox 360,3307213201048
0.80,827,/product_images/Juegos/Xbox 360 Juegos/3307215625187_s.jpg,Far Cry 2/Ghost Recon Advanced Warfighte,3.50,1.30,Xbox 360,3307215625187
3.00,827,/product_images/Juegos/Xbox 360 Juegos/3512289016599_s.jpg,Sherlock Holmes VS Jack El Destripador,8.00,5.00,Xbox 360,3512289016599
2.00,827,/product_images/defimg1_s.jpg,Tour De France 2013,5.00,3.00,Xbox 360,3512899111141
3.00,827,/product_images/Juegos/Xbox 360 Juegos/4012927035108_s.jpg,Saw II,8.00,5.00,Xbox 360,4012927035108
1.20,827,/product_images/Juegos/Xbox 360 Juegos/4020628998899_s.jpg,Game Of Thrones,5.00,1.90,Xbox 360,4020628998899
2.00,827,/product_images/Juegos/Xbox 360 Juegos/4020636121586_s.jpg,Bloodbath,6.00,3.00,Xbox 360,4020636121586
1.20,827,/product_images/Juegos/Xbox 360 Juegos/4510772105101_s.jpg,Blaz Blue: Calamity Trigger,5.00,1.90,Xbox 360,4510772105101
9.00,827,/product_images/Juegos/Xbox 360 Juegos/5030917125393_s.jpg,Masacre Deadpool,22.00,13.00,Xbox 360,5030917125393
8.00,827,/product_images/Juegos/Xbox 360 Juegos/5030917163104_s.jpg,Skylanders SuperChargers Starter Pack,18.00,11.00,Xbox 360,5030917163104
3.00,827,/product_images/Juegos/Xbox 360 Juegos/5030934068116_s.jpg,Skate 2,8.00,5.00,Xbox 360,5030934068116
5.00,827,/product_images/Juegos/Xbox 360 Juegos/5051893128193_s.jpg,Batman Arkham City GOTY,12.00,7.00,Xbox 360,5051893128193
12.00,827,/product_images/Juegos/Xbox 360 Juegos/5051893218817_s.jpg,Lego Marvel Vengadores,28.00,17.00,Xbox 360,5051893218817
4.00,827,/product_images/Juegos/Xbox 360 Juegos/5055060964019_s.jpg,Resident Evil 6: Edicion Coleccionista,10.00,6.00,Xbox 360,5055060964019
3.00,827,/product_images/Juegos/Xbox 360 Juegos/5055277002870_s.jpg,Planet 51: El Videojuego,8.00,5.00,Xbox 360,5055277002870
2.00,827,/product_images/Juegos/Xbox 360 Juegos/5055277020997_s.jpg,Anarchy Reigns,5.00,3.00,Xbox 360,5055277020997
0.40,827,/product_images/Juegos/Xbox 360 Juegos/5060073303168_s.jpg,Samurai Warriors 2: Empires,2.00,0.70,Xbox 360,5060073303168
2.00,827,/product_images/Juegos/Xbox 360 Juegos/5060073303236_s.jpg,Fatal Inertia,6.00,3.00,Xbox 360,5060073303236
0.80,827,/product_images/Juegos/Xbox 360 Juegos/5060073306619_s.jpg,"Warriors, Legends Of Troy",3.50,1.30,Xbox 360,5060073306619
2.00,827,/product_images/Juegos/Xbox 360 Juegos/5060073307234_s.jpg,Quantum Theory,6.00,3.00,Xbox 360,5060073307234
9.00,827,/product_images/Juegos/Xbox 360 Juegos/5060138440241_s.jpg,Sega Mega Drive Ultimate Collection,22.00,13.00,Xbox 360,5060138440241
9.00,827,/product_images/Juegos/Xbox 360 Juegos/5060146461702_s.jpg,Walking Dead: Telltale Games Series 2,22.00,13.00,Xbox 360,5060146461702
1.20,827,/product_images/Juegos/Xbox 360 Juegos/882224319218_s.jpg,Forza Motorsport 2 (Ed. Co.),5.00,1.90,Xbox 360,882224319218
1.20,827,/product_images/Juegos/Xbox 360 Juegos/882224515375_s.jpg,Scene It! + Pulsadores,5.00,1.90,Xbox 360,882224515375
0.40,827,/product_images/Juegos/Xbox 360 Juegos/882224523417_s.jpg,Viva Pinata Party Animals,2.00,0.70,Xbox 360,882224523417
3.00,827,/product_images/Juegos/Xbox 360 Juegos/3499550330410_s.jpg,Motorcycle Club,8.00,5.00,Xbox 360,3499550330410
6.00,827,/product_images/Juegos/Xbox 360 Juegos/3307210253828_s.jpg,Teenage Mutant Ninja Turtles,15.00,9.00,Xbox 360,3307210253828
8.00,827,/product_images/Juegos/Xbox 360 Juegos/5051893031362_s.jpg,LEGO Harry Potter (Anos 1-4),18.00,11.00,Xbox 360,5051893031362
2.00,827,/product_images/Juegos/Xbox 360 Juegos/882224482585_s.jpg,Halo 3: Ed. Limitada,6.00,3.00,Xbox 360,882224482585
0.90,827,/product_images/Juegos/Xbox 360 Juegos/5060073302291_s.jpg,Dynasty Warriors 5 Empires,4.00,1.50,Xbox 360,5060073302291
5.00,827,/product_images/Juegos/Xbox 360 Juegos/5021290037137_s.jpg,Battlestations Pacific,12.00,7.00,Xbox 360,5021290037137
0.01,827,/product_images/Juegos/Xbox 360 Juegos/8717418187262_s.jpg,Disney Sing It (SOlo Juego),0.50,0.10,Xbox 360,8717418187262
8.00,827,/product_images/Juegos/Xbox 360 Juegos/5030917123399_s.jpg,Walking Dead: Survival Instinct,18.00,11.00,Xbox 360,5030917123399
2.00,827,/product_images/Juegos/Xbox 360 Juegos/5060073308491_s.jpg,Ninja Gaiden 3,6.00,3.00,Xbox 360,5060073308491
2.00,827,/product_images/Juegos/Xbox 360 Juegos/5051603222820_s.jpg,Lego Batman,5.00,3.00,Xbox 360,5051603222820
5.00,834,/product_images/Juegos/DS Juegos/4017404016410_s.jpg,Around The world in 80 Days,12.00,7.00,Nintendo DS,4017404016410
3.00,834,/product_images/Juegos/DS Juegos/4017404019244_s.jpg,Magic Encyclopedia II: Moonlight,8.00,5.00,Nintendo DS,4017404019244
5.00,834,/product_images/defimg3_s.jpg,Natalie Brooks: Treasures of the Lost Ki,12.00,7.00,Nintendo DS,4017404019251
3.00,834,/product_images/defimg3_s.jpg,Heroes of Hellas 2: Olympia,7.00,4.00,Nintendo DS,4017404019657
0.90,834,/product_images/defimg2_s.jpg,Golden Bird of Paradise,4.00,1.50,Nintendo DS,4017404019695
0.90,834,/product_images/defimg2_s.jpg,Vampire Mansion,4.00,1.50,Nintendo DS,4017404019763
0.90,834,/product_images/Juegos/DS Juegos/4020628084332_s.jpg,Street Football,4.00,1.50,Nintendo DS,4020628084332
0.70,834,/product_images/Juegos/DS Juegos/4020628501518_s.jpg,World Snooker Championship 2007-2008(UK),3.00,1.10,Nintendo DS,4020628501518
2.00,834,/product_images/defimg3_s.jpg,Crossword Collection,5.00,3.00,Nintendo DS,4020628501723
0.60,834,/product_images/Juegos/DS Juegos/4020628501969_s.jpg,Horse Life,2.50,0.90,Nintendo DS,4020628501969
6.00,834,/product_images/defimg5_s.jpg,Buddy Frances,15.00,9.00,Nintendo DS,4020628502430
0.01,834,/product_images/defimg3_s.jpg,Let's Play: School,0.50,0.10,Nintendo DS,4020628503017
3.00,834,/product_images/defimg1_s.jpg,Iingles Facil,7.00,4.00,Nintendo DS,4020628503093
0.90,834,/product_images/defimg2_s.jpg,Secret Files: Puritas Cordis,4.00,1.50,Nintendo DS,4020628503420
3.00,834,/product_images/Juegos/DS Juegos/4020628503468_s.jpg,Juguemos a la Tiendas,8.00,5.00,Nintendo DS,4020628503468
3.00,834,/product_images/Juegos/DS Juegos/4020628503475_s.jpg,Juguemos a las Mamas,8.00,5.00,Nintendo DS,4020628503475
0.60,834,/product_images/Juegos/DS Juegos/4020628503512_s.jpg,Juguemos a los Bomberos,2.50,0.90,Nintendo DS,4020628503512
0.60,834,/product_images/defimg2_s.jpg,Horse Life II,2.50,0.90,Nintendo DS,4020628503758
3.00,834,/product_images/defimg2_s.jpg,"Magic Roundabout, The",7.00,4.00,Nintendo DS,4020628503833
2.00,834,/product_images/defimg1_s.jpg,"Humans, The",6.00,3.00,Nintendo DS,4020628503963
4.00,834,/product_images/defimg3_s.jpg,Mi Hospital De Animales,10.00,6.00,Nintendo DS,4020628504182
2.00,834,/product_images/defimg2_s.jpg,Profesor Heinz Wolffs Gravity,6.00,3.00,Nintendo DS,4020628504212
0.90,834,/product_images/Juegos/DS Juegos/4020628504656_s.jpg,Horoscopo,4.00,1.50,Nintendo DS,4020628504656
2.00,834,/product_images/defimg5_s.jpg,Duke Nukem: Critical Mass,6.00,3.00,Nintendo DS,4020628504694
0.10,834,/product_images/Juegos/DS Juegos/4020628504830_s.jpg,Line Rider Freestyle,1.00,0.30,Nintendo DS,4020628504830
0.30,834,/product_images/Juegos/DS Juegos/4020628505325_s.jpg,DJ Star,2.50,0.70,Nintendo DS,4020628505325
3.00,834,/product_images/defimg2_s.jpg,Card Games - The Classics,8.00,5.00,Nintendo DS,4020628508999
2.00,834,/product_images/defimg5_s.jpg,Elite Force: Unit 77,6.00,3.00,Nintendo DS,4020628973339
0.70,834,/product_images/Juegos/DS Juegos/4020628998271_s.jpg,Horrid Henry's Horrid Adventure,3.00,1.10,Nintendo DS,4020628998271
2.00,834,/product_images/defimg3_s.jpg,Doctor Who: Evacuation Earth,6.00,3.00,Nintendo DS,4020628998288
3.00,834,/product_images/Juegos/DS Juegos/4020636109614_s.jpg,"Animal Life, North America",8.00,5.00,Nintendo DS,4020636109614
2.00,834,/product_images/Juegos/DS Juegos/4020636109638_s.jpg,Animal Life - Australien,6.00,3.00,Nintendo DS,4020636109638
0.30,834,/product_images/defimg5_s.jpg,Pony Luv,2.00,0.60,Nintendo DS,4024103000657
8.00,834,/product_images/defimg5_s.jpg,Dream Pinblall 3D,18.00,11.00,Nintendo DS,4250230230029
0.90,834,/product_images/defimg3_s.jpg,Panzer Tactics DS,4.00,1.50,Nintendo DS,4260086010614
0.90,834,/product_images/defimg3_s.jpg,Boulder Dash Rocks,4.00,1.50,Nintendo DS,4260086010690
0.80,834,/product_images/Juegos/DS Juegos/4260125233011_s.jpg,Aquarium,3.50,1.30,Nintendo DS,4260125233011
0.90,834,/product_images/defimg5_s.jpg,Matchstick Puzzle,4.00,1.50,Nintendo DS,4260125233035
0.90,834,/product_images/defimg2_s.jpg,Paint By DS: Military Vehicles,4.00,1.50,Nintendo DS,4260125233103
0.30,834,/product_images/defimg4_s.jpg,Fantasy Aquarium Zen Series,2.00,0.60,Nintendo DS,4260125233110
0.10,834,/product_images/defimg1_s.jpg,Sokoban,1.00,0.30,Nintendo DS,4260176170112
0.70,830,/product_images/defimg2_s.jpg,Heroes Of The Storm (P),3.00,1.10,PC,5030917160424
0.60,834,/product_images/Juegos/DS Juegos/4260176170266_s.jpg,Winter sports 2009,2.50,0.90,Nintendo DS,4260176170266
0.40,830,/product_images/defimg3_s.jpg,Sid Meier's Alpha Centauri,3.00,0.90,PC,8414185050934
0.30,830,/product_images/defimg5_s.jpg,Hotel Giant 2,2.50,0.70,PC,3760137145131
3.00,834,/product_images/defimg2_s.jpg,Full Metal Alchemist Dual Symphony,8.00,5.00,Nintendo DS,4543112341617
3.00,834,/product_images/defimg1_s.jpg,Naruto Ninja Council 4,8.00,5.00,Nintendo DS,454496462109
0.30,830,/product_images/defimg2_s.jpg,Flight Simulator 98,2.00,0.60,PC,3307210163264
5.00,834,/product_images/defimg2_s.jpg,One Piece Gear Spirit,12.00,7.00,Nintendo DS,4582224491728
0.60,834,/product_images/defimg4_s.jpg,Ninja Captains,2.50,0.90,Nintendo DS,4779026380408
0.01,830,/product_images/defimg3_s.jpg,Asteroids Fighter,0.10,0.01,PC,8420565200707
0.01,830,/product_images/defimg5_s.jpg,Rainbow Six Raven S. + Ath. Sword + Exp,0.10,0.01,PC,3307210183088
1.60,830,/product_images/defimg2_s.jpg,Stronghold 2,8.00,2.00,PC,5026555038461
5.00,834,/product_images/defimg1_s.jpg,Daigasso! Band Brothers,12.00,7.00,Nintendo DS,4902370509755
14.00,834,/product_images/defimg1_s.jpg,Osu Tatakae Oendan,32.00,20.00,Nintendo DS,4902370512281
0.01,830,/product_images/defimg2_s.jpg,Partners,0.25,0.01,PC,8431474000326
0.01,830,/product_images/defimg4_s.jpg,Moto GP3/MX Vs. ATV Unleashed,0.10,0.01,PC,4005209085984
3.00,821,/product_images/Juegos/PS3 Juegos/5060138439566_s.jpg,Valkyria Chronicles,7.00,4.00,PlayStation 3,5060138439566
12.00,834,/product_images/defimg4_s.jpg,Jump Ultimate Stars (JAP),28.00,17.00,Nintendo DS,4902370515572
12.00,834,/product_images/defimg2_s.jpg,Yuu Yuu Hakusho DS: Ankoku Bujutsukai He,28.00,17.00,Nintendo DS,4904810734116
6.00,834,/product_images/defimg2_s.jpg,Naruto Shinobi Retsuden,15.00,9.00,Nintendo DS,4904810745211
0.10,830,/product_images/defimg3_s.jpg,Trackmania United: Forever,1.00,0.30,PC,8436010151852
0.10,830,/product_images/defimg4_s.jpg,Sonic 3d Flikies Island,0.75,0.20,PC,9788439590682
5.00,821,/product_images/Juegos/PS3 Juegos/5055277010097_s.jpg,Yakuza 4,12.00,7.00,PlayStation 3,5055277010097
8.00,821,/product_images/Juegos/PS3 Juegos/711719240211_s.jpg,Tekken Hybrid,18.00,11.00,PlayStation 3,711719240211
3.00,821,/product_images/Juegos/PS3 Juegos/5030934101141_s.jpg,Rango,7.00,4.00,PlayStation 3,5030934101141
2.00,834,/product_images/defimg1_s.jpg,Byu Guru Guru Nagetto,6.00,3.00,Nintendo DS,4944076003823
7.00,834,/product_images/defimg5_s.jpg,Doraemon: Nobita no Kyouryuu 2006,16.00,10.00,Nintendo DS,4974365910143
4.00,834,/product_images/Juegos/DS Juegos/4974365910211_s.jpg,Bleach DS 2nd Kokui Hirameku Chinkon Uta,10.00,6.00,Nintendo DS,4974365910211
1.20,862,/product_images/defimg2_s.jpg,Gretzky Nhl 2006,6.00,2.00,PSP,711719862727
0.30,830,/product_images/Juegos/PC Juegos/3307210232502_s.jpg,Dark Messiah of Might & Magic (SN),2.00,0.60,PC,3307210232502
0.10,830,/product_images/Juegos/PC Juegos/3307210149039_s.jpg,Myst Exile 3,1.00,0.30,PC,3307210149039
0.10,830,/product_images/Juegos/PC Juegos/5060139181167_s.jpg,Mashed,0.75,0.20,PC,5060139181167
1.20,821,/product_images/Juegos/PS3 Juegos/5060327531163_s.jpg,Yaiba: Ninja Gaiden Z,5.00,1.90,PlayStation 3,5060327531163
3.00,821,/product_images/Juegos/PS3 Juegos/5060073306749_s.jpg,Ninja Gaiden Sigma 2,8.00,5.00,PlayStation 3,5060073306749
3.00,821,/product_images/Juegos/PS3 Juegos/5060073309146_s.jpg,Dead Or Alive 5,8.00,5.00,PlayStation 3,5060073309146
1.20,862,/product_images/defimg5_s.jpg,MLB 07 The Show,6.00,2.00,PSP,711719866725
2.00,862,/product_images/defimg4_s.jpg,Hot Shots Golf: Open Tee 2,12.00,4.00,PSP,711719869320
0.80,862,/product_images/defimg1_s.jpg,MLB 08: The Show,4.00,1.40,PSP,711719869627
0.01,830,/product_images/Juegos/PC Juegos/5050740021280_s.jpg,Made Man,0.50,0.10,PC,5050740021280
0.01,830,/product_images/Juegos/PC Juegos/3307211688179_s.jpg,Heroes Over Europe,0.25,0.01,PC,3307211688179
0.01,830,/product_images/Juegos/PC Juegos/5060004769803_s.jpg,Football Manager 2007,0.50,0.10,PC,5060004769803
3.00,821,/product_images/Juegos/PS3 Juegos/5030917105807_s.jpg,Transformers: The Fall of Cybertron,7.00,4.00,PlayStation 3,5030917105807
2.00,821,/product_images/Juegos/PS3 Juegos/3348542208896_s.jpg,F.E.A.R,6.00,3.00,PlayStation 3,3348542208896
5.00,821,/product_images/Juegos/PS3 Juegos/5030917058769_s.jpg,Spiderman: El Reino de las Sombras,12.00,7.00,PlayStation 3,5030917058769
0.30,862,/product_images/defimg2_s.jpg,Hot Shot Tennis Get A Grip,2.50,0.70,PSP,711719870128
2.00,862,/product_images/defimg3_s.jpg,MLB 09: The Show,12.00,4.00,PSP,711719873020
0.30,862,/product_images/Juegos/PSP Juegos/711719985952_s.jpg,Everybodys Golf 2,2.50,0.70,PSP,711719985952
0.10,830,/product_images/defimg2_s.jpg,Pacific Warriors II: Dogfight,1.00,0.30,PC,3700211501071
0.40,830,/product_images/defimg3_s.jpg,Black & White + Exspansion C. Isle,3.00,0.90,PC,8414185051214
0.40,830,/product_images/defimg3_s.jpg,Civil War,3.00,0.90,PC,3700211500654
4.00,821,/product_images/Juegos/PS3 Juegos/5055277004928_s.jpg,Resonance of Fate,10.00,6.00,PlayStation 3,5055277004928
4.00,821,/product_images/Juegos/PS3 Juegos/3700577000706_s.jpg,Majin And the Forsaken Kingdom,10.00,6.00,PlayStation 3,3700577000706
12.00,821,/product_images/Juegos/PS3 Juegos/5051893229158_s.jpg,LEGO Star Wars: El Despertar De La Fuerza,28.00,17.00,PlayStation 3,5051893229158
1.00,862,/product_images/Juegos/PSP Juegos/722674150057_s.jpg,Dead to Rights: Reckoning,5.00,1.80,PSP,722674150057
3.00,862,/product_images/Juegos/PSP Juegos/722674150156_s.jpg,"Legend of Heroes, The (INGLES)",15.00,5.00,PSP,722674150156
2.00,862,/product_images/defimg2_s.jpg,Soul Calibur: Broken Destiny (US),12.00,4.00,PSP,722674150309
0.01,830,/product_images/defimg3_s.jpg,Caillou: Cuerpo Formas y Puzzles,0.10,0.01,PC,8437006959728
0.01,830,/product_images/defimg2_s.jpg,Red Faction II,0.25,0.01,PC,4005209044219
1.00,830,/product_images/defimg2_s.jpg,Fable The Lost Chapters (SN) 4CD,5.00,1.80,PC,882224042833
1.40,821,/product_images/Juegos/PS3 Juegos/4012927050064_s.jpg,Hellboy: The Science of Evil,6.00,2.00,PlayStation 3,4012927050064
1.90,821,/product_images/Juegos/PS3 Juegos/3307215656396_s.jpg,Just Dance 4,8.00,3.00,PlayStation 3,3307215656396
1.20,821,/product_images/Juegos/PS3 Juegos/5037930110740_s.jpg,Wheelman,5.00,1.90,PlayStation 3,5037930110740
4.00,862,/product_images/defimg4_s.jpg,Hammerin Hero,20.00,7.00,PSP,730865600076
2.00,862,/product_images/defimg2_s.jpg,Steambot Chronicles Battle Tournament,12.00,4.00,PSP,730865600106
2.00,862,/product_images/Juegos/PSP Juegos/788687400091_s.jpg,Smart Bomb,12.00,4.00,PSP,788687400091
0.01,830,/product_images/defimg2_s.jpg,C.I.D El caso del lobo estepario,0.25,0.01,PC,8427197050052
0.10,830,/product_images/defimg3_s.jpg,Gene Troopers,1.00,0.30,PC,8717545400692
0.01,830,/product_images/defimg2_s.jpg,morpheus,0.50,0.10,PC,8436010150152
0.01,821,/product_images/Juegos/PS3 Juegos/711719203452N_s.jpg,Libro De Los Hechizos (Solo Juego),0.25,0.01,PlayStation 3,711719203452
0.90,821,/product_images/Juegos/PS3 Juegos/023272006310_s.jpg,Fracture,4.00,1.50,PlayStation 3,023272006310
4.00,821,/product_images/Juegos/PS3 Juegos/4012927053195_s.jpg,No More Heroes: Heroes Paradise,10.00,6.00,PlayStation 3,4012927053195
4.00,862,/product_images/defimg4_s.jpg,Traxxpad Portable Studio,20.00,7.00,PSP,788687400435
1.20,862,/product_images/Juegos/PSP Juegos/8023171008493_s.jpg,Armored Core Formula Front,6.00,2.00,PSP,8023171008493
0.90,862,/product_images/Juegos/PSP Juegos/8023171008837_s.jpg,Bust A Move Ghost,4.50,1.60,PSP,8023171008837
12.00,830,/product_images/Juegos/PC Juegos/8414185300176_s.jpg,"Sims 3 (SN), Los (P)",28.00,17.00,PC,8414185300176
0.01,830,/product_images/defimg4_s.jpg,After The War,0.25,0.01,PC,8436010153207
0.10,830,/product_images/defimg3_s.jpg,Populous El Principio,1.00,0.30,PC,8414185050941
2.00,821,/product_images/Juegos/PS3 Juegos/5055277015221_s.jpg,Binary Domain,6.00,3.00,PlayStation 3,5055277015221
8.00,821,/product_images/Juegos/PS3 Juegos/4012927053775_s.jpg,Silent Hill Downpour,18.00,11.00,PlayStation 3,4012927053775
1.60,821,/product_images/Juegos/PS3 Juegos/5055277006359_s.jpg,Iron Man 2,7.00,2.00,PlayStation 3,5055277006359
0.70,862,/product_images/Juegos/PSP Juegos/8023171009650_s.jpg,Aces of War,3.50,1.20,PSP,8023171009650
