categoria_str,sku,titulo,img_caratula,precio_intercambio,categoria_id,precio_compra,precio_venta
PC,659556705831,Age of Empires II (Gold Edition),/product_images/Juegos/PC Juegos/659556705831_s.jpg,2.00,830,1.60,8.00
PC,663452143208,Top Drive Gearshift,/product_images/Juegos/PC Juegos/663452143208_s.jpg,0.60,830,0.30,2.00
PC,702727001024,Destroy All Monsters,/product_images/Juegos/PC Juegos/702727001024_s.jpg,0.60,830,0.30,2.00
PC,709458103218,Mega Pack Classic - Volume 1,/product_images/Juegos/PC Juegos/709458103218_s.jpg,6.00,830,3.00,18.00
PC,710425212314,"Great Escape, The",/product_images/Juegos/PC Juegos/710425212314_s.jpg,0.30,830,0.10,1.00
PC,710425411861,Borderlands 2 Ultimate Loot Chest LE,/product_images/Juegos/PC Juegos/710425411861_s.jpg,10.00,830,6.00,30.00
PC,711719124184,DC Universe Online (P),/product_images/Juegos/PC Juegos/711719124184_s.jpg,2.00,830,1.60,8.00
PC,717127290178,Cross Racing Championship 2005,/product_images/Juegos/PC Juegos/717127290178_s.jpg,1.40,830,0.80,4.00
PC,7290010712458,La Primera Aventura De Gordi,/product_images/Juegos/PC Juegos/7290010712458_s.jpg,0.10,830,0.01,0.50
PC,7290012269479,Juegos Para Razonar,/product_images/Juegos/PC Juegos/7290012269479_s.jpg,0.60,830,0.30,2.00
PC,7331518000064,Kung-Fu Hero (P),/product_images/Juegos/PC Juegos/7331518000064_s.jpg,2.00,830,1.20,6.00
PC,7332325001305,Bandits - Phoenix Rising,/product_images/Juegos/PC Juegos/7332325001305_s.jpg,0.20,830,0.10,0.75
PC,7350002301425,Heavyweight Thunder,/product_images/Juegos/PC Juegos/7350002301425_s.jpg,0.10,830,0.01,0.50
PC,7350002939291,Fallout,/product_images/Juegos/PC Juegos/7350002939291_s.jpg,0.10,830,0.01,0.50
PC,7350002939321,Fallout Collection,/product_images/Juegos/PC Juegos/7350002939321_s.jpg,2.00,830,1.60,8.00
PC,7350007511195,Strike Fighters Project 1,/product_images/Juegos/PC Juegos/7350007511195_s.jpg,0.20,830,0.10,0.75
PC,7350025580005,Billy Blade Y El Templo Del Tiempo,/product_images/Juegos/PC Juegos/7350025580005_s.jpg,0.01,830,0.01,0.10
PC,7350025580012,Heavyweight Thunder,/product_images/Juegos/PC Juegos/7350025580012_s.jpg,0.10,830,0.01,0.50
PC,7350042841172,Mount & Blade With Fire & Sword (P),/product_images/Juegos/PC Juegos/7350042841172_s.jpg,1.40,830,0.80,4.00
PC,7350042841219,Cities In Motion (P),/product_images/Juegos/PC Juegos/7350042841219_s.jpg,2.00,830,1.20,6.00
PC,7350042841295,Magicka (P),/product_images/Juegos/PC Juegos/7350042841295_s.jpg,0.60,830,0.30,2.00
PC,7350042841509,Europa Universalis III Chronicles,/product_images/Juegos/PC Juegos/7350042841509_s.jpg,3.00,830,2.00,10.00
PC,7350044580093,Race Injection 2012 (P),/product_images/Juegos/PC Juegos/7350044580093_s.jpg,1.40,830,0.80,4.00
PC,740781770296,Cities Skylines Deluxe Edition (P),/product_images/Juegos/PC Juegos/740781770296_s.jpg,6.00,830,3.00,18.00
PC,741948002472,PC Arcade Pro,/product_images/Juegos/PC Juegos/741948002472_s.jpg,3.00,830,2.00,10.00
PC,743999152403,Home Sweet Home,/product_images/Juegos/PC Juegos/743999152403_s.jpg,0.60,830,0.30,2.00
PC,7493652854104,World of Warcraft 5.0,/product_images/Juegos/PC Juegos/7493652854104_s.jpg,0.50,830,0.30,1.50
PC,752919493274,Supreme Commander Forged Alliance,/product_images/Juegos/PC Juegos/752919493274_s.jpg,0.30,830,0.10,1.00
PC,752919493359,Company of Heroes - Gold Edition,/product_images/Juegos/PC Juegos/752919493359_s.jpg,2.00,830,1.20,6.00
PC,755142320041,Vietnam 2 Special Assignment,/product_images/Juegos/PC Juegos/755142320041_s.jpg,0.10,830,0.01,0.50
PC,755142320065,Monster Truck Rumble,/product_images/Juegos/PC Juegos/755142320065_s.jpg,0.01,830,0.01,0.25
PC,755142715342,Paws Claws Pet Vet Australian Adventures,/product_images/Juegos/PC Juegos/755142715342_s.jpg,0.30,830,0.10,1.00
PC,790561505051,Legends Of Might And Magic,/product_images/Juegos/PC Juegos/790561505051_s.jpg,0.01,830,0.01,0.25
PC,790561507154,Heroes of Might & Magic 4,/product_images/Juegos/PC Juegos/790561507154_s.jpg,0.60,830,0.30,2.00
PC,790561508151,Might and Magic IX,/product_images/Juegos/PC Juegos/790561508151_s.jpg,0.10,830,0.01,0.50
PC,790561512387,Army Men Sarges Heroes,/product_images/Juegos/PC Juegos/790561512387_s.jpg,0.10,830,0.01,0.50
PC,790561524854,Army Men Real Time Strategy,/product_images/Juegos/PC Juegos/790561524854_s.jpg,0.30,830,0.10,1.00
PC,801043103228,Casanova - El Duelo de la Rosa Negra,/product_images/Juegos/PC Juegos/801043103228_s.jpg,0.01,830,0.01,0.25
PC,801043104423,Los Secretos De Alamut,/product_images/Juegos/PC Juegos/801043104423_s.jpg,0.20,830,0.10,0.75
PC,8011642020501,National Geographic Challenge,/product_images/Juegos/PC Juegos/8011642020501_s.jpg,0.01,830,0.01,0.25
PC,8011642020549,SKB 2011 FIM Superbike World Championshi,/product_images/Juegos/PC Juegos/8011642020549_s.jpg,0.30,830,0.10,1.00
PC,8011642021140,WRC 2 FIA World Rally Championship,/product_images/Juegos/PC Juegos/8011642021140_s.jpg,0.50,830,0.30,1.50
PC,8015126560248,Viva El Ajedrez Y Las Damas,/product_images/Juegos/PC Juegos/8015126560248_s.jpg,0.01,830,0.01,0.25
PC,8023171011981,Arma: Armed Assault,/product_images/Juegos/PC Juegos/8023171011981_s.jpg,3.00,830,2.00,10.00
PC,8023171013084,Arma: Armed Assault Gold Edition,/product_images/Juegos/PC Juegos/8023171013084_s.jpg,1.00,830,0.50,3.50
PC,8023171013527,Arma: Queens Gambit (Expansio),/product_images/Juegos/PC Juegos/8023171013527_s.jpg,0.01,830,0.01,0.10
PC,8023171014234,Men of War,/product_images/Juegos/PC Juegos/8023171014234_s.jpg,0.40,830,0.20,1.50
PC,8023171015309,Cryostasis,/product_images/Juegos/PC Juegos/8023171015309_s.jpg,0.90,830,0.40,3.00
PC,8023171015354,Necrovision,/product_images/Juegos/PC Juegos/8023171015354_s.jpg,0.70,830,0.30,2.50
PC,8023171020235,PC Liga Trivia,/product_images/Juegos/PC Juegos/8023171020235_s.jpg,0.01,830,0.01,0.10
PC,8023171020242,ACB Total 2009-2010,/product_images/Juegos/PC Juegos/8023171020242_s.jpg,0.10,830,0.01,0.50
PC,8023171025599,Dawn Of Fantasy,/product_images/Juegos/PC Juegos/8023171025599_s.jpg,2.00,830,1.20,6.00
PC,8023171028972,Top Gun,/product_images/Juegos/PC Juegos/8023171028972_s.jpg,0.70,830,0.30,2.50
PC,8023171037981,Rocket League - Collector's Edition,/product_images/Juegos/PC Juegos/8023171037981_s.jpg,3.00,830,2.00,10.00
PC,8033064530253,Dangerous Heaven,/product_images/Juegos/PC Juegos/8033064530253_s.jpg,0.01,830,0.01,0.25
PC,8033087051995,Anubis 2,/product_images/Juegos/PC Juegos/8033087051995_s.jpg,0.30,830,0.10,1.00
PC,8033102490730,SBK X,/product_images/Juegos/PC Juegos/8033102490730_s.jpg,0.20,830,0.10,0.75
PC,8033102491102,Superstars V8 Next Challenge,/product_images/Juegos/PC Juegos/8033102491102_s.jpg,0.60,830,0.30,2.00
PC,8033102491287,Dangerous Waters 2DVD,/product_images/Juegos/PC Juegos/8033102491287_s.jpg,0.30,830,0.10,1.00
PC,8033102491294,Evolution GT,/product_images/Juegos/PC Juegos/8033102491294_s.jpg,0.40,830,0.20,1.50
PC,8033102491317,Battle Of Europe,/product_images/Juegos/PC Juegos/8033102491317_s.jpg,0.40,830,0.20,1.50
PC,8033102491324,Supreme Ruler 2010,/product_images/Juegos/PC Juegos/8033102491324_s.jpg,0.10,830,0.01,0.50
PC,8033102491362,Super-Bikes,/product_images/Juegos/PC Juegos/8033102491362_s.jpg,0.10,830,0.01,0.50
PC,8033102491508,Great Battles of Rome,/product_images/Juegos/PC Juegos/8033102491508_s.jpg,1.00,830,0.50,3.50
PC,8033102491638,Superbikes 2008,/product_images/Juegos/PC Juegos/8033102491638_s.jpg,0.01,830,0.01,0.10
PC,8033102491683,Diabolik: The Original Sin,/product_images/Juegos/PC Juegos/8033102491683_s.jpg,0.01,830,0.01,0.10
PC,8033102492130,WISA - World Rally Championship,/product_images/Juegos/PC Juegos/8033102492130_s.jpg,1.00,830,0.50,3.50
PC,8033102493267,Nat Geo Quiz Wild Life,/product_images/Juegos/PC Juegos/8033102493267_s.jpg,0.01,830,0.01,0.10
PC,8033493991151,Adventures Pack Microids 30 Aniversario (P),/product_images/Juegos/PC Juegos/8033493991151_s.jpg,2.00,830,1.20,6.00
PC,805529012592,"Zoo Tycoon, Dinosaur Digs (Expansion)",/product_images/Juegos/PC Juegos/805529012592_s.jpg,0.30,830,0.10,1.00
PC,805529121188,Links 2003,/product_images/Juegos/PC Juegos/805529121188_s.jpg,0.10,830,0.01,0.50
PC,805529128170,Combat Flight Simulator 3 batalla Europa,/product_images/Juegos/PC Juegos/805529128170_s.jpg,1.00,830,0.50,3.50
PC,805529154674,Age of Mythology Collectors Edition,/product_images/Juegos/PC Juegos/805529154674_s.jpg,1.40,830,0.80,4.00
PC,805529466258,HALO (P),/product_images/Juegos/PC Juegos/805529466258_s.jpg,3.00,830,2.00,10.00
PC,805529929142,Zoo Tycoon 2,/product_images/Juegos/PC Juegos/805529929142_s.jpg,1.00,830,0.50,3.50
PC,8059617100773,WRC FIA World Rally Championship 3,/product_images/Juegos/PC Juegos/8059617100773_s.jpg,1.00,830,0.60,3.00
PC,8059617101879,MXGP - The Official Motocross Videogame,/product_images/Juegos/PC Juegos/8059617101879_s.jpg,1.00,830,0.50,3.50
PC,8059617102449,Moto GP 14,/product_images/Juegos/PC Juegos/8059617102449_s.jpg,0.70,830,0.30,2.50
PC,8059617103231,Ride,/product_images/Juegos/PC Juegos/8059617103231_s.jpg,3.00,830,2.00,10.00
PC,8059617103958,Moto GP 15 (P),/product_images/Juegos/PC Juegos/8059617103958_s.jpg,2.00,830,1.60,8.00
PC,8059617104290,Sebastien Loeb Rally Evo,/product_images/Juegos/PC Juegos/8059617104290_s.jpg,4.00,830,2.00,12.00
PC,8059617105853,Ride 2 (S),/product_images/Juegos/PC Juegos/8059617105853_s.jpg,6.00,830,3.00,18.00
PC,828068103248,Age of Empires III 3CD (UK) (SN),/product_images/Juegos/PC Juegos/828068103248_s.jpg,4.00,830,2.00,12.00
PC,828068103255,Age of Empires II - Gold Edition,/product_images/Juegos/PC Juegos/828068103255_s.jpg,2.00,830,1.20,6.00
PC,828068103446,Age of Empires III: The Asian Dynasties (Mac),/product_images/Juegos/PC Juegos/828068103446_s.jpg,3.00,830,2.00,10.00
PC,831053002396,Trainz Simulator 2009: World Builder,/product_images/Juegos/PC Juegos/831053002396_s.jpg,0.70,830,0.30,2.50
PC,831053002723,Trainz 2010 Engineer's Edition,/product_images/Juegos/PC Juegos/831053002723_s.jpg,2.00,830,1.60,8.00
PC,838639004737,8 Great Games for Girls,/product_images/Juegos/PC Juegos/838639004737_s.jpg,1.40,830,0.80,4.00
PC,8402862060109,Anima: Gate Of Memories (P),/product_images/Juegos/PC Juegos/8402862060109_s.jpg,7.00,830,5.00,12.00
PC,8402862060154,Zenith,/product_images/Juegos/PC Juegos/8402862060154_s.jpg,4.00,830,2.00,12.00
PC,8402862869375,Rambo Video Game Collection 4 Disc,/product_images/Juegos/PC Juegos/8402862869375_s.jpg,5.00,830,3.00,15.00
PC,8413042873198,TV Star,/product_images/Juegos/PC Juegos/8413042873198_s.jpg,0.10,830,0.01,0.50
PC,8414185032039,Tiger Woods PGA Tour 06,/product_images/Juegos/PC Juegos/8414185032039_s.jpg,0.01,830,0.01,0.25
PC,8414185032046,Madden NFL 06,/product_images/Juegos/PC Juegos/8414185032046_s.jpg,0.01,830,0.01,0.25
PC,8414185032053,NHL 2006,/product_images/Juegos/PC Juegos/8414185032053_s.jpg,0.10,830,0.01,0.50
PC,8414185032077,NBA Live 06,/product_images/Juegos/PC Juegos/8414185032077_s.jpg,0.10,830,0.01,0.50
PC,8414185032237,Half-Life 2 (GOTY) (P),/product_images/Juegos/PC Juegos/8414185032237_s.jpg,1.40,830,0.80,4.00
PC,8414185032251,Battlefield Special Forces (Expansion),/product_images/Juegos/PC Juegos/8414185032251_s.jpg,0.30,830,0.10,1.00
PC,8414185032282,Counter Strike 1 Antologia (P),/product_images/Juegos/PC Juegos/8414185032282_s.jpg,2.00,830,1.60,8.00
PC,8414185032299,Counter Strike: Source (P),/product_images/Juegos/PC Juegos/8414185032299_s.jpg,0.40,830,0.20,1.50
PC,8414185032305,Half Life 1 Antologia (SN) 1DVD (P),/product_images/Juegos/PC Juegos/8414185032305_s.jpg,2.00,830,1.20,6.00
PC,8414185032398,Sims 2- Navideno Pack,/product_images/Juegos/PC Juegos/8414185032398_s.jpg,5.00,830,3.00,15.00
PC,8414185032428,Namco Museum 50th Anniversary,/product_images/Juegos/PC Juegos/8414185032428_s.jpg,0.70,830,0.30,2.50
PC,8414185032510,Half Life 2 - Episodes One (P),/product_images/Juegos/PC Juegos/8414185032510_s.jpg,1.00,830,0.50,3.50
PC,8414185032527,Battlefield 2 Deluxe Edition,/product_images/Juegos/PC Juegos/8414185032527_s.jpg,2.00,830,1.20,6.00
PC,8414185032602,Black & White 2 Expansion Pack,/product_images/Juegos/PC Juegos/8414185032602_s.jpg,0.10,830,0.01,0.50
PC,8414185032756,Harry Potter La Coleccion,/product_images/Juegos/PC Juegos/8414185032756_s.jpg,4.00,830,2.00,12.00
PC,8414185032770,2142 Battlefield (P),/product_images/Juegos/PC Juegos/8414185032770_s.jpg,1.40,830,0.80,4.00
PC,8414185032862,Rail Simulator (P),/product_images/Juegos/PC Juegos/8414185032862_s.jpg,2.00,830,1.20,6.00
PC,8414185032886,Crysis (P),/product_images/Juegos/PC Juegos/8414185032886_s.jpg,3.00,830,2.00,10.00
PC,8414185032886,Crysis (SN) Offline,/product_images/Juegos/PC Juegos/8414185032886B_s.jpg,1.40,830,0.80,4.00
PC,8414185033289,Command & Conquer 3: Tiberium Wars (SN),/product_images/Juegos/PC Juegos/8414185033289_s.jpg,1.50,830,0.70,5.00
PC,8414185033319,Fashion Academy (Academia de La Moda),/product_images/Juegos/PC Juegos/8414185033319_s.jpg,0.40,830,0.20,1.50
PC,8414185033340,UEFA Champions League 2006-2007 (SN),/product_images/Juegos/PC Juegos/8414185033340_s.jpg,0.10,830,0.01,0.50
PC,8414185033524,Los Sims Historias De Mascotas (SN),/product_images/Juegos/PC Juegos/8414185033524_s.jpg,2.00,830,1.20,6.00
PC,8414185033531,Spore (P),/product_images/Juegos/PC Juegos/8414185033531_s.jpg,2.00,830,1.60,8.00
PC,8414185033548,Left 4 Dead (P),/product_images/Juegos/PC Juegos/8414185033548_s.jpg,2.00,830,1.60,8.00
PC,8414185033562,Tiger Woods PGA Tour 08,/product_images/Juegos/PC Juegos/8414185033562_s.jpg,0.01,830,0.01,0.10
PC,8414185033616,Harry Potter Y La Orden Del Fenix,/product_images/Juegos/PC Juegos/8414185033616_s.jpg,2.00,830,1.20,6.00
PC,8414185033692,The Orange Box (P),/product_images/Juegos/PC Juegos/8414185033692_s.jpg,5.00,830,3.00,15.00
PC,8414185033708,Sim City Societies,/product_images/Juegos/PC Juegos/8414185033708_s.jpg,0.10,830,0.01,0.50
PC,8414185033982,Batalla por la Tierra Media I & II,/product_images/Juegos/PC Juegos/8414185033982_s.jpg,5.00,830,3.00,15.00
PC,8414185034019,Crysis (Ed. Es.) (P),/product_images/Juegos/PC Juegos/8414185034019_s.jpg,13.00,830,9.00,22.00
PC,8414185034026,Los Sims 2: Historias de Naufragos,/product_images/Juegos/PC Juegos/8414185034026_s.jpg,5.00,830,3.00,15.00
PC,8414185034224,2142 Battlefield Deluxe Edition (P),/product_images/Juegos/PC Juegos/8414185034224_s.jpg,9.00,830,6.00,15.00
PC,8414185034231,Command & Conquer 3: La Ira de Kane (SN),/product_images/Juegos/PC Juegos/8414185034231_s.jpg,1.00,830,0.50,3.50
PC,8414185034262,UEFA Euro 2008,/product_images/Juegos/PC Juegos/8414185034262_s.jpg,0.01,830,0.01,0.10
PC,8414185034453,Senor de los Anillos: La Batalla por la Tierra Media 2+ Ex (SN),/product_images/Juegos/PC Juegos/8414185034453_s.jpg,3.00,830,2.00,10.00
PC,8414185034460,Mirrors Edge (P),/product_images/Juegos/PC Juegos/8414185034460_s.jpg,0.60,830,0.30,2.00
PC,8414185034521,Spore: Galactic Edition (P),/product_images/Juegos/PC Juegos/8414185034521_s.jpg,5.00,830,3.00,15.00
PC,8414185034545,Team Fortress 2 (15) (P),/product_images/Juegos/PC Juegos/8414185034545_s.jpg,2.00,830,1.60,8.00
PC,8414185034569,Mass Effect (P) (SN),/product_images/Juegos/PC Juegos/8414185034569_s.jpg,2.00,830,1.60,8.00
PC,841418503456,Mass Effect (P),/product_images/Juegos/PC Juegos/841418503456A_s.jpg,1.40,830,0.80,4.00
PC,8414185034590,Dead Space (P),/product_images/Juegos/PC Juegos/8414185034590_s.jpg,0.30,830,0.10,1.00
PC,8414185034606,Sim City Societies: Deluxe Edition,/product_images/Juegos/PC Juegos/8414185034606_s.jpg,0.60,830,0.30,2.00
PC,8414185050095,Clive Barkers Undying***1CD,/product_images/Juegos/PC Juegos/8414185050095_s.jpg,-1,830,-1,9.99
PC,8414185050118,Nox,/product_images/Juegos/PC Juegos/8414185050118_s.jpg,0.10,830,0.01,0.50
PC,8414185050149,Shogun Total War The Mongol Invasion (SN) E,/product_images/Juegos/PC Juegos/8414185050149_s.jpg,0.60,830,0.30,2.00
PC,8414185050156,Third Dawn,/product_images/Juegos/PC Juegos/8414185050156_s.jpg,0.01,830,0.01,0.10
PC,8414185050200,Sub Command,/product_images/Juegos/PC Juegos/8414185050200_s.jpg,0.10,830,0.01,0.50
PC,8414185050217,F1 2001,/product_images/Juegos/PC Juegos/8414185050217_s.jpg,0.20,830,0.10,0.75
PC,8414185050231,Sid Meier's Sim Golf,/product_images/Juegos/PC Juegos/8414185050231_s.jpg,0.10,830,0.01,0.50
PC,8414185050323,Command y Conquer: Tiberian Sun,/product_images/Juegos/PC Juegos/8414185050323_s.jpg,0.70,830,0.30,2.50
PC,8414185050392,Moto Racer 3,/product_images/Juegos/PC Juegos/8414185050392_s.jpg,0.01,830,0.01,0.25
PC,8414185050484,Black & White Creature Isle (SN) Expansio,/product_images/Juegos/PC Juegos/8414185050484_s.jpg,0.40,830,0.20,1.50
PC,8414185050514,Mundial FIFA 2002,/product_images/Juegos/PC Juegos/8414185050514_s.jpg,0.01,830,0.01,0.25
PC,8414185050521,F1 2002,/product_images/Juegos/PC Juegos/8414185050521_s.jpg,0.10,830,0.01,0.50
PC,8414185050538,Ultima Online (Lord Blackthorns Revenge),/product_images/Juegos/PC Juegos/8414185050538_s.jpg,0.10,830,0.01,0.50
PC,8414185050552,Clive Barker's Undying,/product_images/Juegos/PC Juegos/8414185050552_s.jpg,0.60,830,0.30,2.00
PC,8414185050569,F1 Championship Season 2000,/product_images/Juegos/PC Juegos/8414185050569_s.jpg,0.10,830,0.01,0.50
PC,8414185050576,Madden 2001,/product_images/Juegos/PC Juegos/8414185050576_s.jpg,0.10,830,0.01,0.50
PC,8414185050590,Shogun Total War,/product_images/Juegos/PC Juegos/8414185050590_s.jpg,0.10,830,0.01,0.50
PC,8414185050675,Madden 2003,/product_images/Juegos/PC Juegos/8414185050675_s.jpg,0.01,830,0.01,0.25
PC,8414185050699,Lego Island Xtreme Stunts,/product_images/Juegos/PC Juegos/8414185050699_s.jpg,0.01,830,0.01,0.10
PC,8414185050705,Need For Speed: Hot Pursuit 2,/product_images/Juegos/PC Juegos/8414185050705_s.jpg,0.70,830,0.30,2.50
PC,8414185050798,Freedom Fighters,/product_images/Juegos/PC Juegos/8414185050798_s.jpg,0.10,830,0.01,0.50
PC,8414185050804,Medal of Honor Spearhead Expansion,/product_images/Juegos/PC Juegos/8414185050804_s.jpg,1.30,830,0.60,4.50
PC,8414185050934,Sid Meier's Alpha Centauri,/product_images/Juegos/PC Juegos/8414185050934_s.jpg,1.00,830,0.50,3.50
PC,8414185050941,Populous El Principio,/product_images/Juegos/PC Juegos/8414185050941_s.jpg,0.10,830,0.01,0.50
PC,8414185050989,Tiger Woods PGA Tour 2003,/product_images/Juegos/PC Juegos/8414185050989_s.jpg,0.01,830,0.01,0.25
PC,8414185051016,Battlefield 1942 The Road To Rome,/product_images/Juegos/PC Juegos/8414185051016_s.jpg,0.70,830,0.30,2.50
PC,8414185051139,F1 CHALLENGE 99-02,/product_images/Juegos/PC Juegos/8414185051139_s.jpg,0.60,830,0.30,2.00
PC,8414185051153,Rugby 2004,/product_images/Juegos/PC Juegos/8414185051153_s.jpg,0.10,830,0.01,0.50
PC,8414185051160,Madden 2004,/product_images/Juegos/PC Juegos/8414185051160_s.jpg,0.01,830,0.01,0.10
PC,8414185051177,Tiger Woods PGA Tour 2004,/product_images/Juegos/PC Juegos/8414185051177_s.jpg,0.10,830,0.01,0.50
PC,8414185051184,Total club manager 2004,/product_images/Juegos/PC Juegos/8414185051184_s.jpg,0.10,830,0.01,0.50
PC,8414185051191,Harry Potter Quidditch,/product_images/Juegos/PC Juegos/8414185051191_s.jpg,0.40,830,0.20,1.50
PC,8414185051245,Need For Speed Porsche 2000+SuperBike01,/product_images/Juegos/PC Juegos/8414185051245_s.jpg,1.50,830,0.70,5.00
PC,8414185051252,Madden 2002 - NHL 2002 Classics 2 en 1,/product_images/Juegos/PC Juegos/8414185051252_s.jpg,0.01,830,0.01,0.10
PC,8414185051269,Shogun Gold Edition,/product_images/Juegos/PC Juegos/8414185051269_s.jpg,0.60,830,0.30,2.00
PC,8414185051276,Sim City 3000 + Theme Park,/product_images/Juegos/PC Juegos/8414185051276_s.jpg,0.70,830,0.30,2.50
PC,8414185051306,Battlefield 1942 Secret Weapon Of WWII,/product_images/Juegos/PC Juegos/8414185051306_s.jpg,0.60,830,0.30,2.00
PC,8414185051313,NBA Live 04 (SN) 2CD,/product_images/Juegos/PC Juegos/8414185051313_s.jpg,0.10,830,0.01,0.50
PC,8414185051368,Sim City 4 hora punta expansion,/product_images/Juegos/PC Juegos/8414185051368_s.jpg,0.30,830,0.10,1.00
PC,8414185051382,Medal of Honor Breakthrough (SN) Exp,/product_images/Juegos/PC Juegos/8414185051382_s.jpg,1.50,830,0.70,5.00
PC,8414185051405,Comand Conquer Zero Hour disco expansion,/product_images/Juegos/PC Juegos/8414185051405_s.jpg,0.60,830,0.30,2.00
PC,8414185051467,Command & Conquers Generals Deluxe (SN),/product_images/Juegos/PC Juegos/8414185051467_s.jpg,1.00,830,0.50,3.50
PC,8414185051535,Battlefield Vietnam (P),/product_images/Juegos/PC Juegos/8414185051535_s.jpg,0.40,830,0.20,1.50
PC,8414185051566,NHL 2003,/product_images/Juegos/PC Juegos/8414185051566_s.jpg,0.10,830,0.01,0.50
PC,8414185051610,UEFA Euro 2004,/product_images/Juegos/PC Juegos/8414185051610_s.jpg,0.10,830,0.01,0.50
PC,8414185051634,Catwoman,/product_images/Juegos/PC Juegos/8414185051634_s.jpg,0.10,830,0.01,0.50
PC,8414185051689,Madden 2005 (SN) 3CD,/product_images/Juegos/PC Juegos/8414185051689_s.jpg,0.20,830,0.10,0.75
PC,8414185051696,NHL 2005 (SN) 2CD,/product_images/Juegos/PC Juegos/8414185051696_s.jpg,0.10,830,0.01,0.50
PC,8414185051702,Armies Of Exigo (SN) 2 CD,/product_images/Juegos/PC Juegos/8414185051702_s.jpg,0.10,830,0.01,0.50
PC,8414185051719,Tiger Woods PGA Tour 2005 (SN) 3CD,/product_images/Juegos/PC Juegos/8414185051719_s.jpg,0.20,830,0.10,0.75
PC,8414185051726,Knights of Honor,/product_images/Juegos/PC Juegos/8414185051726_s.jpg,0.90,830,0.40,3.00
PC,8414185051740,NBA Live 2005 (SN) 2CD,/product_images/Juegos/PC Juegos/8414185051740_s.jpg,0.10,830,0.01,0.50
PC,8414185051801,Ultima Online Samurai Empire (SN),/product_images/Juegos/PC Juegos/8414185051801_s.jpg,0.01,830,0.01,0.10
PC,8414185051900,Rugby 2005,/product_images/Juegos/PC Juegos/8414185051900_s.jpg,0.10,830,0.01,0.50
PC,8414185054345,"Sims, The - Triple Deluxe (SN)",/product_images/Juegos/PC Juegos/8414185054345_s.jpg,0.20,830,0.10,0.75
PC,8414185054536,Sims 2 - Na Noite,/product_images/Juegos/PC Juegos/8414185054536_s.jpg,0.30,830,0.10,1.00
PC,8414185058190,"FIFA, Rumbo Al Mundial 98",/product_images/Juegos/PC Juegos/8414185058190_s.jpg,0.10,830,0.01,0.50
PC,8414185059876,Los Sims Mas Vivos Que Nunca (SN) 1Cd,/product_images/Juegos/PC Juegos/8414185059876_s.jpg,0.20,830,0.10,0.75
PC,8414185059999,NBA Live 2001,/product_images/Juegos/PC Juegos/8414185059999_s.jpg,0.40,830,0.20,1.50
PC,8414185071007,Blancanieves Coleccion Princesas,/product_images/Juegos/PC Juegos/8414185071007_s.jpg,0.20,830,0.10,0.75
PC,8414185071090,Ultimate ride,/product_images/Juegos/PC Juegos/8414185071090_s.jpg,0.01,830,0.01,0.25
PC,8414185071151,Peter Pan En El Pais De Nunca Jamas,/product_images/Juegos/PC Juegos/8414185071151_s.jpg,0.10,830,0.01,0.50
PC,8414185090022,Star Wars Rebelion,/product_images/Juegos/PC Juegos/8414185090022_s.jpg,2.00,830,1.20,6.00
PC,8414185090206,Indiana Jones y la Maquina Infernal.,/product_images/Juegos/PC Juegos/8414185090206_s.jpg,2.00,830,1.40,7.00
PC,8414185090305,Star Wars Battle for Naboo,/product_images/Juegos/PC Juegos/8414185090305_s.jpg,0.90,830,0.40,3.00
PC,8414185090336,Star Wars - La Amenaza Fantasma,/product_images/Juegos/PC Juegos/8414185090336_s.jpg,0.90,830,0.40,3.00
PC,8414185300046,Littlest Pet Shop,/product_images/Juegos/PC Juegos/8414185300046_s.jpg,0.10,830,0.01,0.50
PC,8414185300053,Portal (P),/product_images/Juegos/PC Juegos/8414185300053_s.jpg,2.00,830,1.60,8.00
PC,8414185300084,Senor De Los Anillos: La Conquista (P),/product_images/Juegos/PC Juegos/8414185300084_s.jpg,1.80,830,1.00,5.00
PC,8414185300138,"Saboteur, The",/product_images/Juegos/PC Juegos/8414185300138_s.jpg,1.00,830,0.50,3.50
PC,8414185300152,Command & Conquer Red Alert 3,/product_images/Juegos/PC Juegos/8414185300152_s.jpg,0.90,830,0.40,3.00
PC,8414185300183,Sims 3 EE,/product_images/Juegos/PC Juegos/8414185300183_s.jpg,12.00,830,7.00,35.00
PC,8414185300220,Spore Creature Creator,/product_images/Juegos/PC Juegos/8414185300220_s.jpg,2.00,830,1.60,8.00
PC,8414185300282,Battleforge,/product_images/Juegos/PC Juegos/8414185300282_s.jpg,0.30,830,0.10,1.00
PC,8414185300312,Fifa 08 + NBA Live 08,/product_images/Juegos/PC Juegos/8414185300312_s.jpg,0.10,830,0.01,0.50
PC,8414185300404,Rail Similator 2007,/product_images/Juegos/PC Juegos/8414185300404_s.jpg,0.30,830,0.10,1.00
PC,8414185300442,Los sims Historias Coleccion,/product_images/Juegos/PC Juegos/8414185300442_s.jpg,3.00,830,2.00,10.00
PC,8414185300503,Spore Factoria De Criaturas,/product_images/Juegos/PC Juegos/8414185300503_s.jpg,0.70,830,0.30,2.50
PC,8414185300725,Need For Speed: Shift (P),/product_images/Juegos/PC Juegos/8414185300725_s.jpg,0.90,830,0.40,3.00
