categoria_str,precio_intercambio,precio_venta,img_caratula,precio_compra,titulo,categoria_id,sku
PSP,0.10,0.50,/product_images/Juegos/PSP Juegos/8436038250674_s.jpg,0.01,Autoescuela Aprueba Conmigo,862,8436038250674
PSP,0.30,1.00,/product_images/Juegos/PSP Juegos/8717418107154_s.jpg,0.10,Lumines II,862,8717418107154
PSP,0.30,1.00,/product_images/Juegos/PSP Juegos/8717418281595_s.jpg,0.10,Tron Evolution,862,8717418281595
Wii,6.00,10.00,/product_images/Juegos/Wii Juegos/5030934067027_s.jpg,4.00,Harry Potter y el Misterio del Principe,831,5030934067027
Wii,3.00,6.00,/product_images/Juegos/Wii Juegos/5030934068673_s.jpg,2.00,Rock Band 2 (Solo Juego),831,5030934068673
Wii,0.30,1.00,/product_images/Juegos/Wii Juegos/5030934068680_s.jpg,0.20,Rock Band (Pack de Canciones),831,5030934068680
Nintendo 3DS,6.00,10.00,/product_images/Juegos/3DS Juegos/5030917125256_s.jpg,4.00,Fast & Furious: Showdown,977,5030917125256
PlayStation 4,18.00,30.00,/product_images/Juegos/PS4 Juegos/5030917185991_s.jpg,13.00,Masacre Deadpool,1001,5030917185991
PC,0.40,1.50,/product_images/Juegos/PC Juegos/3307210149022_s.jpg,0.20,Combat Flight Simulator Serie Europa,830,3307210149022
PlayStation 3,13.00,22.00,/product_images/Juegos/PS3 Juegos/5051893229158_s.jpg,9.00,LEGO Star Wars: El Despertar De La Fuerza,821,5051893229158
PSP,0.30,1.00,/product_images/Juegos/PSP Juegos/8717418315085_s.jpg,0.10,Split/Second Velocity,862,8717418315085
Wii,1.30,3.50,/product_images/Juegos/Wii Juegos/5030934085403B_s.jpg,0.80,EA Sports Active V2 (Solo Juego),831,5030934085403
Nintendo DS,3.00,6.00,/product_images/Juegos/DS Juegos/5060138441958_s.jpg,2.00,Bleach Dark Souls,834,5060138441958
Nintendo 3DS,7.00,12.00,/product_images/Juegos/3DS Juegos/5030917131486_s.jpg,5.00,Bob Esponja: La Venganza De Plankton,977,5030917131486
PlayStation 4,34.00,55.00,/product_images/Juegos/PS4 Juegos/5030917199363_s.jpg,24.00,Skylanders Imaginators Dark Edition Starter Pack,1001,5030917199363
PC,0.01,0.25,/product_images/Juegos/PC Juegos/843601015054100009_s.jpg,0.01,Fritz 6,830,843601015054100009
PlayStation 3,1.50,4.00,/product_images/Juegos/PS3 Juegos/711719251446_s.jpg,0.90,Sports Champions 2,821,711719251446
PSP,4.00,12.00,/product_images/Juegos/PSP Juegos/8717545402481_s.jpg,2.00,Obscure - The Aftermath,862,8717545402481
Wii,7.00,12.00,/product_images/Juegos/Wii Juegos/5030934092197_s.jpg,5.00,Hasbro Juegos En Familia 3,831,5030934092197
Wii,5.00,8.00,/product_images/Juegos/Wii Juegos/5030935059267_s.jpg,3.00,Playground,831,5030935059267
Nintendo DS,0.60,2.00,/product_images/Juegos/DS Juegos/045496469986_s.jpg,0.30,Jam With The Band,834,045496469986
Nintendo DS,3.00,5.00,/product_images/Juegos/DS Juegos/5060138437630_s.jpg,2.00,Iron Man,834,5060138437630
Nintendo DS,6.00,10.00,/product_images/Juegos/DS Juegos/5060136650635_s.jpg,4.00,Babysitting Mania,834,5060136650635
Nintendo 3DS,9.00,15.00,/product_images/Juegos/3DS Juegos/5030917131806_s.jpg,7.00,Teenage Mutant Ninja Turtles TMNT,977,5030917131806
Nintendo 3DS,5.00,15.00,/product_images/Juegos/3DS Juegos/5030917132636_s.jpg,3.00,Skylanders: Swap Force - Starter Pack,977,5030917132636
PlayStation 4,3.00,8.00,/product_images/Juegos/PS4 Juegos/5060057023266_s.jpg,1.90,Stick It To The Man,1001,5060057023266
PlayStation 4,9.00,15.00,/product_images/Juegos/PS4 Juegos/5060188670018_s.jpg,6.00,Los 40 Principales - Vol 2 (Solo Juego),1001,5060188670018
PlayStation 4,9.00,15.00,/product_images/Juegos/PS4 Juegos/5060188670094_s.jpg,6.00,Super Dungeon Bros,1001,5060188670094
PC,0.70,2.50,/product_images/Juegos/PC Juegos/5055277013982_s.jpg,0.30,House Of The Dead (18),830,5055277013982
PC,0.60,2.00,/product_images/Juegos/PC Juegos/3546430107881_s.jpg,0.30,Magic the Gathering - Battlegrounds,830,3546430107881
PC,0.10,0.50,/product_images/Juegos/PC Juegos/9006113150343_s.jpg,0.01,Painkiller Expansion Overdose,830,9006113150343
PlayStation 3,7.00,12.00,/product_images/Juegos/PS3 Juegos/3296580810468_s.jpg,5.00,Dragon Ball Z Raging Blast,821,3296580810468
PlayStation 3,6.00,10.00,/product_images/Juegos/PS3 Juegos/5055060926857_s.jpg,4.00,Moto GP 10/11,821,5055060926857
PlayStation 3,11.00,18.00,/product_images/Juegos/PS3 Juegos/093155148703_s.jpg,8.00,Wolfenstein: The New Order,821,093155148703
PSP,0.40,1.50,/product_images/Juegos/PSP Juegos/9006113139225_s.jpg,0.20,Freak Out: Extreme Freeride,862,9006113139225
PSP,6.00,18.00,/product_images/Juegos/PSP Juegos/4012927064047_s.jpg,3.00,Silent Hill: Shattered Memories,862,4012927064047
PSP,2.00,8.00,/product_images/Juegos/PSP Juegos/5055060910788_s.jpg,1.60,Capcom Classics Collection Reloaded,862,5055060910788
Wii,2.00,4.00,/product_images/Juegos/Wii Juegos/5037930150494_s.jpg,1.80,TNA Impact,831,5037930150494
Wii,1.10,3.00,/product_images/Juegos/Wii Juegos/5051603226330_s.jpg,0.70,Guinness World of Records,831,5051603226330
Wii,1.90,5.00,/product_images/Juegos/Wii Juegos/5051893058864_s.jpg,1.20,Green Lantern: Rise of the Manhunters,831,5051893058864
Nintendo DS,0.50,1.50,/product_images/Juegos/DS Juegos/5021290029972_s.jpg,0.30,Pony Friends,834,5021290029972
Nintendo DS,1.90,5.00,/product_images/Juegos/DS Juegos/3307211607972_s.jpg,1.20,Mi Experto en Perros,834,3307211607972
Nintendo DS,6.00,10.00,/product_images/Juegos/DS Juegos/045496464592_s.jpg,4.00,Elite Beat Agents,834,045496464592
Nintendo 3DS,6.00,10.00,/product_images/Juegos/3DS Juegos/5030917142185_s.jpg,4.00,Cut The Rope,977,5030917142185
Nintendo 3DS,9.00,15.00,/product_images/Juegos/3DS Juegos/5030917147098_s.jpg,7.00,Skylanders Trap Team Starter Pack,977,5030917147098
PlayStation 4,26.00,42.00,/product_images/Juegos/PS4 Juegos/5060201655794_s.jpg,18.00,BlazBlue Central Fiction,1001,5060201655794
PlayStation 4,4.00,12.00,/product_images/Juegos/PS4 Juegos/5060236960979_s.jpg,2.00,Flockers,1001,5060236960979
PlayStation 4,12.00,20.00,/product_images/Juegos/PS4 Juegos/5060236965752_s.jpg,9.00,Overcooked,1001,5060236965752
Xbox 360,3.00,5.00,/product_images/Juegos/Xbox 360 Juegos/882224053594_s.jpg,2.00,Kameo Elements Of Power,827,882224053594
PC,0.01,0.10,/product_images/Juegos/PC Juegos/9788439594789_s.jpg,0.01,Monstruos S.A. Pinball Bestial,830,9788439594789
PC,0.50,1.50,/product_images/Juegos/PC Juegos/3307210243928_s.jpg,0.30,Rayman,830,3307210243928
PC,0.60,2.00,/product_images/Juegos/PC Juegos/3307212278225_s.jpg,0.30,Far Cry 2 (Ed. Fortune's) (P),830,3307212278225
PlayStation 3,1.10,3.00,/product_images/Juegos/PS3 Juegos/711719779452_s.jpg,0.70,Singstar ABBA (Solo Juego),821,711719779452
PlayStation 3,5.00,8.00,/product_images/Juegos/PS3 Juegos/3307211615045_s.jpg,3.00,Elder Scrolls IV: Oblivion GOTY,821,3307211615045
PlayStation 3,13.00,22.00,/product_images/Juegos/PS3 Juegos/5030917123443_s.jpg,9.00,Walking Dead: Survival Instinct,821,5030917123443
PSP,0.30,1.00,/product_images/Juegos/PSP Juegos/711719151685_s.jpg,0.10,Mega Minis Volume 2,862,711719151685
PSP,2.00,6.00,/product_images/Juegos/PSP Juegos/711719429258_s.jpg,1.20,Patapon,862,711719429258
PSP,0.40,1.50,/product_images/Juegos/PSP Juegos/3307211607293_s.jpg,0.20,Animalz: Una Familia de Dogz,862,3307211607293
Wii,11.00,18.00,/product_images/Juegos/Wii Juegos/5051893074659_s.jpg,8.00,Lego Harry Potter : Años 5-7,831,5051893074659
Wii,12.00,20.00,/product_images/Juegos/Wii Juegos/5055060952115_s.jpg,9.00,Tatsunoko vs Capcom: Ultimate All-Stars,831,5055060952115
Nintendo DS,0.90,2.50,/product_images/Juegos/DS Juegos/5030934055420_s.jpg,0.60,Theme Park,834,5030934055420
Nintendo DS,6.00,10.00,/product_images/Juegos/DS Juegos/3307210195135_s.jpg,4.00,Bomberman DS,834,3307210195135
Nintendo DS,3.00,5.00,/product_images/Juegos/DS Juegos/5030934046190_s.jpg,2.00,Los Sims 2,834,5030934046190
Nintendo 3DS,6.00,10.00,/product_images/Juegos/3DS Juegos/5030917148514_s.jpg,4.00,Teenage Mutant Ninja Turtles,977,5030917148514
Nintendo 3DS,6.00,10.00,/product_images/Juegos/3DS Juegos/5030917179914_s.jpg,4.00,Carlitos Y Snoopy El Videojuego,977,5030917179914
Nintendo 3DS,5.00,8.00,/product_images/Juegos/3DS Juegos/5030930100247_s.jpg,3.00,Madden NFL Football,977,5030930100247
PlayStation 4,12.00,20.00,/product_images/Juegos/PS4 Juegos/5060264371044_s.jpg,9.00,Slain Back From Hell,1001,5060264371044
PlayStation 4,13.00,22.00,/product_images/Juegos/PS4 Juegos/5060327530883_s.jpg,9.00,Xtreme Legends - Dynasty Warriors 8,1001,5060327530883
PlayStation 4,13.00,22.00,/product_images/Juegos/PS4 Juegos/5060327531606_s.jpg,9.00,Warriors Orochi 3: Ultimate,1001,5060327531606
Xbox 360,6.00,10.00,/product_images/Juegos/Xbox 360 Juegos/023272009892_s.jpg,4.00,"Star Wars - El Poder De La Fuerza II, 2",827,023272009892
Xbox 360,9.00,15.00,/product_images/Juegos/Xbox 360 Juegos/8023171034324_s.jpg,6.00,Sniper Elite 3,827,8023171034324
Xbox 360,3.00,5.00,/product_images/Juegos/Xbox 360 Juegos/882224746083_s.jpg,2.00,Ninja Blade,827,882224746083
PC,0.90,3.00,/product_images/Juegos/PC Juegos/3512289013871_s.jpg,0.40,Blood Bowl,830,3512289013871
PC,0.40,1.50,/product_images/Juegos/PC Juegos/8436010150213_s.jpg,0.20,Submarine Titans,830,8436010150213
PC,0.70,2.00,/product_images/Juegos/PC Juegos/8436010153467_s.jpg,0.40,Sniper Ghost Warrior,830,8436010153467
PlayStation 3,12.00,20.00,/product_images/Juegos/PS3 Juegos/5030934052849_s.jpg,9.00,Need For Speed: Carbono,821,5030934052849
PlayStation 3,17.00,28.00,/product_images/Juegos/PS3 Juegos/3391891987691_s.jpg,12.00,Naruto Shippuden Ultimate Ninja Storm Collection,821,3391891987691
PlayStation 3,3.00,5.00,/product_images/Juegos/PS3 Juegos/4005209150231_s.jpg,2.00,WWE 2012,821,4005209150231
PSP,1.80,5.00,/product_images/Juegos/PSP Juegos/8430613001422_s.jpg,1.00,Warriors of the Lost Empire,862,8430613001422
PSP,0.60,2.00,/product_images/Juegos/PSP Juegos/711719159964_s.jpg,0.30,"Eye of Judgment Legends, The",862,711719159964
Wii,1.10,3.00,/product_images/Juegos/Wii Juegos/5055277000517_s.jpg,0.70,Let's Tap (Solo Juego),831,5055277000517
Wii,9.00,15.00,/product_images/Juegos/Wii Juegos/5055277003273_s.jpg,6.00,Sonic y El Caballero Negro + Espada,831,5055277003273
Wii,1.50,4.00,/product_images/Juegos/Wii Juegos/5055277011087_s.jpg,0.90,Virtua Tennis 4,831,5055277011087
Nintendo DS,1.90,5.00,/product_images/Juegos/DS Juegos/5017783027044_s.jpg,1.20,Animal Paradise,834,5017783027044
Nintendo DS,5.00,8.00,/product_images/Juegos/DS Juegos/5030917070877_s.jpg,3.00,Call Of Duty: Modern Warfare Mobilizatio,834,5030917070877
Nintendo DS,5.00,8.00,/product_images/Juegos/DS Juegos/5030917087417_s.jpg,3.00,Call Of Duty: Black Ops,834,5030917087417
Nintendo 3DS,19.00,30.00,/product_images/Juegos/3DS Juegos/5036675014542_s.jpg,14.00,Devil Survivor: Overclocked,977,5036675014542
Nintendo 3DS,16.00,25.00,/product_images/Juegos/3DS Juegos/5050740024489_s.jpg,12.00,3D Game Collection - 55-in-1,977,5050740024489
Nintendo 3DS,7.00,12.00,/product_images/Juegos/3DS Juegos/5051892127561_s.jpg,5.00,LEGO Legends Of Chima: Laval's Journey,977,5051892127561
PlayStation 4,15.00,25.00,/product_images/Juegos/PS4 Juegos/5060327531972_s.jpg,11.00,Dead Or Alive: Last Round,1001,5060327531972
PlayStation 4,9.00,15.00,/product_images/Juegos/PS4 Juegos/5060327532573_s.jpg,6.00,Toukiden Kiwami,1001,5060327532573
PlayStation 4,18.00,30.00,/product_images/Juegos/PS4 Juegos/5060327532993_s.jpg,13.00,Nights Of Azure,1001,5060327532993
Xbox 360,12.00,20.00,/product_images/Juegos/Xbox 360 Juegos/3307215802779_s.jpg,9.00,Assassin's Creed: American Saga (No Liberation DLC),827,3307215802779
Xbox 360,7.00,12.00,/product_images/Juegos/Xbox 360 Juegos/5037930101090_s.jpg,5.00,Mortal Kombat Vs. DC Universe,827,5037930101090
Xbox 360,3.00,5.00,/product_images/Juegos/Xbox 360 Juegos/093155140516_s.jpg,2.00,Hunted: The Demons Forge,827,093155140516
PC,1.00,3.50,/product_images/Juegos/PC Juegos/9006113197003_s.jpg,0.50,Stalker: Call of Pripyat,830,9006113197003
PC,0.50,1.50,/product_images/Juegos/PC Juegos/5030934092289_s.jpg,0.30,Fifa 11 (P),830,5030934092289
PlayStation 3,9.00,15.00,/product_images/Juegos/PS3 Juegos/5024866363425_s.jpg,6.00,Formula 1 2014,821,5024866363425
PlayStation 3,9.00,15.00,/product_images/Juegos/PS3 Juegos/5055277004058_s.jpg,6.00,Sonic & SEGA All-Stars Racing,821,5055277004058
PlayStation 3,11.00,18.00,/product_images/Juegos/PS3 Juegos/5051893130065_s.jpg,8.00,Lego Senor De Los Anillos,821,5051893130065
PSP,0.90,3.00,/product_images/Juegos/PSP Juegos/5055060910719_s.jpg,0.40,Power Stone Collection,862,5055060910719
PSP,0.40,1.50,/product_images/Juegos/PSP Juegos/4005209077613_s.jpg,0.20,Juiced Eliminator,862,4005209077613
PSP,0.40,1.50,/product_images/Juegos/PSP Juegos/4005209095877_s.jpg,0.20,Juiced 2: Hot Import Nights,862,4005209095877
Wii,5.00,8.00,/product_images/Juegos/Wii Juegos/5055377601553_s.jpg,3.00,Dino Strike (Solo Juego),831,5055377601553
Wii,3.00,6.00,/product_images/Juegos/Wii Juegos/5060004769384_s.jpg,2.00,Super Monkey Ball Banana Blitz,831,5060004769384
Wii,0.50,1.50,/product_images/Juegos/Wii Juegos/5060112741029_s.jpg,0.30,Pool Party,831,5060112741029
Nintendo DS,1.90,5.00,/product_images/Juegos/DS Juegos/5030917091452_s.jpg,1.20,007: GoldenEye,834,5030917091452
Nintendo DS,0.70,2.50,/product_images/Juegos/DS Juegos/5030917094293_s.jpg,0.30,Zhu Zhu Pets,834,5030917094293
Nintendo DS,1.50,4.00,/product_images/Juegos/DS Juegos/5030917094477_s.jpg,0.90,Kung Zhu,834,5030917094477
Nintendo 3DS,3.00,6.00,/product_images/Juegos/3DS Juegos/5051893058895_s.jpg,2.00,Green Lantern: Rise Of The Manhunters,977,5051893058895
Nintendo 3DS,1.90,5.00,/product_images/Juegos/3DS Juegos/5051893074741_s.jpg,1.20,Happy Feet 2,977,5051893074741
Nintendo 3DS,3.00,6.00,/product_images/Juegos/3DS Juegos/5051893130010_s.jpg,2.00,Spy Hunter,977,5051893130010
PlayStation 4,28.00,45.00,/product_images/Juegos/PS4 Juegos/5060327533792_s.jpg,20.00,Atelier Firis: The Alchemist And The Mysterious Journey,1001,5060327533792
PlayStation 4,15.00,25.00,/product_images/Juegos/PS4 Juegos/641243791081_s.jpg,11.00,Senran Kagura Estival Versus,1001,641243791081
PlayStation 4,3.00,10.00,/product_images/Juegos/PS4 Juegos/728658047832_s.jpg,2.00,Rock Band 4,1001,728658047832
Xbox 360,18.00,30.00,/product_images/Juegos/Xbox 360 Juegos/4012927130513_s.jpg,13.00,Pro Evolution Soccer 2017,827,4012927130513
Xbox 360,3.00,6.00,/product_images/Juegos/Xbox 360 Juegos/5026555260367_s.jpg,2.00,Bureau: XCOM Declassified,827,5026555260367
Xbox 360,0.70,2.00,/product_images/Juegos/Xbox 360 Juegos/3307217927616_s.jpg,0.40,Your Shape - Fitness Evolved,827,3307217927616
PC,0.10,0.50,/product_images/Juegos/PC Juegos/8436010150510_s.jpg,0.01,Football Generation,830,8436010150510
PC,0.90,3.00,/product_images/Juegos/PC Juegos/8436010151159_s.jpg,0.40,Estrategia Historica Deluxe,830,8436010151159
PC,0.20,0.75,/product_images/Juegos/PC Juegos/8436010151272_s.jpg,0.10,Alpine Ski Racing,830,8436010151272
PlayStation 3,13.00,22.00,/product_images/Juegos/PS3 Juegos/5055060930366_s.jpg,9.00,Resident Evil Revelations 2,821,5055060930366
PlayStation 3,5.00,8.00,/product_images/Juegos/PS3 Juegos/3307210409317_s.jpg,3.00,Perdidos: El Videojuego,821,3307210409317
PlayStation 3,3.00,5.00,/product_images/Juegos/PS3 Juegos/4005209151009_s.jpg,2.00,"Warhammer 40,000: Space Marine",821,4005209151009
PSP,0.90,3.00,/product_images/Juegos/PSP Juegos/5055060910115_s.jpg,0.40,Breath of Fire III,862,5055060910115
PSP,0.90,3.00,/product_images/Juegos/PSP Juegos/711719109990_s.jpg,0.40,White Knight Chronicles: Origins,862,711719109990
PSP,0.60,2.00,/product_images/Juegos/PSP Juegos/5026555280303_s.jpg,0.30,Tokobot,862,5026555280303
Wii,5.00,8.00,/product_images/Juegos/Wii Juegos/5060138434448_s.jpg,3.00,Nights: Journey of Dreams,831,5060138434448
Wii,3.00,6.00,/product_images/Juegos/Wii Juegos/5060138437203_s.jpg,2.00,House of the Dead 2 & 3 Return (Solo Jue,831,5060138437203
Nintendo DS,1.50,4.00,/product_images/Juegos/DS Juegos/5030917101748_s.jpg,0.90,Bakugan El Origen de la Resistencia,834,5030917101748
Nintendo DS,5.00,8.00,/product_images/Juegos/DS Juegos/5030917109768_s.jpg,3.00,Ice Age Continental Drift,834,5030917109768
Nintendo 3DS,5.00,8.00,/product_images/Juegos/3DS Juegos/5051893150360_s.jpg,3.00,LEGO: Friends,977,5051893150360
Nintendo 3DS,9.00,15.00,/product_images/Juegos/3DS Juegos/5051893154832_s.jpg,7.00,Hotwheels: World's Best Driver,977,5051893154832
Nintendo 3DS,6.00,10.00,/product_images/Juegos/3DS Juegos/5055277010257_s.jpg,4.00,Super Monkey Ball 3D,977,5055277010257
PlayStation 4,15.00,25.00,/product_images/Juegos/PS4 Juegos/8023171038117_s.jpg,11.00,PayDay 2 The Big Score,1001,8023171038117
PlayStation 4,9.00,15.00,/product_images/Juegos/PS4 Juegos/8033493991359_s.jpg,6.00,Deponia,1001,8033493991359
Xbox 360,1.10,3.00,/product_images/Juegos/Xbox 360 Juegos/5026555253260_s.jpg,0.70,Duke Nukem Forever,827,5026555253260
Xbox 360,7.00,12.00,/product_images/Juegos/Xbox 360 Juegos/23272009533_s.jpg,5.00,Lego Star Wars III: The Clone Wars,827,23272009533
Xbox 360,5.00,8.00,/product_images/Juegos/Xbox 360 Juegos/885370316278_s.jpg,3.00,Halo: Combat Evolved Anniversary,827,885370316278
PC,0.60,2.00,/product_images/Juegos/PC Juegos/8436010151852_s.jpg,0.30,Trackmania United: Forever,830,8436010151852
PC,0.10,0.50,/product_images/Juegos/PC Juegos/8436010152088_s.jpg,0.01,Trials 2 White,830,8436010152088
PC,0.60,2.00,/product_images/Juegos/PC Juegos/8436010152224_s.jpg,0.30,Drakensang,830,8436010152224
PlayStation 3,11.00,18.00,/product_images/Juegos/PS3 Juegos/3307215646151_s.jpg,8.00,Rayman Legends,821,3307215646151
PlayStation 3,3.00,6.00,/product_images/Juegos/PS3 Juegos/5060138435957_s.jpg,2.00,Sega Superstars Tennis,821,5060138435957
PlayStation 3,9.00,15.00,/product_images/Juegos/PS3 Juegos/5055060927649_s.jpg,6.00,Street Fighter X Tekken,821,5055060927649
Xbox One,12.00,20.00,/product_images/Juegos/Xbox One Juegos/88537095GWRR_s.jpg,9.00,Gears Of War Ultimate Ed/Rare Replay,1002,88537095
PSP,7.00,22.00,/product_images/Juegos/PSP Juegos/5021290046696_s.jpg,4.00,"Final Fantasy Dissidia 012 (Ed. Espec,+ 6 Cards)  *NO DLC",862,5021290046696
PSP,0.10,0.50,/product_images/Juegos/PSP Juegos/3307211686007_s.jpg,0.01,Cover Girl,862,3307211686007
PSP,0.40,1.50,/product_images/Juegos/PSP Juegos/3307210410443_s.jpg,0.20,Chessmaster: Descubre el Arte del Ajedre,862,3307210410443
Wii,1.10,3.00,/product_images/Juegos/Wii Juegos/5743211720057_s.jpg,0.70,Legend Of The Dragon,831,5743211720057
Wii,3.00,5.00,/product_images/Juegos/Wii Juegos/708056080211_s.jpg,2.00,Squeeballs Party,831,708056080211
Wii,3.00,6.00,/product_images/Juegos/Wii Juegos/7340044300524_s.jpg,2.00,Rally Racer,831,7340044300524
Nintendo DS,3.00,6.00,/product_images/Juegos/DS Juegos/5030917116933_s.jpg,2.00,Transformers: Prime - The Game,834,5030917116933
Nintendo DS,1.90,5.00,/product_images/Juegos/DS Juegos/5030934049580_s.jpg,1.20,FIFA Street 2,834,5030934049580
Nintendo DS,1.30,3.50,/product_images/Juegos/DS Juegos/5030934050180_s.jpg,0.80,Superman Returns,834,5030934050180
Nintendo 3DS,3.00,6.00,/product_images/Juegos/3DS Juegos/5055277011353_s.jpg,2.00,Thor Dios del Trueno,977,5055277011353
Nintendo 3DS,1.90,5.00,/product_images/Juegos/3DS Juegos/5055277011773_s.jpg,1.20,Crush 3D,977,5055277011773
Nintendo 3DS,1.90,5.00,/product_images/Juegos/3DS Juegos/5055277011797_s.jpg,1.20,Crush,977,5055277011797
PlayStation 4,17.00,28.00,/product_images/Juegos/PS4 Juegos/8059617102586_s.jpg,12.00,MXGP - The Official Motocross Videogame,1001,8059617102586
Xbox 360,6.00,10.00,/product_images/Juegos/Xbox 360 Juegos/5021290057432_s.jpg,4.00,Lightning Returns: Final Fantasy XIII,827,5021290057432
Xbox 360,3.00,6.00,/product_images/Juegos/Xbox 360 Juegos/4005209153416_s.jpg,2.00,Bob Esponja Surf & Skate Roadtrip,827,4005209153416
Xbox 360,0.70,2.00,/product_images/Juegos/Xbox 360 Juegos/8717418177195_s.jpg,0.40,Pure,827,8717418177195
PC,0.60,2.00,/product_images/Juegos/PC Juegos/8436010152729_s.jpg,0.30,Disciples III,830,8436010152729
PC,0.10,0.50,/product_images/Juegos/PC Juegos/8436010153122_s.jpg,0.01,"Primer Templario, El (P)",830,8436010153122
PC,0.60,2.00,/product_images/Juegos/PC Juegos/8436010153702_s.jpg,0.30,Take On Helicopters,830,8436010153702
PlayStation 3,6.00,10.00,/product_images/Juegos/PS3 Juegos/5030917065767_s.jpg,4.00,X-Men Origenes: Lobezno,821,5030917065767
PlayStation 3,6.00,10.00,/product_images/Juegos/PS3 Juegos/5024866333114_s.jpg,4.00,Colin McRae: Dirt,821,5024866333114
PlayStation 3,11.00,18.00,/product_images/Juegos/PS3 Juegos/5055277024384_s.jpg,8.00,Alien Isolation,821,5055277024384
Xbox One,3.00,10.00,/product_images/Juegos/Xbox One Juegos/9006113008132_s.jpg,2.00,"Book Of Unwritten Tales 2, The",1002,9006113008132
Xbox One,15.00,25.00,/product_images/Juegos/Xbox One Juegos/9006113008293_s.jpg,11.00,MX vs. ATV: Supercross Encore Edition,1002,9006113008293
Xbox One,3.00,6.00,/product_images/Juegos/Xbox One Juegos/9006113008590_s.jpg,2.00,Battle Worlds: Kronos,1002,9006113008590
PSP,2.00,6.00,/product_images/Juegos/PSP Juegos/5030917061165_s.jpg,1.20,Marvel Ultimate Alliance 2,862,5030917061165
PSP,0.60,2.00,/product_images/Juegos/PSP Juegos/4012927062609_s.jpg,0.30,Yu-Gi-Oh! GX Tag Force 2,862,4012927062609
PSP,0.10,0.50,/product_images/Juegos/PSP Juegos/711719661160_s.jpg,0.01,Talkman + Micro,862,711719661160
Wii,0.90,2.50,/product_images/Juegos/Wii Juegos/7340044301163_s.jpg,0.60,We Sing Encore,831,7340044301163
Wii,1.70,4.50,/product_images/Juegos/Wii Juegos/8023171012032_s.jpg,1.00,"Destino del Zorro, El",831,8023171012032
Nintendo DS,1.10,3.00,/product_images/Juegos/DS Juegos/5030934059138_s.jpg,0.70,FIFA 08,834,5030934059138
Nintendo DS,3.00,5.00,/product_images/Juegos/DS Juegos/5030934059336_s.jpg,2.00,Need For Speed: Pro Street,834,5030934059336
Nintendo 3DS,16.00,25.00,/product_images/Juegos/3DS Juegos/5055277027798_s.jpg,12.00,SEGA 3D Classics Collection,977,5055277027798
Xbox 360,1.30,3.50,/product_images/Juegos/Xbox 360 Juegos/4005209092357_s.jpg,0.80,Stuntman Ignition,827,4005209092357
PC,0.40,1.50,/product_images/Juegos/PC Juegos/8436010153948_s.jpg,0.20,"Ciudad Perdida De Zerzura, La",830,8436010153948
PlayStation 3,3.00,5.00,/product_images/Juegos/PS3 Juegos/3348542218901_s.jpg,2.00,"Conspiracion de Bourne, La",821,3348542218901
PlayStation 3,12.00,20.00,/product_images/Juegos/PS3 Juegos/5030917141522_s.jpg,9.00,Amazing Spiderman 2,821,5030917141522
Xbox One,18.00,30.00,/product_images/Juegos/Xbox One Juegos/9006113009047_s.jpg,13.00,"Dwarves, The",1002,9006113009047
Xbox One,5.00,8.00,/product_images/Juegos/Xbox One Juegos/3307215802199_s.jpg,3.00,Hasbro Monopoly,1002,3307215802199
PSP,1.40,4.00,/product_images/Juegos/PSP Juegos/87112536110975_s.jpg,0.80,White Knight Chronicles,862,87112536110975
PSP,4.00,12.00,/product_images/Juegos/PSP Juegos/010086660142_s.jpg,2.00,Sega Genesis Collection,862,010086660142
Wii,3.00,5.00,/product_images/Juegos/Wii Juegos/8023171016535_s.jpg,2.00,Cooking Mama 2,831,8023171016535
Wii,6.00,10.00,/product_images/Juegos/Wii Juegos/8023171031385_s.jpg,4.00,Zumba Fitness wCore,831,8023171031385
Nintendo DS,1.30,3.50,/product_images/Juegos/DS Juegos/5030934063661_s.jpg,0.80,Ninja Reflex,834,5030934063661
Nintendo 3DS,1.50,4.00,/product_images/Juegos/3DS Juegos/5055377601591_s.jpg,0.90,Gabrielle's Gostly Groove,977,5055377601591
Xbox 360,1.10,3.00,/product_images/Juegos/Xbox 360 Juegos/5026555254960_s.jpg,0.70,NBA 2K12,827,5026555254960
PC,0.20,0.75,/product_images/Juegos/PC Juegos/8436010156055_s.jpg,0.10,Heroes And Dragons,830,8436010156055
PC,0.01,0.10,/product_images/Juegos/PC Juegos/8436014941527_s.jpg,0.01,Screamer Rally,830,8436014941527
PlayStation 3,6.00,10.00,/product_images/Juegos/PS3 Juegos/4005209095808_s.jpg,4.00,Juiced 2: Hot Import Nights,821,4005209095808
PlayStation 3,3.00,6.00,/product_images/Juegos/PS3 Juegos/4005209149365_s.jpg,2.00,Red Faction: Armageddon,821,4005209149365
PlayStation 3,1.50,4.00,/product_images/Juegos/PS3 Juegos/5037930110108_s.jpg,0.90,Stranglehold,821,5037930110108
Xbox One,7.00,12.00,/product_images/Juegos/Xbox One Juegos/5060327532030_s.jpg,5.00,Dead Or Alive: Final Round,1002,5060327532030
Xbox One,12.00,20.00,/product_images/Juegos/Xbox One Juegos/9006113009139_s.jpg,9.00,Warhammer: The End Times Vermintide,1002,9006113009139
