sku,precio_intercambio,categoria_str,precio_venta,precio_compra,img_caratula,titulo,categoria_id
8431474001613,0.10,PC,0.50,0.01,/product_images/defimg3_s.jpg,1942 Wing Baron,830
8431474001880,0.01,PC,0.25,0.01,/product_images/defimg5_s.jpg,PC Domino,830
8431474002696,0.01,PC,0.25,0.01,/product_images/defimg2_s.jpg,Techno 2,830
8431474002702,0.01,PC,0.25,0.01,/product_images/defimg3_s.jpg,Deance 2,830
8431474002719,0.10,PC,0.35,0.01,/product_images/defimg2_s.jpg,DJ Mixstation,830
8431474003129,0.01,PC,0.25,0.01,/product_images/defimg1_s.jpg,Disney Aprendizaje Preescolar,830
8431474003143,0.01,PC,0.25,0.01,/product_images/defimg2_s.jpg,Disney Aprendizaje Primeros Pasos,830
8431474003280,0.01,PC,0.25,0.01,/product_images/defimg4_s.jpg,Reales Caballo. Disney Princesas,830
8431474003334,0.01,PC,0.25,0.01,/product_images/defimg3_s.jpg,Monstruos S.A Isla de los sustos,830
8431474003341,0.01,PC,0.25,0.01,/product_images/defimg2_s.jpg,Magic Artirst Deluxe,830
8431474003396,0.01,PC,0.05,0.01,/product_images/defimg1_s.jpg,El Planeta del Tesoro: Combate en Crocyo,830
8431474003709,1.20,PC,3.50,0.70,/product_images/defimg1_s.jpg,Theme Hospital,830
8431474003952,0.30,PC,1.00,0.10,/product_images/defimg2_s.jpg,PC Mus,830
8431474054381,0.01,PC,0.25,0.01,/product_images/defimg1_s.jpg,Sabotain (2 CD),830
8431474054664,0.01,PC,0.25,0.01,/product_images/defimg4_s.jpg,Psychotoxic,830
8431474054695,1.20,PC,4.00,0.60,/product_images/defimg3_s.jpg,Shogun Total War Red Edition,830
8431474054893,0.60,PC,2.00,0.30,/product_images/defimg4_s.jpg,The Day After,830
8431474055074,0.01,PC,0.10,0.01,/product_images/defimg3_s.jpg,Sumar y Restar,830
8431474055104,0.01,PC,0.10,0.01,/product_images/Juegos/PC Juegos/8431474055104_s.jpg,La Maquina Del Tiempo,830
8431474055142,0.01,PC,0.25,0.01,/product_images/defimg5_s.jpg,Juega Con Las Palabras,830
8431474055173,0.01,PC,0.25,0.01,/product_images/defimg4_s.jpg,Enciclopedia Del Espacio Y El Universo,830
8431474055234,0.01,PC,0.10,0.01,/product_images/defimg3_s.jpg,"Creature Conflict, The Clan Wars",830
8431474060856,0.40,PC,1.50,0.20,/product_images/defimg1_s.jpg,UFO: Aftershock,830
8431474060887,0.30,PC,1.00,0.10,/product_images/defimg2_s.jpg,World at War  (SN),830
8431474060924,0.40,PC,1.50,0.20,/product_images/defimg5_s.jpg,Legends,830
8431474071074,0.01,PC,0.10,0.01,/product_images/defimg5_s.jpg,Pinball De La Ciencia,830
8431474071425,0.01,PC,0.10,0.01,/product_images/defimg2_s.jpg,La Tierra,830
8431474071432,0.01,PC,0.10,0.01,/product_images/defimg5_s.jpg,Ya Se Leer,830
8431474071555,0.01,PC,0.10,0.01,/product_images/defimg1_s.jpg,Pc Sudoku Samurai + Pc Kakuro,830
8431474071746,0.10,PC,0.50,0.01,/product_images/defimg2_s.jpg,Lula 3D,830
8431474071753,2.00,PC,6.00,1.20,/product_images/defimg2_s.jpg,Scratches,830
8431474071852,0.01,PC,0.10,0.01,/product_images/defimg5_s.jpg,Juegos Reunidos,830
8431474072040,0.40,PC,1.50,0.20,/product_images/defimg2_s.jpg,B.O.S. Black-Out Saigon,830
8431474072255,0.10,PC,0.50,0.01,/product_images/defimg3_s.jpg,Pacific Storm Allies,830
8431474072309,0.60,PC,2.00,0.30,/product_images/defimg3_s.jpg,Undercover - Operacion Wintersun,830
8431474072484,0.30,PC,1.00,0.10,/product_images/defimg5_s.jpg,Big Mutha Truckers 2,830
8431474072682,0.10,PC,0.50,0.01,/product_images/defimg3_s.jpg,Beer Tycoon,830
8431474072712,0.10,PC,0.50,0.01,/product_images/defimg1_s.jpg,Attack On Pearl Harbour,830
8431474072729,0.01,PC,0.25,0.01,/product_images/defimg1_s.jpg,Jinetes En Accion,830
8431474072736,0.60,PC,2.00,0.30,/product_images/Juegos/PC Juegos/8431474072736_s.jpg,Veterinarios en Accion,830
8431474072941,0.01,PC,0.25,0.01,/product_images/defimg2_s.jpg,Clever Kids: Dino Land,830
8431474072965,0.01,PC,0.25,0.01,/product_images/defimg4_s.jpg,Clever Kids: Pony World,830
8431474073009,0.01,PC,0.25,0.01,/product_images/defimg4_s.jpg,Caillou Colores,830
8431474073016,0.01,PC,0.25,0.01,/product_images/defimg3_s.jpg,Caillou - Numeros,830
8431474073023,0.01,PC,0.25,0.01,/product_images/defimg4_s.jpg,Caillou Letras y Parejas,830
8431474073160,0.10,PC,0.50,0.01,/product_images/defimg5_s.jpg,Stranger,830
8431474073184,0.01,PC,0.10,0.01,/product_images/defimg4_s.jpg,King Of Clubs,830
8431474073306,0.20,PC,0.75,0.10,/product_images/defimg2_s.jpg,Mi Monstruo y Yo,830
8431474073481,0.10,PC,0.50,0.01,/product_images/defimg5_s.jpg,Memento Mori: El Secreto de la Vida Etar,830
8431474073542,0.30,PC,1.00,0.10,/product_images/defimg1_s.jpg,"Desafio Del Cubo De Rubik, El",830
8431474073580,0.70,PC,2.50,0.30,/product_images/defimg5_s.jpg,Legend: Hand of God,830
8431474073610,0.01,PC,0.10,0.01,/product_images/defimg5_s.jpg,Pipemania,830
8431474073931,0.01,PC,0.25,0.01,/product_images/defimg1_s.jpg,Cycling Evolution,830
8431474073962,0.50,PC,1.50,0.30,/product_images/defimg5_s.jpg,"Sombras De La Guerra, Estuche Expansi",830
8431474074037,0.30,PC,1.00,0.10,/product_images/defimg2_s.jpg,Red Collection: Essentials,830
8431474074112,0.30,PC,1.00,0.10,/product_images/defimg2_s.jpg,Yo Presidente: Crisis Global,830
8431474074150,0.50,PC,1.50,0.30,/product_images/defimg4_s.jpg,Max En El Recreo + Alfombra,830
843174001101,0.40,PC,1.50,0.20,/product_images/defimg5_s.jpg,Monsters Inc - Scare Island,830
8431780000096,0.60,PC,2.00,0.30,/product_images/defimg3_s.jpg,Normandia,830
8431836100787,0.10,PC,0.50,0.01,/product_images/defimg1_s.jpg,Higland Warriors (P),830
8431836101760,0.60,PC,2.00,0.30,/product_images/defimg3_s.jpg,Castle Strike (SN) 1CD,830
8432583013436,0.01,PC,0.10,0.01,/product_images/defimg5_s.jpg,Fuzzy & Floppy: Aventuras de La Abeja De,830
8432583013474,0.01,PC,0.25,0.01,/product_images/defimg2_s.jpg,Pinball,830
8432583013481,0.01,PC,0.10,0.01,/product_images/defimg5_s.jpg,Martians: Space Invaders,830
8435218300048,0.01,PC,0.10,0.01,/product_images/defimg4_s.jpg,Sudoku Mania,830
8435272162224,5.00,PC,15.00,3.00,/product_images/Juegos/PC Juegos/8435272162224_s.jpg,Diablo III (3) (P),830
8436010150374,-1,PC,1.50,-1,/product_images/defimg1_s.jpg,PC ATLETISMO,830
8436010150381,1.80,PC,5.00,1.00,/product_images/defimg3_s.jpg,Trilogia De Dragon's Lair,830
8436010150503,0.30,PC,1.00,0.10,/product_images/defimg4_s.jpg,Imperium Le guerre Puniche,830
8436010150534,0.70,PC,2.00,0.40,/product_images/defimg4_s.jpg,"Longest Journey, The/Tzar 3D/Power Tank/",830
8436010151692,2.00,PC,7.00,1.60,/product_images/defimg4_s.jpg,Multiestrategia Delux 08,830
8436010151975,0.01,PC,0.25,0.01,/product_images/defimg4_s.jpg,Trackmania (Edicion Oro) (P),830
8436010152095,0.01,PC,0.10,0.01,/product_images/defimg5_s.jpg,Trials 2,830
8436010152323,2.00,PC,8.00,1.60,/product_images/defimg4_s.jpg,Imperium Civitas Anthology,830
8436010152347,0.30,PC,1.00,0.10,/product_images/Juegos/PC Juegos/8436010152347_s.jpg,Robin Hood,830
8436010152743,2.00,PC,7.00,1.60,/product_images/defimg5_s.jpg,Imperium Total Edicion Lujo precintado,830
8436010152781,0.10,PC,0.50,0.01,/product_images/defimg5_s.jpg,Sherolck Holmes Trilogy - La Aventura,830
8436010152842,0.70,PC,2.00,0.40,/product_images/defimg1_s.jpg,Grandes Imperios II,830
8436010152927,0.30,PC,1.00,0.20,/product_images/defimg5_s.jpg,Drakensang Edicion Coleccionista,830
8436010153061,0.01,PC,0.25,0.01,/product_images/defimg5_s.jpg,King's Bounty Crossworlds,830
8436010153085,0.60,PC,2.00,0.30,/product_images/defimg2_s.jpg,King's Bounty Trilogy,830
8436010153146,0.70,PC,2.50,0.30,/product_images/defimg3_s.jpg,Dungeons (P),830
8436010153283,4.00,PC,12.00,2.00,/product_images/defimg1_s.jpg,Estrategia Imperia,830
8436010153368,0.70,PC,2.50,0.30,/product_images/defimg4_s.jpg,RPG Deluxe (4 Juegos),830
8436010153467,1.30,PC,3.50,0.80,/product_images/Juegos/PC Juegos/8436010153467_s.jpg,Sniper Ghost Warrior,830
8436010153481,2.00,PC,8.00,1.60,/product_images/defimg3_s.jpg,Wargames,830
8436010153559,0.70,PC,2.50,0.30,/product_images/defimg1_s.jpg,Dungeons - The Dark Lord (P),830
8436010153658,1.70,PC,4.50,1.00,/product_images/defimg5_s.jpg,Heroe De Leyenda (4 Discs),830
8436010153962,2.00,PC,6.00,1.20,/product_images/defimg1_s.jpg,Pack Grandes Batallas II Guerra Mundial,830
8436010154631,1.20,PC,4.00,0.60,/product_images/Juegos/PC Juegos/8436010154631_s.jpg,Imperium Total Anthology,830
8436010154655,4.00,PC,12.00,2.00,/product_images/defimg2_s.jpg,Sim Max (Cities XL/Tropico 4/Patrician IV Oro/Imperivm Civitas Anthology),830
8436010154716,0.10,PC,0.50,0.01,/product_images/defimg5_s.jpg,Grandes Batallas Medievales (2 DVDs),830
8436010154730,0.30,PC,1.00,0.10,/product_images/defimg4_s.jpg,Trainz Simulator 12 (P),830
8436010154792,0.40,PC,1.50,0.20,/product_images/defimg3_s.jpg,Eador: Masters Of The Broken World (P),830
8436010154891,2.00,PC,6.00,1.20,/product_images/defimg1_s.jpg,FX Sports Deluxe,830
8436010154990,4.00,PC,12.00,2.00,/product_images/defimg3_s.jpg,"Imperio Romano, El",830
8436010155133,1.00,PC,3.50,0.50,/product_images/defimg3_s.jpg,Misterio Y terror Pack,830
8436010155287,1.00,PC,3.50,0.50,/product_images/defimg5_s.jpg,La Coleccion De Simuladores (P),830
8436010155348,0.40,PC,1.50,0.20,/product_images/Juegos/PC Juegos/8436010155348_s.jpg,Sim The: Anthology,830
8436010155386,2.00,PC,6.00,1.20,/product_images/defimg3_s.jpg,Men Of War: Assault Squad 2 Gold (P),830
8436010155461,2.00,PC,8.00,1.60,/product_images/defimg1_s.jpg,Masters Of Strategy - Deluxe Edition (18 Discs),830
8436010155645,2.00,PC,7.00,1.60,/product_images/defimg3_s.jpg,"Conquista De America, La (P)",830
8436010155669,0.60,PC,2.00,0.30,/product_images/defimg5_s.jpg,History Empires,830
8436010155706,0.20,PC,0.75,0.10,/product_images/defimg5_s.jpg,City Simulator,830
8436010155768,2.00,PC,7.00,1.00,/product_images/defimg5_s.jpg,FX Futbol 2015 (SN),830
8436010155829,1.60,PC,4.50,0.90,/product_images/defimg5_s.jpg,Master of Games Anthology,830
8436014941206,0.70,PC,2.00,0.40,/product_images/defimg3_s.jpg,War Alomng The Mohwak,830
8436014941985,0.01,PC,0.25,0.01,/product_images/defimg4_s.jpg,Screamer 2,830
8436014942005,0.50,PC,1.50,0.30,/product_images/defimg2_s.jpg,"Johnny Herbert's, Grand Prix Champioship",830
8436014942012,0.30,PC,1.00,0.10,/product_images/defimg4_s.jpg,Internacional Rally 2 Champioship,830
8436016710091,3.00,PC,10.00,2.00,/product_images/defimg2_s.jpg,Superhot,830
8436016710107,5.00,PC,15.00,3.00,/product_images/defimg4_s.jpg,Deponia Doomsday,830
8436016710855,3.00,PC,9.00,1.80,/product_images/defimg4_s.jpg,Kholat (P),830
8436019390023,0.10,PC,0.50,0.01,/product_images/defimg1_s.jpg,"Gartu, El Medallon Magico",830
8436019390047,0.60,PC,2.00,0.30,/product_images/defimg2_s.jpg,Gartu Fiesta Sorpresa,830
8436019390061,0.01,PC,0.25,0.01,/product_images/defimg3_s.jpg,Gartu El Misterio De La Piramide,830
8436019390290,0.01,PC,0.10,0.01,/product_images/defimg3_s.jpg,Nico en el Planeta Robor,830
8436019390320,0.10,PC,0.50,0.01,/product_images/defimg3_s.jpg,Cuerpo Humano,830
8436019390405,0.01,PC,0.25,0.01,/product_images/defimg2_s.jpg,Olimpiadas del Saber,830
8436037170102,0.01,PC,0.10,0.01,/product_images/defimg4_s.jpg,Tutoria Digital - Cronicas Del Siglo XX,830
8436037170263,0.01,PC,0.25,0.01,/product_images/defimg5_s.jpg,Tutoria Digital - Espacio Y Universo,830
8436037170317,0.01,PC,0.25,0.01,/product_images/defimg4_s.jpg,Tutoria Digital Historia Del Mundo,830
8436037170409,0.70,PC,2.50,0.30,/product_images/defimg1_s.jpg,Mia: Ciencias,830
8436037170447,0.01,PC,0.25,0.01,/product_images/defimg4_s.jpg,Mia Matematicas,830
8436037170539,0.01,PC,0.10,0.01,/product_images/defimg1_s.jpg,Pingu Y Sus Amigos,830
8436037170546,0.01,PC,0.25,0.01,/product_images/defimg4_s.jpg,Teletubbies - Juega con los teletubbies,830
8436037170645,0.90,PC,2.50,0.50,/product_images/defimg1_s.jpg,Easyspeak Ingles,830
8436037170874,0.10,PC,0.50,0.01,/product_images/defimg4_s.jpg,Mia Idiomas,830
8436037170898,1.40,PC,4.00,0.80,/product_images/defimg5_s.jpg,Mia Matematicas,830
8436037171758,0.01,PC,0.25,0.01,/product_images/defimg5_s.jpg,Patito Feo: La Historia Mas Bonita,830
8436037171826,0.01,PC,0.10,0.01,/product_images/defimg5_s.jpg,Patito Feo En Tu Computadora,830
8436037171857,0.30,PC,1.00,0.10,/product_images/defimg5_s.jpg,Romance con un vampiro,830
8436037172083,0.40,PC,1.50,0.20,/product_images/defimg1_s.jpg,4x4 Hummer,830
8436037172182,0.30,PC,1.00,0.10,/product_images/defimg3_s.jpg,Xpand Rally,830
8436037172250,0.20,PC,0.75,0.10,/product_images/defimg3_s.jpg,FBI: Caso Paranormal,830
8436037172267,1.00,PC,3.50,0.50,/product_images/defimg1_s.jpg,Secretos del Vaticano - La Santa Alianza,830
8436037172311,0.01,PC,0.25,0.01,/product_images/defimg5_s.jpg,Monument Builders: Torre Eiffel,830
8436037172335,0.01,PC,0.10,0.01,/product_images/defimg5_s.jpg,Monument Builders - Titanic Tycoon,830
8436037172359,0.30,PC,1.00,0.20,/product_images/defimg1_s.jpg,"Isla Misteriosa 2, La",830
8436037172427,1.90,PC,5.00,1.20,/product_images/defimg2_s.jpg,Frankenstein - Edicion Especial,830
8436037172434,0.60,PC,2.00,0.30,/product_images/defimg4_s.jpg,Jack El Destripador - Edición Especial,830
8436037172441,0.60,PC,2.00,0.30,/product_images/defimg1_s.jpg,Hollywood,830
8436037172779,0.20,PC,0.75,0.10,/product_images/defimg1_s.jpg,Profiler,830
8436037173226,2.00,PC,8.00,1.60,/product_images/defimg3_s.jpg,Cute the Rope,830
8436037173479,0.30,PC,1.00,0.10,/product_images/defimg3_s.jpg,Amerzone Series Episocios 1-2-3,830
8436037173479,0.70,PC,2.50,0.30,/product_images/defimg5_s.jpg,"Atlantis The New Wolrd Episodio 1, 2 Y 3",830
8436037173479,0.30,PC,1.00,0.10,/product_images/defimg3_s.jpg,Louvre Messenger Episode 1&2,830
8436037173479,1.20,PC,4.00,0.60,/product_images/defimg1_s.jpg,"Versailles II Series Episodio 1, 2 Y 3",830
843603717347,0.10,PC,0.50,0.01,/product_images/defimg4_s.jpg,Streets Of Moscow,830
8436038250315,0.90,PC,2.50,0.50,/product_images/defimg1_s.jpg,Turbo Brain,830
8436038250698,1.10,PC,3.00,0.70,/product_images/defimg4_s.jpg,Fritz Twelve,830
8436038250803,0.01,PC,0.25,0.01,/product_images/defimg4_s.jpg,Naraba: descubre un nuevo mundo,830
8436038250865,0.01,PC,0.10,0.01,/product_images/defimg2_s.jpg,Naraba World El Laberinto de la Luz,830
8436038250872,0.01,PC,0.25,0.01,/product_images/defimg3_s.jpg,Naraba World El Palacio Misterioso,830
8437000653721,0.70,PC,2.00,0.40,/product_images/defimg3_s.jpg,Enemy Infestation,830
8437001995035,0.30,PC,1.00,0.20,/product_images/defimg1_s.jpg,"Zodiac Saints, The (P)",830
8437001995073,0.30,PC,1.00,0.20,/product_images/defimg5_s.jpg,Psycho Games (P),830
8437001995097,0.40,PC,1.50,0.20,/product_images/defimg1_s.jpg,Trivial Quest Comunidad De Madrid (P),830
8437004214010,0.01,PC,0.10,0.01,/product_images/defimg3_s.jpg,Borrps's Balls,830
8437004214027,0.01,PC,0.10,0.01,/product_images/defimg4_s.jpg,Off Road Arena,830
8437004214034,0.01,PC,0.10,0.01,/product_images/defimg2_s.jpg,Golf Galaxy,830
8437006959025,0.60,PC,2.00,0.30,/product_images/defimg5_s.jpg,Clasicos Arcade Vol 1,830
8437006959049,0.01,PC,0.25,0.01,/product_images/defimg1_s.jpg,Clasicos Arcade Vol. 2,830
8437006959322,0.30,PC,1.00,0.10,/product_images/defimg3_s.jpg,Curso De Ajedrez,830
8437006959551,0.90,PC,2.50,0.50,/product_images/defimg3_s.jpg,Clasicos Arcade Volume 4-5-6,830
8437006959728,0.01,PC,0.25,0.01,/product_images/defimg1_s.jpg,Caillou: Cuerpo Formas y Puzzles,830
8437006959810,3.00,PC,10.00,2.00,/product_images/defimg5_s.jpg,Brain Activity,830
8437006959896,0.20,PC,0.75,0.10,/product_images/defimg4_s.jpg,Streets of Moscow,830
8437006996037,0.01,PC,0.25,0.01,/product_images/defimg3_s.jpg,Childtopia Vol. 1,830
8437006996051,0.10,PC,0.50,0.01,/product_images/defimg2_s.jpg,Childtopia Vol. 3,830
8437007641011,0.20,PC,0.75,0.10,/product_images/defimg5_s.jpg,Heroes of Annihilated Empires,830
8437010562006,1.20,PC,4.00,0.60,/product_images/defimg1_s.jpg,Necronomicon,830
8437010562006,0.20,PC,0.75,0.10,/product_images/defimg4_s.jpg,Zoo Empire,830
8437011575005,0.01,PC,0.25,0.01,/product_images/defimg5_s.jpg,Brain Games E.E.,830
8437011575104,0.30,PC,1.00,0.10,/product_images/defimg3_s.jpg,Angry Birds: Star Wars,830
845841000266,0.10,PC,0.50,0.10,/product_images/defimg4_s.jpg,Rift (P),830
854657000001,1.00,PC,3.00,0.60,/product_images/defimg2_s.jpg,Zelenhgorm Land Of The Blue Moon,830
8594071980283,2.00,PC,8.00,1.60,/product_images/defimg1_s.jpg,ArmA II: Reinforcements,830
8595559300173,2.00,PC,8.00,1.60,/product_images/defimg2_s.jpg,UFO: Trilogy,830
8711539017095,0.40,PC,1.50,0.20,/product_images/defimg2_s.jpg,Lego Racers 2,830
8711539044725,0.01,PC,0.25,0.01,/product_images/defimg2_s.jpg,Lego 3 Games,830
8711539048488,3.00,PC,10.00,2.00,/product_images/defimg2_s.jpg,Lego PC Games (Collectors Box),830
8712823041437,0.90,PC,3.00,0.40,/product_images/defimg2_s.jpg,Knight Rider 2,830
8712823041925,0.30,PC,1.00,0.10,/product_images/defimg2_s.jpg,Miami Vice,830
8712823042786,1.20,PC,4.00,0.60,/product_images/defimg4_s.jpg,SAS Antiterror Force,830
8712823042984,0.30,PC,1.00,0.10,/product_images/defimg3_s.jpg,London Racer Destruction Madness,830
8712823977897,1.80,PC,5.00,1.00,/product_images/defimg5_s.jpg,Knight Rider,830
8712823978382,0.70,PC,2.00,0.40,/product_images/defimg4_s.jpg,Corrupcion En Miami,830
8714911002368,0.01,PC,0.25,0.01,/product_images/defimg5_s.jpg,Mahjongg,830
8715181998740,0.10,PC,0.50,0.01,/product_images/defimg1_s.jpg,Ultimate Mahjongg,830
8715686003857,0.30,PC,1.00,0.10,/product_images/defimg1_s.jpg,Earthworm Jim 3D,830
8715686004700,0.01,PC,0.25,0.01,/product_images/defimg4_s.jpg,Voodoo Kid,830
8715686005059,0.20,PC,0.75,0.10,/product_images/defimg3_s.jpg,Nelson Piquet's Grand Prix Evolution,830
8715686005318,0.90,PC,3.00,0.40,/product_images/defimg4_s.jpg,Lemmings,830
8715686005325,0.01,PC,0.10,0.01,/product_images/defimg1_s.jpg,Shadowmaster,830
8715686007091,0.40,PC,1.50,0.20,/product_images/defimg5_s.jpg,Sim Park,830
8715686007343,0.40,PC,1.50,0.20,/product_images/defimg4_s.jpg,Sim Tower,830
8715686007541,0.70,PC,2.00,0.40,/product_images/defimg2_s.jpg,Nascar Revolution,830
8715686009941,0.01,PC,0.25,0.01,/product_images/defimg3_s.jpg,Virtual Pool Hall,830
8715686012125,0.01,PC,0.10,0.01,/product_images/defimg4_s.jpg,Fighter Pilot,830
8715686012705,0.30,PC,1.00,0.10,/product_images/defimg5_s.jpg,Adventure Pinball Forgotten Island,830
8715686012781,0.01,PC,0.25,0.01,/product_images/defimg2_s.jpg,NHL 2000,830
8715686012835,1.00,PC,3.50,0.50,/product_images/defimg1_s.jpg,Command & Conquer Red Alert,830
8715686013627,0.01,PC,0.25,0.01,/product_images/defimg1_s.jpg,Hearts Deluxe,830
8715686014112,1.00,PC,3.00,0.60,/product_images/defimg5_s.jpg,Lego Creator Knight's Kingdom,830
8715686014259,0.10,PC,0.50,0.01,/product_images/defimg4_s.jpg,"Isla Lego, La",830
8715686014341,0.30,PC,1.00,0.10,/product_images/defimg1_s.jpg,Lego Loco,830
8715686014617,0.30,PC,1.00,0.10,/product_images/defimg3_s.jpg,Lego Rock Raiders,830
8716051505075,0.50,PC,1.50,0.30,/product_images/defimg4_s.jpg,Hot Wheels World Race,830
8716392001410,0.20,PC,0.75,0.10,/product_images/defimg4_s.jpg,Devastation,830
8716392002264,0.01,PC,0.25,0.01,/product_images/defimg2_s.jpg,Nexus,830
8716718003753,0.10,PC,0.50,0.01,/product_images/defimg5_s.jpg,Dinosaurs Danger Island,830
8716718005306,0.01,PC,0.10,0.01,/product_images/defimg1_s.jpg,Tetrix,830
8716718007102,0.01,PC,0.25,0.01,/product_images/defimg2_s.jpg,Family Friendly Software Mahjongg,830
8716718007171,0.30,PC,1.00,0.10,/product_images/defimg1_s.jpg,Battle of the Sea,830
8717127290079,0.10,PC,0.50,0.01,/product_images/defimg5_s.jpg,Kult Heretic Kingdoms,830
8717127290123,2.00,PC,6.00,1.20,/product_images/defimg5_s.jpg,Alida The Enigmatic Giant,830
8717127290178,0.90,PC,2.50,0.50,/product_images/defimg4_s.jpg,Cross Racing Championship 2005,830
8717202730056,0.01,PC,0.25,0.01,/product_images/defimg3_s.jpg,World war III,830
8717202730193,0.70,PC,2.00,0.40,/product_images/defimg1_s.jpg,Taxi Racer London 2,830
8717418064471,0.20,PC,0.75,0.10,/product_images/defimg1_s.jpg,Chicken Little (2DVD),830
8717418146504,5.00,PC,15.00,3.00,/product_images/defimg3_s.jpg,Pirates of the Caribbean Game,830
8717418297220,0.01,PC,0.25,0.01,/product_images/defimg1_s.jpg,Disney Enredados,830
8717418335069,2.00,PC,6.00,1.20,/product_images/defimg5_s.jpg,Disney Universe,830
8717545400333,0.70,PC,2.00,0.40,/product_images/defimg4_s.jpg,World Racing 2,830
8717545400692,0.40,PC,1.50,0.20,/product_images/defimg2_s.jpg,Gene Troopers,830
8717545401101,0.40,PC,1.50,0.20,/product_images/defimg1_s.jpg,Age of Pirates Caribbean Tales,830
8717545401330,1.80,PC,5.00,1.00,/product_images/defimg1_s.jpg,Evil Days of Luckless John,830
8717545402108,0.90,PC,3.00,0.40,/product_images/defimg1_s.jpg,Dimensity,830
8717545402276,0.01,PC,0.25,0.01,/product_images/defimg2_s.jpg,Age Of Pirates: City Of Abandoned Ships,830
8717646205875,1.40,PC,4.00,0.80,/product_images/defimg3_s.jpg,Upper Deck World of Warcraft Onyxias Lair,830
8717662270062,1.00,PC,3.50,0.50,/product_images/defimg3_s.jpg,Keepsake,830
8717662270130,0.01,PC,0.25,0.01,/product_images/defimg5_s.jpg,War World III Tactical Combat (SN),830
8717662270284,1.30,PC,3.50,0.80,/product_images/defimg5_s.jpg,Barrow Hill,830
8717662270369,0.10,PC,0.50,0.01,/product_images/defimg5_s.jpg,Delaware St John 3,830
8717662270406,0.90,PC,3.00,0.40,/product_images/defimg5_s.jpg,Ship Simulator 2006 (Gold Edition),830
8717662270512,0.40,PC,1.50,0.20,/product_images/defimg1_s.jpg,Ship Simulator 2008,830
8717662270628,1.40,PC,4.00,0.80,/product_images/defimg1_s.jpg,Lost Crown (P),830
8718144470093,4.00,PC,12.00,2.00,/product_images/defimg5_s.jpg,Dark Fall: Lost Souls (P),830
8718144470215,2.00,PC,6.00,1.20,/product_images/defimg5_s.jpg,Dracula Trilogy,830
8718144470635,0.50,PC,1.50,0.30,/product_images/defimg4_s.jpg,Killing Floor (P),830
8718144470949,2.00,PC,8.00,1.60,/product_images/defimg1_s.jpg,Starpoint Gemini,830
8718144471113,1.40,PC,4.00,0.80,/product_images/defimg3_s.jpg,Armada 2526 Gold Edition,830
8718591181504,0.70,PC,2.00,0.40,/product_images/defimg2_s.jpg,Giana Sisters: Twisted Dreams (P),830
8718591181658,0.90,PC,3.00,0.40,/product_images/defimg3_s.jpg,Tower Of Guns,830
8718591182037,3.00,PC,10.00,2.00,/product_images/defimg2_s.jpg,Ether One (P),830
8718801260197,4.00,PC,12.00,2.00,/product_images/defimg3_s.jpg,Sid Meier's Civilization III & IV,830
8809186260060,7.00,PC,22.00,4.00,/product_images/defimg1_s.jpg,Dj Max Trilogy Over the Maximum,830
882224055390,0.30,PC,1.00,0.10,/product_images/defimg1_s.jpg,Zoo Tycon 2 Endangeres Species (Exp),830
882224136853,1.60,PC,4.50,0.90,/product_images/defimg2_s.jpg,Rise of Nations: Rise of Legends (SN) 4CD,830
882224257909,5.00,PC,15.00,3.00,/product_images/defimg3_s.jpg,Microsoft Flight Simulator X,830
882224477093,0.30,PC,1.00,0.10,/product_images/defimg1_s.jpg,Shadowrun,830
882224477116,3.00,PC,10.00,2.00,/product_images/defimg3_s.jpg,Halo 2 (P),830
882224531122,4.00,PC,12.00,2.00,/product_images/defimg3_s.jpg,Age of Empires III Gold (Juego + Exp.),830
882224532051,4.00,PC,12.00,2.00,/product_images/defimg4_s.jpg,Gears of War (P),830
882224560542,0.40,PC,1.50,0.20,/product_images/defimg5_s.jpg,Viva Pinata (SN),830
882224749503,18.00,PC,30.00,13.00,/product_images/defimg5_s.jpg,Flight Simulator X (Gold Edition),830
88437004214041,0.01,PC,0.25,0.01,/product_images/defimg3_s.jpg,Space Hack La Ultima Biosfera,830
892935001272,0.70,PC,2.00,0.40,/product_images/defimg3_s.jpg,Polly Pride Pet Detective,830
895678002001,2.00,PC,8.00,1.60,/product_images/defimg4_s.jpg,Stalker: Clear Sky,830
9006113000273,0.50,PC,1.50,0.30,/product_images/defimg2_s.jpg,American Racing games,830
9006113000570,0.70,PC,2.00,0.40,/product_images/defimg3_s.jpg,Guild 2: Pirates of The Sea,830
9006113001119,3.00,PC,10.00,2.00,/product_images/defimg2_s.jpg,Panzer Elite Collection,830
9006113001317,2.00,PC,6.00,1.20,/product_images/defimg2_s.jpg,Alan Wake - Special Edition,830
9006113001386,6.00,PC,18.00,3.00,/product_images/defimg4_s.jpg,Alan Wake -Ed. Deluxe (P),830
9006113002123,1.40,PC,4.00,0.80,/product_images/defimg4_s.jpg,Paintkiller Hell & Damnation - Edición C,830
9006113002888,2.00,PC,7.00,1.60,/product_images/defimg4_s.jpg,Deadfall Adventures Edicion Coleccionista (P),830
9006113003151,0.30,PC,1.00,0.10,/product_images/Juegos/PC Juegos/9006113003151_s.jpg,Raven: Legacy Of A Master Thief,830
9006113007210,0.40,PC,1.50,0.20,/product_images/defimg1_s.jpg,Planetary Annihilation (SN),830
