categoria_id,img_caratula,precio_compra,categoria_str,titulo,sku,precio_venta,precio_intercambio
834,/product_images/Juegos/DS Juegos/045496464936_s.jpg,6.00,Nintendo DS,Pokemon Perla,045496464936,15.00,9.00
834,/product_images/Juegos/DS Juegos/045496464844_s.jpg,6.00,Nintendo DS,Pokemon Diamante,045496464844,15.00,9.00
834,/product_images/Juegos/DS Juegos/045496462567_s.jpg,0.40,Nintendo DS,Brain Training,045496462567,2.00,0.70
834,/product_images/Juegos/DS Juegos/04549646PSSN_s.jpg,15.00,Nintendo DS,Pokemon Plata SoulSilver Sin Pokewalker,04549646,35.00,22.00
834,/product_images/Juegos/DS Juegos/045496462246_s.jpg,0.80,Nintendo DS,NintenDogs Labrador & Friends,045496462246,3.50,1.30
834,/product_images/Juegos/DS Juegos/045496462031_s.jpg,8.00,Nintendo DS,Super Mario 64 DS,045496462031,18.00,11.00
834,/product_images/Juegos/DS Juegos/5051893041279_s.jpg,5.00,Nintendo DS,Super ScribbleNauts,5051893041279,12.00,7.00
834,/product_images/Juegos/DS Juegos/045496465377_s.jpg,6.00,Nintendo DS,Legend of Zelda: Phantom Hourglass,045496465377,15.00,9.00
834,/product_images/Juegos/DS Juegos/045496470647_s.jpg,1.20,Nintendo DS,Inazuma Eleven,045496470647,5.00,1.90
834,/product_images/Juegos/DS Juegos/045496463595_s.jpg,5.00,Nintendo DS,Pokemon Mundo Misterioso Equipo Azul,045496463595,12.00,7.00
834,/product_images/Juegos/DS Juegos/045496464721_s.jpg,0.40,Nintendo DS,Mas Brain Training,045496464721,2.00,0.70
834,/product_images/Juegos/DS Juegos/045496471118_s.jpg,6.00,Nintendo DS,Pokemon Edicion Blanca,045496471118,15.00,9.00
830,/product_images/Juegos/PC Juegos/5060193302294_s.jpg,0.10,PC,Warhammer 40000 - Armageddon (SN),5060193302294,1.00,0.30
830,/product_images/Juegos/PC Juegos/8436016710770_s.jpg,0.40,PC,"Whispered World, The - Edición Especial",8436016710770,2.00,0.70
830,/product_images/Juegos/PC Juegos/8414606866977_s.jpg,0.10,PC,Stasis,8414606866977,1.00,0.30
830,/product_images/Juegos/PC Juegos/3307210181862_s.jpg,0.01,PC,Splinter Cell,3307210181862,0.25,0.01
830,/product_images/Juegos/PC Juegos/3760156481111_s.jpg,2.00,PC,Yesterday Origins (P),3760156481111,12.00,4.00
830,/product_images/Juegos/PC Juegos/740781770142_s.jpg,1.20,PC,Divinity: Original Sin (P),740781770142,5.00,1.90
830,/product_images/Juegos/PC Juegos/4260089416710_s.jpg,0.01,PC,Crookz: The Big Heist (P),4260089416710,0.15,0.01
830,/product_images/Juegos/PC Juegos/8436016710787_s.jpg,0.10,PC,Blackguards,8436016710787,1.00,0.30
830,/product_images/Juegos/PC Juegos/8436010150671_s.jpg,0.50,PC,Imperium III,8436010150671,3.50,1.00
830,/product_images/Juegos/PC Juegos/5055060972328_s.jpg,0.10,PC,Duck Tales Remastered,5055060972328,0.75,0.20
830,/product_images/Juegos/PC Juegos/3307210148971_s.jpg,0.90,PC,Age of Empires (Gold Edition),3307210148971,4.50,1.60
830,/product_images/Juegos/PC Juegos/8414606866984_s.jpg,0.10,PC,Skyhill,8414606866984,0.50,0.10
830,/product_images/Juegos/PC Juegos/3307210136817_s.jpg,0.01,PC,CSI: Crime Scene Investigation,3307210136817,0.10,0.01
830,/product_images/Juegos/PC Juegos/8414185050873_s.jpg,0.01,PC,Los Sims Animales A Raudales (SN) (2 CDS),8414185050873,0.10,0.01
830,/product_images/defimg1_s.jpg,0.10,PC,Need For Speed: Porsche 2000,8431474003723,0.75,0.20
821,/product_images/Juegos/PS3 Juegos/5026555410267_s.jpg,8.00,PlayStation 3,Grand Theft Auto V (5),5026555410267,18.00,11.00
821,/product_images/Juegos/PS3 Juegos/5030917096808_s.jpg,1.80,PlayStation 3,Call Of Duty: Modern Warfare 3,5030917096808,4.00,2.00
821,/product_images/Juegos/PS3 Juegos/5030917070990_s.jpg,1.80,PlayStation 3,Call of Duty: Modern Warfare 2,5030917070990,4.00,2.00
821,/product_images/Juegos/PS3 Juegos/5030917111761_s.jpg,3.00,PlayStation 3,Call Of Duty: Black Ops II,5030917111761,15.00,5.00
821,/product_images/Juegos/PS3 Juegos/5030917126116_s.jpg,1.80,PlayStation 3,Call Of Duty: Ghosts,5030917126116,4.00,2.00
821,/product_images/Juegos/PS3 Juegos/5026555400251_s.jpg,2.00,PlayStation 3,Grand Theft Auto IV,5026555400251,5.00,3.00
821,/product_images/Juegos/PS3 Juegos/5030917147906_s.jpg,5.00,PlayStation 3,Call Of Duty: Advanced Warfare,5030917147906,12.00,7.00
821,/product_images/Juegos/PS3 Juegos/5030917085802_s.jpg,3.00,PlayStation 3,Call Of Duty: Black Ops,5030917085802,7.00,4.00
821,/product_images/Juegos/PS3 Juegos/5030934109680_s.jpg,0.01,PlayStation 3,FIFA 13,5030934109680,0.25,0.01
821,/product_images/Juegos/PS3 Juegos/5030937112373_s.jpg,1.90,PlayStation 3,FIFA 15,5030937112373,8.00,3.00
821,/product_images/Juegos/PS3 Juegos/5030933111103_s.jpg,0.30,PlayStation 3,FIFA 14,5030933111103,2.00,0.60
821,/product_images/Juegos/PS3 Juegos/711719190059_s.jpg,1.40,PlayStation 3,Gran Turismo 5,711719190059,6.00,2.00
821,/product_images/Juegos/PS3 Juegos/711719123996_s.jpg,4.00,PlayStation 3,Uncharted 3: Traicion de Drake,711719123996,10.00,6.00
821,/product_images/Juegos/PS3 Juegos/5030934102902_s.jpg,1.20,PlayStation 3,Battlefield 3,5030934102902,5.00,1.90
821,/product_images/Juegos/PS3 Juegos/5030930111137_s.jpg,3.00,PlayStation 3,Battlefield 4,5030930111137,8.00,5.00
990,/product_images/Juegos/PS Vita Juegos/711719200628_s.jpg,8.00,PlayStation Vita,Uncharted: Golden Abyss,711719200628,18.00,11.00
990,/product_images/Juegos/PS Vita Juegos/5030934109901_s.jpg,1.40,PlayStation Vita,FIFA 13,5030934109901,6.00,2.00
990,/product_images/Juegos/PS Vita Juegos/3307215652312_s.jpg,7.00,PlayStation Vita,Assassin's Creed III (3): Liberation,3307215652312,15.00,9.00
990,/product_images/Juegos/PS Vita Juegos/5030939111404_s.jpg,5.00,PlayStation Vita,FIFA 14,5030939111404,12.00,7.00
990,/product_images/Juegos/PS Vita Juegos/5030917114083_s.jpg,10.00,PlayStation Vita,Call of Duty Black Ops- Declassified,5030917114083,22.00,14.00
990,/product_images/Juegos/PS Vita Juegos/711719438519_s.jpg,8.00,PlayStation Vita,Minecraft,711719438519,18.00,11.00
990,/product_images/Juegos/PS Vita Juegos/5035225113223_s.jpg,10.00,PlayStation Vita,FIFA 15,5035225113223,22.00,14.00
990,/product_images/Juegos/PS Vita Juegos/711719251163_s.jpg,8.00,PlayStation Vita,Killzone Mercenary,711719251163,18.00,11.00
990,/product_images/Juegos/PS Vita Juegos/5030934109192_s.jpg,8.00,PlayStation Vita,Need For Speed: Most Wanted 12,5030934109192,18.00,11.00
990,/product_images/Juegos/PS Vita Juegos/711719287667_s.jpg,1.20,PlayStation Vita,Invizimals - La Alianza,711719287667,5.00,1.90
990,/product_images/Juegos/PS Vita Juegos/5055277016259_s.jpg,8.00,PlayStation Vita,Virtua Tennis 4: Edicion World Tour,5055277016259,18.00,11.00
990,/product_images/Juegos/PS Vita Juegos/5021290057791_s.jpg,9.00,PlayStation Vita,Final Fantasy X HD Only,5021290057791,20.00,13.00
990,/product_images/Juegos/PS Vita Juegos/711719292852_s.jpg,7.00,PlayStation Vita,Soul Sacrifice,711719292852,15.00,9.00
990,/product_images/Juegos/PS Vita Juegos/5055377602352_s.jpg,2.00,PlayStation Vita,Space Hulk,5055377602352,6.00,3.00
990,/product_images/Juegos/PS Vita Juegos/3307215623893_s.jpg,7.00,PlayStation Vita,Rayman Origins,3307215623893,15.00,9.00
862,/product_images/Juegos/PSP Juegos/5026555280785_s.jpg,1.00,PSP,Grand Theft Auto Vice City Stories,5026555280785,5.00,1.80
862,/product_images/Juegos/PSP Juegos/711719151159_s.jpg,0.40,PSP,Gran Turismo,711719151159,3.00,0.90
862,/product_images/Juegos/PSP Juegos/711719169772_s.jpg,0.01,PSP,Invizimals La Otra Dimension (Solo Juego,711719169772,0.50,0.10
862,/product_images/Juegos/PSP Juegos/711719142058_s.jpg,0.01,PSP,Invizimals (Solo Juego),711719142058,0.50,0.10
862,/product_images/Juegos/PSP Juegos/711719164777_s.jpg,0.01,PSP,EyePet,711719164777,0.50,0.10
862,/product_images/Juegos/PSP Juegos/711719651888_s.jpg,0.40,PSP,Ratchet & Clank: El Tamano Importa,711719651888,3.00,0.90
862,/product_images/Juegos/PSP Juegos/5026555280143_s.jpg,1.00,PSP,Grand Theft Auto: Liberty City Stories,5026555280143,5.00,1.80
862,/product_images/Juegos/PSP Juegos/3307211667679_s.jpg,1.00,PSP,Assassin's Creed: Bloodlines,3307211667679,5.00,1.80
862,/product_images/Juegos/PSP Juegos/711719646266_s.jpg,0.40,PSP,Daxter,711719646266,3.00,0.90
862,/product_images/Juegos/PSP Juegos/711719660071_s.jpg,0.40,PSP,Tekken Dark Resurrection,711719660071,3.00,0.90
862,/product_images/Juegos/PSP Juegos/8414646244995_s.jpg,0.01,PSP,Invizimals: Las tribus perdidas,8414646244995,0.50,0.10
862,/product_images/Juegos/PSP Juegos/5030934059176_s.jpg,0.01,PSP,FIFA 08,5030934059176,0.50,0.10
862,/product_images/Juegos/PSP Juegos/5030934104319_s.jpg,0.30,PSP,FIFA 12,5030934104319,2.00,0.60
862,/product_images/Juegos/PSP Juegos/711719908128_s.jpg,0.40,PSP,God of War: Chains of Olympus,711719908128,3.00,0.90
862,/product_images/Juegos/PSP Juegos/711719678250_s.jpg,0.40,PSP,Medievil: Resurreccion,711719678250,3.00,0.90
831,/product_images/Juegos/Wii Juegos/045496365202_s.jpg,8.00,Wii,Mario Kart Wii (Solo Juego),045496365202,18.00,11.00
831,/product_images/Juegos/Wii Juegos/045496368098_s.jpg,11.00,Wii,New Super Mario Bros. Wii,045496368098,25.00,15.00
831,/product_images/Juegos/Wii Juegos/045496362201B_s.jpg,2.00,Wii,Wii Play (solo juego),045496362201,6.00,3.00
831,/product_images/Juegos/Wii Juegos/045496365899_s.jpg,6.00,Wii,Super Smash Bros. Brawl,045496365899,15.00,9.00
831,/product_images/Juegos/Wii Juegos/045496363932_s.jpg,6.00,Wii,Super Mario Galaxy,045496363932,15.00,9.00
831,/product_images/Juegos/Wii Juegos/045496367473_s.jpg,6.00,Wii,Wii Sports Resort (Solo Juego),045496367473,15.00,9.00
831,/product_images/Juegos/Wii Juegos/045496362102_s.jpg,2.00,Wii,Wii Sports (Solo Juego),045496362102,5.00,3.00
831,/product_images/Juegos/Wii Juegos/045496367916_s.jpg,2.00,Wii,Wii Fit Plus (Solo Juego),045496367916,5.00,3.00
831,/product_images/Juegos/Wii Juegos/045496368869_s.jpg,9.00,Wii,Super Mario Galaxy 2,045496368869,22.00,13.00
831,/product_images/Juegos/Wii Juegos/045496362393_s.jpg,5.00,Wii,Legend of Zelda: Twilight Princess,045496362393,12.00,7.00
831,/product_images/Juegos/Wii Juegos/5030933111424_s.jpg,2.00,Wii,FIFA 14,5030933111424,6.00,3.00
831,/product_images/Juegos/Wii Juegos/3307215647196_s.jpg,8.00,Wii,Just Dance 4,3307215647196,18.00,11.00
996,/product_images/Juegos/Wii U Juegos/045496332785_s.jpg,11.00,Wii U,Super Mario 3D World,045496332785,25.00,15.00
996,/product_images/Juegos/Wii U Juegos/045496333621_s.jpg,14.00,Wii U,Super Smash Bros,045496333621,32.00,20.00
996,/product_images/Juegos/Wii U Juegos/045496333288_s.jpg,12.00,Wii U,Mario Kart 8,045496333288,28.00,17.00
996,/product_images/Juegos/Wii U Juegos/045496334987_s.jpg,12.00,Wii U,Super Mario Maker,045496334987,28.00,17.00
996,/product_images/Juegos/Wii U Juegos/045496331085_s.jpg,5.00,Wii U,Nintendo Land,045496331085,12.00,7.00
996,/product_images/Juegos/Wii U Juegos/045496331207_s.jpg,8.00,Wii U,New Super Mario Bros. U,045496331207,18.00,11.00
996,/product_images/Juegos/Wii U Juegos/045496334475_s.jpg,13.00,Wii U,Splatoon,045496334475,30.00,18.00
996,/product_images/Juegos/Wii U Juegos/5060112431302_s.jpg,3.00,Wii U,Rodea The Sky Solider,5060112431302,8.00,5.00
996,/product_images/Juegos/Wii U Juegos/045496334697_s.jpg,13.00,Wii U,Yoshi's Woolly World,045496334697,30.00,18.00
996,/product_images/Juegos/Wii U Juegos/3307215654293_s.jpg,2.00,Wii U,ZombiU,3307215654293,6.00,3.00
996,/product_images/Juegos/Wii U Juegos/045496335090_s.jpg,15.00,Wii U,Xenoblade Chronicles X,045496335090,35.00,22.00
996,/product_images/Juegos/Wii U Juegos/0045496332303_s.jpg,9.00,Wii U,Legend Of Zelda: Wind Waker HD,0045496332303,22.00,13.00
996,/product_images/Juegos/Wii U Juegos/3307215655078_s.jpg,4.00,Wii U,Assassins Creed 3,3307215655078,10.00,6.00
996,/product_images/Juegos/Wii U Juegos/5030917114014_s.jpg,3.00,Wii U,Call Of Duty: Black Ops II,5030917114014,8.00,5.00
996,/product_images/Juegos/Wii U Juegos/045496334161_s.jpg,9.00,Wii U,Mario Party 10,045496334161,20.00,12.00
827,/product_images/Juegos/Xbox 360 Juegos/5026555258098_s.jpg,9.00,Xbox 360,Grand Theft Auto V (5) 2 Disco,5026555258098,20.00,12.00
827,/product_images/Juegos/Xbox 360 Juegos/882224721141_s.jpg,1.80,Xbox 360,Gears of War 2,882224721141,4.00,2.00
827,/product_images/Juegos/Xbox 360 Juegos/5030917111679_s.jpg,6.00,Xbox 360,Call Of Duty: Black Ops II,5030917111679,15.00,9.00
827,/product_images/Juegos/Xbox 360 Juegos/5030917096891_s.jpg,3.00,Xbox 360,Call Of Duty: Modern Warfare 3,5030917096891,8.00,5.00
827,/product_images/Juegos/Xbox 360 Juegos/5035228112377_s.jpg,6.00,Xbox 360,FIFA 15,5035228112377,15.00,9.00
827,/product_images/Juegos/Xbox 360 Juegos/5030917125911_s.jpg,4.00,Xbox 360,Call Of Duty: Ghosts *2 Disc*,5030917125911,10.00,6.00
827,/product_images/Juegos/Xbox 360 Juegos/5030917085864_s.jpg,5.00,Xbox 360,Call Of Duty: Black Ops,5030917085864,12.00,7.00
827,/product_images/Juegos/Xbox 360 Juegos/5030949111104_s.jpg,2.00,Xbox 360,FIFA 14,5030949111104,5.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/5026555245968_s.jpg,3.00,Xbox 360,Grand Theft Auto IV,5026555245968,8.00,5.00
827,/product_images/Juegos/Xbox 360 Juegos/3307210263421_s.jpg,1.20,Xbox 360,Assassin's Creed,3307210263421,5.00,1.90
827,/product_images/Juegos/Xbox 360 Juegos/5030934102421_s.jpg,3.00,Xbox 360,Battlefield 3 *2 Discos*,5030934102421,8.00,5.00
827,/product_images/Juegos/Xbox 360 Juegos/0885370309607_s.jpg,2.00,Xbox 360,Gears of War 3,0885370309607,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/885370439939_s.jpg,2.00,Xbox 360,Halo 4 *2 Disc*,885370439939,6.00,3.00
827,/product_images/Juegos/Xbox 360 Juegos/3307215633342_s.jpg,4.00,Xbox 360,Far Cry 3,3307215633342,10.00,6.00
1002,/product_images/Juegos/Xbox One Juegos/0889842121575_s.jpg,15.00,Xbox One,Gears of War 4,0889842121575,35.00,22.00
1002,/product_images/Juegos/Xbox One Juegos/885370662221_s.jpg,9.00,Xbox One,Ryse: Son Of Rome,885370662221,20.00,12.00
1002,/product_images/Juegos/Xbox One Juegos/3307215915127_s.jpg,45.00,Xbox One,For Honor,3307215915127,65.00,50.00
1002,/product_images/Juegos/Xbox One Juegos/5030917181863_s.jpg,13.00,Xbox One,Call Of Duty: Black Ops III,5030917181863,30.00,18.00
1002,/product_images/Juegos/Xbox One Juegos/5030937116425_s.jpg,23.00,Xbox One,FIFA 17,5030937116425,42.00,28.00
1002,/product_images/Juegos/Xbox One Juegos/85370663983_s.jpg,8.00,Xbox One,Dead Rising 3,85370663983,18.00,11.00
1002,/product_images/Juegos/Xbox One Juegos/885370929669_s.jpg,9.00,Xbox One,Halo 5: Guardians,885370929669,20.00,12.00
1002,/product_images/Juegos/Xbox One Juegos/5055060965924_s.jpg,30.00,Xbox One,Resident Evil 7: Biohazard,5055060965924,55.00,37.00
1002,/product_images/Juegos/Xbox One Juegos/3307215733134_s.jpg,4.00,Xbox One,Watch Dogs,3307215733134,10.00,6.00
1002,/product_images/Juegos/Xbox One Juegos/5026555284127_s.jpg,18.00,Xbox One,Grand Theft Auto V (5),5026555284127,42.00,26.00
1002,/product_images/Juegos/Xbox One Juegos/5030939112395_s.jpg,0.30,Xbox One,FIFA 15,5030939112395,2.50,0.70
1002,/product_images/Juegos/Xbox One Juegos/5030917124358_s.jpg,2.00,Xbox One,Destiny,5030917124358,10.00,3.00
1002,/product_images/Juegos/Xbox One Juegos/0885370863956_s.jpg,8.00,Xbox One,Halo: The Master Chief Collection,0885370863956,18.00,11.00
1002,/product_images/Juegos/Xbox One Juegos/885370951844_s.jpg,6.00,Xbox One,Gears Of War: Ultimate Edition,885370951844,15.00,9.00
1002,/product_images/Juegos/Xbox One Juegos/5035228113763_s.jpg,20.00,Xbox One,Battlefield 1,5035228113763,45.00,28.00
1001,/product_images/Juegos/PS4 Juegos/711719407515_s.jpg,15.00,PlayStation 4,"Last of Us, The - Remastered",711719407515,35.00,22.00
1001,/product_images/Juegos/PS4 Juegos/3307215732939_s.jpg,6.00,PlayStation 4,Watch Dogs,3307215732939,15.00,9.00
1001,/product_images/Juegos/PS4 Juegos/5021290072985_s.jpg,18.00,PlayStation 4,Final Fantasy XV,5021290072985,42.00,26.00
1001,/product_images/Juegos/PS4 Juegos/3307215938782_s.jpg,14.00,PlayStation 4,Far Cry Primal,3307215938782,32.00,20.00
1001,/product_images/Juegos/PS4 Juegos/3307215793633_s.jpg,8.00,PlayStation 4,Far Cry 4,3307215793633,18.00,11.00
1001,/product_images/Juegos/PS4 Juegos/3307215803530_s.jpg,11.00,PlayStation 4,Assassin's Creed: Unity,3307215803530,25.00,15.00
1001,/product_images/Juegos/PS4 Juegos/5051893179637_s.jpg,11.00,PlayStation 4,Batman: Arkham Knight,5051893179637,25.00,15.00
1001,/product_images/Juegos/PS4 Juegos/4012927100417_s.jpg,9.00,PlayStation 4,Metal Gear Solid V: The Phantom Pain,4012927100417,20.00,12.00
1001,/product_images/Juegos/PS4 Juegos/711719838951_s.jpg,15.00,PlayStation 4,"Last Guardian, The",711719838951,35.00,22.00
1001,/product_images/Juegos/PS4 Juegos/711719866534_s.jpg,15.00,PlayStation 4,Uncharted: The Nathan Drake Collection,711719866534,35.00,22.00
1001,/product_images/Juegos/PS4 Juegos/3391891979016_s.jpg,14.00,PlayStation 4,Witcher 3: Wild Hunt,3391891979016,32.00,20.00
1001,/product_images/Juegos/PS4 Juegos/5030917124549_s.jpg,2.00,PlayStation 4,Destiny,5030917124549,12.00,4.00
1001,/product_images/Juegos/PS4 Juegos/5030917148019_s.jpg,6.00,PlayStation 4,Call Of Duty: Advanced Warfare,5030917148019,25.00,9.00
1001,/product_images/Juegos/PS4 Juegos/5055856406242_s.jpg,14.00,PlayStation 4,Fallout 4,5055856406242,32.00,20.00
1001,/product_images/Juegos/PS4 Juegos/0711719278870_s.jpg,9.00,PlayStation 4,InFamous Second Son,0711719278870,22.00,13.00
1001,/product_images/Juegos/PS4 Juegos/5055856403418_s.jpg,9.00,PlayStation 4,Doom (2016),5055856403418,22.00,13.00
1001,/product_images/Juegos/PS4 Juegos/3307215889121_s.jpg,18.00,PlayStation 4,Rainbow Six: Siege,3307215889121,42.00,26.00
1001,/product_images/Juegos/PS4 Juegos/5030947112387_s.jpg,0.90,PlayStation 4,FIFA 15,5030947112387,6.00,1.80
1001,/product_images/Juegos/PS4 Juegos/711719439912_s.jpg,17.00,PlayStation 4,Minecraft,711719439912,38.00,24.00
1001,/product_images/Juegos/PS4 Juegos/0711719849834_s.jpg,8.00,PlayStation 4,No Man's Sky,0711719849834,18.00,11.00
1001,/product_images/Juegos/PS4 Juegos/711719275473_s.jpg,5.00,PlayStation 4,Killzone: Shadow Fall,711719275473,12.00,7.00
1001,/product_images/Juegos/PS4 Juegos/711719848233_s.jpg,14.00,PlayStation 4,Ratchet & Clank (2016),711719848233,32.00,20.00
1001,/product_images/Juegos/PS4 Juegos/5030936111346_s.jpg,9.00,PlayStation 4,Battlefield 4,5030936111346,22.00,13.00
1001,/product_images/Juegos/PS4 Juegos/5035223113737_s.jpg,15.00,PlayStation 4,Need For Speed (2015),5035223113737,35.00,22.00
1001,/product_images/Juegos/PS4 Juegos/5026555422079_s.jpg,22.00,PlayStation 4,NBA 2K17,5026555422079,50.00,31.00
1001,/product_images/Juegos/PS4 Juegos/4020628868550_s.jpg,6.00,PlayStation 4,Homefront: The Revolution,4020628868550,15.00,9.00
1001,/product_images/Juegos/PS4 Juegos/0711719284697_s.jpg,9.00,PlayStation 4,"Order 1886, The",0711719284697,20.00,12.00
1001,/product_images/Juegos/PS4 Juegos/5030932116925_s.jpg,14.00,PlayStation 4,Titanfall 2,5030932116925,32.00,20.00
1001,/product_images/Juegos/PS4 Juegos/4012927102336_s.jpg,18.00,PlayStation 4,Pro Evolution Soccer 2017,4012927102336,42.00,26.00
1001,/product_images/Juegos/PS4 Juegos/3307215715239_s.jpg,9.00,PlayStation 4,Assassin's Creed 4: Black Flag,3307215715239,20.00,12.00
1001,/product_images/Juegos/PS4 Juegos/5026555421256_s.jpg,4.00,PlayStation 4,NBA 2K16,5026555421256,18.00,6.00
1001,/product_images/Juegos/PS4 Juegos/711719446019_s.jpg,11.00,PlayStation 4,Little Big Planet 3,711719446019,25.00,15.00
1001,/product_images/Juegos/PS4 Juegos/5021290069459_s.jpg,15.00,PlayStation 4,Just Cause 3,5021290069459,35.00,22.00
1001,/product_images/Juegos/PS4 Juegos/3391891980685_s.jpg,13.00,PlayStation 4,Dragon Ball: Xenoverse,3391891980685,30.00,18.00
1001,/product_images/Juegos/PS4 Juegos/3391891990097_s.jpg,24.00,PlayStation 4,Dragon Ball Xenoverse 2,3391891990097,55.00,34.00
1001,/product_images/Juegos/PS4 Juegos/5030917126215_s.jpg,4.00,PlayStation 4,Call Of Duty: Ghosts,5030917126215,20.00,7.00
1001,/product_images/Juegos/PS4 Juegos/3307215977453_s.jpg,17.00,PlayStation 4,Assassin's Creed: The Ezio Collection,3307215977453,38.00,24.00
1001,/product_images/Juegos/PS4 Juegos/5051893230963_s.jpg,14.00,PlayStation 4,Batman: Return To Arkham,5051893230963,32.00,20.00
1001,/product_images/Juegos/PS4 Juegos/5051893165128_s.jpg,11.00,PlayStation 4,"Tierra-Media, La: Sombras De Mordor",5051893165128,25.00,15.00
1001,/product_images/Juegos/PS4 Juegos/711719277071_s.jpg,9.00,PlayStation 4,DriveClub,711719277071,22.00,13.00
