precio_intercambio,categoria_str,img_caratula,titulo,precio_venta,categoria_id,precio_compra,sku
0.70,PC,/product_images/Juegos/PC Juegos/8436010153467_s.jpg,Sniper Ghost Warrior,2.00,830,0.40,8436010153467
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4005209096317_s.jpg,Conan,8.00,821,3.00,4005209096317
7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934068314_s.jpg,Monopoly: Edicion Mundial,12.00,821,5.00,5030934068314
0.30,PC,/product_images/Juegos/PC Juegos/4014935251136_s.jpg,Port Royale,1.00,830,0.10,4014935251136
0.10,PC,/product_images/Juegos/PC Juegos/8436010153443_s.jpg,Real Warfare - Anthology,0.50,830,0.01,8436010153443
7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5907813595011_s.jpg,Sniper Ghost Warrior,12.00,821,5.00,5907813595011
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934103640_s.jpg,Kingdoms Of Amalur: Reckoning,8.00,821,3.00,5030934103640
0.10,PC,/product_images/Juegos/PC Juegos/3307211609938_s.jpg,CSI: New York,0.50,830,0.01,3307211609938
0.20,PC,/product_images/Juegos/PC Juegos/3307210166364_s.jpg,CSI: Oscuras Intenciones,0.75,830,0.10,3307210166364
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5060138435353_s.jpg,Condemned 2,8.00,821,3.00,5060138435353
1.50,PlayStation 3,/product_images/Juegos/PS3 Juegos/5060057026298_s.jpg,Ferrari Challenge - Trofeo Pirelli,4.00,821,0.90,5060057026298
2.00,PC,/product_images/Juegos/PC Juegos/5055277026685_s.jpg,Football Manager 2016 (P),8.00,830,1.60,5055277026685
0.30,PC,/product_images/Juegos/PC Juegos/5030930027407_s.jpg,Medal Of Honor Allied Assault 2CD (SN),1.00,830,0.10,5030930027407
0.10,PSP,/product_images/Juegos/PSP Juegos/3307211686007_s.jpg,Cover Girl,0.50,862,0.01,3307211686007
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934105095_s.jpg,Grand Slam Tennis 2,8.00,821,3.00,5030934105095
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030917069444_s.jpg,Wolfenstein,8.00,821,3.00,5030917069444
0.20,PC,/product_images/Juegos/PC Juegos/3307210156334_s.jpg,Warlords IV: Heroes Of Etheria,0.75,830,0.10,3307210156334
0.20,PC,/product_images/Juegos/PC Juegos/8414185059876_s.jpg,Los Sims Mas Vivos Que Nunca (SN) 1Cd,0.75,830,0.10,8414185059876
0.90,PSP,/product_images/Juegos/PSP Juegos/3307215621905_s.jpg,Driver 1976 Essentials,3.00,862,0.40,3307215621905
-1,PSP,/product_images/Juegos/PSP Juegos/3307215638316_s.jpg,Assassin's Creed - Bloodlines,12.00,862,-1,3307215638316
11.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719266532_s.jpg,Ratchet & Clank:Q Force,18.00,821,8.00,711719266532
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5060073308415_s.jpg,Ninja Gaiden 3,10.00,821,4.00,5060073308415
4.00,PC,/product_images/Juegos/PC Juegos/3348542237834_s.jpg,Warcraft 3 Reign of Chaos + Frozen Thron (P),12.00,830,2.00,3348542237834
0.10,PC,/product_images/Juegos/PC Juegos/3307210177636_s.jpg,Silent Hunter III,0.50,830,0.01,3307210177636
2.00,PSP,/product_images/Juegos/PSP Juegos/3307219930416_s.jpg,Brothers In Arms: D-Day + Rainbow Six Ve,6.00,862,1.20,3307219930416
2.00,PSP,/product_images/Juegos/PSP Juegos/3307219931277_s.jpg,Splinter Cell Essential/Prince Of Persia,8.00,862,1.60,3307219931277
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4012927054826_s.jpg,Metal Gear Rising: Revengeance,10.00,821,4.00,4012927054826
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5055277002795_s.jpg,Planet 51: El Videojuego,10.00,821,4.00,5055277002795
0.01,PC,/product_images/Juegos/PC Juegos/3307210156143_s.jpg,Pandoras Box,0.25,830,0.01,3307210156143
0.10,PC,/product_images/Juegos/PC Juegos/3307211622920_s.jpg,Lost (Perdidos) El Videgojuego,0.50,830,0.01,3307211622920
0.60,PSP,/product_images/Juegos/PSP Juegos/3348542204270_s.jpg,Miami Vice: The Game (18),2.00,862,0.30,3348542204270
0.40,PSP,/product_images/Juegos/PSP Juegos/3348542205529_s.jpg,50 Cent Bulletproof G Unit Edition,1.50,862,0.20,3348542205529
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030917132353_s.jpg,Angry Birds: Star Wars,10.00,821,4.00,5030917132353
13.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5051893229158_s.jpg,LEGO Star Wars: El Despertar De La Fuerza,22.00,821,9.00,5051893229158
0.01,PC,/product_images/Juegos/PC Juegos/3307210259592_s.jpg,Locos por el Surf,0.10,830,0.01,3307210259592
0.30,PC,/product_images/Juegos/PC Juegos/8431474001057_s.jpg,Mickey : Un Dia A Tope,1.00,830,0.10,8431474001057
0.60,PSP,/product_images/Juegos/PSP Juegos/3348542206281_s.jpg,M.A.C.H.,2.00,862,0.30,3348542206281
1.60,PSP,/product_images/Juegos/PSP Juegos/3348542212015_s.jpg,SWAT: Target Liberty,4.50,862,0.90,3348542212015
11.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5060146460866_s.jpg,Walking Dead: Telltale Games Series 1,18.00,821,8.00,5060146460866
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/8717418254933_s.jpg,Split Second Velocity,10.00,821,4.00,8717418254933
0.20,PC,/product_images/Juegos/PC Juegos/8431474055265_s.jpg,Final Conquest,0.75,830,0.10,8431474055265
0.30,PC,/product_images/Juegos/PC Juegos/3546430119624_s.jpg,Getting Up 1DVD,1.00,830,0.10,3546430119624
3.00,PSP,/product_images/Juegos/PSP Juegos/3348542213067_s.jpg,Alien Vs Predator,10.00,862,2.00,3348542213067
0.30,PSP,/product_images/Juegos/PSP Juegos/3512289017411_s.jpg,Pro Cycling Tour De France 2010,1.00,862,0.10,3512289017411
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030917070709_s.jpg,Blur,10.00,821,4.00,5030917070709
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/8023171019895_s.jpg,IL-2 Sturmovik Birds of Prey,10.00,821,4.00,8023171019895
0.30,PC,/product_images/Juegos/PC Juegos/5026555033183_s.jpg,Rune,1.00,830,0.10,5026555033183
0.10,PC,/product_images/Juegos/PC Juegos/8427197001535_s.jpg,La Maquina Del Tiempo Del Pequeno Aventurero,0.50,830,0.01,8427197001535
2.00,PSP,/product_images/Juegos/PSP Juegos/3546430124215_s.jpg,Battlezone,6.00,862,1.20,3546430124215
1.60,PSP,/product_images/Juegos/PSP Juegos/3546430124796_s.jpg,Dungeons & Dragons Tactics,4.50,862,0.90,3546430124796
9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3307215713099_s.jpg,"Pitufos 2, Los",15.00,821,6.00,3307215713099
0.90,PlayStation 3,/product_images/Juegos/PS3 Juegos/3307217935291_s.jpg,Racket Sports,2.50,821,0.60,3307217935291
0.01,PC,/product_images/Juegos/PC Juegos/8431474072781_s.jpg,ACB Total,0.25,830,0.01,8431474072781
0.30,PC,/product_images/Juegos/PC Juegos/5030917016646_s.jpg,Spider-Man (2CD),1.00,830,0.10,5030917016646
1.20,PSP,/product_images/Juegos/PSP Juegos/3546430127179_s.jpg,Test Drive Unlimited,3.50,862,0.70,3546430127179
0.40,PSP,/product_images/Juegos/PSP Juegos/3546430128961_s.jpg,Thrillville,1.50,862,0.20,3546430128961
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4005209095808_s.jpg,Juiced 2: Hot Import Nights,10.00,821,4.00,4005209095808
7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4005209147798_s.jpg,MX Vs ATV Live,12.00,821,5.00,4005209147798
0.70,PC,/product_images/Juegos/PC Juegos/8414185050705_s.jpg,Need For Speed: Hot Pursuit 2,2.50,830,0.30,8414185050705
2.00,PC,/product_images/Juegos/PC Juegos/5026555035743_s.jpg,Mafia,7.00,830,1.40,5026555035743
4.00,PSP,/product_images/Juegos/PSP Juegos/3546430134719_s.jpg,N+,12.00,862,2.00,3546430134719
1.40,PSP,/product_images/Juegos/PSP Juegos/3700577000331_s.jpg,Ace Combat: Joint Assault,4.00,862,0.80,3700577000331
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719201250_s.jpg,All Star Battle Royale,10.00,821,4.00,711719201250
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/8717418187576_s.jpg,Disney Bolt,8.00,821,3.00,8717418187576
0.10,PC,/product_images/Juegos/PC Juegos/8436010150268_s.jpg,FX Chess Plus,0.50,830,0.01,8436010150268
1.00,PC,/product_images/Juegos/PC Juegos/8414185032169_s.jpg,Black & White 2 (SN) 1 DVD,3.00,830,0.60,8414185032169
2.00,PSP,/product_images/Juegos/PSP Juegos/3700577002106_s.jpg,God Eater Burst,8.00,862,1.60,3700577002106
0.30,PSP,/product_images/Juegos/PSP Juegos/3760007414930_s.jpg,X-treme Party,1.00,862,0.10,3760007414930
12.00,PSP,/product_images/Juegos/PSP Juegos/3760165160236_s.jpg,Metal Slug Double X,35.00,862,7.00,3760165160236
7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934092173_s.jpg,Monopoly Streets,12.00,821,5.00,5030934092173
1.50,PlayStation 3,/product_images/Juegos/PS3 Juegos/5037930110108_s.jpg,Stranglehold,4.00,821,0.90,5037930110108
12.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3391891982894_s.jpg,Dark Souls II (2): Scholar Of The First Sin,20.00,821,9.00,3391891982894
0.10,PC,/product_images/Juegos/PC Juegos/3307210243898_s.jpg,Dogz 5,0.50,830,0.01,3307210243898
0.90,PC,/product_images/Juegos/PC Juegos/8436010153924_s.jpg,Flatout Anthology,3.00,830,0.40,8436010153924
0.20,PC,/product_images/Juegos/PC Juegos/8436010154006_s.jpg,Fx Futbol,0.75,830,0.10,8436010154006
3.00,PSP,/product_images/Juegos/PSP Juegos/400289888632_s.jpg,MLB 10: The Show,9.00,862,1.80,400289888632
2.00,PSP,/product_images/Juegos/PSP Juegos/4005209073332_s.jpg,SpongeBob SquarePants: The Yellow Avenge,6.00,862,1.20,4005209073332
2.00,PSP,/product_images/Juegos/PSP Juegos/4005209076234_s.jpg,Infected,6.00,862,1.20,4005209076234
7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5024866341164_s.jpg,Colin McRae: Dirt 2,12.00,821,5.00,5024866341164
3.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5060073307432_s.jpg,Fist of the North Star: Ken's Rage,6.00,821,2.00,5060073307432
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719114888_s.jpg,Singstar Dance (Solo Juego),8.00,821,3.00,711719114888
0.40,PC,/product_images/Juegos/PC Juegos/4260089416659_s.jpg,Dungeons II,1.50,830,0.20,4260089416659
0.90,PSP,/product_images/Juegos/PSP Juegos/4005209083164_s.jpg,Guilty Gear Judgment,3.00,862,0.40,4005209083164
1.40,PSP,/product_images/Juegos/PSP Juegos/4005209083416_s.jpg,Scooby Doo Quien Esta Mirando A Quien,4.00,862,0.80,4005209083416
2.00,PSP,/product_images/Juegos/PSP Juegos/4005209084789_s.jpg,Avatar: The Legend of Aang,8.00,862,1.60,4005209084789
0.50,PlayStation 3,/product_images/Juegos/PS3 Juegos/5026555402705_s.jpg,NBA 2K10,1.50,821,0.30,5026555402705
9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934069410_s.jpg,Trivial Pursuit,15.00,821,6.00,5030934069410
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3307211615045_s.jpg,Elder Scrolls IV: Oblivion GOTY,8.00,821,3.00,3307211615045
0.90,PSP,/product_images/Juegos/PSP Juegos/4005209120753_s.jpg,Cars: Race O Rama,3.00,862,0.40,4005209120753
2.00,PSP,/product_images/Juegos/PSP Juegos/4005209124843_s.jpg,SpongeBob: Truth or Square,8.00,862,1.60,4005209124843
1.60,PSP,/product_images/Juegos/PSP Juegos/4005209125031_s.jpg,Marvel Super Hero Squad,4.50,862,0.90,4005209125031
1.50,PlayStation 3,/product_images/Juegos/PS3 Juegos/5055277001804_s.jpg,Vancouver Winter Olympics,4.00,821,0.90,5055277001804
0.30,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934066471_s.jpg,NBA Live 09,1.00,821,0.20,5030934066471
3.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5060125481707_s.jpg,Dark Sector,5.00,821,2.00,5060125481707
0.60,PSP,/product_images/Juegos/PSP Juegos/4005209125482_s.jpg,WWE Smackdown Vs. Raw 2010,2.00,862,0.30,4005209125482
0.60,PSP,/product_images/Juegos/PSP Juegos/4005209127486_s.jpg,MX vs ATV: Reflex,2.00,862,0.30,4005209127486
0.90,PSP,/product_images/Juegos/PSP Juegos/4005209143189_s.jpg,WWE All Stars,3.00,862,0.40,4005209143189
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3307215630549_s.jpg,Ghost Recon: Future Soldier,10.00,821,4.00,3307215630549
1.50,PlayStation 3,/product_images/Juegos/PS3 Juegos/8717418164300_s.jpg,"Principe Caspian, El",4.00,821,0.90,8717418164300
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030917044809_s.jpg,Transformers The Game,8.00,821,3.00,5030917044809
2.00,PSP,/product_images/Juegos/PSP Juegos/4012927060186_s.jpg,Death Jr.,6.00,862,1.20,4012927060186
1.40,PSP,/product_images/Juegos/PSP Juegos/4012927060346_s.jpg,"Frogger, Helmet Chaos",4.00,862,0.80,4012927060346
6.00,PSP,/product_images/Juegos/PSP Juegos/4012927060582_s.jpg,The Ark of Napishtim,18.00,862,3.00,4012927060582
7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/093155119734_s.jpg,Doom 3 - BFG Edition,12.00,821,5.00,093155119734
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/8059617102074_s.jpg,MotoGP 14,10.00,821,4.00,8059617102074
9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5051893116748_s.jpg,Lego Batman 2: DC Super Heros,15.00,821,6.00,5051893116748
0.40,PSP,/product_images/Juegos/PSP Juegos/4012927060650_s.jpg,Street Supremacy,1.50,862,0.20,4012927060650
0.70,PSP,/product_images/Juegos/PSP Juegos/4012927060728_s.jpg,Pocket Racers,2.50,862,0.30,4012927060728
5.00,PSP,/product_images/Juegos/PSP Juegos/4012927060797_s.jpg,Metal Gear Acid 2,15.00,862,3.00,4012927060797
3.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4005209150231_s.jpg,WWE 2012,5.00,821,2.00,4005209150231
9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/023272008512_s.jpg,Lego Indiana Jones 2,15.00,821,6.00,023272008512
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719153887_s.jpg,Motorstorm Apocalypse,8.00,821,3.00,711719153887
4.00,PSP,/product_images/Juegos/PSP Juegos/4012927060988_s.jpg,Gradius Collection,12.00,862,2.00,4012927060988
0.90,PSP,/product_images/Juegos/PSP Juegos/4012927061220_s.jpg,Yu-Gi-Oh! GX Tag Force,3.00,862,0.40,4012927061220
1.20,PSP,/product_images/Juegos/PSP Juegos/4012927061381_s.jpg,Xiaolin Showdown,3.50,862,0.70,4012927061381
9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934103275_s.jpg,"Sims 3, Vaya Fauna!",15.00,821,6.00,5030934103275
1.30,PlayStation 3,/product_images/Juegos/PS3 Juegos/8717418176990_s.jpg,Pure,3.50,821,0.80,8717418176990
1.60,PSP,/product_images/Juegos/PSP Juegos/4012927061466_s.jpg,Marvel Trading Card Game,4.50,862,0.90,4012927061466
6.00,PSP,/product_images/Juegos/PSP Juegos/4012927061541_s.jpg,Metal Gear Solid Digital Graphic Novel,18.00,862,3.00,4012927061541
0.70,PSP,/product_images/Juegos/PSP Juegos/4012927061626_s.jpg,Rengoku II The Stairway to H.E.A.V.E.N.,2.50,862,0.30,4012927061626
1.40,PSP,/product_images/Juegos/PSP Juegos/4012927062036_s.jpg,Death Jr. 2: Root of Evil,4.00,862,0.80,4012927062036
1.60,PSP,/product_images/Juegos/PSP Juegos/4012927062111_s.jpg,Steel Horizon,4.50,862,0.90,4012927062111
1.60,PSP,/product_images/Juegos/PSP Juegos/4012927062197_s.jpg,Winx Club: Unete al Club,4.50,862,0.90,4012927062197
2.00,PSP,/product_images/Juegos/PSP Juegos/4012927062302_s.jpg,Coded Arms 2: Contagion,8.00,862,1.60,4012927062302
0.90,PSP,/product_images/Juegos/PSP Juegos/4012927063279_s.jpg,Yu-Gi-Oh! GX Tag Force 3,3.00,862,0.40,4012927063279
1.80,PSP,/product_images/Juegos/PSP Juegos/4012927063606_s.jpg,Metal Gear Solid: Portable Ops/Coded Arm,5.00,862,1.00,4012927063606
0.30,PSP,/product_images/Juegos/PSP Juegos/4012927064139_s.jpg,Puzzle Chronicles,1.00,862,0.10,4012927064139
1.60,PSP,/product_images/Juegos/PSP Juegos/4012927064399_s.jpg,Yu-Gi-Oh! Tag Force 4,4.50,862,0.90,4012927064399
1.80,PSP,/product_images/Juegos/PSP Juegos/4012927064955_s.jpg,Yu-Gi-Oh! Tag Force 5,5.00,862,1.00,4012927064955
0.40,PSP,/product_images/Juegos/PSP Juegos/4020628500917_s.jpg,The Hustle: Detroit Streets,1.50,862,0.20,4020628500917
3.00,PSP,/product_images/Juegos/PSP Juegos/4020628501884_s.jpg,Fast & The Furious,10.00,862,2.00,4020628501884
1.20,PSP,/product_images/Juegos/PSP Juegos/4020628504052_s.jpg,Mytran Wars,3.50,862,0.70,4020628504052
1.40,PSP,/product_images/Juegos/PSP Juegos/4510772105743_s.jpg,BlazBlue Continuum Shift II,4.00,862,0.80,4510772105743
1.20,PSP,/product_images/Juegos/PSP Juegos/4510772106481_s.jpg,Blazblue - Calamity Trigger,3.50,862,0.70,4510772106481
-1,PSP,/product_images/Juegos/PSP Juegos/4521923200040_s.jpg,Secret of Evangelion Portable,25.00,862,-1,4521923200040
1.80,PSP,/product_images/Juegos/PSP Juegos/4543112378781_s.jpg,Gundam Battle Tactics,5.00,862,1.00,4543112378781
0.50,Wii,/product_images/Juegos/Wii Juegos/5030917075759_s.jpg,Bakugan Battle Brawlers,1.50,831,0.30,5030917075759
1.50,Wii,/product_images/Juegos/Wii Juegos/5030917097973_s.jpg,Skylanders: Spyro's Adventure Starter,4.00,831,0.90,5030917097973
5.00,Wii,/product_images/Juegos/Wii Juegos/5030934059381_s.jpg,Need For Speed: Pro Street,8.00,831,3.00,5030934059381
6.00,Wii,/product_images/Juegos/Wii Juegos/4012927091951_s.jpg,Wii Sports Island 2,10.00,831,4.00,4012927091951
3.00,Wii,/product_images/Juegos/Wii Juegos/3700515800047_s.jpg,TV Show King Party,6.00,831,2.00,3700515800047
0.70,Wii,/product_images/Juegos/Wii Juegos/8717418182595_s.jpg,Disney Sing it,2.00,831,0.40,8717418182595
0.20,Wii,/product_images/Juegos/Wii Juegos/5030934059183_s.jpg,FIFA 08,0.75,831,0.10,5030934059183
1.90,Wii,/product_images/Juegos/Wii Juegos/5055277000593_s.jpg,"Conduit, The",5.00,831,1.20,5055277000593
1.70,Wii,/product_images/Juegos/Wii Juegos/3770000633399_s.jpg,Garfield La Amenaza de la Lasana del Esp,4.50,831,1.00,3770000633399
1.30,Wii,/product_images/Juegos/Wii Juegos/50309171WCSSK_s.jpg,Cabela's Survival Shadows Of Katmai,3.50,831,0.80,50309171
2.00,Wii,/product_images/Juegos/Wii Juegos/4005209110389_s.jpg,Wall-E,3.50,831,1.50,4005209110389
30.00,Wii,/product_images/Juegos/Wii Juegos/045496401511_s.jpg,Pandora's Tower,48.00,831,21.00,045496401511
3.00,Wii,/product_images/Juegos/Wii Juegos/8023171016399_s.jpg,Princesas Sobre Hielo,5.00,831,2.00,8023171016399
2.00,Wii,/product_images/Juegos/Wii Juegos/5060138438507_s.jpg,Samba de Amigo (Solo Juego),4.00,831,1.80,5060138438507
1.10,Wii,/product_images/Juegos/Wii Juegos/3307211672437_s.jpg,Red Steel 2 (Solo Juego),3.00,831,0.70,3307211672437
6.00,Wii,/product_images/Juegos/Wii Juegos/5030934076975_s.jpg,Dead Space Extraction,10.00,831,4.00,5030934076975
3.00,Wii,/product_images/Juegos/Wii Juegos/8023171013749_s.jpg,Guilty Gear Core,6.00,831,2.00,8023171013749
7.00,Wii,/product_images/Juegos/Wii Juegos/4005209141628_s.jpg,Worms: Battle Island,12.00,831,5.00,4005209141628
5.00,Wii,/product_images/Juegos/Wii Juegos/5026555045537_s.jpg,Nickelodeon Dance,8.00,831,3.00,5026555045537
1.70,Wii,/product_images/Juegos/Wii Juegos/5051893036190_s.jpg,GaHoole: La Leyenda de los Guardianes,4.50,831,1.00,5051893036190
2.00,Wii,/product_images/Juegos/Wii Juegos/5055277000258_s.jpg,Virtua Tennis 2009,4.00,831,1.80,5055277000258
6.00,Wii,/product_images/Juegos/Wii Juegos/3307210257277_s.jpg,Dog Island,10.00,831,4.00,3307210257277
3.00,Wii,/product_images/Juegos/Wii Juegos/5055277001279_s.jpg,"Conduit, The (Edicion Especial)",6.00,831,2.00,5055277001279
3.00,Wii,/product_images/Juegos/Wii Juegos/045496365660_s.jpg,Naruto Clash of Ninja Revolution,6.00,831,2.00,045496365660
-1,Wii,/product_images/Juegos/Wii Juegos/5030917091018_s.jpg,Goldeneye 007 *USE 5030917091049*,8.00,831,-1,5030917091018
6.00,Wii,/product_images/Juegos/Wii Juegos/3307211641419_s.jpg,Broken Sword Shadow of the Templars,10.00,831,4.00,3307211641419
0.50,Wii,/product_images/Juegos/Wii Juegos/3307210332622_s.jpg,Cranium Kabooki,1.50,831,0.30,3307210332622
4.00,Wii,/product_images/Juegos/Wii Juegos/5055060952184_s.jpg,Sengoku Basara Samurai Heroes,7.00,831,3.00,5055060952184
4.00,Wii,/product_images/Juegos/Wii Juegos/5021290029804_s.jpg,Bionicle Heroes,7.00,831,3.00,5021290029804
1.10,Wii,/product_images/Juegos/Wii Juegos/5030934064675_s.jpg,Rock Band (Solo Juego),3.00,831,0.70,5030934064675
3.00,Wii,/product_images/Juegos/Wii Juegos/5030934065702_s.jpg,Sim City Creator,5.00,831,2.00,5030934065702
1.50,Wii,/product_images/Juegos/Wii Juegos/045496362577_s.jpg,Excite Truck,4.00,831,0.90,045496362577
5.00,Wii,/product_images/Juegos/Wii Juegos/045496364847_s.jpg,Princesas: Un Viaje Encantado,8.00,831,3.00,045496364847
7.00,Wii,/product_images/Juegos/Wii Juegos/045496364984_s.jpg,Donkey Kong  Jet Race,12.00,831,5.00,045496364984
0.70,Wii,/product_images/Juegos/Wii Juegos/045496366803_s.jpg,Ultimate Band,2.00,831,0.40,045496366803
7.00,Wii,/product_images/Juegos/Wii Juegos/045496366919_s.jpg,Pikmin (New Play control),12.00,831,5.00,045496366919
1.50,Wii,/product_images/Juegos/Wii Juegos/045496368326_s.jpg,Disney Sing It: Party Hits (Solo Juego),4.00,831,0.90,045496368326
9.00,Wii,/product_images/Juegos/Wii Juegos/045496368371_s.jpg,Endless Ocean 2,15.00,831,6.00,045496368371
37.00,Wii,/product_images/Juegos/Wii Juegos/045496401214_s.jpg,"Last Story, The",60.00,831,27.00,045496401214
9.00,Wii,/product_images/Juegos/Wii Juegos/045496401733_s.jpg,Princesas Disney - My Fairytale Adventur,15.00,831,6.00,045496401733
9.00,Wii,/product_images/Juegos/Wii Juegos/3296580811212_s.jpg,Sky Crawlers Innocent Aces,15.00,831,6.00,3296580811212
