titulo,precio_compra,sku,precio_intercambio,img_caratula,precio_venta,categoria_id,categoria_str
Little Britain - The Game,0.80,5051272003669,1.40,/product_images/defimg3_s.jpg,4.00,862,PSP
Megaman Powered Up,6.00,5055060910504,11.00,/product_images/Juegos/PSP Juegos/5055060910504_s.jpg,32.00,862,PSP
Viewtiful Joe Red Hot rumble,1.40,5055060910528,2.00,/product_images/Juegos/PSP Juegos/5055060910528_s.jpg,7.00,862,PSP
Football Manager 2011,0.01,505527007585,0.10,/product_images/Juegos/PSP Juegos/505527007585_s.jpg,0.50,862,PSP
Football Manager 2010 (UK),0.20,5055277002269,0.40,/product_images/defimg1_s.jpg,1.50,862,PSP
Football Manager Handheld 2010,0.01,5055277002283,0.10,/product_images/Juegos/PSP Juegos/5055277002283_s.jpg,0.50,862,PSP
Football Manager 2011 (UK),0.01,5055277007561,0.10,/product_images/Juegos/PSP Juegos/5055277007561_s.jpg,0.50,862,PSP
Football Manager 2012,0.10,5055277015146,0.30,/product_images/Juegos/PSP Juegos/5055277015146_s.jpg,1.00,862,PSP
World Snooker Challenge 2005,0.01,5060004764914,0.10,/product_images/Juegos/PSP Juegos/5060004764914_s.jpg,0.50,862,PSP
World Snooker Challenge 2007,0.20,5060004768905,0.40,/product_images/defimg5_s.jpg,1.50,862,PSP
Football Manager Handheld 07,0.10,5060004769940,0.30,/product_images/Juegos/PSP Juegos/5060004769940_s.jpg,1.00,862,PSP
World Championship Poker 2,1.20,5060015032514,2.00,/product_images/Juegos/PSP Juegos/5060015032514_s.jpg,6.00,862,PSP
Prostroke Golf: World Tour 2007,1.00,5060015534902,1.80,/product_images/defimg4_s.jpg,5.00,862,PSP
Pro Stroke Golf,0.10,5060015534933,0.30,/product_images/Juegos/PSP Juegos/5060015534933_s.jpg,1.00,862,PSP
Dave Mirra BMX Challenge,0.80,5060015536296,1.40,/product_images/Juegos/PSP Juegos/5060015536296_s.jpg,4.00,862,PSP
Hard Rock Casino,0.20,5060015536418,0.40,/product_images/Juegos/PSP Juegos/5060015536418_s.jpg,1.50,862,PSP
PDC World Championship Darts 2008,0.01,5060015537705,0.10,/product_images/defimg5_s.jpg,0.50,862,PSP
CID The Dummy,1.80,5060015538412,3.00,/product_images/defimg4_s.jpg,9.00,862,PSP
Runaway: Dream of the Turtle,2.00,3512289015387,3.00,/product_images/Juegos/Wii Juegos/3512289015387_s.jpg,6.00,831,Wii
My Horse & Me,2.00,3546430131305,3.00,/product_images/Juegos/Wii Juegos/3546430131305_s.jpg,6.00,831,Wii
My Horse & Me 2,5.00,3546430136744,7.00,/product_images/Juegos/Wii Juegos/3546430136744_s.jpg,12.00,831,Wii
Ready 2 Rumble: Revolution,2.00,3546430143902,3.00,/product_images/Juegos/Wii Juegos/3546430143902_s.jpg,6.00,831,Wii
El Oso Yogui - El Videojuego,0.90,3750077002045,1.50,/product_images/Juegos/Wii Juegos/3750077002045_s.jpg,4.00,831,Wii
Ratatouille,4.00,4005209090667,6.00,/product_images/Juegos/Wii Juegos/4005209090667_s.jpg,10.00,831,Wii
Cars: La Copa Internacional de Mate,8.00,4005209094283,11.00,/product_images/Juegos/Wii Juegos/4005209094283_s.jpg,18.00,831,Wii
MX Vs. ATV Untamed,2.00,4005209103367,3.00,/product_images/Juegos/Wii Juegos/4005209103367_s.jpg,6.00,831,Wii
Bratz Girls Really Rock,2.00,4005209111836,3.00,/product_images/Juegos/Wii Juegos/4005209111836_s.jpg,6.00,831,Wii
Deadly Creatures,2.00,4005209111904,3.00,/product_images/Juegos/Wii Juegos/4005209111904_s.jpg,6.00,831,Wii
Cars Raceorama,8.00,4005209120869,11.00,/product_images/Juegos/Wii Juegos/4005209120869_s.jpg,18.00,831,Wii
World Of Zoo,2.00,4005209124065,3.00,/product_images/Juegos/Wii Juegos/4005209124065_s.jpg,6.00,831,Wii
"Last Airbender, El",2.00,4005209132909,3.00,/product_images/Juegos/Wii Juegos/4005209132909_s.jpg,5.00,831,Wii
Pictionary (Udraw),0.80,4005209140287,1.30,/product_images/Juegos/Wii Juegos/4005209140287_s.jpg,3.50,831,Wii
Doods Big Adventure,0.60,4005209140850,0.90,/product_images/Juegos/Wii Juegos/4005209140850_s.jpg,2.50,831,Wii
Worms: Battle Island,5.00,4005209141628,7.00,/product_images/Juegos/Wii Juegos/4005209141628_s.jpg,12.00,831,Wii
WWE All Stars,4.00,4005209143745,6.00,/product_images/Juegos/Wii Juegos/4005209143745_s.jpg,10.00,831,Wii
Bob Esponja El Garabato (Udraw),0.70,4005209146777,1.10,/product_images/Juegos/Wii Juegos/4005209146777_s.jpg,3.00,831,Wii
Monster High: Ghoul Spirit,3.00,4005209150033,5.00,/product_images/Juegos/Wii Juegos/4005209150033_s.jpg,8.00,831,Wii
Barbie Planeta Fashionista,1.80,4005209151610,2.00,/product_images/Juegos/Wii Juegos/4005209151610_s.jpg,4.00,831,Wii
Lost in Blue: Shipwrecked,3.00,4012927091364,5.00,/product_images/Juegos/Wii Juegos/4012927091364_s.jpg,8.00,831,Wii
Rock Revolution,0.30,4012927091500,0.50,/product_images/Juegos/Wii Juegos/4012927091500_s.jpg,1.50,831,Wii
Calling,9.00,4012927092859,13.00,/product_images/Juegos/Wii Juegos/4012927092859_s.jpg,22.00,831,Wii
DDR Hottest Party 3,2.00,4012927092934,3.00,/product_images/Juegos/Wii Juegos/4012927092934_s.jpg,5.00,831,Wii
Step To The Beat,0.30,4012927093085,0.50,/product_images/Juegos/Wii Juegos/4012927093085_s.jpg,1.50,831,Wii
"Shadow's Tale, A",22.00,4012927093214,31.00,/product_images/Juegos/Wii Juegos/4012927093214_s.jpg,50.00,831,Wii
Beyblade: Metal Fusion,0.80,4012927093788,1.30,/product_images/Juegos/Wii Juegos/4012927093788_s.jpg,3.50,831,Wii
Super Modelo,0.20,4017244022787,0.30,/product_images/Juegos/Wii Juegos/4017244022787_s.jpg,1.00,831,Wii
Lets Sing 2014,1.00,4020628092849,1.70,/product_images/Juegos/Wii Juegos/4020628092849_s.jpg,4.50,831,Wii
Fritz,0.40,4020628505028,0.70,/product_images/Juegos/Wii Juegos/4020628505028_s.jpg,2.00,831,Wii
Summer Stars 2012,3.00,4020628510091,4.00,/product_images/Juegos/Wii Juegos/4020628510091_s.jpg,7.00,831,Wii
Tomb Raider: Anniversary,4.00,5021290031944,6.00,/product_images/Juegos/Wii Juegos/5021290031944_s.jpg,10.00,831,Wii
Los 4 Fantasticos Y Silver Surfer,1.20,5026555041744,1.90,/product_images/Juegos/Wii Juegos/5026555041744_s.jpg,5.00,831,Wii
Bully: Scholarship Edition,2.00,5026555041812,3.00,/product_images/Juegos/Wii Juegos/5026555041812_s.jpg,6.00,831,Wii
Don King El Boxeo,0.80,5026555042635,1.30,/product_images/Juegos/Wii Juegos/5026555042635_s.jpg,3.50,831,Wii
"Bigs 2, The",0.90,5026555043939,1.50,/product_images/Juegos/Wii Juegos/5026555043939_s.jpg,4.00,831,Wii
NBA 2K12,3.00,5026555045339,5.00,/product_images/Juegos/Wii Juegos/5026555045339_s.jpg,8.00,831,Wii
World Series of Poker: Tournament of Cha,0.70,5030917042850,1.10,/product_images/Juegos/Wii Juegos/5030917042850_s.jpg,3.00,831,Wii
Monster Jam,5.00,5030917052972,7.00,/product_images/Juegos/Wii Juegos/5030917052972_s.jpg,12.00,831,Wii
Piratas: El Tesoro de Barbnegra,2.00,5030917060175,3.00,/product_images/Juegos/Wii Juegos/5030917060175_s.jpg,6.00,831,Wii
Monkey Mischief,1.80,5030917060199,2.00,/product_images/Juegos/Wii Juegos/5030917060199_s.jpg,4.00,831,Wii
Guitar Hero World Tour (Solo Juego) (UK),0.60,5030917061813,0.90,/product_images/Juegos/Wii Juegos/5030917061813_s.jpg,2.50,831,Wii
Monstruos Contra Alienigenas,3.00,5030917062148,5.00,/product_images/Juegos/Wii Juegos/5030917062148_s.jpg,8.00,831,Wii
World Championship Sports,0.80,5030917064265,1.30,/product_images/Juegos/Wii Juegos/5030917064265_s.jpg,3.50,831,Wii
Cabelas Dangerous Adventures,0.60,5030917064821,0.90,/product_images/Juegos/Wii Juegos/5030917064821_s.jpg,2.50,831,Wii
Guitar Hero Metallica (Solo Juego),2.00,5030917068256,2.00,/product_images/Juegos/Wii Juegos/5030917068256_s.jpg,4.50,831,Wii
Band Hero (Solo Juego),0.80,5030917072680,1.30,/product_images/Juegos/Wii Juegos/5030917072680_s.jpg,3.50,831,Wii
DJ Hero & Mesa de Mezclas,2.00,5030917073144,3.00,/product_images/Juegos/Wii Juegos/5030917073144_s.jpg,6.00,831,Wii
Science Para,0.80,5030917075421,1.30,/product_images/Juegos/Wii Juegos/5030917075421_s.jpg,3.50,831,Wii
Rapala: We Fish (Solo juego),2.00,5030917078958,3.00,/product_images/Juegos/Wii Juegos/5030917078958_s.jpg,5.00,831,Wii
Como Entrenar a Tu Dragon,3.00,5030917081576,5.00,/product_images/Juegos/Wii Juegos/5030917081576_s.jpg,8.00,831,Wii
Guitar Hero: Warriors Of Rock Solo Juego,2.00,5030917088124,3.00,/product_images/Juegos/Wii Juegos/5030917088124_s.jpg,6.00,831,Wii
Hot Wheels Battleforce 5,0.80,5030917088605,1.30,/product_images/Juegos/Wii Juegos/5030917088605_s.jpg,3.50,831,Wii
Tony Hawk Shred (Game Only),0.20,5030917089862,0.30,/product_images/Juegos/Wii Juegos/5030917089862_s.jpg,1.00,831,Wii
DJ Hero 2 (Solo Juego),0.30,5030917090202,0.50,/product_images/Juegos/Wii Juegos/5030917090202_s.jpg,1.50,831,Wii
Cabela's Dangerous Hunts 2011 (Game Only,3.00,5030917094415,5.00,/product_images/Juegos/Wii Juegos/5030917094415_s.jpg,8.00,831,Wii
Angry Birds: Trilogy,5.00,5030917130441,7.00,/product_images/Juegos/Wii Juegos/5030917130441_s.jpg,12.00,831,Wii
Bob Esponja - La venganza de plankton,6.00,5030917131424,9.00,/product_images/Juegos/Wii Juegos/5030917131424_s.jpg,15.00,831,Wii
EA Playground,3.00,5030930059262,4.00,/product_images/Juegos/Wii Juegos/5030930059262_s.jpg,7.00,831,Wii
Monopoly Collection,5.00,5030930102562,7.00,/product_images/Juegos/Wii Juegos/5030930102562_s.jpg,12.00,831,Wii
EA Sports MMA,3.00,5030934090117,5.00,/product_images/Juegos/Xbox 360 Juegos/5030934090117_s.jpg,8.00,827,Xbox 360
Rock Band 3,0.70,5030934094375,1.10,/product_images/Juegos/Xbox 360 Juegos/5030934094375_s.jpg,3.00,827,Xbox 360
NFL Madden 07,0.90,5030935051018,1.50,/product_images/Juegos/Xbox 360 Juegos/5030935051018_s.jpg,4.00,827,Xbox 360
Batman Arkham City CE,30.00,5051893074789,37.00,/product_images/Juegos/Xbox 360 Juegos/5051893074789_s.jpg,55.00,827,Xbox 360
Super Street Fighter IV Arcade Edition,5.00,5055060962671,7.00,/product_images/Juegos/Xbox 360 Juegos/5055060962671_s.jpg,12.00,827,Xbox 360
Bayonetta (Ed. Coleccionista),9.00,5055277005093,12.00,/product_images/Juegos/Xbox 360 Juegos/5055277005093_s.jpg,20.00,827,Xbox 360
Aliens Vs Predator Ed Metal,1.00,5055277005680,1.70,/product_images/Juegos/Xbox 360 Juegos/5055277005680_s.jpg,4.50,827,Xbox 360
"Alien Isolation, 2 Discs",6.00,5055277024483,9.00,/product_images/Juegos/Xbox 360 Juegos/5055277024483_s.jpg,15.00,827,Xbox 360
King of FIghters XIII,6.00,5060102952954,9.00,/product_images/Juegos/Xbox 360 Juegos/5060102952954_s.jpg,15.00,827,Xbox 360
"Wolf Among Us, The",3.00,5060146461405,5.00,/product_images/Juegos/Xbox 360 Juegos/5060146461405_s.jpg,8.00,827,Xbox 360
Superbikes 2008,0.80,8033102495377,1.30,/product_images/Juegos/Xbox 360 Juegos/8033102495377_s.jpg,3.50,827,Xbox 360
Split Second Velocity,2.00,8717418255091,3.00,/product_images/Juegos/Xbox 360 Juegos/8717418255091_s.jpg,5.00,827,Xbox 360
Star Wars The Force Unleashed Ultimate Sith Edition,8.00,8717418429218,11.00,/product_images/Juegos/Xbox 360 Juegos/8717418429218_s.jpg,18.00,827,Xbox 360
Viva Pinata,0.80,882224277112,1.30,/product_images/Juegos/Xbox 360 Juegos/882224277112_s.jpg,3.50,827,Xbox 360
Viva Pinata 2: Trouble in Paradise,0.90,882224724197,1.50,/product_images/Juegos/Xbox 360 Juegos/882224724197_s.jpg,4.00,827,Xbox 360
World of Tanks,0.70,885370808148,1.10,/product_images/Juegos/Xbox 360 Juegos/885370808148_s.jpg,3.00,827,Xbox 360
Halo 3: Ed. Limitada,2.00,882224482585,3.00,/product_images/Juegos/Xbox 360 Juegos/882224482585_s.jpg,6.00,827,Xbox 360
50 Cent Blood on The Sand,3.00,4005209118712,5.00,/product_images/Juegos/Xbox 360 Juegos/4005209118712_s.jpg,8.00,827,Xbox 360
South Park: La Vara De La Verdad,5.00,3307215716434,7.00,/product_images/Juegos/Xbox 360 Juegos/3307215716434_s.jpg,12.00,827,Xbox 360
Epic Mickey 2,6.00,885370570021,9.00,/product_images/Juegos/Xbox 360 Juegos/885370570021_s.jpg,15.00,827,Xbox 360
Tony Hawk´s Proving Ground,2.00,5030917047619,3.00,/product_images/Juegos/Xbox 360 Juegos/5030917047619_s.jpg,5.00,827,Xbox 360
Dark Sector,0.90,5060125481653,1.50,/product_images/Juegos/Xbox 360 Juegos/5060125481653_s.jpg,4.00,827,Xbox 360
Unreal Tournament 3,1.00,5037930100451,1.70,/product_images/Juegos/Xbox 360 Juegos/5037930100451_s.jpg,4.50,827,Xbox 360
"Need For Speed, Shift 2",3.00,5030934095549,5.00,/product_images/Juegos/Xbox 360 Juegos/5030934095549_s.jpg,8.00,827,Xbox 360
Sherlock Homes - El Testamento,5.00,3512899109384,7.00,/product_images/Juegos/Xbox 360 Juegos/3512899109384_s.jpg,12.00,827,Xbox 360
TNA Impact,0.40,5037930100871,0.70,/product_images/Juegos/Xbox 360 Juegos/5037930100871_s.jpg,2.00,827,Xbox 360
Dante's Inferno (Death Inferno),2.00,5030934087797,3.00,/product_images/Juegos/Xbox 360 Juegos/5030934087797_s.jpg,5.00,827,Xbox 360
Skate,2.00,5030934057547,3.00,/product_images/Juegos/Xbox 360 Juegos/5030934057547_s.jpg,5.00,827,Xbox 360
Moto GP 10/11,0.90,5055060962480,1.50,/product_images/Juegos/Xbox 360 Juegos/5055060962480_s.jpg,4.00,827,Xbox 360
Goldeneye 007 Reloaded,0.70,5030917102097,1.10,/product_images/Juegos/Xbox 360 Juegos/5030917102097_s.jpg,3.00,827,Xbox 360
Moto GP 13,2.00,8059617101244,3.00,/product_images/Juegos/Xbox 360 Juegos/8059617101244_s.jpg,6.00,827,Xbox 360
Amazing Spider-Man 2,8.00,5030917141409,11.00,/product_images/Juegos/Xbox 360 Juegos/5030917141409_s.jpg,18.00,827,Xbox 360
"Increible Hulk, El (2008)",4.00,5060138437951,6.00,/product_images/Juegos/Xbox 360 Juegos/5060138437951_s.jpg,10.00,827,Xbox 360
Lips + Microfonos,5.00,882224741439,7.00,/product_images/Juegos/Xbox 360 Juegos/882224741439_s.jpg,12.00,827,Xbox 360
Skate 2,3.00,5030934068116,5.00,/product_images/Juegos/Xbox 360 Juegos/5030934068116_s.jpg,8.00,827,Xbox 360
"Halo: Reach, Edicion Limitada",5.00,885370164107,7.00,/product_images/Juegos/Xbox 360 Juegos/885370164107_s.jpg,12.00,827,Xbox 360
Cabelas Alaskan Adventure,0.90,5030917039973,1.50,/product_images/Juegos/Xbox 360 Juegos/5030917039973_s.jpg,4.00,827,Xbox 360
Blaz Blue: Continuum Shift,0.90,4510772105446,1.50,/product_images/Juegos/Xbox 360 Juegos/4510772105446_s.jpg,4.00,827,Xbox 360
Soul Calibur V,3.00,3391891958547,5.00,/product_images/Juegos/Xbox 360 Juegos/3391891958547_s.jpg,8.00,827,Xbox 360
SBK X,0.70,8033102491034,1.10,/product_images/Juegos/Xbox 360 Juegos/8033102491034_s.jpg,3.00,827,Xbox 360
Magna Carta II 2 Disco,11.00,3296580810062,15.00,/product_images/Juegos/Xbox 360 Juegos/3296580810062_s.jpg,25.00,827,Xbox 360
Injustice: Gods Among Us,8.00,5051893135237,11.00,/product_images/Juegos/Xbox 360 Juegos/5051893135237_s.jpg,18.00,827,Xbox 360
Dirt Showdown,3.00,5024866348392,5.00,/product_images/Juegos/Xbox 360 Juegos/5024866348392_s.jpg,8.00,827,Xbox 360
Dragons Dogma,2.00,5055060963135,3.00,/product_images/Juegos/Xbox 360 Juegos/5055060963135_s.jpg,6.00,827,Xbox 360
Bullet Witch,3.00,3546430128756,5.00,/product_images/Juegos/Xbox 360 Juegos/3546430128756_s.jpg,8.00,827,Xbox 360
Football Manager 2007,0.10,5060004769889,0.20,/product_images/Juegos/Xbox 360 Juegos/5060004769889_s.jpg,0.75,827,Xbox 360
Portal 2,5.00,5030934102124,7.00,/product_images/Juegos/Xbox 360 Juegos/5030934102124_s.jpg,12.00,827,Xbox 360
UFC Undisputed 3,6.00,4005209156912,9.00,/product_images/Juegos/Xbox 360 Juegos/4005209156912_s.jpg,15.00,827,Xbox 360
Catherine,9.00,4020628509903,12.00,/product_images/Juegos/Xbox 360 Juegos/4020628509903_s.jpg,20.00,827,Xbox 360
Test Drive Unlimited,0.90,3546430119709,1.50,/product_images/Juegos/Xbox 360 Juegos/3546430119709_s.jpg,4.00,827,Xbox 360
Moto GP 14,3.00,8059617102364,5.00,/product_images/Juegos/Xbox 360 Juegos/8059617102364_s.jpg,8.00,827,Xbox 360
Test Drive Unlimited 2,2.00,3546430150306,3.00,/product_images/Juegos/Xbox 360 Juegos/3546430150306_s.jpg,6.00,827,Xbox 360
X-Men El Videojuego Oficial,0.90,5030917035647,1.50,/product_images/Juegos/Xbox 360 Juegos/5030917035647_s.jpg,4.00,827,Xbox 360
Wet,0.90,093155122260,1.50,/product_images/Juegos/Xbox 360 Juegos/093155122260_s.jpg,4.00,827,Xbox 360
Brave,5.00,885370439885,7.00,/product_images/Juegos/Xbox 360 Juegos/885370439885_s.jpg,12.00,827,Xbox 360
Borderlands 2 - Pack Contenido Adicional,3.00,5026555258531,5.00,/product_images/Juegos/Xbox 360 Juegos/5026555258531_s.jpg,8.00,827,Xbox 360
Overlord,1.00,5024866332803,1.70,/product_images/Juegos/Xbox 360 Juegos/5024866332803_s.jpg,4.50,827,Xbox 360
NBA 2K6,0.30,5026555245166,0.50,/product_images/Juegos/Xbox 360 Juegos/5026555245166_s.jpg,1.50,827,Xbox 360
Assassin's Creed Revelations + Assassin',8.00,3307215689301,11.00,/product_images/Juegos/Xbox 360 Juegos/3307215689301_s.jpg,18.00,827,Xbox 360
Garfield 2,0.80,5743211740420,1.30,/product_images/Juegos/DS Juegos/5743211740420_s.jpg,3.50,834,Nintendo DS
Di-Gata Defenders,0.60,5743211740765,0.90,/product_images/Juegos/DS Juegos/5743211740765_s.jpg,2.50,834,Nintendo DS
Chronicles Of Mystery: Curse Of Ancient,0.90,5906961196835,1.50,/product_images/Juegos/DS Juegos/5906961196835_s.jpg,4.00,834,Nintendo DS
101 In 1 Megamix Sports,3.00,777720941677,5.00,/product_images/Juegos/DS Juegos/777720941677_s.jpg,8.00,834,Nintendo DS
Labyrinth,2.00,8023171009049,3.00,/product_images/Juegos/DS Juegos/8023171009049_s.jpg,5.00,834,Nintendo DS
Cooking Mama (Ingles),2.00,8023171009674,3.00,/product_images/Juegos/DS Juegos/8023171009674_s.jpg,5.00,834,Nintendo DS
Cosmetic Paradise: Maquillate y Peinate,1.80,8023171014463,2.00,/product_images/Juegos/DS Juegos/8023171014463_s.jpg,4.00,834,Nintendo DS
Cooking Mama World Combo Pack Vol 2,5.00,8023171031576,7.00,/product_images/Juegos/DS Juegos/8023171031576_s.jpg,12.00,834,Nintendo DS
Evolution GT,1.40,8033102494448,2.00,/product_images/Juegos/DS Juegos/8033102494448_s.jpg,6.00,834,Nintendo DS
Monster High: 13 Deseos,5.00,8154030101564,7.00,/product_images/Juegos/DS Juegos/8154030101564_s.jpg,12.00,834,Nintendo DS
Barbie: Dreamhouse Party,2.00,8154030101809,3.00,/product_images/Juegos/DS Juegos/8154030101809_s.jpg,5.00,834,Nintendo DS
Donkey Xote,0.70,8430613001217,1.10,/product_images/Juegos/DS Juegos/8430613001217_s.jpg,3.00,834,Nintendo DS
Lola & Virginia,0.30,8430613001453,0.70,/product_images/Juegos/DS Juegos/8430613001453_s.jpg,2.50,834,Nintendo DS
Las Cronicas de Narnia,0.70,8717418064679,1.10,/product_images/Juegos/DS Juegos/8717418064679_s.jpg,3.00,834,Nintendo DS
Red Bull: BC One,1.80,8717545401989,2.00,/product_images/Juegos/DS Juegos/8717545401989_s.jpg,4.00,834,Nintendo DS
Tony Hawk's Proving Ground,0.80,5030917047398,1.30,/product_images/Juegos/DS Juegos/5030917047398_s.jpg,3.50,834,Nintendo DS
Ace attorney: Justice for all,12.00,0013388320066,17.00,/product_images/Juegos/DS Juegos/0013388320066_s.jpg,28.00,834,Nintendo DS
Hamsterz Life,3.00,008888163275,4.00,/product_images/Juegos/DS Juegos/008888163275_s.jpg,7.00,834,Nintendo DS
Imagine Animal Doctor (UK),8.00,008888163893,11.00,/product_images/Juegos/DS Juegos/008888163893_s.jpg,18.00,834,Nintendo DS
My Spanish Coach,0.30,008888163916,0.60,/product_images/Juegos/DS Juegos/008888163916_s.jpg,2.00,834,Nintendo DS
Petz Monkeyz House,0.70,008888164340,1.10,/product_images/Juegos/DS Juegos/008888164340_s.jpg,3.00,834,Nintendo DS
Resident Evil,6.00,013388320042,9.00,/product_images/Juegos/DS Juegos/013388320042_s.jpg,15.00,834,Nintendo DS
Capcom Ace Attorneyd,9.00,013388320103,13.00,/product_images/Juegos/DS Juegos/013388320103_s.jpg,22.00,834,Nintendo DS
Harry Potter & the Order of the Phoeni,0.80,014633153330,1.30,/product_images/Juegos/DS Juegos/014633153330_s.jpg,3.50,834,Nintendo DS
Boogie (INGLES),-1,014633157406,-1,/product_images/Juegos/DS Juegos/014633157406_s.jpg,5.00,834,Nintendo DS
Star Wars Clone Wars- Jedi Alliance,4.00,023272005429,6.00,/product_images/Juegos/DS Juegos/023272005429_s.jpg,10.00,834,Nintendo DS
Lego Indiana Jones 2,5.00,023272008697,7.00,/product_images/Juegos/DS Juegos/023272008697_s.jpg,12.00,834,Nintendo DS
Pokemon XD le Souffle des Tenebres,17.00,045496394516,24.00,/product_images/defimg2_s.jpg,38.00,834,Nintendo DS
Polarium DS,0.70,045496462062,1.10,/product_images/Juegos/DS Juegos/045496462062_s.jpg,3.00,834,Nintendo DS
Meteos,1.20,045496462192,1.90,/product_images/Juegos/DS Juegos/045496462192_s.jpg,5.00,834,Nintendo DS
Pac'n roll,3.00,045496462314,5.00,/product_images/Juegos/DS Juegos/045496462314_s.jpg,8.00,834,Nintendo DS
Nintendo Touch Golf Birdie Challenge,0.10,045496462376,0.30,/product_images/Juegos/DS Juegos/045496462376_s.jpg,1.00,834,Nintendo DS
Electroplankton,0.90,045496462628,1.50,/product_images/Juegos/DS Juegos/045496462628_s.jpg,4.00,834,Nintendo DS
Nintendo DS Browser (para Nintendo DS),0.10,045496463403,0.30,/product_images/Juegos/DS Juegos/045496463403_s.jpg,1.00,834,Nintendo DS
Kim Possible: Global Gemini,0.20,045496464134,0.40,/product_images/Juegos/DS Juegos/045496464134_s.jpg,1.50,834,Nintendo DS
Descubriendo a los Robinsons,0.90,045496464271,1.50,/product_images/Juegos/DS Juegos/045496464271_s.jpg,4.00,834,Nintendo DS
Elite Beat Agents,4.00,045496464592,6.00,/product_images/Juegos/DS Juegos/045496464592_s.jpg,10.00,834,Nintendo DS
Puzzle League DS,2.00,045496465087,3.00,/product_images/Juegos/DS Juegos/045496465087_s.jpg,6.00,834,Nintendo DS
