titulo,categoria_id,precio_compra,precio_intercambio,categoria_str,img_caratula,sku,precio_venta
Senor De Los Anillos: La Conquista (P),830,0.80,1.40,PC,/product_images/defimg2_s.jpg,8414185300084,4.00
Burnout Paradise The Ultimate Box,830,0.30,0.60,PC,/product_images/Juegos/PC Juegos/8414185300121_s.jpg,8414185300121,2.00
Command & Conquer Red Alert 3,830,0.60,1.20,PC,/product_images/Juegos/PC Juegos/8414185300152_s.jpg,8414185300152,4.00
"Sims 3 (SN), Los (P)",830,12.00,17.00,PC,/product_images/Juegos/PC Juegos/8414185300176_s.jpg,8414185300176,28.00
Sims 3 EE,830,15.00,22.00,PC,/product_images/Juegos/PC Juegos/8414185300183_s.jpg,8414185300183,35.00
Spore Creature Creator,830,2.00,3.00,PC,/product_images/defimg4_s.jpg,8414185300220,10.00
Battleforge,830,0.10,0.20,PC,/product_images/Juegos/PC Juegos/8414185300282_s.jpg,8414185300282,0.75
Fifa 08 + NBA Live 08,830,0.01,0.10,PC,/product_images/defimg4_s.jpg,8414185300312,0.50
Los Sims 2: Mansiones y Jardine (Accesor,830,1.00,1.80,PC,/product_images/Juegos/PC Juegos/8414185300435_s.jpg,8414185300435,5.00
Los sims Historias Coleccion,830,5.00,7.00,PC,/product_images/defimg3_s.jpg,8414185300442,12.00
Spore: Aventuras Galacticas,830,0.40,0.90,PC,/product_images/defimg4_s.jpg,8414185300510,3.00
Command & Conquer 4:Tiberian Twilight (P),830,0.40,0.70,PC,/product_images/defimg1_s.jpg,8414185300824,2.00
"New Beginning, A",830,0.20,0.40,PC,/product_images/defimg1_s.jpg,8414606711444,1.50
Dead Synchronicity,830,0.20,0.40,PC,/product_images/Juegos/PC Juegos/8414606805761_s.jpg,8414606805761,1.50
Fire,830,0.01,0.01,PC,/product_images/Juegos/PC Juegos/8414606805778_s.jpg,8414606805778,0.25
World War Zero,830,0.01,0.10,PC,/product_images/defimg4_s.jpg,8420018444405,0.50
Dark Forces,830,0.01,0.10,PC,/product_images/Juegos/PC Juegos/8420224313403_s.jpg,8420224313403,0.50
"Abeja Maya, La - Maya y La Lluvia",830,0.10,0.30,PC,/product_images/Juegos/PC Juegos/8420565200004_s.jpg,8420565200004,1.00
Mago de Oz,830,0.10,0.30,PC,/product_images/defimg4_s.jpg,8420565200004,1.00
Twipsy la Autopista Del Ciberespacio,830,0.01,0.01,PC,/product_images/defimg5_s.jpg,8420565200004,0.10
Aprende con Zipi y Zape 4,830,0.10,0.20,PC,/product_images/Juegos/PC Juegos/8420565200005_s.jpg,8420565200005,0.75
Space Invaders Amenaza Espacial,830,0.01,0.01,PC,/product_images/defimg1_s.jpg,842056520070700004,0.10
X-Tranoid,830,0.01,0.01,PC,/product_images/defimg4_s.jpg,8420565200707,0.10
Tiburones,830,0.01,0.01,PC,/product_images/defimg2_s.jpg,8420565237000,0.10
Nilo,830,0.50,0.90,PC,/product_images/defimg4_s.jpg,84205652370004,2.50
Salvaje,830,0.10,0.30,PC,/product_images/defimg4_s.jpg,84205652370005,1.00
Aves,830,0.01,0.01,PC,/product_images/defimg5_s.jpg,84205652370006,0.05
Felinos,830,0.01,0.01,PC,/product_images/Juegos/PC Juegos/84205652370007_s.jpg,84205652370007,0.10
Polizon,830,0.01,0.01,PC,/product_images/defimg1_s.jpg,84205652370008,0.10
Suzuki Alstare Extreme Racing,830,0.01,0.01,PC,/product_images/defimg2_s.jpg,8423817600812,0.10
La Pantera Rosa,830,0.01,0.10,PC,/product_images/defimg4_s.jpg,8423817600973,0.50
Muppet: Sonidos y Pronunciacion,830,0.10,0.30,PC,/product_images/defimg2_s.jpg,8423817601000,1.00
Muppet kids - igual y diferente,830,0.01,0.01,PC,/product_images/defimg5_s.jpg,8423817601017,0.10
Muppets: Razonamiento,830,0.01,0.01,PC,/product_images/defimg5_s.jpg,8423817601031,0.10
Muppets: Primeros Sonidos,830,0.01,0.01,PC,/product_images/defimg3_s.jpg,8423817601048,0.10
Muppets- Asociaciones,830,0.01,0.01,PC,/product_images/defimg3_s.jpg,8423817601055,0.05
Jerusalen Los 3 Caminos De La Ciudad,830,0.10,0.30,PC,/product_images/defimg5_s.jpg,8423817601550,1.00
Superbikes Racing,830,0.01,0.01,PC,/product_images/defimg1_s.jpg,8423817601871,0.25
GP Championship 2,830,0.01,0.01,PC,/product_images/Juegos/PC Juegos/8423817601888_s.jpg,8423817601888,0.10
Racing Simulator 3,830,0.01,0.10,PC,/product_images/defimg5_s.jpg,8423817601901,0.50
Pax Romana,830,0.20,0.40,PC,/product_images/defimg5_s.jpg,8423817602007,1.50
Europa Universalis II,830,0.80,1.40,PC,/product_images/defimg3_s.jpg,8423817602021,4.00
Outdoor life Sportsman challenge,830,0.10,0.20,PC,/product_images/defimg5_s.jpg,8423817602106,0.75
Peter Pan - Cuento Interactivo + Activid,830,0.01,0.10,PC,/product_images/defimg4_s.jpg,8423817602205,0.50
Blancanieves Y Los 7 Enanitos,830,0.01,0.01,PC,/product_images/defimg5_s.jpg,8423817602229,0.25
Chrome Specforce,830,0.01,0.01,PC,/product_images/defimg2_s.jpg,8423817602502,0.10
Post Mortem,830,0.10,0.20,PC,/product_images/defimg5_s.jpg,8423817602502,0.75
Muppet Babies: Jugando Con El Reino Anim,830,0.01,0.01,PC,/product_images/defimg2_s.jpg,8423817602502,0.25
Rollercoaster Mania 1 & 2,830,0.20,0.40,PC,/product_images/defimg3_s.jpg,8423817602502,1.50
Mall Tycoon 3,830,0.01,0.01,PC,/product_images/defimg2_s.jpg,8423817602533,0.10
Stronghold Crusader,830,0.10,0.30,PC,/product_images/defimg4_s.jpg,8423817602540,1.00
Emergency 3,830,0.40,0.70,PC,/product_images/Juegos/PC Juegos/8423817602571_s.jpg,8423817602571,2.00
Oil Tycoon 2,830,0.10,0.20,PC,/product_images/defimg4_s.jpg,8423817602588,0.75
Painkiller (SN) 4CD,830,0.20,0.40,PC,/product_images/defimg2_s.jpg,8423817602748,1.50
inquisition,830,0.10,0.30,PC,/product_images/defimg2_s.jpg,8423817602915,1.00
Telenecos: Jugando con los Medios de Tra,830,0.01,0.01,PC,/product_images/defimg2_s.jpg,8423817602946,0.10
Jugando Con Figuras y Colores,830,0.01,0.01,PC,/product_images/defimg1_s.jpg,8423817602960,0.10
La Isla Misteriosa,830,0.10,0.20,PC,/product_images/defimg2_s.jpg,8423817603011,0.75
Rollercoaster Mania,830,0.01,0.01,PC,/product_images/defimg3_s.jpg,8423817603097,0.25
Train Empire,830,0.30,0.70,PC,/product_images/defimg1_s.jpg,8423817603103,2.50
Casper Castle Mystery Pack / The Spooky Alley,830,0.01,0.10,PC,/product_images/defimg2_s.jpg,8423817603905,0.50
Sid Meiers Railroads,830,0.30,0.60,PC,/product_images/defimg2_s.jpg,8423817604209,2.00
Retorno a la Isla Misteriosa,830,0.01,0.01,PC,/product_images/defimg1_s.jpg,8423817604377,0.25
Pantera Rosa: Rescate Animal,830,0.10,0.20,PC,/product_images/defimg5_s.jpg,8423817605053,0.75
Pink Panther: Mision Espacial,830,0.01,0.01,PC,/product_images/defimg4_s.jpg,8423817605084,0.10
Lassie Juega Aprende,830,0.01,0.01,PC,/product_images/defimg2_s.jpg,8423817605107,0.25
Trackmania Sunrise Extreme,830,0.10,0.20,PC,/product_images/defimg5_s.jpg,8423817606456,0.75
La fuego de Otto,830,0.01,0.01,PC,/product_images/defimg5_s.jpg,8424094002122,0.10
X2 La Amenaza (SN) 1 DVD (Registro Online),830,0.01,0.10,PC,/product_images/defimg5_s.jpg,842409400776900001,0.50
Barca '99,830,0.01,0.01,PC,/product_images/defimg3_s.jpg,8424094405145,0.10
PC Superliga,830,0.01,0.10,PC,/product_images/defimg5_s.jpg,8424248991463,0.50
"Bella Durmiente, La",830,0.40,0.70,PC,/product_images/defimg3_s.jpg,8424295029843,2.00
Ghost Recon,830,0.01,0.10,PC,/product_images/Juegos/PC Juegos/8425536008115_s.jpg,8425536008115,0.50
Aprende Ingles Con Pipo,830,0.80,1.40,PC,/product_images/Juegos/PC Juegos/8425539100120_s.jpg,8425539100120,4.00
Descubre el universo con PIPO,830,0.30,0.70,PC,/product_images/Juegos/PC Juegos/8425539100236_s.jpg,8425539100236,2.50
Vamos a Leer Con Pipo,830,0.50,0.90,PC,/product_images/defimg4_s.jpg,8425539100281,2.50
MIs Pimeros Pasos Con Pipo,830,0.50,0.90,PC,/product_images/defimg3_s.jpg,8425539100298,2.50
Pipo En la China Imperial,830,0.50,0.90,PC,/product_images/defimg5_s.jpg,8425539100427,2.50
Pipo En El Imperio Maya,830,0.50,0.90,PC,/product_images/defimg3_s.jpg,8425539100434,2.50
Ortografia Con Ppo,830,0.50,0.90,PC,/product_images/defimg3_s.jpg,8425539100748,2.50
Safecracker,830,0.01,0.01,PC,/product_images/defimg3_s.jpg,8425626200092,0.25
Atmosfear - La Dimension De Lo Desconoci,830,0.01,0.10,PC,/product_images/defimg5_s.jpg,8426239090216,0.50
Blade Runner,830,1.00,1.80,PC,/product_images/defimg2_s.jpg,8426239090551,5.00
Blade Runner,830,0.30,0.60,PC,/product_images/defimg2_s.jpg,8426239090551,2.00
Great Adventures Castle,830,0.20,0.30,PC,/product_images/defimg2_s.jpg,8426239090742,1.00
Futbol 2001,830,0.20,0.40,PC,/product_images/defimg1_s.jpg,8426239092463,1.50
Euro Tour Cycling,830,0.01,0.01,PC,/product_images/defimg3_s.jpg,8426239092470,0.10
Air Warrior 3,830,0.01,0.01,PC,/product_images/Juegos/PC Juegos/8426412001039_s.jpg,8426412001039,0.10
Zeno Clash (P),830,0.30,0.50,PC,/product_images/defimg1_s.jpg,8426412001893,1.50
Worms United,830,0.01,0.01,PC,/product_images/defimg1_s.jpg,8426412002272,0.25
Atomic Bomberman,830,0.10,0.20,PC,/product_images/defimg2_s.jpg,8426412002289,0.75
Roller Coaster World,830,0.01,0.10,PC,/product_images/defimg3_s.jpg,8426412002685,0.50
team factor,830,0.01,0.01,PC,/product_images/defimg3_s.jpg,8426412002715,0.10
Crazy Mini Golf,830,0.01,0.01,PC,/product_images/Juegos/PC Juegos/8426412002746_s.jpg,8426412002746,0.10
Hearts of Iron,830,0.30,0.70,PC,/product_images/defimg1_s.jpg,8426412002777,2.50
Aces of World War I,830,0.20,0.40,PC,/product_images/defimg4_s.jpg,8426412002838,1.50
Eracer,830,0.20,0.30,PC,/product_images/Juegos/PC Juegos/8426412002852_s.jpg,8426412002852,1.00
Delta Force,830,0.01,0.10,PC,/product_images/Juegos/PC Juegos/8426412002883_s.jpg,8426412002883,0.50
Delta Force Land Warrior,830,0.01,0.01,PC,/product_images/Juegos/PC Juegos/8426412002920_s.jpg,8426412002920,0.25
Roller Coaster World 2,830,0.01,0.01,PC,/product_images/defimg3_s.jpg,8426412003002,0.25
X-Plane Flight Simulator Worldwide Scene,830,1.00,1.80,PC,/product_images/defimg1_s.jpg,8426412003057,5.00
Victoria 1836-1920,830,0.30,0.50,PC,/product_images/defimg2_s.jpg,8426412003231,1.50
Tortuga Pirata del MUndo Nuevo,830,0.01,0.01,PC,/product_images/defimg5_s.jpg,8426412003286,0.25
esparta,830,1.20,2.00,PC,/product_images/defimg3_s.jpg,8426412003408,6.00
Gangland (SN) 1 DVD,830,0.20,0.40,PC,/product_images/defimg3_s.jpg,8426412003422,1.50
Primitive Wars,830,0.01,0.10,PC,/product_images/defimg4_s.jpg,8426412003453,0.50
Disciple 2 Dark Prophecy,830,0.80,1.40,PC,/product_images/Juegos/PC Juegos/8426412003460_s.jpg,8426412003460,4.00
Hearts Of Iron II,830,0.40,0.70,PC,/product_images/defimg2_s.jpg,8426412003569,2.00
Flight Simulation X Plane V7 (Expansion),830,0.10,0.20,PC,/product_images/defimg2_s.jpg,8426412003590,0.75
Comanche 4,830,0.01,0.01,PC,/product_images/Juegos/PC Juegos/8426412003613_s.jpg,8426412003613,0.25
La Octava Maravilla Del Mundo,830,0.10,0.20,PC,/product_images/defimg1_s.jpg,8426412003699,0.75
Martin Mystere,830,0.10,0.20,PC,/product_images/defimg5_s.jpg,8426412003705,0.75
Nitro Family,830,0.10,0.30,PC,/product_images/defimg5_s.jpg,8426412003729,1.00
Puertas de Troya,830,0.10,0.30,PC,/product_images/defimg1_s.jpg,8426412003750,1.00
Strength And Honour,830,0.10,0.30,PC,/product_images/defimg4_s.jpg,8426412003767,1.00
Cycling Manager 3,830,0.01,0.01,PC,/product_images/Juegos/PC Juegos/8426412003781_s.jpg,8426412003781,0.10
World war II Pacific Heroes,830,0.10,0.20,PC,/product_images/defimg2_s.jpg,8426412003811,0.75
Terrorist Takedown,830,0.01,0.01,PC,/product_images/defimg4_s.jpg,8426412003835,0.25
The Moment of Silence,830,0.01,0.01,PC,/product_images/defimg3_s.jpg,8426412003842,0.10
Alpha Black Zero,830,0.10,0.30,PC,/product_images/Juegos/PC Juegos/8426412003859_s.jpg,8426412003859,1.00
Mortyr II,830,1.00,1.80,PC,/product_images/defimg1_s.jpg,8426412003873,5.00
Viaje Al Centro De La Tierra,830,0.30,0.60,PC,/product_images/defimg2_s.jpg,8426412003897,2.00
The Black Mirror,830,0.10,0.20,PC,/product_images/defimg2_s.jpg,8426412003903,0.75
"Victoria, Imperio Bajo El Sol",830,0.20,0.40,PC,/product_images/defimg2_s.jpg,8426412003910,1.50
Midnight Nowhere (2 CDS),830,0.01,0.10,PC,/product_images/defimg2_s.jpg,8426412003927,0.50
Tortuga Piratas del nuevo mundo,830,0.01,0.10,PC,/product_images/defimg4_s.jpg,8426412003941,0.50
WWII Tank Commander,830,0.20,0.40,PC,/product_images/defimg2_s.jpg,8426412003965,1.50
RPM Tunning,830,0.01,0.01,PC,/product_images/defimg3_s.jpg,8426412003989,0.10
Virtual Sailor (SN) 1DVD,830,0.01,0.01,PC,/product_images/defimg5_s.jpg,8426412003996,0.25
Micro Flight,830,0.10,0.30,PC,/product_images/defimg4_s.jpg,8426412004009,1.00
Aurora Watching,830,0.01,0.01,PC,/product_images/Juegos/PC Juegos/8426412004016_s.jpg,8426412004016,0.15
Pro Cycling Manager Temporada 2005,830,0.01,0.01,PC,/product_images/defimg4_s.jpg,8426412004023,0.10
X-Plane Version 8,830,0.70,1.50,PC,/product_images/defimg4_s.jpg,8426412004078,5.00
Hunting Unlimited 3,830,0.30,0.60,PC,/product_images/defimg5_s.jpg,8426412004092,2.00
Wings of Honour,830,0.20,0.40,PC,/product_images/defimg2_s.jpg,8426412004108,1.50
Jetfighter V: Homeland Protector,830,0.01,0.01,PC,/product_images/defimg5_s.jpg,8426412004122,0.25
Diplomacy (SN),830,0.10,0.30,PC,/product_images/defimg2_s.jpg,8426412004160,1.00
Trainz Railroad Simulator 2006 (SN),830,0.30,0.60,PC,/product_images/defimg1_s.jpg,8426412004177,2.00
Virtual Railroad 3,830,0.60,1.00,PC,/product_images/defimg5_s.jpg,8426412004191,3.00
Wings Over Vietnam,830,0.01,0.10,PC,/product_images/defimg5_s.jpg,8426412004221,0.50
Alejandro la horas de los heroes,830,0.30,0.60,PC,/product_images/Juegos/PC Juegos/8426412004238_s.jpg,8426412004238,2.00
Chaos League Sudden Death,830,0.10,0.30,PC,/product_images/Juegos/PC Juegos/8426412004245_s.jpg,8426412004245,1.00
Pro Cycling Manager Temporada 2006-2007,830,0.01,0.01,PC,/product_images/defimg4_s.jpg,8426412004276,0.25
Falcon 4.0 Allied Force,830,0.80,1.40,PC,/product_images/defimg5_s.jpg,8426412004283,4.00
Hearts of Iron II + Doomsday Exsp.,830,0.30,0.70,PC,/product_images/defimg5_s.jpg,8426412004290,2.50
Battle of Britain II: Wings of Victory,830,0.30,0.60,PC,/product_images/Juegos/PC Juegos/8426412004306_s.jpg,8426412004306,2.00
Sudoku XXL,830,0.01,0.01,PC,/product_images/defimg1_s.jpg,8426412004320,0.10
GP2 Championship,830,0.01,0.01,PC,/product_images/defimg3_s.jpg,8426412004368,0.10
Dreamfall The Longest Journey,830,0.20,0.40,PC,/product_images/Juegos/PC Juegos/8426412004399_s.jpg,8426412004399,1.50
Take Command Second Manassas,830,0.30,0.50,PC,/product_images/defimg5_s.jpg,8426412004412,1.50
Mortyr II,830,1.40,2.00,PC,/product_images/defimg5_s.jpg,8426412004467,7.00
Crusader Kings,830,0.30,0.60,PC,/product_images/Juegos/PC Juegos/8426412004498_s.jpg,8426412004498,2.00
Mi Hotel de Mascotas,830,0.10,0.30,PC,/product_images/defimg4_s.jpg,8426412004504,1.00
X-Plane Revolution 7DVD,830,0.30,0.60,PC,/product_images/defimg2_s.jpg,8426412004511,2.00
Birth of Amercia,830,1.00,1.80,PC,/product_images/Juegos/PC Juegos/8426412004535_s.jpg,8426412004535,5.00
B. Sokal Paradise,830,0.10,0.30,PC,/product_images/defimg3_s.jpg,8426412004559,1.00
Mi Hospital De Animales,830,0.01,0.10,PC,/product_images/defimg2_s.jpg,8426412004566,0.50
Secret Files: Tunguska,830,0.40,0.90,PC,/product_images/defimg1_s.jpg,8426412004573,3.00
Elite Warriors Vietnam,830,0.01,0.10,PC,/product_images/Juegos/PC Juegos/8426412004627_s.jpg,8426412004627,0.50
Europa Universalis 3 (1 Disco),830,0.30,0.70,PC,/product_images/Juegos/PC Juegos/8426412004634_s.jpg,8426412004634,2.50
Fashion Factory (Exp Sims 2),830,0.01,0.10,PC,/product_images/defimg2_s.jpg,8426412004726,0.50
Frontline: Fields of Thunder,830,0.01,0.01,PC,/product_images/Juegos/PC Juegos/8426412004740_s.jpg,8426412004740,0.25
Theatre of War,830,0.10,0.20,PC,/product_images/defimg2_s.jpg,8426412004764,0.75
Hunted Unlimited 4,830,0.40,0.70,PC,/product_images/defimg4_s.jpg,8426412004832,2.00
American Civil War,830,0.20,0.40,PC,/product_images/Juegos/PC Juegos/8426412004856_s.jpg,8426412004856,1.50
Mi Hospital de Animales en Africa,830,0.20,0.40,PC,/product_images/defimg3_s.jpg,8426412004887,1.50
Billar Deluxe,830,0.01,0.01,PC,/product_images/defimg1_s.jpg,8426412004900,0.25
UFO: Extraterrestrials,830,0.30,0.60,PC,/product_images/defimg3_s.jpg,8426412004931,2.00
Making History - The Calm & The Storm,830,0.20,0.40,PC,/product_images/defimg1_s.jpg,8426412004979,1.50
Trainz Railroad Simulator Classics,830,0.90,1.50,PC,/product_images/defimg1_s.jpg,8426412005006,4.00
Hearts of Iron 2: Armageddon,830,0.30,0.60,PC,/product_images/defimg3_s.jpg,8426412005037,2.00
Europa Universalis: Roma,830,1.90,3.00,PC,/product_images/Juegos/PC Juegos/8426412005068_s.jpg,8426412005068,8.00
Supreme Ruler 2020,830,0.70,1.20,PC,/product_images/defimg4_s.jpg,8426412005075,3.50
Europa Universalis 3: Napoleon (1DVD) (SN),830,0.01,0.01,PC,/product_images/defimg1_s.jpg,8426412005099,0.25
Pro Cyclin Manager Temporada 2008-2009,830,0.01,0.01,PC,/product_images/defimg4_s.jpg,8426412005105,0.25
Siglo XIII: Muerte o Gloria,830,0.70,1.20,PC,/product_images/defimg1_s.jpg,8426412005112,3.50
You Are Empty,830,0.60,1.00,PC,/product_images/defimg4_s.jpg,8426412005129,3.00
A Vampire Story,830,1.40,2.00,PC,/product_images/Juegos/PC Juegos/8426412005167_s.jpg,8426412005167,6.00
Paradise (B.Sokal),830,0.20,0.40,PC,/product_images/defimg2_s.jpg,8426412005266,1.50
Lineage 2 : The Chaotic Chronicle (P),830,1.20,2.00,PC,/product_images/defimg3_s.jpg,8426412005280,6.00
Bus Driver,830,0.30,0.70,PC,/product_images/Juegos/PC Juegos/8426412005303_s.jpg,8426412005303,2.50
Sims 2 - Factory,830,0.01,0.10,PC,/product_images/defimg1_s.jpg,8426412005327,0.50
Hunting Unlimited 2008,830,0.10,0.20,PC,/product_images/defimg3_s.jpg,8426412005334,0.75
Combat Over Israel,830,0.50,1.00,PC,/product_images/Juegos/PC Juegos/8426412005365_s.jpg,8426412005365,3.50
Racing Team Managaer,830,0.01,0.01,PC,/product_images/defimg5_s.jpg,8426412005419,0.10
RPM Tuning,830,0.01,0.01,PC,/product_images/defimg3_s.jpg,8426412005471,0.10
Midnight Nowhere,830,0.20,0.40,PC,/product_images/defimg1_s.jpg,8426412005495,1.50
Birth of America 2,830,0.30,0.60,PC,/product_images/defimg1_s.jpg,8426412005525,2.00
Eurpoa Universalis 3: Complete,830,0.80,1.40,PC,/product_images/Juegos/PC Juegos/8426412005532_s.jpg,8426412005532,4.00
Euro Truck Simulator,830,2.00,3.00,PC,/product_images/Juegos/PC Juegos/8426412005549_s.jpg,8426412005549,10.00
Trainz Simultaror 2009,830,0.30,0.70,PC,/product_images/defimg3_s.jpg,8426412005556,2.50
Strategic Command 2,830,0.10,0.20,PC,/product_images/defimg4_s.jpg,8426412005600,0.75
Mount & Blade,830,0.90,1.60,PC,/product_images/defimg2_s.jpg,8426412005631,4.50
Hearts of Iron III,830,2.00,3.00,PC,/product_images/defimg1_s.jpg,8426412005648,10.00
Penumbra Requiem,830,0.10,0.30,PC,/product_images/defimg3_s.jpg,8426412005655,1.00
Elven Legacy,830,0.01,0.10,PC,/product_images/Juegos/PC Juegos/8426412005679_s.jpg,8426412005679,0.50
Commander Napoleon at War,830,0.50,0.90,PC,/product_images/defimg2_s.jpg,8426412005686,2.50
Tale of a Hero,830,0.01,0.01,PC,/product_images/defimg1_s.jpg,8426412005693,0.25
World War One,830,0.10,0.30,PC,/product_images/defimg5_s.jpg,8426412005709,1.00
Ports of Call,830,0.20,0.40,PC,/product_images/defimg2_s.jpg,8426412005778,1.50
Majesty 2,830,0.20,0.30,PC,/product_images/defimg1_s.jpg,8426412005785,1.00
Open Sea Fishing: The Simulation,830,0.50,1.00,PC,/product_images/defimg4_s.jpg,8426412005792,3.50
Dark Sector,830,0.30,0.60,PC,/product_images/Juegos/PC Juegos/8426412005815_s.jpg,8426412005815,2.00
East India Company (P),830,0.60,0.90,PC,/product_images/Juegos/PC Juegos/8426412005822_s.jpg,8426412005822,2.50
AGEOD's American Civil War: Blue & The Gray,830,0.80,1.40,PC,/product_images/Juegos/PC Juegos/8426412005846_s.jpg,8426412005846,4.00
Combat Mission - Shock Force,830,0.10,0.30,PC,/product_images/Juegos/PC Juegos/8426412005860_s.jpg,8426412005860,1.00
Pt Boats Knights Of The Sea,830,0.01,0.01,PC,/product_images/defimg3_s.jpg,8426412005877,0.10
Hotel Dead Mountaneers,830,0.80,1.40,PC,/product_images/defimg3_s.jpg,8426412005884,4.00
A Stroke of Fate: Operation Valkyrie,830,0.30,0.70,PC,/product_images/Juegos/PC Juegos/8426412005891_s.jpg,8426412005891,2.50
Black Mirror 2,830,2.00,3.00,PC,/product_images/Juegos/PC Juegos/8426412005914_s.jpg,8426412005914,10.00
Gray Matter,830,1.00,2.00,PC,/product_images/Juegos/PC Juegos/8426412005921_s.jpg,8426412005921,7.00
15 Days,830,0.30,0.60,PC,/product_images/Juegos/PC Juegos/8426412005938_s.jpg,8426412005938,2.00
Ghost Pirates of Vooju Island,830,0.40,0.90,PC,/product_images/Juegos/PC Juegos/8426412005945_s.jpg,8426412005945,3.00
Hunting Unlimited 2010,830,0.30,0.60,PC,/product_images/defimg1_s.jpg,8426412005969,2.00
Wheels Of Steel: Extreme Trucker,830,0.10,0.30,PC,/product_images/defimg4_s.jpg,8426412006003,1.00
Railworks,830,1.20,2.00,PC,/product_images/defimg3_s.jpg,8426412006027,6.00
"Death to Spies, Moment of Truth",830,0.01,0.01,PC,/product_images/Juegos/PC Juegos/8426412006034_s.jpg,8426412006034,0.25
