categoria_id,titulo,precio_compra,categoria_str,precio_venta,precio_intercambio,img_caratula,sku
834,Mas Brain Training,0.40,Nintendo DS,2.00,0.70,/product_images/Juegos/DS Juegos/045496464721_s.jpg,045496464721
834,NintenDogs Labrador & Friends,0.80,Nintendo DS,3.50,1.30,/product_images/Juegos/DS Juegos/045496462246_s.jpg,045496462246
834,Pokemon Plata SoulSilver Sin Pokewalker,15.00,Nintendo DS,35.00,22.00,/product_images/Juegos/DS Juegos/04549646PSSN_s.jpg,04549646
834,Pokemon Ranger,4.00,Nintendo DS,10.00,6.00,/product_images/Juegos/DS Juegos/045496464103_s.jpg,045496464103
834,Pokemon Edicion Negra,6.00,Nintendo DS,15.00,9.00,/product_images/Juegos/DS Juegos/045496471057_s.jpg,045496471057
834,Pokemon Edicion Blanca,6.00,Nintendo DS,15.00,9.00,/product_images/Juegos/DS Juegos/045496471118_s.jpg,045496471118
834,Mario Party DS,5.00,Nintendo DS,12.00,7.00,/product_images/Juegos/DS Juegos/045496465896_s.jpg,045496465896
830,Warhammer 40000 - Armageddon (SN),0.10,PC,1.00,0.30,/product_images/Juegos/PC Juegos/5060193302294_s.jpg,5060193302294
830,"Whispered World, The - Edición Especial",0.40,PC,2.00,0.70,/product_images/Juegos/PC Juegos/8436016710770_s.jpg,8436016710770
830,Splinter Cell,0.01,PC,0.25,0.01,/product_images/Juegos/PC Juegos/3307210181862_s.jpg,3307210181862
830,Blackguards,0.10,PC,1.00,0.30,/product_images/Juegos/PC Juegos/8436016710787_s.jpg,8436016710787
830,Tropico Dictator Pack (P),0.40,PC,2.00,0.70,/product_images/defimg4_s.jpg,4260089416369
830,Stasis,0.10,PC,1.00,0.30,/product_images/Juegos/PC Juegos/8414606866977_s.jpg,8414606866977
830,Word in conflict - Complete Edition,0.10,PC,0.75,0.20,/product_images/Juegos/PC Juegos/3307211664050_s.jpg,3307211664050
830,PATRICIAN II,0.01,PC,0.10,0.01,/product_images/defimg3_s.jpg,8436010150541
830,Imperium,0.20,PC,1.50,0.40,/product_images/Juegos/PC Juegos/8436010150275_s.jpg,8436010150275
830,Splinter Cell Chaos Theory,0.01,PC,0.50,0.10,/product_images/Juegos/PC Juegos/3307210220134_s.jpg,3307210220134
830,Imperium III,0.50,PC,3.50,1.00,/product_images/Juegos/PC Juegos/8436010150671_s.jpg,8436010150671
830,Torrente El Juego,0.01,PC,0.10,0.01,/product_images/Juegos/PC Juegos/8436010150527_s.jpg,8436010150527
830,"Runaway, A Road To Adventure",0.01,PC,0.25,0.01,/product_images/Juegos/PC Juegos/8436010150398_s.jpg,8436010150398
830,Senor De Los Anillos: Retorno Del Rey (3 Disc),0.40,PC,3.00,0.90,/product_images/defimg3_s.jpg,8414185051344
830,Los Sims 2 (SN),2.00,PC,12.00,4.00,/product_images/Juegos/PC Juegos/8414185051528_s.jpg,8414185051528
821,Grand Theft Auto V (5),8.00,PlayStation 3,18.00,11.00,/product_images/Juegos/PS3 Juegos/5026555410267_s.jpg,5026555410267
821,Call Of Duty: Modern Warfare 3,1.80,PlayStation 3,4.00,2.00,/product_images/Juegos/PS3 Juegos/5030917096808_s.jpg,5030917096808
821,Call Of Duty: Ghosts,1.80,PlayStation 3,4.00,2.00,/product_images/Juegos/PS3 Juegos/5030917126116_s.jpg,5030917126116
821,Call Of Duty: Black Ops II,3.00,PlayStation 3,15.00,5.00,/product_images/Juegos/PS3 Juegos/5030917111761_s.jpg,5030917111761
821,Grand Theft Auto IV,2.00,PlayStation 3,5.00,3.00,/product_images/Juegos/PS3 Juegos/5026555400251_s.jpg,5026555400251
821,Call Of Duty: Black Ops,3.00,PlayStation 3,7.00,4.00,/product_images/Juegos/PS3 Juegos/5030917085802_s.jpg,5030917085802
821,FIFA 13,0.01,PlayStation 3,0.25,0.01,/product_images/Juegos/PS3 Juegos/5030934109680_s.jpg,5030934109680
821,Call Of Duty: Advanced Warfare,5.00,PlayStation 3,12.00,7.00,/product_images/Juegos/PS3 Juegos/5030917147906_s.jpg,5030917147906
821,Call of Duty: Modern Warfare 2,1.80,PlayStation 3,4.00,2.00,/product_images/Juegos/PS3 Juegos/5030917070990_s.jpg,5030917070990
821,FIFA 14,0.30,PlayStation 3,2.00,0.60,/product_images/Juegos/PS3 Juegos/5030933111103_s.jpg,5030933111103
821,FIFA 15,1.90,PlayStation 3,8.00,3.00,/product_images/Juegos/PS3 Juegos/5030937112373_s.jpg,5030937112373
821,Gran Turismo 5,1.40,PlayStation 3,6.00,2.00,/product_images/Juegos/PS3 Juegos/711719190059_s.jpg,711719190059
821,Uncharted 3: Traicion de Drake,4.00,PlayStation 3,10.00,6.00,/product_images/Juegos/PS3 Juegos/711719123996_s.jpg,711719123996
821,Minecraft,6.00,PlayStation 3,15.00,9.00,/product_images/Juegos/PS3 Juegos/711719412915_s.jpg,711719412915
821,Call Of Duty: Black Ops III,9.00,PlayStation 3,22.00,13.00,/product_images/Juegos/PS3 Juegos/5030917162459_s.jpg,5030917162459
990,Uncharted: Golden Abyss,8.00,PlayStation Vita,18.00,11.00,/product_images/Juegos/PS Vita Juegos/711719200628_s.jpg,711719200628
990,Call of Duty Black Ops- Declassified,10.00,PlayStation Vita,22.00,14.00,/product_images/Juegos/PS Vita Juegos/5030917114083_s.jpg,5030917114083
990,Invizimals - La Alianza,1.20,PlayStation Vita,5.00,1.90,/product_images/Juegos/PS Vita Juegos/711719287667_s.jpg,711719287667
990,FIFA 13,1.40,PlayStation Vita,6.00,2.00,/product_images/Juegos/PS Vita Juegos/5030934109901_s.jpg,5030934109901
990,Assassin's Creed III (3): Liberation,7.00,PlayStation Vita,15.00,9.00,/product_images/Juegos/PS Vita Juegos/3307215652312_s.jpg,3307215652312
990,Minecraft,8.00,PlayStation Vita,18.00,11.00,/product_images/Juegos/PS Vita Juegos/711719438519_s.jpg,711719438519
990,Aventuras De Tadeo Jones,5.00,PlayStation Vita,12.00,7.00,/product_images/Juegos/PS Vita Juegos/4020628900403_s.jpg,4020628900403
990,Little Big Planet,3.00,PlayStation Vita,8.00,5.00,/product_images/Juegos/PS Vita Juegos/711719236542_s.jpg,711719236542
990,FIFA 14,5.00,PlayStation Vita,12.00,7.00,/product_images/Juegos/PS Vita Juegos/5030939111404_s.jpg,5030939111404
990,FIFA 15,10.00,PlayStation Vita,22.00,14.00,/product_images/Juegos/PS Vita Juegos/5035225113223_s.jpg,5035225113223
990,Moto GP 13,3.00,PlayStation Vita,8.00,5.00,/product_images/Juegos/PS Vita Juegos/8059617101312_s.jpg,8059617101312
990,God Of War Collection,9.00,PlayStation Vita,20.00,13.00,/product_images/Juegos/PS Vita Juegos/711719279488_s.jpg,711719279488
990,Final Fantasy X HD Only,9.00,PlayStation Vita,20.00,13.00,/product_images/Juegos/PS Vita Juegos/5021290057791_s.jpg,5021290057791
990,LEGO Marvel Vengadores,5.00,PlayStation Vita,12.00,7.00,/product_images/Juegos/PS Vita Juegos/5051893218442_s.jpg,5051893218442
990,Killzone Mercenary,8.00,PlayStation Vita,18.00,11.00,/product_images/Juegos/PS Vita Juegos/711719251163_s.jpg,711719251163
862,Grand Theft Auto Vice City Stories,0.80,PSP,4.00,1.40,/product_images/Juegos/PSP Juegos/5026555280785_s.jpg,5026555280785
862,Assassin's Creed: Bloodlines,0.80,PSP,4.00,1.40,/product_images/Juegos/PSP Juegos/3307211667679_s.jpg,3307211667679
862,Medievil: Resurreccion,0.80,PSP,4.00,1.40,/product_images/Juegos/PSP Juegos/711719678250_s.jpg,711719678250
862,Grand Theft Auto: Liberty City Stories,0.80,PSP,4.00,1.40,/product_images/Juegos/PSP Juegos/5026555280143_s.jpg,5026555280143
862,Gran Turismo,0.40,PSP,3.00,0.90,/product_images/Juegos/PSP Juegos/711719151159_s.jpg,711719151159
862,Daxter,0.40,PSP,3.00,0.90,/product_images/Juegos/PSP Juegos/711719646266_s.jpg,711719646266
862,Invizimals (Solo Juego),0.01,PSP,0.50,0.10,/product_images/Juegos/PSP Juegos/711719142058_s.jpg,711719142058
862,God of War: Chains of Olympus,0.40,PSP,3.00,0.90,/product_images/Juegos/PSP Juegos/711719908128_s.jpg,711719908128
862,Tekken Dark Resurrection,0.40,PSP,3.00,0.90,/product_images/Juegos/PSP Juegos/711719660071_s.jpg,711719660071
862,Killzone Liberation,0.10,PSP,1.00,0.30,/product_images/Juegos/PSP Juegos/711719605485_s.jpg,711719605485
862,Little Big Planet,0.30,PSP,2.50,0.70,/product_images/Juegos/PSP Juegos/711719143451_s.jpg,711719143451
862,Los Simpson - El Videojuego,0.90,PSP,4.50,1.60,/product_images/Juegos/PSP Juegos/5030934059435_s.jpg,5030934059435
862,Prince Of Persia Revelations,0.40,PSP,3.00,0.90,/product_images/Juegos/PSP Juegos/3307210205292_s.jpg,3307210205292
862,Play Chapas,0.01,PSP,0.50,0.10,/product_images/Juegos/PSP Juegos/711719738657_s.jpg,711719738657
862,Invizimals La Otra Dimension (Solo Juego,0.01,PSP,0.50,0.10,/product_images/Juegos/PSP Juegos/711719169772_s.jpg,711719169772
831,Mario Kart Wii (Solo Juego),8.00,Wii,18.00,11.00,/product_images/Juegos/Wii Juegos/045496365202_s.jpg,045496365202
831,New Super Mario Bros. Wii,8.00,Wii,18.00,11.00,/product_images/Juegos/Wii Juegos/045496368098_s.jpg,045496368098
831,Wii Play (solo juego),1.80,Wii,4.00,2.00,/product_images/Juegos/Wii Juegos/045496362201B_s.jpg,045496362201
831,Super Mario Galaxy,6.00,Wii,15.00,9.00,/product_images/Juegos/Wii Juegos/045496363932_s.jpg,045496363932
831,Wii Sports Resort (Solo Juego),4.00,Wii,10.00,6.00,/product_images/Juegos/Wii Juegos/045496367473_s.jpg,045496367473
831,Super Mario Galaxy 2,9.00,Wii,20.00,12.00,/product_images/Juegos/Wii Juegos/045496368869_s.jpg,045496368869
831,Super Smash Bros. Brawl,6.00,Wii,15.00,9.00,/product_images/Juegos/Wii Juegos/045496365899_s.jpg,045496365899
831,Wii Sports (Solo Juego),2.00,Wii,5.00,3.00,/product_images/Juegos/Wii Juegos/045496362102_s.jpg,045496362102
831,Mario Party 8,6.00,Wii,15.00,9.00,/product_images/Juegos/Wii Juegos/045496362867_s.jpg,045496362867
831,Legend of Zelda: Twilight Princess,6.00,Wii,15.00,9.00,/product_images/Juegos/Wii Juegos/045496362393_s.jpg,045496362393
831,Just Dance 4,6.00,Wii,15.00,9.00,/product_images/Juegos/Wii Juegos/3307215647196_s.jpg,3307215647196
831,Animal Crossing Lets Go To The City (Solo Juego),3.00,Wii,8.00,5.00,/product_images/Juegos/Wii Juegos/045496366575_s.jpg,045496366575
831,Mario Party 9,9.00,Wii,22.00,13.00,/product_images/Juegos/Wii Juegos/045496401467_s.jpg,045496401467
996,Mario Kart 8,11.00,Wii U,25.00,15.00,/product_images/Juegos/Wii U Juegos/045496333288_s.jpg,045496333288
996,Nintendo Land,4.00,Wii U,10.00,6.00,/product_images/Juegos/Wii U Juegos/045496331085_s.jpg,045496331085
996,Super Mario 3D World,9.00,Wii U,22.00,13.00,/product_images/Juegos/Wii U Juegos/045496332785_s.jpg,045496332785
996,Super Smash Bros,13.00,Wii U,30.00,18.00,/product_images/Juegos/Wii U Juegos/045496333621_s.jpg,045496333621
996,Super Mario Maker,13.00,Wii U,30.00,18.00,/product_images/Juegos/Wii U Juegos/045496334987_s.jpg,045496334987
996,New Super Mario Bros. U,6.00,Wii U,15.00,9.00,/product_images/Juegos/Wii U Juegos/045496331207_s.jpg,045496331207
996,Splatoon,11.00,Wii U,25.00,15.00,/product_images/Juegos/Wii U Juegos/045496334475_s.jpg,045496334475
996,Mario Party 10,8.00,Wii U,18.00,11.00,/product_images/Juegos/Wii U Juegos/045496334161_s.jpg,045496334161
996,Pokken Tournament (No Mewtwo Card),13.00,Wii U,30.00,18.00,/product_images/Juegos/Wii U Juegos/0045496335618_s.jpg,0045496335618
996,Wii Party U (Solo Juego),9.00,Wii U,20.00,12.00,/product_images/Juegos/Wii U Juegos/045496332839_s.jpg,045496332839
996,Xenoblade Chronicles X,14.00,Wii U,32.00,20.00,/product_images/Juegos/Wii U Juegos/045496335090_s.jpg,045496335090
996,Call Of Duty: Black Ops II,2.00,Wii U,6.00,3.00,/product_images/Juegos/Wii U Juegos/5030917114014_s.jpg,5030917114014
996,ZombiU,2.00,Wii U,6.00,3.00,/product_images/Juegos/Wii U Juegos/3307215654293_s.jpg,3307215654293
996,Hyrule Warriors,12.00,Wii U,28.00,17.00,/product_images/Juegos/Wii U Juegos/045496333577_s.jpg,045496333577
996,Yoshi's Woolly World,14.00,Wii U,32.00,20.00,/product_images/Juegos/Wii U Juegos/045496334697_s.jpg,045496334697
827,Grand Theft Auto V (5) 2 Disco,9.00,Xbox 360,20.00,12.00,/product_images/Juegos/Xbox 360 Juegos/5026555258098_s.jpg,5026555258098
827,Gears of War 2,1.80,Xbox 360,4.00,2.00,/product_images/Juegos/Xbox 360 Juegos/882224721141_s.jpg,882224721141
827,FIFA 14,2.00,Xbox 360,5.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5030949111104_s.jpg,5030949111104
827,Battlefield 3 *2 Discos*,3.00,Xbox 360,8.00,5.00,/product_images/Juegos/Xbox 360 Juegos/5030934102421_s.jpg,5030934102421
827,Call Of Duty: Black Ops II,6.00,Xbox 360,15.00,9.00,/product_images/Juegos/Xbox 360 Juegos/5030917111679_s.jpg,5030917111679
827,Call Of Duty: Modern Warfare 3,3.00,Xbox 360,8.00,5.00,/product_images/Juegos/Xbox 360 Juegos/5030917096891_s.jpg,5030917096891
827,Gears of War,0.80,Xbox 360,3.50,1.30,/product_images/Juegos/Xbox 360 Juegos/882224260145_s.jpg,882224260145
827,Halo 3,0.70,Xbox 360,3.00,1.10,/product_images/Juegos/Xbox 360 Juegos/882224482479_s.jpg,882224482479
827,Grand Theft Auto IV,3.00,Xbox 360,8.00,5.00,/product_images/Juegos/Xbox 360 Juegos/5026555245968_s.jpg,5026555245968
827,Call Of Duty: Ghosts *2 Disc*,4.00,Xbox 360,10.00,6.00,/product_images/Juegos/Xbox 360 Juegos/5030917125911_s.jpg,5030917125911
827,Call Of Duty: Black Ops,5.00,Xbox 360,12.00,7.00,/product_images/Juegos/Xbox 360 Juegos/5030917085864_s.jpg,5030917085864
827,Gears of War 3,2.00,Xbox 360,6.00,3.00,/product_images/Juegos/Xbox 360 Juegos/0885370309607_s.jpg,0885370309607
827,Halo 4 *2 Disc*,2.00,Xbox 360,6.00,3.00,/product_images/Juegos/Xbox 360 Juegos/885370439939_s.jpg,885370439939
827,Forza Motorsport 3 (2 Discos),1.20,Xbox 360,5.00,1.90,/product_images/Juegos/Xbox 360 Juegos/882224918343_s.jpg,882224918343
1002,Gears of War 4,14.00,Xbox One,32.00,20.00,/product_images/Juegos/Xbox One Juegos/0889842121575_s.jpg,0889842121575
1002,Call Of Duty: Black Ops III,14.00,Xbox One,32.00,20.00,/product_images/Juegos/Xbox One Juegos/5030917181863_s.jpg,5030917181863
1002,FIFA 17,18.00,Xbox One,40.00,25.00,/product_images/Juegos/Xbox One Juegos/5030937116425_s.jpg,5030937116425
1002,Grand Theft Auto V (5),17.00,Xbox One,38.00,24.00,/product_images/Juegos/Xbox One Juegos/5026555284127_s.jpg,5026555284127
1002,Batman: Return To Arkham,12.00,Xbox One,28.00,17.00,/product_images/Juegos/Xbox One Juegos/5051893230970_s.jpg,5051893230970
1002,Batman: The Telltale Series,8.00,Xbox One,18.00,11.00,/product_images/defimg4_s.jpg,5051893232813
1002,For Honor,34.00,Xbox One,62.00,42.00,/product_images/Juegos/Xbox One Juegos/3307215915127_s.jpg,3307215915127
1002,Gears Of War: Ultimate Edition,5.00,Xbox One,12.00,7.00,/product_images/Juegos/Xbox One Juegos/885370951844_s.jpg,885370951844
1002,Ryse: Son Of Rome,8.00,Xbox One,18.00,11.00,/product_images/Juegos/Xbox One Juegos/885370662221_s.jpg,885370662221
1002,Resident Evil 7: Biohazard,29.00,Xbox One,52.00,35.00,/product_images/Juegos/Xbox One Juegos/5055060965924_s.jpg,5055060965924
1002,Doom (2016),9.00,Xbox One,22.00,13.00,/product_images/Juegos/Xbox One Juegos/5055856403524_s.jpg,5055856403524
1002,Dead Rising 3,4.00,Xbox One,18.00,6.00,/product_images/Juegos/Xbox One Juegos/85370663983_s.jpg,85370663983
1002,Assassin's Creed: Unity,6.00,Xbox One,15.00,9.00,/product_images/Juegos/Xbox One Juegos/3307215805336_s.jpg,3307215805336
1002,Call Of Duty: Advanced Warfare,3.00,Xbox One,15.00,5.00,/product_images/Juegos/Xbox One Juegos/5030917147791_s.jpg,5030917147791
1002,Halo 5: Guardians,8.00,Xbox One,18.00,11.00,/product_images/Juegos/Xbox One Juegos/885370929669_s.jpg,885370929669
1001,Nioh,34.00,PlayStation 4,62.00,42.00,/product_images/Juegos/PS4 Juegos/711719817963_s.jpg,711719817963
1001,Assassin's Creed: Syndicate,9.00,PlayStation 4,22.00,13.00,/product_images/Juegos/PS4 Juegos/3307215893227_s.jpg,3307215893227
1001,Watch Dogs,5.00,PlayStation 4,12.00,7.00,/product_images/Juegos/PS4 Juegos/3307215732939_s.jpg,3307215732939
1001,Batman: Arkham Knight,9.00,PlayStation 4,22.00,13.00,/product_images/Juegos/PS4 Juegos/5051893179637_s.jpg,5051893179637
1001,Assassin's Creed: Unity,9.00,PlayStation 4,20.00,12.00,/product_images/Juegos/PS4 Juegos/3307215803530_s.jpg,3307215803530
1001,Final Fantasy XV,17.00,PlayStation 4,38.00,24.00,/product_images/Juegos/PS4 Juegos/5021290072985_s.jpg,5021290072985
1001,Far Cry Primal,12.00,PlayStation 4,28.00,17.00,/product_images/Juegos/PS4 Juegos/3307215938782_s.jpg,3307215938782
1001,Fallout 4,12.00,PlayStation 4,28.00,17.00,/product_images/Juegos/PS4 Juegos/5055856406242_s.jpg,5055856406242
1001,Call Of Duty: Advanced Warfare,5.00,PlayStation 4,22.00,8.00,/product_images/Juegos/PS4 Juegos/5030917148019_s.jpg,5030917148019
1001,Metal Gear Solid V: The Phantom Pain,8.00,PlayStation 4,18.00,11.00,/product_images/Juegos/PS4 Juegos/4012927100417_s.jpg,4012927100417
1001,Witcher 3: Wild Hunt,13.00,PlayStation 4,30.00,18.00,/product_images/Juegos/PS4 Juegos/3391891979016_s.jpg,3391891979016
1001,Destiny,2.00,PlayStation 4,10.00,3.00,/product_images/Juegos/PS4 Juegos/5030917124549_s.jpg,5030917124549
1001,Horizon: Zero Dawn,45.00,PlayStation 4,65.00,50.00,/product_images/Juegos/PS4 Juegos/711719825265_s.jpg,711719825265
1001,"Last Guardian, The",14.00,PlayStation 4,32.00,20.00,/product_images/Juegos/PS4 Juegos/711719838951_s.jpg,711719838951
1001,Doom (2016),9.00,PlayStation 4,20.00,12.00,/product_images/Juegos/PS4 Juegos/5055856403418_s.jpg,5055856403418
1001,FIFA 15,0.70,PlayStation 4,5.00,1.50,/product_images/Juegos/PS4 Juegos/5030947112387_s.jpg,5030947112387
1001,Uncharted: The Nathan Drake Collection,15.00,PlayStation 4,35.00,22.00,/product_images/Juegos/PS4 Juegos/711719866534_s.jpg,711719866534
1001,InFamous Second Son,9.00,PlayStation 4,22.00,13.00,/product_images/Juegos/PS4 Juegos/0711719278870_s.jpg,0711719278870
1001,Battlefield 4,8.00,PlayStation 4,18.00,11.00,/product_images/Juegos/PS4 Juegos/5030936111346_s.jpg,5030936111346
1001,Killzone: Shadow Fall,2.00,PlayStation 4,10.00,3.00,/product_images/Juegos/PS4 Juegos/711719275473_s.jpg,711719275473
1001,Rainbow Six: Siege,18.00,PlayStation 4,42.00,26.00,/product_images/Juegos/PS4 Juegos/3307215889121_s.jpg,3307215889121
1001,Titanfall 2,14.00,PlayStation 4,32.00,20.00,/product_images/Juegos/PS4 Juegos/5030932116925_s.jpg,5030932116925
1001,Batman: Return To Arkham,13.00,PlayStation 4,30.00,18.00,/product_images/Juegos/PS4 Juegos/5051893230963_s.jpg,5051893230963
1001,Assassin's Creed 4: Black Flag,9.00,PlayStation 4,22.00,13.00,/product_images/Juegos/PS4 Juegos/3307215715239_s.jpg,3307215715239
1001,Bloodborne,12.00,PlayStation 4,28.00,17.00,/product_images/Juegos/PS4 Juegos/0711719800415_s.jpg,0711719800415
1001,Pro Evolution Soccer 2017,18.00,PlayStation 4,40.00,25.00,/product_images/Juegos/PS4 Juegos/4012927102336_s.jpg,4012927102336
1001,Rise of the Tomb Raider,18.00,PlayStation 4,40.00,25.00,/product_images/Juegos/PS4 Juegos/5021290074811_s.jpg,5021290074811
1001,Dying Light,15.00,PlayStation 4,35.00,22.00,/product_images/Juegos/PS4 Juegos/5051893170139_s.jpg,5051893170139
1001,NBA 2K17,21.00,PlayStation 4,48.00,30.00,/product_images/Juegos/PS4 Juegos/5026555422079_s.jpg,5026555422079
1001,Dragon Ball: Xenoverse,14.00,PlayStation 4,32.00,20.00,/product_images/Juegos/PS4 Juegos/3391891980685_s.jpg,3391891980685
1001,Ratchet & Clank (2016),14.00,PlayStation 4,32.00,20.00,/product_images/Juegos/PS4 Juegos/711719848233_s.jpg,711719848233
1001,DriveClub,9.00,PlayStation 4,20.00,12.00,/product_images/Juegos/PS4 Juegos/711719277071_s.jpg,711719277071
1001,Pro Evolution Soccer 2016,2.00,PlayStation 4,12.00,4.00,/product_images/Juegos/PS4 Juegos/4012927101179_s.jpg,4012927101179
1001,Overwatch,23.00,PlayStation 4,52.00,32.00,/product_images/Juegos/PS4 Juegos/5030917188893_s.jpg,5030917188893
1001,Need For Speed (2015),14.00,PlayStation 4,32.00,20.00,/product_images/Juegos/PS4 Juegos/5035223113737_s.jpg,5035223113737
1001,"Order 1886, The",9.00,PlayStation 4,20.00,12.00,/product_images/Juegos/PS4 Juegos/0711719284697_s.jpg,0711719284697
1001,"Tierra-Media, La: Sombras De Mordor",11.00,PlayStation 4,25.00,15.00,/product_images/Juegos/PS4 Juegos/5051893165128_s.jpg,5051893165128
1001,Just Cause 3,15.00,PlayStation 4,35.00,22.00,/product_images/Juegos/PS4 Juegos/5021290069459_s.jpg,5021290069459
1001,Dragon Age: Inquisition,8.00,PlayStation 4,18.00,11.00,/product_images/Juegos/PS4 Juegos/5030930113803_s.jpg,5030930113803
1001,No Man's Sky,9.00,PlayStation 4,20.00,12.00,/product_images/Juegos/PS4 Juegos/0711719849834_s.jpg,0711719849834
