sku,precio_intercambio,img_caratula,categoria_id,precio_compra,categoria_str,titulo,precio_venta
0045496473358,24.00,/product_images/Juegos/3DS Juegos/0045496473358_s.jpg,977,18.00,Nintendo 3DS,Pokemon Sol,38.00
045496473464,22.00,/product_images/Juegos/3DS Juegos/045496473464_s.jpg,977,16.00,Nintendo 3DS,Pokemon Luna,35.00
045496520830,14.00,/product_images/Juegos/3DS Juegos/045496520830_s.jpg,977,10.00,Nintendo 3DS,Legend Of Zelda Ocarina Of Time 3D,22.00
045496524227,14.00,/product_images/Juegos/3DS Juegos/045496524227_s.jpg,977,10.00,Nintendo 3DS,Pokemon X,22.00
045496526313,18.00,/product_images/Juegos/3DS Juegos/045496526313_s.jpg,977,13.00,Nintendo 3DS,Pokemon Rubi Omega,28.00
045496524333,16.00,/product_images/Juegos/3DS Juegos/045496524333_s.jpg,977,12.00,Nintendo 3DS,Pokemon Y,25.00
045496521301,19.00,/product_images/Juegos/3DS Juegos/045496521301_s.jpg,977,14.00,Nintendo 3DS,Mario Kart 7,30.00
045496523848,20.00,/product_images/Juegos/3DS Juegos/045496523848_s.jpg,977,15.00,Nintendo 3DS,Animal Crossing: New Leaf,32.00
0045496526283,19.00,/product_images/Juegos/3DS Juegos/0045496526283_s.jpg,977,14.00,Nintendo 3DS,Super Smash Bros.,30.00
045496524531,13.00,/product_images/Juegos/3DS Juegos/045496524531_s.jpg,977,9.00,Nintendo 3DS,Legend of Zelda: A Link Between Worlds,20.00
045496521233,19.00,/product_images/Juegos/3DS Juegos/045496521233_s.jpg,977,14.00,Nintendo 3DS,Super Mario 3D Land,30.00
045496522582,19.00,/product_images/Juegos/3DS Juegos/045496522582_s.jpg,977,14.00,Nintendo 3DS,New Super Mario Bros. 2,30.00
045496472313,20.00,/product_images/Juegos/3DS Juegos/045496472313_s.jpg,977,15.00,Nintendo 3DS,Yo-Kai Watch,32.00
045496474287,27.00,/product_images/Juegos/3DS Juegos/045496474287_s.jpg,977,22.00,Nintendo 3DS,Super Mario Maker,40.00
5051892132480,4.00,/product_images/Juegos/DS Juegos/5051892132480_s.jpg,834,3.00,Nintendo DS,Lego Legends Of Chima: Laval's Journey,7.00
045496462338,9.00,/product_images/Juegos/DS Juegos/045496462338_s.jpg,834,6.00,Nintendo DS,Mario Kart DS,15.00
045496463106,12.00,/product_images/Juegos/DS Juegos/045496463106_s.jpg,834,9.00,Nintendo DS,New Super Mario Bros.,20.00
5051893130096,6.00,/product_images/Juegos/DS Juegos/5051893130096_s.jpg,834,4.00,Nintendo DS,Lego Senor De Los Anillos,10.00
045496463595,6.00,/product_images/Juegos/DS Juegos/045496463595_s.jpg,834,4.00,Nintendo DS,Pokemon Mundo Misterioso Equipo Azul,10.00
045496464844,9.00,/product_images/Juegos/DS Juegos/045496464844_s.jpg,834,6.00,Nintendo DS,Pokemon Diamante,15.00
045496464936,7.00,/product_images/Juegos/DS Juegos/045496464936_s.jpg,834,5.00,Nintendo DS,Pokemon Perla,12.00
045496462567,0.70,/product_images/Juegos/DS Juegos/045496462567_s.jpg,834,0.40,Nintendo DS,Brain Training,2.00
5051893153217,11.00,/product_images/Juegos/DS Juegos/5051893153217_s.jpg,834,8.00,Nintendo DS,LEGO Friends,18.00
045496462543,9.00,/product_images/Juegos/DS Juegos/045496462543_s.jpg,834,6.00,Nintendo DS,Animal Crossing: Wild World,15.00
045496471118,9.00,/product_images/Juegos/DS Juegos/045496471118_s.jpg,834,6.00,Nintendo DS,Pokemon Edicion Blanca,15.00
045496471644,5.00,/product_images/Juegos/DS Juegos/045496471644_s.jpg,834,3.00,Nintendo DS,Inazuma Eleven 2: Tormenta De Fuego,8.00
045496462031,12.00,/product_images/Juegos/DS Juegos/045496462031_s.jpg,834,9.00,Nintendo DS,Super Mario 64 DS,20.00
045496465896,7.00,/product_images/Juegos/DS Juegos/045496465896_s.jpg,834,5.00,Nintendo DS,Mario Party DS,12.00
045496464103,5.00,/product_images/Juegos/DS Juegos/045496464103_s.jpg,834,3.00,Nintendo DS,Pokemon Ranger,8.00
8436010150671,0.70,/product_images/Juegos/PC Juegos/8436010150671_s.jpg,830,0.30,PC,Imperium III,2.50
5030917181603,22.00,/product_images/Juegos/PC Juegos/5030917181603_s.jpg,830,15.00,PC,Call Of Duty: Black Ops III (P),35.00
8436016710770,0.90,/product_images/Juegos/PC Juegos/8436016710770_s.jpg,830,0.50,PC,"Whispered World, The - Edición Especial",2.50
3307210181862,0.10,/product_images/Juegos/PC Juegos/3307210181862_s.jpg,830,0.01,PC,Splinter Cell,0.50
3307210245281,5.00,/product_images/Juegos/PC Juegos/3307210245281_s.jpg,830,3.00,PC,Age of Empires Collectors Edition,15.00
8436010150572,0.60,/product_images/Juegos/PC Juegos/8436010150572_s.jpg,830,0.30,PC,Imperium II,2.00
8414185051528,3.00,/product_images/Juegos/PC Juegos/8414185051528_s.jpg,830,2.00,PC,Los Sims 2 (SN),10.00
3307210153470,0.10,/product_images/Juegos/PC Juegos/3307210153470_s.jpg,830,0.01,PC,Beyond Good & Evil,0.50
8436016710787,0.60,/product_images/Juegos/PC Juegos/8436016710787_s.jpg,830,0.30,PC,Blackguards,2.00
8414606866977,0.60,/product_images/Juegos/PC Juegos/8414606866977_s.jpg,830,0.30,PC,Stasis,2.00
8436010151371,0.40,/product_images/Juegos/PC Juegos/8436010151371_s.jpg,830,0.20,PC,Imperium Civitas,1.50
5060193302294,0.30,/product_images/Juegos/PC Juegos/5060193302294_s.jpg,830,0.10,PC,Warhammer 40000 - Armageddon (SN),1.00
3307211609143,0.10,/product_images/Juegos/PC Juegos/3307211609143_s.jpg,830,0.01,PC,Prince of Persia (2008),0.50
740781770142,1.50,/product_images/Juegos/PC Juegos/740781770142_s.jpg,830,0.70,PC,Divinity: Original Sin (P),5.00
8420266991255,0.20,/product_images/Juegos/PC Juegos/8420266991255_s.jpg,830,0.10,PC,"Longest Journey, The (4 Discs)",0.75
5026555410267,9.00,/product_images/Juegos/PS3 Juegos/5026555410267_s.jpg,821,6.00,PlayStation 3,Grand Theft Auto V (5),15.00
5026555400251,3.00,/product_images/Juegos/PS3 Juegos/5026555400251_s.jpg,821,2.00,PlayStation 3,Grand Theft Auto IV,6.00
5030917111761,5.00,/product_images/Juegos/PS3 Juegos/5030917111761_s.jpg,821,3.00,PlayStation 3,Call Of Duty: Black Ops II,15.00
5030917096808,3.00,/product_images/Juegos/PS3 Juegos/5030917096808_s.jpg,821,2.00,PlayStation 3,Call Of Duty: Modern Warfare 3,6.00
5030917085802,5.00,/product_images/Juegos/PS3 Juegos/5030917085802_s.jpg,821,3.00,PlayStation 3,Call Of Duty: Black Ops,8.00
5030917126116,3.00,/product_images/Juegos/PS3 Juegos/5030917126116_s.jpg,821,2.00,PlayStation 3,Call Of Duty: Ghosts,6.00
711719190059,3.00,/product_images/Juegos/PS3 Juegos/711719190059_s.jpg,821,2.00,PlayStation 3,Gran Turismo 5,6.00
5030946112869,13.00,/product_images/Juegos/PS3 Juegos/5030946112869_s.jpg,821,9.00,PlayStation 3,FIFA 16,22.00
5030937112373,5.00,/product_images/Juegos/PS3 Juegos/5030937112373_s.jpg,821,3.00,PlayStation 3,FIFA 15,8.00
5030917070990,3.00,/product_images/Juegos/PS3 Juegos/5030917070990_s.jpg,821,2.00,PlayStation 3,Call of Duty: Modern Warfare 2,6.00
5030934109680,0.01,/product_images/Juegos/PS3 Juegos/5030934109680_s.jpg,821,0.01,PlayStation 3,FIFA 13,0.25
5030917147906,9.00,/product_images/Juegos/PS3 Juegos/5030917147906_s.jpg,821,6.00,PlayStation 3,Call Of Duty: Advanced Warfare,15.00
5021290042377,3.00,/product_images/Juegos/PS3 Juegos/5021290042377_s.jpg,821,2.00,PlayStation 3,Deus Ex: Human Revolution,6.00
3307215793299,9.00,/product_images/Juegos/PS3 Juegos/3307215793299_s.jpg,821,6.00,PlayStation 3,Far Cry 4,15.00
5030933111103,0.60,/product_images/Juegos/PS3 Juegos/5030933111103_s.jpg,821,0.30,PlayStation 3,FIFA 14,2.00
5030917114083,11.00,/product_images/Juegos/PS Vita Juegos/5030917114083_s.jpg,990,8.00,PlayStation Vita,Call of Duty Black Ops- Declassified,18.00
711719438519,7.00,/product_images/Juegos/PS Vita Juegos/711719438519_s.jpg,990,5.00,PlayStation Vita,Minecraft,12.00
711719251163,11.00,/product_images/Juegos/PS Vita Juegos/711719251163_s.jpg,990,8.00,PlayStation Vita,Killzone Mercenary,18.00
5035225113223,16.00,/product_images/Juegos/PS Vita Juegos/5035225113223_s.jpg,990,12.00,PlayStation Vita,FIFA 15,25.00
5030934109192,9.00,/product_images/Juegos/PS Vita Juegos/5030934109192_s.jpg,990,7.00,PlayStation Vita,Need For Speed: Most Wanted 12,15.00
711719200628,11.00,/product_images/Juegos/PS Vita Juegos/711719200628_s.jpg,990,8.00,PlayStation Vita,Uncharted: Golden Abyss,18.00
5030939111404,7.00,/product_images/Juegos/PS Vita Juegos/5030939111404_s.jpg,990,5.00,PlayStation Vita,FIFA 14,12.00
5030934109901,1.90,/product_images/Juegos/PS Vita Juegos/5030934109901_s.jpg,990,1.20,PlayStation Vita,FIFA 13,5.00
5055277016259,7.00,/product_images/Juegos/PS Vita Juegos/5055277016259_s.jpg,990,5.00,PlayStation Vita,Virtua Tennis 4: Edicion World Tour,12.00
3307215916520,9.00,/product_images/Juegos/PS Vita Juegos/3307215916520_s.jpg,990,7.00,PlayStation Vita,Assassins Creed Chronicles,15.00
3307215652312,7.00,/product_images/Juegos/PS Vita Juegos/3307215652312_s.jpg,990,5.00,PlayStation Vita,Assassin's Creed III (3): Liberation,12.00
5021290057791,9.00,/product_images/Juegos/PS Vita Juegos/5021290057791_s.jpg,990,7.00,PlayStation Vita,Final Fantasy X HD Only,15.00
5051893143447,7.00,/product_images/Juegos/PS Vita Juegos/5051893143447_s.jpg,990,5.00,PlayStation Vita,Lego Marvel Superheroes,12.00
5051893229387,11.00,/product_images/Juegos/PS Vita Juegos/5051893229387_s.jpg,990,8.00,PlayStation Vita,LEGO Star Wars: El Despertar De La Fuerza (Episodio 7),18.00
711719287667,1.90,/product_images/Juegos/PS Vita Juegos/711719287667_s.jpg,990,1.20,PlayStation Vita,Invizimals - La Alianza,5.00
5026555280143,1.40,/product_images/Juegos/PSP Juegos/5026555280143_s.jpg,862,0.80,PSP,Grand Theft Auto: Liberty City Stories,4.00
711719151159,0.90,/product_images/Juegos/PSP Juegos/711719151159_s.jpg,862,0.40,PSP,Gran Turismo,3.00
5026555280785,1.40,/product_images/Juegos/PSP Juegos/5026555280785_s.jpg,862,0.80,PSP,Grand Theft Auto Vice City Stories,4.00
711719908128,0.90,/product_images/Juegos/PSP Juegos/711719908128_s.jpg,862,0.40,PSP,God of War: Chains of Olympus,3.00
711719646266,0.90,/product_images/Juegos/PSP Juegos/711719646266_s.jpg,862,0.40,PSP,Daxter,3.00
711719651888,0.90,/product_images/Juegos/PSP Juegos/711719651888_s.jpg,862,0.40,PSP,Ratchet & Clank: El Tamano Importa,3.00
711719660071,0.90,/product_images/Juegos/PSP Juegos/711719660071_s.jpg,862,0.40,PSP,Tekken Dark Resurrection,3.00
4012927064740,0.30,/product_images/Juegos/PSP Juegos/4012927064740_s.jpg,862,0.10,PSP,Pro Evolution Soccer (PES) 2011,1.00
711719738657,0.10,/product_images/Juegos/PSP Juegos/711719738657_s.jpg,862,0.01,PSP,Play Chapas,0.50
711719169772,0.10,/product_images/Juegos/PSP Juegos/711719169772_s.jpg,862,0.01,PSP,Invizimals La Otra Dimension (Solo Juego,0.50
711719142058,0.10,/product_images/Juegos/PSP Juegos/711719142058_s.jpg,862,0.01,PSP,Invizimals (Solo Juego),0.50
5030917038426,0.90,/product_images/Juegos/PSP Juegos/5030917038426_s.jpg,862,0.40,PSP,Call of Duty: Roads to Victory,3.00
8673545455588,0.40,/product_images/Juegos/PSP Juegos/8673545455588_s.jpg,862,0.20,PSP,Los Sims 2 Mascotas,1.50
8414646244995,0.10,/product_images/Juegos/PSP Juegos/8414646244995_s.jpg,862,0.01,PSP,Invizimals: Las tribus perdidas,0.50
5030934067263,0.10,/product_images/Juegos/PSP Juegos/5030934067263_s.jpg,862,0.01,PSP,FIFA 09,0.50
045496365202,11.00,/product_images/Juegos/Wii Juegos/045496365202_s.jpg,831,8.00,Wii,Mario Kart Wii (Solo Juego),18.00
045496368098,11.00,/product_images/Juegos/Wii Juegos/045496368098_s.jpg,831,8.00,Wii,New Super Mario Bros. Wii,18.00
045496367299,4.00,/product_images/Juegos/Wii Juegos/045496367299_s.jpg,831,2.00,Wii,Inazuma Eleven Strikers,12.00
045496363932,9.00,/product_images/Juegos/Wii Juegos/045496363932_s.jpg,831,6.00,Wii,Super Mario Galaxy,15.00
045496367473,3.00,/product_images/Juegos/Wii Juegos/045496367473_s.jpg,831,2.00,Wii,Wii Sports Resort (Solo Juego),10.00
045496362393,9.00,/product_images/Juegos/Wii Juegos/045496362393_s.jpg,831,6.00,Wii,Legend of Zelda: Twilight Princess,15.00
045496365899,9.00,/product_images/Juegos/Wii Juegos/045496365899_s.jpg,831,6.00,Wii,Super Smash Bros. Brawl,15.00
045496362201,2.00,/product_images/Juegos/Wii Juegos/045496362201B_s.jpg,831,1.80,Wii,Wii Play (solo juego),4.00
4260231341471,6.00,/product_images/Juegos/Wii Juegos/4260231341471_s.jpg,831,4.00,Wii,La Voz 2wi,10.00
045496368869,12.00,/product_images/Juegos/Wii Juegos/045496368869_s.jpg,831,9.00,Wii,Super Mario Galaxy 2,20.00
045496363086,5.00,/product_images/Juegos/Wii Juegos/045496363086_s.jpg,831,3.00,Wii,Mario Strikers Charged Football,8.00
5055277013692,11.00,/product_images/Juegos/Wii Juegos/5055277013692_s.jpg,831,8.00,Wii,Mario y Sonic en los JJ.OO London 12,18.00
5030934069243,6.00,/product_images/Juegos/Wii Juegos/5030934069243_s.jpg,831,4.00,Wii,Trivial Pursuit,10.00
045496337087,45.00,/product_images/Juegos/Wii U Juegos/045496337087_s.jpg,996,40.00,Wii U,Legend of Zelda: Breath of the Wild,58.00
045496333288,13.00,/product_images/Juegos/Wii U Juegos/045496333288_s.jpg,996,9.00,Wii U,Mario Kart 8,22.00
045496331207,7.00,/product_images/Juegos/Wii U Juegos/045496331207_s.jpg,996,5.00,Wii U,New Super Mario Bros. U,12.00
045496331085,5.00,/product_images/Juegos/Wii U Juegos/045496331085_s.jpg,996,3.00,Wii U,Nintendo Land,8.00
045496332785,12.00,/product_images/Juegos/Wii U Juegos/045496332785_s.jpg,996,9.00,Wii U,Super Mario 3D World,20.00
045496333621,17.00,/product_images/Juegos/Wii U Juegos/045496333621_s.jpg,996,12.00,Wii U,Super Smash Bros,28.00
045496332198,9.00,/product_images/Juegos/Wii U Juegos/045496332198_s.jpg,996,6.00,Wii U,New Super Mario Bros. U & Super Luigi U,15.00
045496334987,17.00,/product_images/Juegos/Wii U Juegos/045496334987_s.jpg,996,12.00,Wii U,Super Mario Maker,28.00
045496334475,13.00,/product_images/Juegos/Wii U Juegos/045496334475_s.jpg,996,9.00,Wii U,Splatoon,22.00
3307215654293,3.00,/product_images/Juegos/Wii U Juegos/3307215654293_s.jpg,996,2.00,Wii U,ZombiU,5.00
0045496332716,11.00,/product_images/Juegos/Wii U Juegos/0045496332716_s.jpg,996,8.00,Wii U,Donkey Kong Country: Tropical Freeze,18.00
0045496335618,17.00,/product_images/Juegos/Wii U Juegos/0045496335618_s.jpg,996,12.00,Wii U,Pokken Tournament (No Mewtwo Card),28.00
045496334161,9.00,/product_images/Juegos/Wii U Juegos/045496334161_s.jpg,996,6.00,Wii U,Mario Party 10,15.00
045496331740,7.00,/product_images/Juegos/Wii U Juegos/045496331740_s.jpg,996,5.00,Wii U,Lego City Undercover,12.00
3307215655184,11.00,/product_images/Juegos/Wii U Juegos/3307215655184_s.jpg,996,8.00,Wii U,Rayman Legends,18.00
5026555258098,12.00,/product_images/Juegos/Xbox 360 Juegos/5026555258098_s.jpg,827,9.00,Xbox 360,Grand Theft Auto V (5) 2 Disco,20.00
5030917147685,9.00,/product_images/Juegos/Xbox 360 Juegos/5030917147685_s.jpg,827,6.00,Xbox 360,Call Of Duty: Advanced Warfare (2 Disc),15.00
3307215705728,9.00,/product_images/Juegos/Xbox 360 Juegos/3307215705728_s.jpg,827,6.00,Xbox 360,Assassin's Creed 4: Black Flag (2 Disc),15.00
5035228112377,7.00,/product_images/Juegos/Xbox 360 Juegos/5035228112377_s.jpg,827,5.00,Xbox 360,FIFA 15,12.00
0885370309607,3.00,/product_images/Juegos/Xbox 360 Juegos/0885370309607_s.jpg,827,2.00,Xbox 360,Gears of War 3,6.00
5030917111679,9.00,/product_images/Juegos/Xbox 360 Juegos/5030917111679_s.jpg,827,6.00,Xbox 360,Call Of Duty: Black Ops II,15.00
5055060963852,5.00,/product_images/Juegos/Xbox 360 Juegos/5055060963852_s.jpg,827,3.00,Xbox 360,Resident Evil 6 *2 Disc*,8.00
3391891984775,12.00,/product_images/Juegos/Xbox 360 Juegos/3391891984775_s.jpg,827,9.00,Xbox 360,Fighting Edition: Tekken 6/Tekken Tag Tournament 2 Y Soul Calibur V,20.00
0885370606515,7.00,/product_images/Juegos/Xbox 360 Juegos/0885370606515_s.jpg,827,5.00,Xbox 360,Minecraft,12.00
5030949111104,3.00,/product_images/Juegos/Xbox 360 Juegos/5030949111104_s.jpg,827,2.00,Xbox 360,FIFA 14,6.00
882224721141,1.50,/product_images/Juegos/Xbox 360 Juegos/882224721141_s.jpg,827,0.90,Xbox 360,Gears of War 2,4.00
5030917096891,3.00,/product_images/Juegos/Xbox 360 Juegos/5030917096891_s.jpg,827,2.00,Xbox 360,Call Of Duty: Modern Warfare 3,6.00
5026555245968,5.00,/product_images/Juegos/Xbox 360 Juegos/5026555245968_s.jpg,827,3.00,Xbox 360,Grand Theft Auto IV,8.00
882224260145,1.30,/product_images/Juegos/Xbox 360 Juegos/882224260145_s.jpg,827,0.80,Xbox 360,Gears of War,3.50
885370662221,11.00,/product_images/Juegos/Xbox One Juegos/885370662221_s.jpg,1002,8.00,Xbox One,Ryse: Son Of Rome,18.00
5030917147791,7.00,/product_images/Juegos/Xbox One Juegos/5030917147791_s.jpg,1002,5.00,Xbox One,Call Of Duty: Advanced Warfare,12.00
5026555284127,24.00,/product_images/Juegos/Xbox One Juegos/5026555284127_s.jpg,1002,17.00,Xbox One,Grand Theft Auto V (5),38.00
0889842121575,18.00,/product_images/Juegos/Xbox One Juegos/0889842121575_s.jpg,1002,13.00,Xbox One,Gears of War 4,30.00
5055856406396,15.00,/product_images/Juegos/Xbox One Juegos/5055856406396_s.jpg,1002,11.00,Xbox One,Fallout 4,25.00
5030917181863,18.00,/product_images/Juegos/Xbox One Juegos/5030917181863_s.jpg,1002,13.00,Xbox One,Call Of Duty: Black Ops III,30.00
5035228113763,24.00,/product_images/Juegos/Xbox One Juegos/5035228113763_s.jpg,1002,17.00,Xbox One,Battlefield 1,38.00
885370984750,15.00,/product_images/Juegos/Xbox One Juegos/885370984750_s.jpg,1002,11.00,Xbox One,Rise Of The Tomb Raider,25.00
885370662023,7.00,/product_images/Juegos/Xbox One Juegos/885370662023_s.jpg,1002,5.00,Xbox One,Forza Motorsport 5,12.00
5030941116398,50.00,/product_images/Juegos/Xbox One Juegos/5030941116398_s.jpg,1002,45.00,Xbox One,Mass Effect: Andrómeda (Sin DLC),65.00
85370663983,9.00,/product_images/Juegos/Xbox One Juegos/85370663983_s.jpg,1002,6.00,Xbox One,Dead Rising 3,15.00
5030917124358,5.00,/product_images/Juegos/Xbox One Juegos/5030917124358_s.jpg,1002,3.00,Xbox One,Destiny,8.00
5030947121631,11.00,/product_images/Juegos/Xbox One Juegos/5030947121631_s.jpg,1002,8.00,Xbox One,Star Wars: Battlefront,18.00
5026555297356,15.00,/product_images/Juegos/Xbox One Juegos/5026555297356_s.jpg,1002,11.00,Xbox One,Mafia III,25.00
885370951844,6.00,/product_images/Juegos/Xbox One Juegos/885370951844_s.jpg,1002,4.00,Xbox One,Gears Of War: Ultimate Edition,10.00
3307215889121,22.00,/product_images/Juegos/PS4 Juegos/3307215889121_s.jpg,1001,15.00,PlayStation 4,Rainbow Six: Siege,35.00
3307215914946,30.00,/product_images/Juegos/PS4 Juegos/3307215914946_s.jpg,1001,21.00,PlayStation 4,For Honor (No DLC),48.00
3307215938782,13.00,/product_images/Juegos/PS4 Juegos/3307215938782_s.jpg,1001,9.00,PlayStation 4,Far Cry Primal,22.00
3307215803530,9.00,/product_images/Juegos/PS4 Juegos/3307215803530_s.jpg,1001,6.00,PlayStation 4,Assassin's Creed: Unity,15.00
3307215732939,4.00,/product_images/Juegos/PS4 Juegos/3307215732939_s.jpg,1001,2.00,PlayStation 4,Watch Dogs,12.00
5030917148019,8.00,/product_images/Juegos/PS4 Juegos/5030917148019_s.jpg,1001,5.00,PlayStation 4,Call Of Duty: Advanced Warfare,22.00
5021290072985,20.00,/product_images/Juegos/PS4 Juegos/5021290072985_s.jpg,1001,14.00,PlayStation 4,Final Fantasy XV,32.00
711719407515,20.00,/product_images/Juegos/PS4 Juegos/711719407515_s.jpg,1001,14.00,PlayStation 4,"Last of Us, The - Remastered",32.00
5030941116350,47.00,/product_images/Juegos/PS4 Juegos/5030941116350_s.jpg,1001,40.00,PlayStation 4,Mass Effect: Andrómeda (Sin DLC),65.00
5030917124549,3.00,/product_images/Juegos/PS4 Juegos/5030917124549_s.jpg,1001,2.00,PlayStation 4,Destiny,10.00
711719838951,20.00,/product_images/Juegos/PS4 Juegos/711719838951_s.jpg,1001,14.00,PlayStation 4,"Last Guardian, The",32.00
4012927100417,9.00,/product_images/Juegos/PS4 Juegos/4012927100417_s.jpg,1001,6.00,PlayStation 4,Metal Gear Solid V: The Phantom Pain,15.00
5055856406242,13.00,/product_images/Juegos/PS4 Juegos/5055856406242_s.jpg,1001,9.00,PlayStation 4,Fallout 4,22.00
3307215793633,6.00,/product_images/Juegos/PS4 Juegos/3307215793633_s.jpg,1001,4.00,PlayStation 4,Far Cry 4,18.00
5051893179637,12.00,/product_images/Juegos/PS4 Juegos/5051893179637_s.jpg,1001,9.00,PlayStation 4,Batman: Arkham Knight,20.00
711719866534,22.00,/product_images/Juegos/PS4 Juegos/711719866534_s.jpg,1001,15.00,PlayStation 4,Uncharted: The Nathan Drake Collection,35.00
4012927102336,24.00,/product_images/Juegos/PS4 Juegos/4012927102336_s.jpg,1001,17.00,PlayStation 4,Pro Evolution Soccer 2017,38.00
3391891979016,18.00,/product_images/Juegos/PS4 Juegos/3391891979016_s.jpg,1001,13.00,PlayStation 4,Witcher 3: Wild Hunt,30.00
711719439912,18.00,/product_images/Juegos/PS4 Juegos/711719439912_s.jpg,1001,13.00,PlayStation 4,Minecraft,30.00
711719874737,17.00,/product_images/Juegos/PS4 Juegos/711719874737_s.jpg,1001,12.00,PlayStation 4,Until Dawn,28.00
3307215715239,11.00,/product_images/Juegos/PS4 Juegos/3307215715239_s.jpg,1001,8.00,PlayStation 4,Assassin's Creed 4: Black Flag,18.00
5030947112387,1.50,/product_images/Juegos/PS4 Juegos/5030947112387_s.jpg,1001,0.70,PlayStation 4,FIFA 15,5.00
5055856403418,11.00,/product_images/Juegos/PS4 Juegos/5055856403418_s.jpg,1001,8.00,PlayStation 4,Doom (2016),18.00
3307215977453,15.00,/product_images/Juegos/PS4 Juegos/3307215977453_s.jpg,1001,11.00,PlayStation 4,Assassin's Creed: The Ezio Collection,25.00
711719817963,34.00,/product_images/Juegos/PS4 Juegos/711719817963_s.jpg,1001,24.00,PlayStation 4,Nioh,55.00
711719277071,9.00,/product_images/Juegos/PS4 Juegos/711719277071_s.jpg,1001,6.00,PlayStation 4,DriveClub,15.00
5035223113737,17.00,/product_images/Juegos/PS4 Juegos/5035223113737_s.jpg,1001,12.00,PlayStation 4,Need For Speed (2015),28.00
5021290069060,12.00,/product_images/Juegos/PS4 Juegos/5021290069060_s.jpg,1001,9.00,PlayStation 4,Deus Ex: Mankind Divided,20.00
711719275473,4.00,/product_images/Juegos/PS4 Juegos/711719275473_s.jpg,1001,2.00,PlayStation 4,Killzone: Shadow Fall,12.00
5030932116925,17.00,/product_images/Juegos/PS4 Juegos/5030932116925_s.jpg,1001,12.00,PlayStation 4,Titanfall 2,28.00
5055856410706,15.00,/product_images/Juegos/PS4 Juegos/5055856410706_s.jpg,1001,11.00,PlayStation 4,Dishonored 2 (Sin DLC),25.00
3391891980685,20.00,/product_images/Juegos/PS4 Juegos/3391891980685_s.jpg,1001,14.00,PlayStation 4,Dragon Ball: Xenoverse,32.00
0711719800415,15.00,/product_images/Juegos/PS4 Juegos/0711719800415_s.jpg,1001,11.00,PlayStation 4,Bloodborne,25.00
5021290069459,17.00,/product_images/Juegos/PS4 Juegos/5021290069459_s.jpg,1001,12.00,PlayStation 4,Just Cause 3,28.00
5030917126215,6.00,/product_images/Juegos/PS4 Juegos/5030917126215_s.jpg,1001,4.00,PlayStation 4,Call Of Duty: Ghosts,18.00
711719843337,13.00,/product_images/Juegos/PS4 Juegos/711719843337_s.jpg,1001,9.00,PlayStation 4,God of War 3 - Remasterizado,22.00
5021290074811,24.00,/product_images/Juegos/PS4 Juegos/5021290074811_s.jpg,1001,17.00,PlayStation 4,Rise of the Tomb Raider,38.00
