categoria_id,precio_compra,titulo,categoria_str,img_caratula,sku,precio_intercambio,precio_venta
977,10.00,Monster Hunter 4 Ultimate,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496527075_s.jpg,045496527075,14.00,22.00
977,19.00,Yo-Kai Watch,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496472313_s.jpg,045496472313,23.00,35.00
977,9.00,Profesor Layton: Máscara de los prodigio,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496522629_s.jpg,045496522629,13.00,20.00
834,8.00,New Super Mario Bros.,Nintendo DS,/product_images/Juegos/DS Juegos/045496463106_s.jpg,045496463106,11.00,18.00
834,6.00,Mario Kart DS,Nintendo DS,/product_images/Juegos/DS Juegos/045496462338_s.jpg,045496462338,9.00,15.00
834,5.00,Animal Crossing: Wild World,Nintendo DS,/product_images/Juegos/DS Juegos/045496462543_s.jpg,045496462543,7.00,12.00
834,6.00,Pokemon Diamante,Nintendo DS,/product_images/Juegos/DS Juegos/045496464844_s.jpg,045496464844,9.00,15.00
834,0.40,Brain Training,Nintendo DS,/product_images/Juegos/DS Juegos/045496462567_s.jpg,045496462567,0.70,2.00
834,6.00,Pokemon Edicion Blanca,Nintendo DS,/product_images/Juegos/DS Juegos/045496471118_s.jpg,045496471118,9.00,15.00
834,6.00,Pokemon Perla,Nintendo DS,/product_images/Juegos/DS Juegos/045496464936_s.jpg,045496464936,9.00,15.00
834,14.00,Pokemon Oro HeartGold Sin Pokewalker,Nintendo DS,/product_images/Juegos/DS Juegos/045496469641B_s.jpg,045496469641,20.00,32.00
834,8.00,Super Mario 64 DS,Nintendo DS,/product_images/Juegos/DS Juegos/045496462031_s.jpg,045496462031,11.00,18.00
834,5.00,Pokemon Mundo Misterioso Equipo Azul,Nintendo DS,/product_images/Juegos/DS Juegos/045496463595_s.jpg,045496463595,7.00,12.00
834,6.00,Pokemon Edicion Negra,Nintendo DS,/product_images/Juegos/DS Juegos/045496471057_s.jpg,045496471057,9.00,15.00
834,0.40,Mas Brain Training,Nintendo DS,/product_images/Juegos/DS Juegos/045496464721_s.jpg,045496464721,0.70,2.00
834,0.80,NintenDogs Labrador & Friends,Nintendo DS,/product_images/Juegos/DS Juegos/045496462246_s.jpg,045496462246,1.30,3.50
834,11.00,Pokemon Edicion Negra 2,Nintendo DS,/product_images/Juegos/DS Juegos/045496462857_s.jpg,045496462857,15.00,25.00
834,1.20,Inazuma Eleven,Nintendo DS,/product_images/Juegos/DS Juegos/045496470647_s.jpg,045496470647,1.90,5.00
830,0.40,"Whispered World, The - Edición Especial",PC,/product_images/Juegos/PC Juegos/8436016710770_s.jpg,8436016710770,0.70,2.00
830,0.10,Warhammer 40000 - Armageddon (SN),PC,/product_images/Juegos/PC Juegos/5060193302294_s.jpg,5060193302294,0.30,1.00
830,0.01,Splinter Cell,PC,/product_images/Juegos/PC Juegos/3307210181862_s.jpg,3307210181862,0.01,0.25
830,0.20,Imperium II,PC,/product_images/Juegos/PC Juegos/8436010150572_s.jpg,8436010150572,0.40,1.50
830,0.01,Torrente El Juego,PC,/product_images/Juegos/PC Juegos/8436010150527_s.jpg,8436010150527,0.01,0.10
830,0.20,Imperium,PC,/product_images/Juegos/PC Juegos/8436010150275_s.jpg,8436010150275,0.40,1.50
830,0.10,Need For Speed: Porsche 2000,PC,/product_images/defimg4_s.jpg,8431474003723,0.20,0.75
830,2.00,Los Sims 2 (SN),PC,/product_images/Juegos/PC Juegos/8414185051528_s.jpg,8414185051528,4.00,12.00
830,0.01,Los Sims Animales A Raudales (SN) (2 CDS),PC,/product_images/Juegos/PC Juegos/8414185050873_s.jpg,8414185050873,0.01,0.10
830,0.10,Blackguards,PC,/product_images/Juegos/PC Juegos/8436016710787_s.jpg,8436016710787,0.30,1.00
830,0.50,Imperium III,PC,/product_images/Juegos/PC Juegos/8436010150671_s.jpg,8436010150671,1.00,3.50
830,0.20,Cine Gramas,PC,/product_images/defimg5_s.jpg,8431474002832,0.30,1.00
830,0.01,Classic Games Collection,PC,/product_images/defimg4_s.jpg,8431474001200,0.10,0.50
830,0.10,Duck Tales Remastered,PC,/product_images/Juegos/PC Juegos/5055060972328_s.jpg,5055060972328,0.20,0.75
821,6.00,Grand Theft Auto V (5),PlayStation 3,/product_images/Juegos/PS3 Juegos/5026555410267_s.jpg,5026555410267,9.00,15.00
821,2.00,Call Of Duty: Black Ops II,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030917111761_s.jpg,5030917111761,4.00,12.00
821,1.60,FIFA 15,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030937112373_s.jpg,5030937112373,2.00,7.00
821,2.00,Call Of Duty: Modern Warfare 3,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030917096808_s.jpg,5030917096808,3.00,5.00
821,2.00,Call Of Duty: Ghosts,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030917126116_s.jpg,5030917126116,3.00,5.00
821,2.00,Grand Theft Auto IV,PlayStation 3,/product_images/Juegos/PS3 Juegos/5026555400251_s.jpg,5026555400251,3.00,6.00
821,3.00,Call Of Duty: Black Ops,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030917085802_s.jpg,5030917085802,4.00,7.00
821,0.30,FIFA 14,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030933111103_s.jpg,5030933111103,0.60,2.00
821,1.20,Gran Turismo 5,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719190059_s.jpg,711719190059,1.90,5.00
821,0.01,FIFA 13,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934109680_s.jpg,5030934109680,0.10,0.50
821,5.00,FIFA 16,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030946112869_s.jpg,5030946112869,8.00,22.00
821,3.00,Uncharted 3: Traicion de Drake,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719123996_s.jpg,711719123996,5.00,8.00
821,5.00,Call Of Duty: Advanced Warfare,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030917147906_s.jpg,5030917147906,7.00,12.00
821,9.00,Last Of Us,PlayStation 3,/product_images/Juegos/PS3 Juegos/0711719274551_s.jpg,0711719274551,12.00,20.00
821,1.20,Battlefield 3,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934102902_s.jpg,5030934102902,1.90,5.00
990,2.00,Space Hulk,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/5055377602352_s.jpg,5055377602352,3.00,6.00
990,8.00,Minecraft,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/711719438519_s.jpg,711719438519,11.00,18.00
990,7.00,Assassin's Creed III (3): Liberation,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/3307215652312_s.jpg,3307215652312,9.00,15.00
990,8.00,Uncharted: Golden Abyss,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/711719200628_s.jpg,711719200628,11.00,18.00
990,0.90,FIFA 13,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/5030934109901_s.jpg,5030934109901,1.50,4.00
990,1.20,Invizimals - La Alianza,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/711719287667_s.jpg,711719287667,1.90,5.00
990,7.00,Need For Speed: Most Wanted 12,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/5030934109192_s.jpg,5030934109192,9.00,15.00
990,10.00,Call of Duty Black Ops- Declassified,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/5030917114083_s.jpg,5030917114083,14.00,22.00
990,4.00,Little Big Planet,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/711719236542_s.jpg,711719236542,6.00,10.00
990,4.00,FIFA 14,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/5030939111404_s.jpg,5030939111404,6.00,10.00
990,8.00,Killzone Mercenary,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/711719251163_s.jpg,711719251163,11.00,18.00
990,9.00,Final Fantasy X HD Only,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/5021290057791_s.jpg,5021290057791,13.00,20.00
990,3.00,Lego Movie: The Videogame,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/5051893165036_s.jpg,5051893165036,4.00,7.00
990,7.00,Sword Art Online: Lost Song,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/3391891985895_s.jpg,3391891985895,9.00,15.00
990,12.00,FIFA 15,PlayStation Vita,/product_images/Juegos/PS Vita Juegos/5035225113223_s.jpg,5035225113223,16.00,25.00
862,1.00,Assassin's Creed: Bloodlines,PSP,/product_images/Juegos/PSP Juegos/3307211667679_s.jpg,3307211667679,1.80,5.00
862,1.00,Grand Theft Auto: Liberty City Stories,PSP,/product_images/Juegos/PSP Juegos/5026555280143_s.jpg,5026555280143,1.80,5.00
862,1.00,Grand Theft Auto Vice City Stories,PSP,/product_images/Juegos/PSP Juegos/5026555280785_s.jpg,5026555280785,1.80,5.00
862,0.40,Daxter,PSP,/product_images/Juegos/PSP Juegos/711719646266_s.jpg,711719646266,0.90,3.00
862,0.40,Gran Turismo,PSP,/product_images/Juegos/PSP Juegos/711719151159_s.jpg,711719151159,0.90,3.00
862,0.40,God of War: Chains of Olympus,PSP,/product_images/Juegos/PSP Juegos/711719908128_s.jpg,711719908128,0.90,3.00
862,0.80,Lord Of Arcana: Slayer Edition,PSP,/product_images/Juegos/PSP Juegos/5021290046405_s.jpg,5021290046405,1.40,4.00
862,0.40,Ratchet & Clank: El Tamano Importa,PSP,/product_images/Juegos/PSP Juegos/711719651888_s.jpg,711719651888,0.90,3.00
862,0.80,Call of Duty: Roads to Victory,PSP,/product_images/Juegos/PSP Juegos/5030917038426_s.jpg,5030917038426,1.40,4.00
862,0.01,Invizimals (Solo Juego),PSP,/product_images/Juegos/PSP Juegos/711719142058_s.jpg,711719142058,0.10,0.50
862,0.01,Invizimals La Otra Dimension (Solo Juego,PSP,/product_images/Juegos/PSP Juegos/711719169772_s.jpg,711719169772,0.10,0.50
862,0.01,Play Chapas,PSP,/product_images/Juegos/PSP Juegos/711719738657_s.jpg,711719738657,0.10,0.50
862,0.40,Medievil: Resurreccion,PSP,/product_images/Juegos/PSP Juegos/711719678250_s.jpg,711719678250,0.90,3.00
862,0.80,FIFA 13,PSP,/product_images/Juegos/PSP Juegos/5030934109888_s.jpg,5030934109888,1.40,4.00
862,0.01,Invizimals: Las tribus perdidas,PSP,/product_images/Juegos/PSP Juegos/8414646244995_s.jpg,8414646244995,0.10,0.50
831,8.00,Mario Kart Wii (Solo Juego),Wii,/product_images/Juegos/Wii Juegos/045496365202_s.jpg,045496365202,11.00,18.00
831,11.00,New Super Mario Bros. Wii,Wii,/product_images/Juegos/Wii Juegos/045496368098_s.jpg,045496368098,15.00,25.00
831,2.00,Wii Play (solo juego),Wii,/product_images/Juegos/Wii Juegos/045496362201B_s.jpg,045496362201,3.00,6.00
831,6.00,Super Mario Galaxy,Wii,/product_images/Juegos/Wii Juegos/045496363932_s.jpg,045496363932,9.00,15.00
831,6.00,Wii Sports Resort (Solo Juego),Wii,/product_images/Juegos/Wii Juegos/045496367473_s.jpg,045496367473,9.00,15.00
831,2.00,Wii Sports (Solo Juego),Wii,/product_images/Juegos/Wii Juegos/045496362102_s.jpg,045496362102,3.00,5.00
831,6.00,Super Smash Bros. Brawl,Wii,/product_images/Juegos/Wii Juegos/045496365899_s.jpg,045496365899,9.00,15.00
831,2.00,Wii Fit Plus (Solo Juego),Wii,/product_images/Juegos/Wii Juegos/045496367916_s.jpg,045496367916,3.00,5.00
831,9.00,Super Mario Galaxy 2,Wii,/product_images/Juegos/Wii Juegos/045496368869_s.jpg,045496368869,13.00,22.00
831,5.00,Legend of Zelda: Twilight Princess,Wii,/product_images/Juegos/Wii Juegos/045496362393_s.jpg,045496362393,7.00,12.00
831,8.00,Mario Party 8,Wii,/product_images/Juegos/Wii Juegos/045496362867_s.jpg,045496362867,11.00,18.00
831,9.00,Legend of Zelda: Skyward Sword,Wii,/product_images/Juegos/Wii Juegos/045496400736_s.jpg,045496400736,13.00,22.00
996,12.00,Mario Kart 8,Wii U,/product_images/Juegos/Wii U Juegos/045496333288_s.jpg,045496333288,17.00,28.00
996,12.00,Super Mario 3D World,Wii U,/product_images/Juegos/Wii U Juegos/045496332785_s.jpg,045496332785,17.00,28.00
996,14.00,Super Smash Bros,Wii U,/product_images/Juegos/Wii U Juegos/045496333621_s.jpg,045496333621,20.00,32.00
996,12.00,Splatoon,Wii U,/product_images/Juegos/Wii U Juegos/045496334475_s.jpg,045496334475,17.00,28.00
996,5.00,Nintendo Land,Wii U,/product_images/Juegos/Wii U Juegos/045496331085_s.jpg,045496331085,7.00,12.00
996,8.00,New Super Mario Bros. U & Super Luigi U,Wii U,/product_images/Juegos/Wii U Juegos/045496332198_s.jpg,045496332198,11.00,18.00
996,13.00,Super Mario Maker,Wii U,/product_images/Juegos/Wii U Juegos/045496334987_s.jpg,045496334987,18.00,30.00
996,6.00,New Super Mario Bros. U,Wii U,/product_images/Juegos/Wii U Juegos/045496331207_s.jpg,045496331207,9.00,15.00
996,3.00,Call Of Duty: Black Ops II,Wii U,/product_images/Juegos/Wii U Juegos/5030917114014_s.jpg,5030917114014,4.00,7.00
996,9.00,Donkey Kong Country: Tropical Freeze,Wii U,/product_images/Juegos/Wii U Juegos/0045496332716_s.jpg,0045496332716,12.00,20.00
996,9.00,Wii Party U (Solo Juego),Wii U,/product_images/Juegos/Wii U Juegos/045496332839_s.jpg,045496332839,12.00,20.00
996,3.00,ZombiU,Wii U,/product_images/Juegos/Wii U Juegos/3307215654293_s.jpg,3307215654293,5.00,8.00
996,9.00,Bayonetta 2,Wii U,/product_images/Juegos/Wii U Juegos/045496333713_s.jpg,045496333713,13.00,22.00
996,9.00,Mario Party 10,Wii U,/product_images/Juegos/Wii U Juegos/045496334161_s.jpg,045496334161,12.00,20.00
996,9.00,Legend Of Zelda: Wind Waker HD,Wii U,/product_images/Juegos/Wii U Juegos/0045496332303_s.jpg,0045496332303,12.00,20.00
827,8.00,Grand Theft Auto V (5) 2 Disco,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5026555258098_s.jpg,5026555258098,11.00,18.00
827,4.00,Call Of Duty: Black Ops,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030917085864_s.jpg,5030917085864,6.00,10.00
827,2.00,FIFA 14,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030949111104_s.jpg,5030949111104,3.00,6.00
827,8.00,Minecraft,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/0885370606515_s.jpg,0885370606515,11.00,18.00
827,5.00,FIFA 15,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5035228112377_s.jpg,5035228112377,7.00,12.00
827,3.00,Call Of Duty: Ghosts *2 Disc*,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030917125911_s.jpg,5030917125911,5.00,8.00
827,2.00,Gears of War 2,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/882224721141_s.jpg,882224721141,3.00,5.00
827,0.60,Halo 3,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/882224482479_s.jpg,882224482479,0.90,2.50
827,2.00,Resident Evil 6 *2 Disc*,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5055060963852_s.jpg,5055060963852,3.00,6.00
827,0.40,FIFA 13,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030934109734_s.jpg,5030934109734,0.70,2.00
827,2.00,Grand Theft Auto IV,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5026555245968_s.jpg,5026555245968,3.00,6.00
827,2.00,Battlefield 3 *2 Discos*,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030934102421_s.jpg,5030934102421,3.00,6.00
827,3.00,Call Of Duty: Modern Warfare 3,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030917096891_s.jpg,5030917096891,5.00,8.00
827,3.00,Forza Motorsport 4 2 Discos,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/885370309973_s.jpg,885370309973,5.00,8.00
1002,42.00,Resident Evil 7: Biohazard,Xbox One,/product_images/Juegos/Xbox One Juegos/5055060965924_s.jpg,5055060965924,46.00,60.00
1002,18.00,Gears of War 4,Xbox One,/product_images/Juegos/Xbox One Juegos/0889842121575_s.jpg,0889842121575,24.00,38.00
1002,20.00,Battlefield 1,Xbox One,/product_images/Juegos/Xbox One Juegos/5035228113763_s.jpg,5035228113763,27.00,42.00
1002,14.00,Call Of Duty: Black Ops III,Xbox One,/product_images/Juegos/Xbox One Juegos/5030917181863_s.jpg,5030917181863,19.00,30.00
1002,8.00,Dead Rising 3,Xbox One,/product_images/Juegos/Xbox One Juegos/85370663983_s.jpg,85370663983,11.00,18.00
1002,20.00,Final Fantasy XV,Xbox One,/product_images/Juegos/Xbox One Juegos/5021290073081_s.jpg,5021290073081,27.00,42.00
1002,19.00,Grand Theft Auto V (5),Xbox One,/product_images/Juegos/Xbox One Juegos/5026555284127_s.jpg,5026555284127,26.00,40.00
1002,8.00,Gears Of War: Ultimate Edition,Xbox One,/product_images/Juegos/Xbox One Juegos/885370951844_s.jpg,885370951844,11.00,18.00
1002,9.00,Ryse: Son Of Rome,Xbox One,/product_images/Juegos/Xbox One Juegos/885370662221_s.jpg,885370662221,13.00,20.00
1002,9.00,Forza Motorsport 5,Xbox One,/product_images/Juegos/Xbox One Juegos/885370662023_s.jpg,885370662023,13.00,20.00
1002,8.00,Halo 5: Guardians,Xbox One,/product_images/Juegos/Xbox One Juegos/885370929669_s.jpg,885370929669,11.00,18.00
1002,3.00,Call Of Duty: Advanced Warfare,Xbox One,/product_images/Juegos/Xbox One Juegos/5030917147791_s.jpg,5030917147791,5.00,15.00
1002,18.00,Dead Rising 4,Xbox One,/product_images/Juegos/Xbox One Juegos/889842148671_s.jpg,889842148671,24.00,38.00
1002,19.00,Watch Dogs 2,Xbox One,/product_images/Juegos/Xbox One Juegos/3307215969977_s.jpg,3307215969977,26.00,40.00
1002,12.00,Rise Of The Tomb Raider,Xbox One,/product_images/Juegos/Xbox One Juegos/885370984750_s.jpg,885370984750,16.00,25.00
1001,21.00,"Last Guardian, The",PlayStation 4,/product_images/Juegos/PS4 Juegos/711719838951_s.jpg,711719838951,29.00,45.00
1001,16.00,Far Cry Primal,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215938782_s.jpg,3307215938782,22.00,35.00
1001,15.00,Star Wars: Battlefront,PlayStation 4,/product_images/Juegos/PS4 Juegos/5030934121637_s.jpg,5030934121637,20.00,32.00
1001,15.00,Assassin's Creed: Syndicate,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215893227_s.jpg,3307215893227,20.00,32.00
1001,10.00,Far Cry 4,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215793633_s.jpg,3307215793633,14.00,22.00
1001,5.00,Killzone: Shadow Fall,PlayStation 4,/product_images/Juegos/PS4 Juegos/711719275473_s.jpg,711719275473,7.00,12.00
1001,15.00,Assassin's Creed: Unity,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215803530_s.jpg,3307215803530,20.00,32.00
1001,20.00,"Last of Us, The - Remastered",PlayStation 4,/product_images/Juegos/PS4 Juegos/711719407515_s.jpg,711719407515,27.00,42.00
1001,15.00,Fallout 4,PlayStation 4,/product_images/Juegos/PS4 Juegos/5055856406242_s.jpg,5055856406242,20.00,32.00
1001,14.00,Batman: Arkham Knight,PlayStation 4,/product_images/Juegos/PS4 Juegos/5051893179637_s.jpg,5051893179637,19.00,30.00
1001,18.00,Witcher 3: Wild Hunt,PlayStation 4,/product_images/Juegos/PS4 Juegos/3391891979016_s.jpg,3391891979016,24.00,38.00
1001,13.00,DriveClub,PlayStation 4,/product_images/Juegos/PS4 Juegos/711719277071_s.jpg,711719277071,18.00,28.00
1001,13.00,Doom (2016),PlayStation 4,/product_images/Juegos/PS4 Juegos/5055856403418_s.jpg,5055856403418,18.00,28.00
1001,13.00,Battlefield 4,PlayStation 4,/product_images/Juegos/PS4 Juegos/5030936111346_s.jpg,5030936111346,18.00,28.00
1001,1.20,FIFA 15,PlayStation 4,/product_images/Juegos/PS4 Juegos/5030947112387_s.jpg,5030947112387,2.00,8.00
1001,6.00,Call Of Duty: Advanced Warfare,PlayStation 4,/product_images/Juegos/PS4 Juegos/5030917148019_s.jpg,5030917148019,10.00,28.00
1001,19.00,Uncharted: The Nathan Drake Collection,PlayStation 4,/product_images/Juegos/PS4 Juegos/711719866534_s.jpg,711719866534,26.00,40.00
1001,20.00,Need For Speed (2015),PlayStation 4,/product_images/Juegos/PS4 Juegos/5035223113737_s.jpg,5035223113737,27.00,42.00
1001,14.00,God of War 3 - Remasterizado,PlayStation 4,/product_images/Juegos/PS4 Juegos/711719843337_s.jpg,711719843337,19.00,30.00
1001,24.00,Rise of the Tomb Raider,PlayStation 4,/product_images/Juegos/PS4 Juegos/5021290074811_s.jpg,5021290074811,33.00,52.00
1001,18.00,Titanfall 2,PlayStation 4,/product_images/Juegos/PS4 Juegos/5030932116925_s.jpg,5030932116925,24.00,38.00
1001,20.00,Rainbow Six: Siege,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215889121_s.jpg,3307215889121,27.00,42.00
1001,16.00,Until Dawn,PlayStation 4,/product_images/Juegos/PS4 Juegos/711719874737_s.jpg,711719874737,22.00,35.00
1001,18.00,Dishonored 2 (Sin DLC),PlayStation 4,/product_images/Juegos/PS4 Juegos/5055856410706_s.jpg,5055856410706,24.00,38.00
1001,24.00,NBA 2K17,PlayStation 4,/product_images/Juegos/PS4 Juegos/5026555422079_s.jpg,5026555422079,32.00,50.00
1001,10.00,Assassin's Creed 4: Black Flag,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215715239_s.jpg,3307215715239,14.00,22.00
1001,10.00,"Order 1886, The",PlayStation 4,/product_images/Juegos/PS4 Juegos/0711719284697_s.jpg,0711719284697,14.00,22.00
1001,13.00,"Evil Within, The",PlayStation 4,/product_images/Juegos/PS4 Juegos/093155149007_s.jpg,093155149007,18.00,28.00
1001,13.00,Bloodborne,PlayStation 4,/product_images/Juegos/PS4 Juegos/0711719800415_s.jpg,0711719800415,18.00,28.00
1001,20.00,Pro Evolution Soccer 2017,PlayStation 4,/product_images/Juegos/PS4 Juegos/4012927102336_s.jpg,4012927102336,27.00,42.00
1001,16.00,Dragon Ball: Xenoverse,PlayStation 4,/product_images/Juegos/PS4 Juegos/3391891980685_s.jpg,3391891980685,22.00,35.00
1001,32.00,Overwatch,PlayStation 4,/product_images/Juegos/PS4 Juegos/5030917188893_s.jpg,5030917188893,39.00,58.00
1001,13.00,InFamous Second Son,PlayStation 4,/product_images/Juegos/PS4 Juegos/0711719278870_s.jpg,0711719278870,18.00,28.00
1001,14.00,"Tierra-Media, La: Sombras De Mordor",PlayStation 4,/product_images/Juegos/PS4 Juegos/5051893165128_s.jpg,5051893165128,19.00,30.00
1001,19.00,Minecraft,PlayStation 4,/product_images/Juegos/PS4 Juegos/711719439912_s.jpg,711719439912,26.00,40.00
1001,7.00,Battlefield Hardline,PlayStation 4,/product_images/Juegos/PS4 Juegos/5030946112425_s.jpg,5030946112425,9.00,15.00
1001,16.00,Just Cause 3,PlayStation 4,/product_images/Juegos/PS4 Juegos/5021290069459_s.jpg,5021290069459,22.00,35.00
1001,18.00,Dying Light,PlayStation 4,/product_images/Juegos/PS4 Juegos/5051893170139_s.jpg,5051893170139,24.00,38.00
1001,31.00,Dragon Ball Xenoverse 2,PlayStation 4,/product_images/Juegos/PS4 Juegos/3391891990097_s.jpg,3391891990097,42.00,65.00
1001,19.00,Bloodborne - Game Of The Year Edition,PlayStation 4,/product_images/Juegos/PS4 Juegos/711719844341_s.jpg,711719844341,26.00,40.00
1001,16.00,Ratchet & Clank (2016),PlayStation 4,/product_images/Juegos/PS4 Juegos/711719848233_s.jpg,711719848233,22.00,35.00
